Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
والله مافهمت شي بس اللي اتوقعه ان كلكم فاشلين,Medium,dismissive,criticism,negative,فاشلين
متى سيحين المستقبل القريب لهؤلاء الأشخاص؟,Low,inquisitive,neutral,curious,none
الثوار هو ل كومه اشرار ويجب رجمهم بحجار وعم يلعبوا بالنار وفيهن فاسدين كتار بيسكروا بالليل وبيناموا بالنهار وبيحب,High,aggressive,derogatory and inflammatory,hostile,"اشرار, رجمهم, النار, فاسدين, بيسكروا"
لا حبيبتي العيدية ماخصها بالدين 😒 شو ذنبي انا اذا هني بيعطوني عيدية أكثر منك 😜,Medium,sarcastic,informal and dismissive,dismissive,ذنبي
اذهب وخذ نزهة,Low,informal,direct,neutral,none
أجل، هذا سيجعل ألبيرتا عظيمة مجددا,Low,optimistic,positive and hopeful,supportive,none
و إذا دعيت على أردوغان راح تجي الملائكة وتقول ولك ذلك ؟؟؟,Medium,sarcastic,conversational and critical,negative,دعيت على
🤮🤮 اكيد الكلام هذا لاثاره الجدل واكيد ماراح ارد عليك حتى لو كلامك نرفزني لانك سطحي ورجعي والله الغلط عل,High,aggressive,informal and confrontational,negative,"سطحي, رجعي"
نريد فيزا ❤️,Low,casual,informative and friendly,requesting,none
محد حبيبي هالايام الا الاهلي اما انتوا غضبان منكم 😢,Low,informal,expressive and emotional,sadness,غضبان
مش شرط عشان انا بكتب بوستات هزار ابقى مبسوط مانتو بتكتبو بوستات كلها اخلاق وانتو بلاش 🤙 🔥,Medium,sarcastic,conversational and informal,frustration,بلاش
مش فلسطينية والزرقاء مش مخيم,Medium,dismissive,informal and direct,exclusionary,"مش فلسطينية, مش مخيم"
على أية حال هي لا تتكلم مثل الرابح,Medium,critical,informal,disparaging,لا تتكلم
يا ويلكم من الله ياليهود ايا ويلكم من الله ، من السعودية نحن مع اخواننا الفلسطنيين قلب…,High,aggressive,accusatory and hostile,threatening,"يا ويلكم, ياليهود"
سنة الله في القرى الهلاك بعد فساد مترفيها,Medium,serious,religious and cautionary,warning,"الهلاك, فساد"
مهي عشان كدة اسمها مخابرات,Low,informal,informative,casual,none
الحجج التي قرأتها هنا تجعلني أهز رأسي,Low,expressive,informative and subjective,slightly negative,none
بدون تلك التحكمات، ستكون عرضة للتعرض لمطر حمضي.,Medium,cautionary,informative,warning,"عرضة, مطر حمضي"
لقد كان في المنزل وكان يجب أن يبقى هناك,Low,neutral,informative,directive,none
لا اصير شيخ حاولي هالايام ههههههه,Low,informal,casual and playful,light-hearted,none
عقبالك لما تجيك ضربة بخلقتك,High,hostile,insulting and aggressive,negative,"ضربة, بخلقتك"
يرحم امك يا كونتي من اول تنزله,High,aggressive,colloquial and disrespectful,frustration and disrespect,كونتي
لا ، لم يفعلوا شيئا فيما يتعلق بداعش.,Medium,informative,formal,critical,داعش
ياما بكيت وترجيتك ترحم قلبي ومارديت,Medium,emotional,expressive,hurt,"ترجيتك, مارديت"
نهاية جنودكم حاتكون تحت قبضة المشير,Medium,threatening,confrontational and hostile,aggressive,تحت قبضة
هيلاري حرة، وأوامره التنفيذية فيها نظر و لديه بعض المشاكل,Low,formal,informative and neutral,critical,المشاكل
جنسهم جبران باسيل وقبص اللي فيه النصيب,Medium,sarcastic,colloquial and critical,negative,قبص
هو ما كان جيد,Low,neutral,informative,negative,none
هه ايش نقال من شان يخلوهم الكفلا في عزب الرياض ويرضون عنهم حسبي الله عليكم مارخصكم,High,derisive,derogatory and accusatory,angry,مارخصكم
ترامب غير مناسب لأمريكا أو العالم.,Medium,critical,assertive,negative,غير مناسب
ريفيوز الأفلام المكتوبة داخل اجمع معلومات عن الفيلم ليه اول كلمين يبقوا عن مشهد النهاية,Low,neutral,informative,curious,none
الله يفجعهم صرخخت والله زرفوا درجاتي متأكده! ذي أسهل و أخف ماده شلووون كذا!,High,angry,emotive and aggressive,frustration,"يفجعهم, زرفوا"
هؤلاء الجمهوريون مثل الاسماك.,Medium,derogatory,metaphorical and critical,negative,الاسماك
يليتني عايشه بمستنقع مع تماسيح ولاعايشه معكم,High,contemptuous,derogatory,negative,"مستنقع, تماسيح"
ماذا تتوقع من اتباع أردوغان؟,Medium,dismissive,conversational,skeptical,اتباع
يمه فجاءه صارو كلهم مصريين,Low,informal,conversational,neutral,none
مافيش لا بحر لا نفط يا أردوغان😂,Medium,mocking,colloquial,negative,"مافيش, لا بحر, لا نفط"
الدين هو مثل الإدمان للعقل بالنسبة لأولئك الذين لا يمكنهم تحمل الشيء الحقيقي.,High,derogatory,comparative and critical,negative,"الإدمان, لا يمكنهم تحمل الشيء الحقيقي"
ولن يتغير أي شيء من هذا.,Low,neutral,informative,resigned,none
يا رجال دوري مبتدئين ضامن الدوري تنافس على الابطال كمان شوف من بعد كريستيانو فريقك صار غير😭😭,Medium,mocking,informal and confrontational,dismissive,"مبتدئين, صار غير"
حسبي الله عليكم وعلى شواربكم يامن جلستم على كراسي لستم أهلا لها لاشيمة فيكم ولاغيره تسرقون ثروات الوطن والمواطنيين,High,angry,accusatory and hostile,negative,"حسبي الله عليكم, شواربكم, لستم أهلا لها, لاشيمة فيكم, ولاغيره, تسرقون"
ايه صح اعرفك ونحنا بالروضه كانو عيونك زرق وكنت مليانة,Medium,informal,descriptive and subjective,nostalgic with a potential for body-shaming,مليانة
والله الدوري الالماني دوري مبتدئين ما تضمن نجاح مخرجاته والامثله كثير,Medium,critical,informative and subjective,negative,"مبتدئين, ما تضمن نجاح مخرجاته"
أنتم يا رفاق لديكم مشكلة,Medium,potentially confrontational,directive,critical,مشكلة
الشيعة الإيرانيين يكذبون أحداث عن ال البيت رضي الله عنهم حتى يعيدون مجد أجدادهم عبدت النار ال…,High,accusatory,inflammatory,hostile,"يكذبون, عبدت النار"
كنا نبحث عن رجل أسود عنيف.,High,aggressive,discriminatory,negative,"عنيف, أسود"
ماعدهم تفرقه مثلنا بدليل إفريقي كان رئيس هم يعتمدون على الخبره ...تحياتي,Medium,judgmental,informative and critical,disparaging,تفرقه
اسكت انت وبشار الكيماوي وحزب الله و الايرانيين إلى مزبلة التاريخ,High,hostile,aggressive and offensive,extremely negative,"اسكت, الكيماوي, مزبلة, التاريخ"
ستموت بحسرة الخواجه ولن يعطيك شرف التحدث معه وابتزازه,High,hostile,threatening and demeaning,negative,"ستموت, بحسرة, لن يعطيك شرف, ابتزازه"
لا يوجد شرطي روسي هنا,Low,neutral,informative,neutral,none
ايه اللي ازاي عمرك ما شوفت عيله كلها فشلة,High,aggressive,derogatory and dismissive,negative,فشلة
كل الاهداف صعبة .. صح العويسمعصب بس والله ماله ذنب بالاهداف,Low,informal,conversational and explanatory,defensive,معصب
من عجائب هذا الزمان ، البنات دائما تدعي ان يوفقها بالرجل الصالح واذا تقدم لها متدين ترفضه. ليييش ؟ سؤال يبطح نفسة .,Medium,critical,conversational and judgmental,disapproving,"البنات تدعي, ترفضه, لييش, يبطح نفسة"
اول شخص طالب بتخفيض الرواتب انت,Medium,accusatory,assertive,critical,تخفيض الرواتب
هازارد كل مسيرته بدوري مبتدئين واكبر مقلب,Medium,derogatory,informal and negative,critical,مقلب
دي مش مشكله بالنسبة للدفعة عشان كلهم مبتدئين,Low,casual,informative and neutral,reassuring,none
الحكومة نفسها لا تستطيع حتى إدارة شؤونها بشكل صحيح,Medium,critical,assertive and negative,frustrated,"لا تستطيع, بشكل صحيح"
استلم حوالتك يامرتزق من انيس,High,aggressive,offensive,hostile,مرتزق
اهذه هي المهنية والصحافة الصادقة؟ الم تجدوا ما تفيدون به القارئ ؟ افي دور الدعارة تربيتم…,High,accusatory,insulting and confrontational,negative,"الدعارة, تربيتم"
ماطلعلكم صوت فوق السرقة كذابين تسئلون وش مشكلتك وبعدها تختفون ماتردون حسبي الله عليكم وعلى من جمعكم شركة نصب,High,aggressive,accusatory and angry,hostile,"سرقة, كذابين, تختفون, ماتردون, حسبي الله عليكم, شركة نصب"
إنه حقا أمر لا يصدق كيف تتحدث,Medium,sarcastic,disparaging,negative,حقا أمر لا يصدق
خلاص واضحه الحكم فاشل رجع للفار عشان للهلال وحقت النصر مارجع عيال فاشلين جابو حكم زيهم فاشل,High,angry and accusatory,colloquial,negative,"فاشل, عيال فاشلين"
من المؤسف أنه ليس هناك وسيلة للتخلص من الأشخاص الغبيين.,High,derogatory,critical and disparaging,negative,الغبيين
ما حدا عندو ذرة شرف ومصداقية🤮🤮,High,aggressive,insulting and accusatory,negative,"ذرة شرف, مصداقية, 🤮🤮"
منذ مشاركته وصل للنهائي مرتين ومرة للنهائي العالم مع منتخب كان كله مبتدئين,Low,informative,neutral and descriptive,positive,none
عاااااااااااالمي تاااااااااريخي اسسسطورس ياقلبي ياعيني يرتاح راسي وش ذا الهدف التاريخي يرحم امك يااااشيخ😭😭😭😭😭🙈,Low,excited and emotional,expressive and colloquial,enthusiastic and celebratory,none
قداش خسرتو تونس أعوام وغرقتونا في ترهاتكم,Medium,aggressive,informative and critical,negative,"خسرتو, غرقتونا, ترهاتكم"
عفواً بس شو هالتحليل هاد من وين لوين الفلسطينية أشعلوا الثورة,Medium,dismissive,informative and skeptical,critical,none
تدري انك قاعد تتابع المباراة و انا ازغل عليك,Medium,frustrated,informal and confrontational,displeased,"تدري, قاعد تتابع, ازغل عليك"
سرت و الجفره خط احمر 😂 مش قادر يتقدم خطوه أردوغان,Medium,defiant and mocking,provocative and dismissive,negative,😂 مش قادر يتقدم خطوه أردوغان
كندا ستكون سعيدة جدا لكي تكون توأم روح المكسيك إذا المكسيك تحسنت,Medium,conditional,informative,conditional appreciation,none
تحسب الكل مثل خواتك وامك الي ماعرفو يربونك؟,High,confrontational,accusatory and offensive,hostile,ماعرفو يربونك
هؤلاء المخترقين الروس العبقريين,Medium,neutral,descriptive,negative,مخترقين
حبيبى لما تقع قوم اقف ومتبصش للى سرق ولهف وعايش فى نعيم وترف وفاكر نفسه نضف بكرة الايام تدور وكله ينكشف,Medium,admonishing,colloquial,advisory with a hint of warning,"سرق, لهف, فاكر نفسه نضف, ينكشف"
فريق مايمشي الا بدفدفة الفار...!! أقسم بالله حتى والنتيجه كذا ماعندك أحد.. إجتهادات فااااااااو وبسسسسس,Medium,frustrated,colloquial and expressive,critical,"بدفدفة, ماعندك أحد"
من الصعب القول إنكم فعلتم ذلك من أجل الحرية ثم فررتم إلى روسيا .,Medium,skeptical or accusatory,critical and evaluative,negative,"صعب, فررتم"
الصحفي اللي سأل السؤال ساذج فريقه فايز 8 ويبغاه يكون زعلان على ميسي,Medium,informal and dismissive,informative and critical,negative,"ساذج, زعلان"
حقاً، هناك أشخاص آخرين قاموا بمضايقتي مثل styrofoam1994 الذي وصفني بأني شخص غير لطيف.,Medium,complaining,informative with a negative overtone,negative,"قاموا بمضايقتي, غير لطيف"
امم جمال جد جد لبويتين حبايب واقفين مع بعض,Low,informal,descriptive,positive,none
الشرطة ليس لديها وقت لهذا,Low,neutral,informative and straightforward,matter-of-fact,none
هذا الشخص يجب أن يبتعد عن الحيوانات والجمهور بشكل عام.,Medium,directive,assertive,negative,يبتعد
* معنديش طاقة اجادل حد * - انتي صح - وانت صح - والأخ اللي ورا... ايوة انت يا رجل انت صح,Medium,dismissive,colloquial,frustration and resignation,اجادل
وينهم رواد السلام؟؟ حسبي الله عليكم وعلى من والاكم وعلى من ايدكم جميعا غدا عند الله تلتقي الخصوم,High,aggressive,confrontational,negative,"حسبي الله عليكم, والاكم, ايدكم, الخصوم"
كلكهم بيقولو عنك مليانة 😂😂,Medium,mocking,colloquial,negative,مليانة
الناخبين يتصرفون كما لو أنهم لا يعلمون شيئًا، وتخمن ماذا؟,Medium,critical,informative and slightly derogatory,negative,لا يعلمون شيئًا
لم أصوت له,Low,neutral,informative,neutral,none
شهيد قال,High,serious,ambiguous,controversial,شهيد
يارب يا ساتر ان قومت من النوم مفزوع ي ميليتاو,Low,informal,expressive and emotional,anxious or concerned,مفزوع
في كل مرة تقوم فيها بوضع علامة على المنشور فإنك توضح وجهة نظري,Low,neutral,informative,positive,none
طبعاً لنا شهر نصيح، قفل وانتظر تخطف هدف وبتفوز يا برازيلي.,Medium,informal and frustrated,commanding and critical,negative,"نصيح, قفل, تخطف"
إنهم الجيل القادم من المشردين.,Medium,critical,judgmental,negative,المشردين
ماشالله عليه شو ذكي هل الوزير - ليش ما منعت الرحلات من لندن ؟,Low,sarcastic,informative and neutral,critical,none
كيف لا.. انت مسوي صورتك.. ولا انت هيك,Medium,dismissive,conversational and critical,judgmental,"مسوي, هيك"
إنه مجرد طباخ,Medium,dismissive,informative and slightly derogatory,negative,مجرد
يا عمي هيدا الزلمي ما بيعرف شي,Medium,informal,dismissive,negative,"يا عمي, ما بيعرف شي"
حتى ذلك الحين لا تتردد في لعب خدعك.,Medium,assertive,advisory and instructive,encouraging,خدع
بواتينغ من عرفته وهو مدافع ضعيف مادري كيف يلعب اساسي على طول,Medium,critical,informal and subjective,negative,ضعيف
المشكلة هي أن إدارتهم غير كفئة للغاية.,Medium,critical,evaluative,negative,"المشكلة, غير كفئة للغاية"
عيلة فاشلين من كبيرهم لصغيرهم,High,derogatory,insulting and dismissive,condescending,فاشلين
صدقني في ساقطات أشرف منا والله,High,offensive,derogatory,negative,ساقطات
🤪 هذا مره يستفزني,Medium,expressive,colloquial,frustration,يستفزني
أقيل بسبب نكتة سخيفة.,Medium,negative,informative,frustration,سخيفة
ياعم أقعد وأذكر ربك شو وضعك,Medium,informal,commanding and direct,critical,شو وضعك
بالامس تحتفلون بالاستقلال واليوم تستقبلون المستعمر . هكذا هم العملاء وبائعي وطنهم,High,accusatory,critical and condemnatory,negative,"العملاء, بائعي وطنهم"
المساعدات للمتضررين مو للبناني,Medium,exclusionary,informative,discriminatory,مو للبناني
بعد رؤية شيء مثل هذا ، توقعت أن تكون مجرد دمية.,Low,neutral,plain and conversational,disappointed,مجرد دمية
ميسي البث متاخر والتايم حرق علي 😀 💔 💔,Low,frustration,informal and expressive,negative,حرق
يعني هي عانت وتعذبت سنوات مستكثرين عليها تتكلم وتعبر عن الي واجهته فتره طويله؟ صعب عليكم,Medium,critical,emotive and confrontational,frustrated,"عانت, تعذبت, صعب"
غير مدرك أنه يمكن يأذيه او يكسره,Medium,warning,informative,concern,"يأذيه, يكسره"
التاريخ محكوم عليه بالتكرار عندما يتجاهل أشخاص مثلك ما يحدث.,Medium,blaming,critical,disapproving,يتجاهل
اللحين يقول لك هذي فئه ارهابيه وتم التصفيه,High,aggressive,hostile and accusatory,negative,"ارهابيه, التصفيه"
باختصار، البعض هرب بالسرقة.,Medium,accusatory,informative and critical,negative,السرقة
كل من بينس وترامب ليسو مناسبين.,Low,assertive,informative,negative,ليسوا مناسبين
يظهر لك مدى تعقيد الكنيسة الكاثوليكية.,Low,neutral,informative,objective,none
- ليش حذفت النصيحه يا شيخ🤔,Low,questioning,informative and slightly accusatory,confused,حذفت
تعتقد أنك ذكي بينما أنت غير ذلك .,Medium,dismissive,condescending,negative,غير ذلك
أنت آخر من يتكلم عن فلسطين يا سيسي.,Medium,critical,colloquial and confrontational,disapproving,آخر
الليرة التركي بيتم اغتصابها وهتك عرضها أردوغان هيهجم على الخط الأحمر لانها المنقذ له ولاقتصاده الهش,High,aggressive,informative and critical,negative,"اغتصابها, هتك عرضها, اقتصاد هش"
شكرا لك لأخذ الوقت لعرض كل معلوماتك المضللة,Medium,sarcastic,critical and informal,negative,المضللة
دون يونغ، كلا يقول الحقيقة.,Medium,accusatory,confrontational,negative,كلا
اي اطلالة بالله عليك والله استايله بسيط وبقوه بعد المفروض يحاسبونه عشان الذوق العام هو و صلعته االلي عاكس الضوء,High,sarcastic,informal and critical,negative,"يحاسبونه, صلعته, عاكس الضوء"
يلعب بدوري مبتدئين لو قوميز حقق نفسه ارقامه وفي الابطال ماقابل خصم قوي,Medium,critical,skeptical and judgmental,dismissive,"يلعب بدوري مبتدئين, ماقابل خصم قوي"
هل الملاحون نائمون أم ماذا؟,Medium,sarcastic,interrogative and dismissive,critical,نائمون
يا له من وجهة نظر غير ناضجة لديك!,Medium,critical,informal and subjective,negative,غير ناضجة
جوالي مصلحه قبل كم يوم ورجع انخرب مره ثانيه يا لك من جوال,Low,frustrated,colloquial,annoyance,انخرب
ما هي الشرعية الأخلاقية التي اكتسبها منذ قدومه إلى واشنطن؟,Low,questioning,inquisitive,neutral,none
تدعمون الحوثي في الخفاء وتدينون في العلن حسبي الله عليكم أين ذهبت مضادت الصواريخ الخاصة بكم إن كنتم,Medium,accusatory,critical and confrontational,disapproval,"تدعمون, الخفاء, حسبي الله عليكم, مضادت الصواريخ"
والله اذا لقيت شيخ عدل هالايام قولنا 😂,Medium,sarcastic,informal and colloquial,skeptical,none
نص الشعب المصري ما عنده شعر 😂😂😂😂😂😂😂,Medium,mocking,casual and colloquial,derogatory,none
رزق الهبل عالمجانين,Medium,informal,colloquial and dismissive,disparaging,"الهبل, المجانين"
الرئيس ذو الشخصية النرجسية بالنسبة لك!,Medium,informal,critical,negative,النرجسية
ايه داري كلنا طلعنا من صلب الذكر ي رجل هذي النقطه الي حشرتك فيها .. الكلام…,Medium,confrontational,colloquial and critical,negative,حشرتك
اقسم بالله يالفرج لا أخلص من فلسفتك,Medium,aggressive,informal,frustration,أخلص من
بفهم من قلكم إن برشلونة مكتوب باسم ميسي ؟؟؟؟! وش تنتظرون من لاعب الي حوله ما يساعدون والمدرب ساذج شو يسوي صدق صدق منطقيًا وش…,Medium,frustrated,critical and informal,negative,ساذج
الرجل يفتح فمه ولا شيء جيد يخرج,Medium,critical,colloquial,negative,"None expressed; however, implied negativity in the phrase 'ولا شيء جيد يخرج'"
انا وغيري من الزعماء نثقفك,Low,assertive,informative and authoritative,educational,none
أنا أعلم، أنا شخص ليس بريء، وليس لدي أي تورط في جرائم.,Medium,defensive,assertive,guilty,"ليس بريء, جرائم"
قعدت أسولف له عنك وقد ايش انتي تجننين وسوالك فولو وماقبلتي,Medium,informal,conversational,mild annoyance,ماقبلتي
والثاني غير صحيح أيضا.,Low,neutral,informative,assertive,none
دعنا نحاول أن نكون بالغين أذكياء و نتوقف عن كوننا طفوليين,Medium,assertive,admonishing and corrective,critical,طفوليين
شغلنا المكيف بردنا قفلناه احترينا شو ه الصيف,Low,informal,colloquial and expressive,frustration,none
الاكتئاب مش موود 😤,Medium,dismissive,colloquial,frustration,الاكتئاب
بعد ما قرر الحكم عادوا اللقطه بالبطيء هه حسبي الله عليكم و على والديكم 😂 😂,Medium,mocking,critical and derogatory,disapproval,حسبي الله عليكم و على والديكم
يخوان شوفو الخصوم الي يفشلو تكفون 😭 😭 كل مره دافعين عشان الكرات البارده والحاره بعدين يقولك ياخي مدريد راشي الحكم استح,Medium,informal,critical and expressive,disappointment,"يفشلو, راشي, استح"
لكنك توافق على أن شخصاً مثل الأسد يستخدم غاز السارين على مواطنيه.,Medium,accusatory,informative,negative,"الأسد, غاز السارين"
من السيء بما فيه الكفاية أن يكون هناك شخص مثل hholt1 يفعل ذلك.,Medium,critical,informative and judgmental,negative,السيء
هانا اسحبي كلامك لا أزعلك,Medium,threatening,informative with implicit aggression,negative,أزعلك
والله ان الفساد ودمار البلد هي غرفة التجاره والحكومه حسبي الله عليكم,High,"angry, accusatory","colloquial, emotional",negative,"الفساد, دمار, حسبي الله عليكم"
يا إلهي، أنتم حقًا بدأتم تبدون ساذجين الآن.,Medium,disapproving,informal and critical,negative,ساذجين
الترجمة مشكوك فيها وحتى لو كانت صحيحة كيف تبي جندي بحرية يعرف وش اقوى قوة للأدميرال؟؟ مستحيل يعرف,Medium,skeptical,informative with a hint of skepticism,doubtful,"مشكوكة, مستحيل"
لماذا هذه التعليقات الغير مدروسة.,Medium,critical,blunt and accusatory,negative,غير مدروسة
نزلوا العالم مظاهرات للتغيير عملتوهم مضللين وعكاريت، ما حدا استوعب انه فيه رفض للواقع البشع اللي عايشينه عارفين بال,Medium,critical,expressive and accusatory,discontent,"مضللين, عكاريت, بشع"
غرامة على عدم لبس الكمامة وحظر 24 ساعة يومي الجمعة والسبت، حكومة جبانة مفيهاش شك هادي,Medium,angry,critical,dissatisfaction,جبانة
احنا نسمي أردوغان الخليفة ابوصومعة 😂,Medium,sarcastic,informal and mocking,derisive,ابوصومعة
انت بتكلم واحد جايب هدفين وهو اللي جايب اهدافهم ف البطولة السنادي واللي فاتت ه…,Low,confident,informative and casual,assertive,none
هذه دولة حرة.,Low,neutral,informative,neutral,none
أعتقد أنهم ضربوا بعضهم البعض,Medium,neutral,informative,concern,ضربوا
أشعر بتحسن لعدم تعرضي للسلبية,Low,positive,personal and reflective,improvement,none
حسبي الله على اللي بيتطاول على السيد حسن قائد المقاومه ويتطاول على رجال الرجال,High,aggressive,hostile,anger,"حسبي الله, يتطاول"
مجتمع عبارة عن فاشلين بتتحكم فيهم هرموناتهم,High,"derogatory, dismissive",insulting and offensive,negative,"فاشلين, بتتحكم فيهم هرموناتهم"
بالله لين متى وانت هيك ياخي ارحمنا,Medium,frustrated,conversational and informal,negative,رحمنا
ما تكون مثل بوب، صغير بيحكي من حساب وهمي. 😂,Medium,mocking,colloquial and dismissive,negative,"صغير, وهمي"
الشاهي البارد مع فول بريال ويالفقر مافيك حيلة,Medium,informal,conversational and colloquial,critical,الفقر
ياربي دخلك ؟ لهيك ثورة,Low,questioning,colloquial,skeptical,none
الإجابة السهلة على السؤال الأخير,Low,neutral,informative,neutral,none
فقط توقف عن سرقة أموالنا و قم بعملك,Medium,assertive,direct,frustrated,سرقة
من شجعت الاهلي وهذي العلامات كلها فيني ما شاءا لله على هيك فريق,Low,sarcastic,colloquial and personal,critical,none
وكمان نحنا عنا شي نتبرع في؟ كلو محجوز بل بنوك مصاري ما في، بيوتنا نهدمت و ناسنا ماتو الكن عين,Medium,accusatory,emotional and negative,frustration,"محجوز, ما في, نهدمت, ماتو, عين"
هل حدث من قبل للمسيرة؟,Low,neutral,questioning,inquisitive,none
أيْ والله احسنتم : الشيعة يخادعون الناس وكما قال الامام الذهبي في تعريف الروافض : يبطنون الكفر ويظهرون الايمان,High,aggressive,accusatory and biased,hostile,"يخادعون, يبطنون الكفر"
إنها أخبار زائفة,Medium,assertive,informative and accusing,critical,زائفة
لن أبيع الصورة أريد فقط المساهمة في المقال,Low,formal,informative,cooperative,none
لو الدولة تحترم نفسها كان أنت في السجن,High,accusatory,critical,negative,السجن
هذا غير مفيد.,Low,informative,neutral,negative,غير مفيد
لا بد أنهم يعتقدون أن الجميع ما عداهم ليسوا على حق!,Medium,accusatory,informative and critical,disapproving,ليسوا على حق
مرحبا، أيتها الجميلة !,Low,friendly,informal and complimentary,positive,none
تالله لئن دعاه أسمر تحت شجرة في أقصى أدغال أفريقيا سيفهمه ولئن شاء سيتقبل منه,Low,formal,narrative and expressive,neutral,none
أراهن أنه واحد من تلك الأشخاص الذين يأتون من القاع.,Medium,dismissive,colloquial,negative,القاع
كل سنه و الناس طيبين و انتوا مش سالكين 👌,Medium,informal,sarcastic and dismissive,negative,مش سالكين
عليك حقا أن تتساءل كم عدد الجمهوريين الذين يصدقون الأشياء التي يتحدثون عنها,Medium,skeptical,critical and inquisitive,doubtful,none
لقد تلاعب بك,Medium,accusatory,direct and confrontational,negative,تلاعب
كيف تغيرين نفسيتي بكم كلمه وتقلبين امها,Medium,informal and accusatory,colloquial and critical,negative,تقلبين امها
قتلتم انبل واطهر رجل عرفته الساحة الاسلاميه وانتم يامدعين القيادة تتفرجون ألا حسبي الله عليكم وعلى من والاكم,High,accusatory and hostile,confrontational and critical,angry,"قتلتم, يامدعين, تتفرجون, حسبي الله عليكم"
إنهم يحاولون أخذ الرعاية الصحية من الملايين حتى يتمكنوا من منح إعفاءات ضريبية لفاحشي الثراء,Medium,accusatory,political and critical,negative,"أخذ, فاحشي الثراء"
لا مش متفاجئين عارفينكم,Low,casual,informal and emotive,dismissive,none
فلسطيني في الظاهر صهيوني في الباطن 😂,Medium,sarcastic,derogatory and cynical,negative,صهيوني
كنت استنكر ما يقوله الاخوان فيك لكن للأسف طلع كلام صحيح واحنا اللي غلطانين,Medium,disapproving,conversational and informal,regretful,"استنكر, للأسف, غلطانين"
عاقل و مين غير، بطلو بقا انعدام المشاعر ال عندكو ده ، حاولو ترتقو بمشاعركو و توعو لكل تصرف بتتصرفوه ممكن ينتج عنو…,Medium,critical and admonishing,directive and commanding,disapproving,"انعدام المشاعر, بطلو"
ياخى اقعد بقى انتا والعلمانين اللى مجننين امك دول قرفتنا,High,aggressive,colloquial and hostile,negative,"قرفتنا, مجننين, امك"
هل لي أن أضيف أيضا أنه يجب أن تجد شيئا أفضل لتفعله بوقتك,Medium,somewhat critical,suggestive and slightly confrontational,dismissive,أفضل
هذا دخل دخله وهو مطفي النور,Medium,sarcastic,colloquial and accusatory,critical,مطفي النور
ما تخلوا شي ينسيكم إنه كل وسائل الإعلام فاسدة,Medium,accusatory,informative and assertive,distrustful,فاسدة
قل لهم جميعاً أن يحتفظوا به في أنفسهم.,Low,neutral,directive and assertive,neutral,none
تضبط غزواني وشلته وابن خالد فاضل ووباقي اللواء ميكا او بس هم سلطه على الضعيف,High,critical,informative with a negative bias,accusatory,"تضبط, شلته, هم سلطه على الضعيف"
أنا سعيد أنك تحب رحلة الطاقة الصغيرة التي تحصل عليها,Low,positive,informative and neutral,friendly,none
نفسي امشي في البيت بس كده 🙄 😈 🔥 👙,Medium,suggestive,colloquial and expressive,provocative,none
أسكت مش شغلك ابدا,Medium,aggressive,dismissive and confrontational,hostile,أسكت
الرجاء حذف الصفحة,Low,polite,directive,neutral,none
طيب ما زال كانوا موجودين لي ما سميتوا فاسد واحد,Medium,challenging,accusatory,frustrated,فاسد
ابطال الليغا ما همنا شي بكره نشوف كاتولنيا وش بيسوون,Low,informal,colloquial,dismissive,none
أنت شخص غير مدروس، مارك كان يريد مرشحاً محافظاً حقيقياً، والذي ليس ترامب.,Medium,accusatory,informative but confrontational,disapproving,غير مدروس
الله عليك من فريق . لاعب يستلم من الجناح وياخذ الملعب اختراق ويسجل هدف والحارس ما يحتاج أكمل,Low,informal,descriptive,praise,none
طيب وخر لا تشوف مني شي ما يعجبك😭😭😭😭😭😭🌚,Medium,cautionary,informal and directive,wary,"وخر, ما يعجبك"
وين المتزوجه ولا المطلقه اللي تبحث عن المتعة,High,informal and inappropriate,inappropriate and colloquial,disrespectful,متعة (pleasure)
بس محد قال ان هذا عمها اصلا وكلنا دارين انه يدور اتنشن على قضيتها!!,Medium,informal,accusatory and dismissive,negative,"اصلا, يدور اتنشن"
طيب ما زال كانوا موجودين لي ما سمّيتوا فاسد واحد,Medium,questioning and accusatory,informative and confrontational,critical,فاسد
أقسمتم بإن تحافظو على أثاث وجدار الفنادق حسبي الله ياحكومة,Medium,critical,blaming and frustrated,negative,حسبي الله
من هو السيناتور كوك من أوهايو ؟,Low,inquisitive,informative,neutral,none
الناس ذوي الشهرة العالية يعتقدون أنهم يسيطرون على كل شيء,Medium,critical or judgmental,assertive and evaluative,skeptical or disapproving,يسيطرون
الذوق ما تحدده ميزانية البسيط يبقى بسيط لو يلبس من دولتشي🤝,Low,informal,informative and expressive,slightly critical,none
بالتأكيد أسوأ فيلم على الإطلاق,Medium,critical,expressive,negative,"أسوأ, على الإطلاق"
ان شاء الله السنة الجديدة تكون خير عليكي و انتي متخرجة و مبسوطة 😂,Low,informal,cordial and well-wishing,positive,none
كل حلمهم أن بنشر التشيع الفارسي هو وصولهم الى كعبتنا المشرفة في مكة السعودية فمطامع الإيرانيين حقدا وحسدا من…,High,hostile and accusatory,incendiary and aggressive,antagonistic,"مطامع, حقدا, حسدا"
كل قصير يريد ان يكون مشهور ماعليه الامحاربة النصر,Medium,derogatory,informal and sarcastic,critical,"محاربة, قصير"
