Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
कोई बुरी औरत लगती है | इस महिला की भाषा किसी बुरी औरत जैसी है ।,High,derogatory,disparaging,negative,"बुरी, औरत"
चापलूसी कर जाकर भाजपा की ||,Medium,critical,informal and accusatory,critical,चापलूसी
फिर कयो अपनी ऐसी तैसी करवा रहा है फालतू में,Medium,aggressive,informal and confrontational,critical,"ऐसी तैसी, फालतू"
इन लोगो को कोई बताओ कितने अकाउंट हैं,Low,assertive,direct,impatient,none
विपक्षी केवल चाटने वाले लोग हैं,High,derogatory,informal,negative,चाटने वाले
कॉमेंट्री वाले आँकड़े बता बता कर जिताने की कोसिस करते हुए,Low,critical,colloquial and informal,negative,कोसिस
इतना परेशान करेंगे की तेजी से भाग जाएगा,High,threatening,aggressive,hostile,"परेशान, भाग जाएगा"
"तुमको तो हर जगह जाना चाहिए, हर जगह ए.सी. लग जाएगी.  कामचोरी मत करो",Medium,sarcastic,informal and directive,critical,कामचोरी
इतना सबक सिखाऊंगा की अगला बार कुछ लिखने से पहले हज़ार बार सोचेगा,High,aggressive,threatening and condescending,menacing,"सबक सिखाऊंगा, हज़ार बार सोचेगा"
धमकी किसे दे रहा है बे.,Medium,aggressive,informal and offensive,threatening,"धमकी, बे"
"क्या मीना, मधुबाला सायरा, शबाना, सलमान, शाहरुख आदि बुरे लोग हैं ?",High,questioning and accusatory,inquisitive and negative,negative,बुरे
उसका कौम बताने में तेरी क्यो फट रही है ?,High,aggressive,informal and offensive,hostile,फट
ये सब गद्दार है,High,accusatory,informal and aggressive,negative,गद्दार
लेकिन यह भी साफ है कि धोनी कोहली से बेहतर है,Low,subjective,opinionated,comparative,none
सभी भाई बढ चढ़ कर हिस्सा ले,Low,encouraging,informative and positive,motivating,none
इतना हिम्मत है तो तू जा के खेल ले,Medium,challenging and mocking,informal,provocative,तू
फर्जी लोगों ने गुजरात ट्रांसफर के बहाने दो इंच की जगह के लिए इसकी नोकरी छीन ली,Medium,accusatory,informal and negative,resentful,"फर्जी, छीन"
किसी में हिम्मत नही की कोई हमारे बच्चों को छेड़ दे,Medium,defensive,assertive,protective,छेड़
अपना नाम अपने बुरे काम जैसा रख ले ज़्यादा अच्छा लगेगा.,Medium,sarcastic,informal,negative,बुरे
ये कब से बड़ी हस्ती हो गया ?,Medium,sarcastic,informal and dismissive,disdain,none
पत्रकार बोलने में शरमा रहा है...उपद्रवी तत्व बता रहा है,Medium,accusatory,critical and negative,criticism,"शरमा, उपद्रवी"
तू ही है ऐसी मेहनत करती ही नहीं है,Medium,disparaging,colloquial,critical,"तू, नहीं"
तुम जैसे लोग महीनों बेकार का तमाशा मचाते !,Medium,disapproving,colloquial and critical,negative,"बेकार, तमाशा"
लगता है इसके आगे इनको कुछ नहीं आता ।,Medium,dismissive,colloquial,critical,none
आज़म ने कहा सांसद भवन पहुँचते ही लगा किसी नौटंकी में आ गए ऐसा क्यों लगा आज़म???,Medium,sarcastic,critical and questioning,discontent,नौटंकी
ये वह लोग हैं जो हमेशा विदेश में शर्मसार किए जाते हैं |,Medium,judgmental,derogatory,negative,शर्मसार
"दोस्त ख़रीदे नहीं जाते, ये तो वो होते है, जो आपको कभी शरीफ नहीं देखना चाहते !!",Medium,negative,colloquial and accusatory,distrustful,"ख़रीदे नहीं जाते, शरीफ नहीं देखना चाहते"
महबूबा तुम्हें बुरा इसलिए लग रहा है ना कि पाकिस्तान वर्ल्ड कप से बाहर हो गया,Medium,accusatory,informal and taunting,negative,बुरा
जाके देख रिकॉर्ड में कैसे चुप कराता था तुम्हें ये |,Medium,aggressive,colloquial,threatening,चुप कराता
तुम्हारी आवाज़ नहीं निकलती,Medium,taunting,conversational and informal,negative,आवाज़ नहीं निकलती
"जो <number> बच्चो की मृत्यु हुई , उसके लिए सरकार जिम्मेदार नहीं ?",Medium,questioning and accusatory,confrontational and direct,critical,"मृत्यु, जिम्मेदार"
वैसे इस्लाम मे हलाल क्या है?,Low,inquisitive,informative and neutral,curious,none
धर्म है तो धंधा है! मेरा मतलब धर्म है तो सत्ता है!! सत्ता ही धंधा बना दिया है!!!,Medium,criticizing,colloquial and aggressive,negative,"धंधा, सत्ता"
बुरे लोग कभी बुरी बात बोलना नहीं छोड सकते,Medium,judgmental,disparaging,negative,"बुरे, बुरी"
जितनी नफरत करनी है उतनी कर लो ||,High,hostile,aggressive,provocative,नफरत
ये जवान है जिनका तुने मज़ाक बनाया है। तुज़ेहे भी एक दिन जवाब ना दिया तो बताना,Medium,threatening and confrontational,aggressive and accusatory,hostile,"मज़ाक, जवाब ना दिया"
पहले उन लोगों का धर्म तो पता कर लेता बेवकूफ..!,High,derogatory,informal and offensive,negative,बेवकूफ
"इसी की पार्टी का आज़म खान क्या बोला था, ये भूल गया शायद।",Medium,accusatory,informal and critical,negative,"भूल गया, शायद"
ये बुरे लोग इकठ्ठा हो सकते है तो हमारे लोग कहा थे?,Medium,questioning,informal and confrontational,accusatory,बुरे
जब भी वह बोलता है तो आंख बन्द कर उसकी याद आ जाती है।,Low,nostalgic,emotional,longing,none
आज भी कांग्रेसियों में खराब चीजों के सेवन की परंपरा है.,High,accusatory,informative and negative,disapproving,"खराब चीजों, परंपरा"
घर नहीं हो तो किसी अखाड़े पर चले जाओ |,Medium,sarcastic,informal and derogatory,disrespectful,अखाड़े
किसे जलाने की बात करते हो ?जो लोकतंत्र पसंद करते हे उसे?जिसे तिरंगे से प्यार हे उसे?शर्म करो,High,accusatory,aggressive and confrontational,hostile and derogatory,"जलाने, शर्म करो"
तुझे इमाम बोलने में शर्म आता है,Medium,accusatory,conversational but disrespectful,negative,शर्म
कम से कम टीम की तो इज्जत करता,Medium,critical,informal,disapproving,none
तुम्हारी शायरी ग़लत हो गयी,Low,informal,critical and subjective,negative,ग़लत
ये बेकार लोग नही समझेंगे। ये नही मानेंगे।,Medium,dismissive,informative with negative connotation,frustration,बेकार
1975 के आज ही के दिन इंदिरा गांधी ने भारत के लोकतंत्र को इमरजेंसी के जरिये कमजोर कर दिया था,Medium,critical,informative and critical,disapproving,"कमजोर, इमरजेंसी"
अब जिसको इतनी जलन हो रही है वो चिलायेगा तो हैं ही,Medium,sarcastic,colloquial and accusatory,dismissive,"जलन, चिलायेगा"
एक नंबर का बेकार आदमी है!,Medium,disparaging,conversational,negative,बेकार
अंधे हो क्या ? अंग्रेजो की तरफ से खेल रही थी टीम हमारी?,High,aggressive,derogatory and accusatory,anger or frustration,अंधे
क्या इस नौटंकी में तू बुरा काम किया करती थी ???,Medium,accusatory,informal and confrontational,negative,"नौटंकी, बुरा"
थर्ड अंपायर सही नहीं है |,Low,opinionated,informative,dissatisfaction,नहीं
सुधार जाओ नहीं तो जलजला आएगा,High,threatening,aggressive,hostile,"सुधार जाओ, जलजला"
अपनी मां बहनों और बीवी से काम करना है तो कराओ हमें कोई प्रॉब्लम नहीं है,Medium,confrontational,dismissive and casual,disrespectful,problem
उन्हें ऐसे मत बुलाना | बुरी बात होती है |,Low,advisory,directive and mild,cautionary,बुरी
अपने बाप की बात पर तो भरोसा कर,Medium,disrespectful or commanding,informal and aggressive,dismissive,बाप
वो कौन लोग थे जो कह रहे थे कि वह डरा हुआ है?,Medium,questioning,inquisitive and accusatory,curiosity mixed with doubt,डरा हुआ
"मैं गिरिराज_सिंह कन्हैया_कुमार से पूछना चाहता हूं, आजादी में कोई कमी तो नहीं रही",Medium,provocative,inquisitive and sarcastic,challenging,कमी
शूरूआत करोगे तो अब बराबर जवाब मिलेगा तब रोते रहना,High,aggressive,threatening,hostile,"बाराबर जवाब मिलेगा, रोते रहना"
"अब कोई शिकायत नहीं कर रहा, नहीं कोई मोमबत्ती जला रहा है",Medium,sarcastic,critical,discontent,"शिकायत, मोमबत्ती जला रहा"
बेकार लौंडे बिना बात के रो रहे होते,High,derogatory,informal and disrespectful,dismissive,"बेकार, रो रहे"
ओर ये बेकार सरकार सो रही है,Medium,critical,colloquial and informal,dissatisfaction,"बेकार, सो रही है"
चुभन होनी ही चाहिए,Medium,assertive,colloquial,provocative,चुभन
पाकिस्तानी पूर्व जनरल और राष्ट्रपति परवेज मुशर्रफ को उसके करतूतो की पूरी सजा मिलनी चाहिए |,Medium,critical,assertive,disapproving,"करतूतो, सजा"
"मर्द आखिर मर्द है, कुछ ना कुछ कर ही लेता है।",Medium,patronizing,assertive and generalizing,sexist,none
"शायद जो तुम्‍हारे माँ - बाप ने तुम को संस्कार सिखाए होगे, उनको तू गहण नहीं करपाए",Medium,critical and condescending,disparaging,negative and judgmental,गहण नहीं करपाए
कुछ बेकार औरतें देश को बर्बाद कर रही है,High,derogatory,offensive and biased,negative,"बेकार, बर्बाद"
वैसे भी फिल्म फ्लॉप होने से तुझे जबरदस्त सदमा लगा है।,Medium,sarcastic,informal and slightly mocking,negative,"तुझे, फ्लॉप, जबरदस्त सदमा"
इसने रात भर नाचकर बोला कि मैं थक गई ..,Low,informal,narrative and neutral,casual,none
मणिशंकर इय्यरने बिल्कुल सही कहा था ये बहुत ही बुरा इंसान है।,Medium,critical,informative and opinionated,negative,बुरा
अब भी वह लोग झुंड बनाकर कुछ भी बोल रहे हैं।,Medium,disapproving,informal,negative,"झुंड, कुछ भी"
नही देखना पक्षपाती मीडिया का डिबेट जो पक्षपात के तले दबी है |,Medium,critical,cautionary and critical,negative,"पक्षपाती, पक्षपात"
इस बुरे आदमी की वजह से सेना के जवान क्यों शहीद हो,Medium,accusatory,conversational and negative,critical,"बुरे, शहीद"
"एंकरों को पक्षपाती, बेकार बताकर बुरी तरह लपेट रहे हैं",High,hostile,critical and aggressive,negative,"पक्षपाती, बेकार, बुरी तरह लपेट"
पूरे 5 मिनट पका दिया फोन पे ........,Medium,informal,casual and somewhat complaining,frustration,पका दिया
कोई एक शहीद का नाम बता जिसने कुछ नहीं किया आजादी की लडाई मे,High,disrespectful,derogatory,negative,कुछ नहीं किया
"ऐसे बुरे लोगों पर सख्त से सख्त कार्रवाई करो ,,  ओर पुरे देश मे लाइव दिखाओ ।",Medium,aggressive,commanding and intense,punitive,"बुरे, सख्त"
CM से लेकर विधायक तक सब लापरवाही कर रहे है।,Medium,critical,accusatory,disapproving,लापरवाही
एक बुरे आदमी से बुरी हरकतों की ही अपेक्षा की जा सकती है,Medium,critical,judgmental,negative,"बुरे, बुरी, हरकतों"
क्या हम पाकिस्तानी है जो इतनी नफरत करते हो,High,accusatory,derogatory and inflammatory,negative,नफरत
तुम्हारी बातों से पता चल रहा है कि तुम्हे अभी भी मोदीजी अच्छे नहीं लग रहे हैं।,Low,informal,conversational,negative,अच्छे नहीं
वो सारे बुरे लोग... और गिरफ्तारी सिर्फ दो....,Medium,critical,informative and critical,frustrated,"बुरे, गिरफ्तारी"
हरियाणा में ये जब जब आता है इसकी बेइज्जती होती है |,Medium,derogatory,disparaging,negative,बेइज्जती
न्यायपालिका और जांच एजेंसियों में भी तो बेकार लोग ही पड़े हैं...,Medium,critical,informal and accusatory,negative,बेकार
"शेर शेर ही रहता है, चाहे जंगल में रहे या जेल में ! गीदड़ गीदड़ ही रहता है! समझे ?",Medium,aggressive,assertive and aggressive,confrontational,गीदड़
उस की जली बर्नोल लगाव,Medium,informal and mocking,colloquial and condescending,disparaging,जली
सबसे ज्यादा बुरा तू है,High,accusatory,informal and aggressive,negative,बुरा
इसकी परवरिश अच्छी नहीं हुई है |,Medium,critical,informal and judgmental,negative,अच्छी नहीं हुई
जो चाचा नेहरू पर निबंध लिख लिख कर बड़े हुए वो कहते है कि नेहरू ने क्या किया ?,Medium,sarcastic,informal and critical,skeptical,none
तो फिर बेकार का तमाशा क्यों कर रहा है ??,Medium,accusatory,casual and confrontational,negative,"बेकार, तमाशा"
तू अपने मुंह से कुछ भी बोल रहा है |,Medium,disrespectful,informal and accusatory,negative,तू
क्या तुम्हारे में इतना दम है कि अपने पापों को टेग करके ट्वीट करे,Medium,challenging,colloquial and confrontational,negative,"पापों, दम"
बाद में बेकार का तमाशा बना दिया जाता है ।,Medium,critical,informal and negative,frustration,"बेकार, तमाशा"
पक्षपात मीडिया अब ईमानदार नहीं रही मीडिया,Medium,critical,accusatory and critical,negative,"पक्षपात, ईमानदार नहीं"
इतना सब कुछ होने के बाद भी मैं पूरे भरोसे से कह रहा हूँ ये बुरे काम नहीं रोकेंगे |,Medium,assertive,critical and judgmental,pessimistic,बुरे
"क्यों, मुकाबला करने में डर लगता है क्या?",Medium,taunting,informal and challenging,mocking,डर
मीडिया बिल्कुल ही चुप हो चुकी होती।,Low,neutral,factual,neutral,none
"स्तर तेरा पहले से ही गिरा हुआ था भाई, और नीचे क्यों गिराया",Medium,condescending,informal and critical,derogatory,"गिरा हुआ, गिराया"
एक शब्द भी नहीं बोला गया आत्म मुग्ध इंसान।,Medium,accusatory,derogatory,negative,आत्म मुग्ध
पत्रकार अपने-अपने हिसाब से भाजपा की चाटुकारिकता कर रहे हैं ।,Medium,critical,accusatory and informal,disapproving,चाटुकारिकता
अगर ये लक्षण महसूस हो रहे हैं तो तुरंत मोदी_भक्ति छोड़ दो,Medium,advisory and critical,informal,negative,छोड़ दो
इतने सारे बच्चे पैदा कर लेते हैं उनके लिए खाने को भी इंतजाम करना पड़ता है,Medium,critical,colloquial and informal,judgmental,इतने सारे
बेटा ये ऑरेंज है ना कि भगवा। समझे।,Medium,patronizing,informative,dismissive,none
नाम के आगे चौकीदार लगाने से कुछ नहीं होगा !,Medium,dismissive,informal,skeptical,none
क्योंकि उसकी फिल्म देखने के लिए अक्ल की जरूरत नहीं पड़ती ....,Medium,sarcastic,casual and critical,negative,अक्ल की जरूरत नहीं पड़ती
जिसका भला माँ की परवरिश से नही हुआ वो बाप से क्या सुधरेगा |,Medium,critical,judgmental,negative,"भला, परवरिश, सुधरेगा"
तुमको कुछ बोलने की जरूरत नहीं तुम कुछ भी बेकार की बात बोलते हो ,Medium,dismissive and critical,aggressive,negative,बेकार
ये क्या फालतू का काम हो रहा है?,Medium,aggressive,colloquial,discontent,फालतू
कुछ दिन पहले तक तो तू उस के लिये मातम मना रहा था।,Medium,accusatory,colloquial,critical,"तू, मातम"
"मुंबई हुई पानी-पानी, सिस्टम की आंखों में सूखा पानी?",Medium,sarcastic,casual and informal,critical,सूखा
"सचाई ज़रूरी है, लेकिन तुमसे उमीद क्या करूँ",Medium,sarcastic,informal and dismissive,disappointment,उमीद क्या करूँ
हम डरपोक हैं हम क्या कर सकते है,Medium,self-deprecating and resigned,colloquial and dismissive,defeatist,डरपोक
जिस किसी भी दिन फॉर्ब्स बुरे पत्रकारों की लिस्ट बनायेगा. तू टॉप पर आएगा,Medium,sarcastic,informal and accusatory,negative,"बुरे, तू"
अबे पांडिया रन आउट के लिए विकेट को अच्छे से देख कर बोल मार..,Medium,informal,commanding and critical,frustration,अबे
आजम खान कुछ भी बोलता है । इस को उड़ा दो  ।,High,aggressive and violent,derogatory and intimidating,hostile,उड़ा दो
"अबे सिसौदिया, तेरे को किस एंगल से ये डुबलीकेट दिख रहा है",Medium,informal and mocking,colloquial and disparaging,sarcastic,"अबे, डुबलीकेट"
जिसने तुम को पनाह दी उसने भुगता,Medium,blaming,colloquial and critical,negative,भुगता
ये बुरे लोग दुःख देने के लिए ही पैदा होते है ||,High,negative,derogatory,hostile,"बुरे, दुःख"
सारी गालियां उसको दे दी और कुछ बाकी रह गया हैं तो आप खुद समझ जाईए,High,aggressive,offensive and negative,hostile,गालियां
तुमको संस्कृत से विरोध है तो अपने कान बंद कर लो |,Medium,dismissive,informal,sarcastic,विरोध
क्या गांधी जी भी मारते वक़्त कुछ बोले थे ?,Medium,inquisitive with a hint of sarcasm,provocative and inflammatory,disrespectful,मारते
केला कहाँ मिल रहा है आज कल ?,Low,inquisitive,informative and neutral,curious,none
तुम जैसे लोग बात बिना मतलब की ही करते हैं ।।,Medium,dismissive,informal,negative,"तुम जैसे, बिना मतलब"
तुम बेकार लोगों को दुनिया में कोई देश पनाह नहीं देगा ||,Medium,derogatory,disparaging and negative,condemnatory,"बेकार, पनाह नहीं देगा"
तू ग़ज़िआबाद आया तो तुझे अच्छा सबक सिखाएंगे,High,threatening,aggressive and informal,hostile,सबक सिखाएंगे
"हम बेइज्जत करके भगाते हैं, चल भाग",High,aggressive,derogatory,hostile,"बेइज्जत, भाग"
"किसी से धक्का मुक्की तो करो, ये सूखा सूखा मैच मजा नहीं आ रहा है!",Medium,aggressive,informal and confrontational,dissatisfaction,"धक्का मुक्की, सूखा"
बात ऐसे बोल रहा है जैसे बहुत बड़ा ज्ञानी है |,Medium,sarcastic,informal and mocking,derisive,none
तू अपनी संपत्ति बेचकर उनका उद्धार क्यों नहीं करता ?,Medium,derogatory,conversational and challenging,judgmental,"तू, क्यों नहीं करता"
उफ्फ! बड़ी विडंबना है...!,Low,expressive,colloquial,negative,विडंबना
पोस्टर बनाने वाले पर सख्त से सख्त कार्रवाई होनी चाहिए ,Medium,stern,directive,disciplinary,"सख्त, कार्रवाई"
मोदी जी एक बार सीवरेज में उतरिये तब हमारा दर्द पता चलेगा।,Medium,sarcastic,provocative,frustration,"दरद, सीवरेज"
सरदार के नाम पर कलंक है ये इंसान,High,derogatory,condemnatory and disparaging,strong negative,कलंक
बुरे आदमी बेहिचक पक्षपात भी करनी है ?,Medium,accusatory,biased and confrontational,negative,"बुरे आदमी, पक्षपात"
जिसका मालिक एक भाजपाई है,Low,neutral,informative and neutral,neutral,none
अबे कौन सा चश्मा पहन रखा है?,Medium,informal and disrespectful,colloquial and casual,judgmental,अबे
हमारे देश तो ऐसे ही कह के लेंगे!,High,aggressive,confrontational and derogatory,negative,लेंगे
तू ऐसे ही इधर-उधर भटकते रहना,Medium,sarcastic,informal,dismissive,भटकते रहना
तेरा लौंडा सरकारी अफसर के बारे में कुछ भी बोलता है |,Medium,disrespectful,colloquial,negative,"तेरा, लौंडा, कुछ भी"
यह हैं लोकतंत्र का कानून?,Medium,questioning,skeptical,doubtful,none
तू क्या अपूर्वानन्द की चापलूसी करता है अपूर्वानन्द कितने साल का है जो आजादी के पहले का बता रहा है,Medium,derogatory and questioning,informal and confrontational,disrespectful,चापलूसी
ताकि तुम इस तरह पैसे उडाओ. तुम्हारे बाप का पैसा है क्या ?,High,confrontational and sarcastic,aggressive and informal,disapproving and accusatory,"उडाओ, बाप का"
तभी तु पैदा हुआ बेकार इंसान,High,disrespectful,insulting and offensive,negative,बेकार इंसान
"वह नीम के पत्ते जैसा कड़वा है , .... एक अच्छे आदमी नहीं है | |",Medium,informal,critical and colloquial,negative,"कड़वा, अच्छे आदमी नहीं"
जब बात किसी को बदनाम करने की होती है तो कुछ लोग बहुत तेजी दिखाते हैं,Medium,critical,conversational and informal,critical,बदनाम
सहन की भी एक सीमा होती है. बहुत हुई तुम जेसओ को इज्जत.,Medium,aggressive,"informative, personal, and negative",disrespect,"सहन, इज्जत"
लगता है मेरठ के लोग बेकार बन गए हैं ,Medium,informal,derogatory and judgmental,negative,बेकार
तुम सही से पढ़ लिया करो,Low,informal,instructive,encouraging,none
जिधर देखो इशक़ के बिमार बैठे है हज़ारो मर गयें लाखो तैयार है,Medium,cynical,informal and colloquial,pessimistic,"बिमार, मर गयें"
तुम थोड़ी भी तमीज़ से नहीं रह सकते।,Medium,condescending,informal and accusatory,negative,तमीज़ से नहीं
पैदाइशी बुरे आदमी यह क्या काम कर रहा है ?,High,disrespectful,informal,negative,पैदाइशी बुरे आदमी
सबसे बड़े बुरे तुम पत्रकार हो,High,aggressive,disparaging,hostile,बुरे
किसी ने सही कहा कि जब किसी डरपोक की मौत आती है तो गाँव की तरफ दोड़ कर जाता है।,Medium,sarcastic,disparaging and colloquial,negative,"डरपोक, मौत"
तेरी इतना जलती क्यों है |,Medium,aggressive,informal and accusatory,negative,जलती
देख इस को लोग मिलकर बेरहमी से पीट रहे है !!,High,aggressive,violent and informal,anger and hostility,"बेरहमी, पीट"
अच्छा आदमी नहीं है आजम,Medium,critical,informal and subjective,negative,अच्छा नहीं
वो क्या है ना कि कुछ लोगों को अच्छी बातें भी अच्छी नहीं लगती,Low,colloquial,casual and informal,slightly negative,नहीं
और उसी खरीदे हुए फ्लैट के बालकनी से नीचे प्लास्टिक की बोतल फेकेंगे...,Medium,informal,passive-aggressive,negative,प्लास्टिक की बोतल फेकेंगे
कही जाके अब तो डूब मर !!,High,aggressive,derogatory and hostile,negative,डूब मर
जो भी देश के जवानों का सम्मान ना करें उसको सम्मान देने की जरुरत नहीं,Medium,assertive,directive and nationalistic,disapproval,"ना करें, जरुरत नहीं"
"ये आप हम जानते हैं, मूर्ख लोग जानते हैं क्या?",Medium,mocking,informal and sarcastic,disdain,मूर्ख
इसकी तरह इसकी कस्मे भी झूठी है,Medium,sarcastic,informal and accusatory,negative,झूठी
10 बुरी औरतें के चक्कर में पूरी कॉम बदनाम नहीं होनी चाहिए,High,judgmental,accusatory,offensive,"बुरी, बदनाम"
तुम लोग जो है शांति बचाने वाले बन जाते हो,Medium,sarcastic,colloquial,derogatory,none
बात नेहरू की तो उसने इतने गड्ढे किये इस देश में की आज तक नहीं भरे जा रहे समझ गया,Medium,critical,colloquial and assertive,negative,"गड्ढे, नहीं भरे जा रहे"
मोदी को बोल पकड़े दुष्ट लोगों को जेल में डाले,Medium,aggressive,directive and authoritative,hostile,दुष्ट
वह डरपोक इंसान धमकी देता है लेना देना कुछ है नहीं..,Medium,derogatory,disparaging and accusatory,negative,"डरपोक, धमकी"
तू अब कहां अपनी इज्जत से खिलवाड़ करवा रही है ?,High,aggressive and accusatory,disrespectful and confrontational,negative,"तू, खिलवाड़"
"अब उस बेकार आदमी कि चर्चा कर रहा है, गन्दगी ढूंढना कि आदत है!",Medium,disparaging,colloquial and pejorative,negative,"बेकार, गन्दगी"
मैं बहुत कद्र करते थे सिंधु को लेकिन ये तो कुछ काम का नहीं है ।,Medium,disappointed,informal and critical,negative,कुछ काम का नहीं है
तेरी शक्ल देख कर वो बेकार औरत याद आती है,High,insulting and disrespectful,abusive and offensive,negative and derogatory,"तेरी, बेकार औरत"
रात को दारू के साथ अश्लील वीडियोस देख के ये हालत हुई है इसकी...,High,derogatory and accusatory,colloquial and offensive,negative,"दारू, अश्लील, हालत"
"इस बलात्कारी को पैरोल देकर, सभी बहन बेटियों को असुरक्षित मत कीजिए |",High,aggressive,accusatory and emotional,fearful,"बलात्कारी, असुरक्षित"
सिंगार के लिए सामान कहां से लेकर आएंगे,Low,inquisitive,neutral and conversational,curious,none
तू तेरी उंगलियों का उपयोग ट्वीट करने में नहीं कही और ही चला,Medium,disrespectful,colloquial and rude,negative,"उंगलियों का उपयोग, कही और"
मगर तुजे तो पता चले !,Medium,informal,confrontational,negative,तुजे
ये तुम्हारे समझ के बाहर है तुम बेकार के बहाने करो इधर मत घुसो।,High,aggressive and dismissive,colloquial and confrontational,negative,"बेकार, बहाने, मत घुसो"
इसपे क्या कहना है तेरा?,Low,informal,conversational and questioning,neutral,none
उन के खिलाफ आवाज भी न उठाए?,Medium,questioning,suggestive and authoritative,aggressive,"खिलाफ, न उठाए"
इनकी सेलेरी पहुंच जायेगी घर पर और गरीब जनता फिर से वही रोना शुरू कर देगी कि विकास नही हुआ |,Medium,sarcastic,critical and informal,negative,रोना
वहां का मुख्यमंत्री अच्छा नहीं है |,Medium,critical,informative and negative,disapproval,अच्छा नहीं
ये चोर लुटेरे तो भटके हुए नौजवान है ,Medium,critical,accusatory,negative,"चोर, लुटेरे, भटके"
ये कांग्रेस की बड़ी दुश्मनों में से एक,Medium,hostile,confrontational,negative,दुश्मनों
तुम जेसे लोग बर्दाश्त की हद पार कर दी है,High,aggressive,informal and accusatory,hostile,बर्दाश्त की हद पार
राजा बनने के बाद भी लोगों के बुरे व्यवहार नहीं बदलते |,Medium,critical,informative and critical,disapproving,"बुरे, व्यवहार"
इन बुरे लोगों को सबक सिखाने का इससे अच्छा मौका नहीं मिलेगा ..,Medium,aggressive,confrontational,hostile,"बुरे, सबक सिखाने"
सोचिये ऐसी खराब सोच के इस व्यक्ति ने भोली-भाली जनता को कितनी बेरहमी से लूटा होगा |,Medium,accusatory,informative and critical,negative,"खराब सोच, बेरहमी, लूटा"
इस भूषण को तो सेना के हवाले कर देना चाहिए,Medium,aggressive,authoritative,disapproving,हवाले कर देना चाहिए
वीडियो मे एक बुरा आदमी कविता सुना रहा है।,Medium,informal,descriptive with a negative slant,negative,बुरा
धोखेबाजों का मन अभी भरा नहीं है।,Medium,accusatory,critical,negative,धोखेबाजों
तेरी कुटाई गोपाल नाम नही रख दिया तो बोलना|,High,threatening,aggressive and informal,hostile,कुटाई
अभी 2 महीने में दिल्ली में विधानसभा चुनाव है,Low,informative,neutral,neutral,none
गलत कामों की मूर्ति श्री केजरीवाल जी,High,derogatory,informal,negative,गलत
इन जैसे बुरे लोग पर आखिर मुकदमा क्यों नहीं हो रहा है?,Medium,informal and accusatory,conversational and critical,negative,बुरे
हर चैनल का माहौल खराब कर रखा था |,Medium,critical,negative,disapproving,खराब
लगता है के तुम पैदा भी नौटंकी से ही हुए थे |,High,derogatory,informal,negative,नौटंकी
कहां था बे ! तुझे पोलीस ढुंढ रही है।,Medium,accusatory,informal,serious,बे
इसको तो बॉलिंग के समय दिखा देंगे,Medium,assertive,informal and aggressive,challenging,none
तेरे जैसे बुरे इंसान ही गुलामी करते थे उनकी,High,derogatory,aggressive and insulting,negative,"बुरे, गुलामी"
मुंह से कुछ भी बकवास बोल रही है ।,Medium,disrespectful,colloquial and aggressive,criticizing,बकवास
हम इंसानो के पूर्वज तो बंदर थे बाकी इस्के इसको पता होंगे,Medium,casual,slang and dismissive,mocking,"इन्सानो के पूर्वज, बंदर, इस्के इसको"
ये दिखा रही कि देखो हम आसानी से पकड़े जा सकते हैं पर जैसे ही तुम आओगे हम भाग जाएंगे,Low,neutral,conversational and informative,uncertain,भाग
"ज्यादा मत उछलो, शांत कर देंगे ।।",High,aggressive,confrontational and informal,threatening,"उछलो, शांत कर देंगे"
वो आदमी नफरत वह हिंसा फैलाने वाली बीमारी है,High,hostile,aggressive and accusatory,negative,"नफरत, हिंसा, बीमारी"
शख्सियत काम से बनती है झूठ और फरेब से नही बनती बुरी सोच वाले,Medium,critical,informative and evaluative,negative,"झूठ, फरेब, बुरी सोच"
"इस्लाम में जो-जो हराम है, अगर उसकी सूची बनाकर मुसलमानों पर टेस्ट किया जाए . तो अधिकतर मुस्लिम हराम काम करने वाले ही मिलेंगे।",High,critical and accusatory,biased and discriminative,negative,"हराम, टेस्ट किया जाए, हराम काम करने वाले"
तब चाह कर भी कुछ नहि बोल पाएगा तो आज वक़्त है बोल ले,Low,assertive,direct and encouraging,urgent,none
अपने मुँह से कितना ख़राब बोलोगे,Medium,critical,conversational and informal,negative,"मुँह, ख़राब"
अत्याचार केवल लाचार औरतों के लिए है?,High,provocative,questioning and dismissive,sexist and derogatory,"अत्याचार, लाचार"
कहां से लाते है आखिर ये इतना चापलूस व्यवहार ?,Medium,sarcastic and critical,informal,disapproving,चापलूस
अब पेपर दो,Medium,commanding,imperative,demanding,none
कीचड़ उकालने वाला यह इंसान क्यों श्रद्धांजलि दे रहा है?,High,confrontational,accusatory and informal,negative,कीचड़ उकालने वाला
किसी की भी अवाज नही निकली,Low,neutral,informative,neutral,none
अब्दुल रज्जाक खान को जी न्यूज वाले क्यो बुलाते है,Low,inquisitive,neutral,questioning,none
इन जैसे बुरे लोगों का प्रमोशन करके मै इन्हें फेसबुक से ट्विटर पर ले आई हूं।,Medium,critical,informative and critical,negative,बुरे
भाजपा जॉइन कर के रजिस्टर्ड बुरे आदमी कब बन रहे हो..???,Medium,sarcastic,colloquial and provocative,negative,बुरे आदमी
