Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
ለአንተ  በቀን አንዴ ምክር መስጠት ሳያስፈልግ አይቀርም,Low,assertive,informative and directive,helpful,none
አንቺ ጥሩ ሰው አይደለሽም፤ ረጅም መንገድ  የምትሄጂ አይመስልም,High,derogatory and dismissive,critical and judgmental,negative,"አይደለሽም, አይመስልም"
መሐል አገር ያለን ሰዎች፣ ከዚህ ሰው ጋር እየተሸዋወድን ያለ ነው የሚመስለኝ። ጦርነቱ እንደሁ ገና መጀመሩ ነው,Medium,concerned,critical,negative,ጦርነቱ
የትግራይ እናቶች እምባ ይፍረድ፤ እግዚአብሔር ፍረዱን ይሰጥሀል,Medium,emotional,expressive and assertive,pleading,"እምባ, ፍረድ"
በግድ የሚሆን ነገር የለም ፤ ከንግግሩ ጥሩ ያልሆኑ መልእክቶች በመነሳት እሱ ለጓዶቹም ጥሩ ላይሆን እንደሚችል መናገር ይቻላል፡፡,Low,neutral,informative,cautionary,none
አሉላ እንግሊዘኛ መናገር ጀመረ እንዴ ? ምን አደከመው እዚሁ አሜሪካ ቁጭ ብለን በንግሊዝኛ የምናወረዉን ኣያጋረም,Medium,informal,critical and somewhat sarcastic,disapproving,"አደከመው, ኣያጋረም"
አንዳንደ ተማርን የሚሉ ሰዎች ሀገር ሲበተብጡ ይታያሉ,Medium,critical,sarcastic and confrontational,negative,"ተማርን, ሲበተብጡ"
እናትህ አንተ ተነስ እንጂ ልትበቅል ነው እንዴ ስትል እንደመስማት Blessing የለም ??,Medium,condescending,informal and critical,disapproving,"እንጂ, ልትበቅል, እንዴ, እንደመስማት"
የተሻለ ነገር የሚያገኝ ከመሰለው የማይደረግ ነገርን ሁሉ ሊያደርግ ይችላል,Low,neutral,direct,ambitious,none
ያንተን መጨረሻ ያሳየኝ ፤ ፈጣሪ ፍርዱን ይስጥ,High,hostile,aggressive,anger,"መጨረሻ, ፍርዱን"
አንተም ስብሃት ጋር በቅርቡ ትቀላቀላለህ,Medium,confrontational,informal and accusatory,negative,ትቀላቀላለህ
ከአንተ በኩል ሊሆን ይችላል። አኛ የሰው አንፈልግም የራሳችንንም አንሰጥም,Medium,defensive,assertive and dismissive,negative,"አንፈልግም, አንሰጥም"
ከእኛ ነባራዊ ሁንታ ጋር የማይጣጣምን ነገር፤ ለ ቻይና happy የሚል መልዕክት ለምን ማስተላለፍ እንደፈለክ አልገባኝም,Medium,questioning,critical and concerned,skeptical,የማይጣጣምን
ለህዝብ በመሰብ ሳይሆን ሀላፊነቱን ላለማጣት አስቦ ይሆናል,Low,formal,informative and neutral,responsible,none
ታዲያ ለሱዳን ሲሆን ለምን ዝም ማለት መረጥክ? የሚያግዝ የኢትዮጵያ ወታደር የኤርትራ ወታደር የሁሉም ክልሎች ልዩ ሀይል,Medium,challenging,confrontational and critical,frustrated,"ዝም ማለት, ታዲያ"
ነገሮች ቶሎ የሚገቡህ ጥሩ ሰው አደለህም ፤ ታናድዳለህ,Medium,critical,informative and slightly confrontational,negative,"የሚገቡህ, አደለህም, ታናድዳለህ"
ማህዚ ከሙፈሪያት ጋር መነሳትሽ አስገርሞኛል,Medium,surprised,casual,disapproval,ሙፈሪያት
ሄደህ በእምነትህ እጅ ልትነሳው ትችላለህ፡፡ ለእኔ ግን ጥሩ መሪ ነው ብዬ አላስብም፡፡,Medium,critical,direct and personal,disapproving,ጥሩ መሪ ነው ብዬ አላስብም
አንተ ምን እያልክ ነው? ፈታኝ ወቅትስ የትኛው ነው? አማራውና መከላከያው ውጊያ ሜዳ ላይ ሲውል ይህ ሚድያ የት,Medium,confrontational,accusatory and skeptical,hostile,ፈታኝ
ከቲክ ጋር የፍቅር ግንኙንት እንዲኖራኝ እፈልጋለሁ ፡፡ እኔ ለትንሽ ጊዜ ከቲክ ጋር የፍቅር ግንኙንት እንዲኖራኝ ማድረግ ፈልጌ ነበር እናም ለዓለም የምናገርበት ጊዜ ደርሷል ፡፡,Low,personal,expressive,hopeful,none
ይሄ ሰው ምን ማለቱነው ነጭ ለብሶ መከላከያ ውስጥ የገባው?,Medium,inquisitive but potentially insinuative,informal and skeptical,critical,"ምን, ነጭ"
ደህና ቤተሰብ ያለው ጉራጌ ጓደኛ አትይዥም . እንደእኔ አይነቱ ድሀ ጋር ከምትዳረቂ,High,discriminatory,derogatory and offensive,negative,"ደህና, ጉራጌ, አትይዥም, ድሀ"
ኡዝቤኪስታን እና ታጃኪስታን የሉበትም። ምንድነው ብዙ ብዙ ማውራት,Low,informal,critical and dismissive,negative,"የሉበትም, ምንድነው, ብዙ ብዙ ማውራት"
ውሎህን የምታውቀው አንተ ነህ። ራሱን የሚንከባከብ ምግብ ቤትና መጠጥ ቤት ያዘወትር ይሆናል፡፡,Low,neutral,informative and casual,neutral,none
3:30 Jaal Maroo አልጀዚራ ላይ ይቀርባል ሲባል የመብራት ሀይሉ ሰው 3 ሰዓት ላይ ሙሉ ከተማ መብራቱን አጠፋው,Low,informative,neutral and factual,neutral,none
ይሄም አንድ ማሳያ ነው አብይ  ለትግራይ ህዝብ እና ለንብረቱ  ያለው ፍቅር ከፍተኛ ነው። በተያያዘ ዜና ???? የትግራይ እናቶች ህፃናት,Low,informative,neutral,positive,none
ለማይገባው ለማይረዳ ሰው ይሄ ሁላ አያስፈልግም ሰሉዬ ሀፍተይ መተው ብቻ ??,Medium,dismissive,colloquial and critical,negative,ለማይገባው ለማይረዳ ይሄ ሁላ አያስፈልግም ሀፍተይ
አንተም በሚከፈልህ መጠን ነበር በ ኮምፒውተር ተጥቅመህ ስትጽፍ የነበረው,Medium,casual,informative and critical,critical,"ጽፍ, ተጥቅመህ"
ይህን የምትይው የት ሆነሽ ነው ?  ይህን የምትዪው ከበረሀው ከሆነ ባለ አላማ መሆንሽን አምንሻለሁ፡፡,Medium,interrogative and skeptical,challenging,suspicious,"ከበረሀው , ባለ አላማ , መሆንሽን"
ልታዝንለት ይገባል የሰው ልጅን የከፍታ ማማ እና የዝቅታ ጥግ በዚህ ሰውዬ ውስጥ አየሁ ግን እኛስ እንማርበት ይሆን?,Medium,critical,informative and judgmental,negative,"ዝቅታ, ሰውዬ"
እስክንድር ነፃነትን ፈለገ እንጅ ስልጣንን መቼ ፈለገ። ይሄ እንኳን የማይገባው ስንት ስልጣን የሚፈልግ አለ,Medium,critical,assertive,disapproving,የማይገባው
ፍርሀት አለባቸው፤ ትንሽ እርምጃ መወሰድ አለበት ያንን ነው የለመዱት,Medium,critical,advisory and warning,cautious,ፍርሀት
ሰው ላይ መጠቆም አያስፈልግም ፡፡ በ21 ክፍለዘመን በጦርነት ሳይሆን በሀሳብ ነው የምንነጋገረው ፤ በ social media ጭምር,Low,didactic,instructive,educational,none
ሳነበው ቁስሉ እኔ ላይ የደረሰ ነው የመሰለኝ። ሁላችሁም እግዚአብሔር የእጃችሁን ይስጣች።,Low,reflective,emotional,neutral to positive,none
አሁንም ነገርን ከማባባስ አልተቆጠቡም ፤ የማይጠበቅ ነገር ነው የተናገረው,Medium,critical,assertive,disapproving,አልተቆጠቡም
የኦሮሞ መብት እንዲነካ ማንም አይፈልግም ፤ የኢትዮጵያ ህዝብ በሙሉ ግን ሌላ ማንነት ሊሰጠው አይገባም ፡፡,Medium,informative,controversial,divisive,"አይፈልግም, ሊሰጠው አይገባም"
ተይ ቢሏት የማትሰማ ልጅ ናት: ዝም ብላ እየመጣች የምትለውን እንኩዋን ላይታ የማታውቅ : ጭራሽ ለምን ታቅፏት አይዞርም,High,derogatory,offensive and judgemental,critical,"ተይ ቢሏት, ዝም ብላ, ጭራሽ"
ሲፈርስ ለምን ማስቆም አልቻለም አላልኩም ግን ሀውልቱ ወደ ቦታው አለመመለሱ ግን የሱ ፍላጎት ነው,Low,neutral,informative,bit frustrated,none
ክቡር ጠ/ሚ የአማራን ፋኖና የአማራ ሚሊሻን እንዲሁም የልዩ ሀይሉን ውለታ እንዴት ልትመልሰው ነው ?,Low,formal,inquisitive,neutral,none
የተናገርከው እውነት አይደለም  እንደውም በዚህ ነገር ውሥጥ ስላለመኖርህ ማረጋገጥ አይቻልም,Medium,accusatory,assertive and critical,negative,እውነት አይደለም ማረጋገጥ አይቻልም
ፕሮፋይልህ ላይ ያሉትን አንሳ ከዚያ በኳላ ታወራለህ,Medium,accusatory,confrontational,threatening,"አንሳ, ታወራለህ"
ኢትዮጵያ የምታሳዝነኝ እንደ አንተ አይነት ሰው መግለጫ ሲሰጥ,Medium,disapproving,critical,negative,የምታሳዝነኝ
አቶ በቀለ ጃዋርን አንተ ነህ ለዚህ ያደረስከኝ ብሎት በማረሚያ ቤት መነጋገር አቁመዋል የሚባለው እውነት ይሆን?,Medium,questioning and accusatory,informative and expressive,doubtful,አቁመዋል
የሚያሳዝነው እናንተ በሰለጠነው አለም የምትኖሩ ሰዎች ይሄንን ሰው እንዲህ ሲያደርግ ፎቶ አንስታችሁ መለጠፋችሁ ነው::,Medium,critical,informative and emotional,negative,"እናንተ, ይሄንን ሰው, መለጠፋችሁ"
የአለም ጤና ድርጅት ዳይሬክተር በሰራሀው ስራ ደስተኛ አይደለንም,Low,critical,formal and assertive,negative,አይደለንም
ተራጋጋ መስሎህ እንጅ ነገ ሌላ ቀን ነው ።,Low,casual,informative and neutral,calm,none
ይሄ ሰው ተገቢውን ግንዛቤ ያለውና ከወገንተኝነት የራቀ አይደለም,Medium,critical,informative and neutral,negative,"ወገንተኝነት, አይደለም"
የኔ ብቻ የተዘጋ መስሎኝ ሁላችንንም ነው እንዴ የተዘጋው አብሽሮ ሌላ አካውንት ከፍተን እንተቀማለን,Low,informal,expressive and conversational,frustrated,ነው እንዴ
መጠፎ ስራ የሰራና በሌላው ላይ የሚመኝ ዞሮ በራሱ ላይ ችግሩ መምጣቱ አይቀርም,High,judgmental and accusatory,critical and negative,hostile and punitive,"መጠፎ, ዞሮ, ችግሩ"
ሰው ለሚሰጠው ተገቢ ያልሆነና ፀያፍ ንግግር መልስ የምትሰጥ ከሆነ የአንተም ክብር ነው ዝቅ የሚለው,Medium,reprimanding,critical,negative,"ተገቢ ያልሆነና, ፀያፍ, ዝቅ የሚለው"
ከእነ ዳንኤል ብርሃኔ ጋር በፊት በ horn affair አምደኛ ፤ አሁን ላይ ደግሞ የተለያዩ ጉዳዮችን ተንታኝ አቶ ስዩም ተሾመ አልተሳሳተም ወይ??,Low,inquisitive,colloquial and somewhat informal,neutral to slightly skeptical,none
ለዚህች ወልዳ ላሣደገችህ እና ላስተማረች ሀገር ካንተ የሚጠበቀው ይኸ አይደለም፡፡,Medium,critical,informative and negative,disapproving,"ላሣደገችህ, ካንተ የሚጠበቀው, ይኸ አይደለም"
ጥሩ ሰው ትመስለኝ ነበረ ፤ ለመንግስት ሹም ጥሩ አመለካከት ላይኖረኝ ነው,Low,formal,assertive and neutral,positive,none
አማራ ጨዋ ህዝብ ነው። ደፈር ነው። ያንቺ አይነት  አየደለም,High,confrontational,derogatory,negative,"ጨዋ ህዝብ, ደፈር, ያንቺ አይነት"
መተማ የአማራ ገበሬ ነው ድንበር መስከበር ስራ ለይ ሲሰተፍ  ኖረዋል።   በወያኔ ዘመን ከሱዳኖቹን ጋር እየተከከበበ ረ እስካሁን አለ።,Medium,hostile,aggressive and accusatory,negative,"ወያኔ, እየተከከበበ"
ከመከላከያ ጎን ለመቆም ምንም ችግር ሊኖርብን አይችልም፡፡ ህይወታቸውን እየግበሩ በየቦታው እየረገፉ ያሉ አንድ አለን የምንለው መከታችን መከላከያ ነው።,Low,assertive,defensive and supportive,protective,none
የተተኮሰው ርችትም ይሁን መድፍ አግባብነት የለውም፡፡ በዚህ ጩኸት ሳቢያ በጊዮን በኩል መጠነኛ መገፋፋት ተፈጥሮ ነበረ። ሰው እንዳልተጎዳ ተሰወፋ አደርጋለሁ።,Low,formal,informative,neutral,none
እንዳንተ ራስወዳድ በመሆን የኢትዮጵያን ጉዳይ ለውጭ የሚዲያ ሀብታም አሳልፎ የሚሰጥ ሰው የለም,High,derogatory,accusatory and offensive,negative,ራስወዳድ
በደንብ ስለማውቃት ነው፡፡ ጥሩ የሆነ የፅሁፍ ችሎታ ስላላት አሁን በደህና የአእምሮ ጤንነት ሁኔታ ላይ በማይገኘው  አናኒ ሶሪ የሚባል መፅሔት (ስሙን ለጊዜው ዘንግቼዋለው) ላይ ይ,Medium,critical,informative and negative,disapproving,"አናኒ, በደህና የአእምሮ ጤንነት ሁኔታ ላይ በማይገኘው"
ወደጅ እንደልሆንን ኣስተምረን እንነቃቸዋለን።,Medium,aggressive,assertive and commanding,threatening,እንነቃቸዋለን
እኔን ጨምሮ ሰዉ ሽመልስን ማየት አይፈልግም ግን በብዛት የሚታየው ደግሞ እሱ ነው,Medium,disparaging,critical,negative,"አይፈልግም, ሽመልስን"
ኧረ አንቺ ምን እያልሽ ነው ፤ የውስጥ ጉዳዬን ፤ ለሌላ ሰው እኮ ሌላ ነገር ነው የሚመስለው ??,Medium,confrontational,informal and accusatory,frustrated,"አንቺ, የውስጥ ጉዳዬን"
መረጃው ካለህ ለምን አትለቀውም,Medium,demanding,informative,frustrated,አትለቀው
ልሰድብህ ፈልጌ በጣም ጠቃሚ ስድብ አጣሁ  እና ሁሉም ይበዛብሃል።።በቃ ህሊና ቢስ  አትሁን,High,aggressive,offensive and confrontational,hostile,"ስድብ, ቢስ"
በክፉ የሚናገረኝ እና ክብር የማይሰጠኝ መሪ ናፈቀኝ እያለ ይመስላል ፖርቱጋላዊው ዴኮ,Medium,accusatory,emotional and critical,negative,"በክፉ, መሪ, ክብር የማይሰጠኝ"
አንተ በትዊተር ስለሳቸው በፃፍከው የእሳቸውን ክብር ዝቅ አያደርገውም,Medium,reproachful,accusatory,critical,ዝቅ አያደርገውም
በአገሪቱ እየመጡ ያሉ ለውጦች እንዳይቀጥሉ ለማድረግ የሚሰሩ ስራዎችን የሚከታተሉ ሰዎች ተመደቡ,Low,formal,informative and authoritative,concerned,none
ጎንደሬ ነች ወይ ወያኔን እና አስተሳሰቧን  ዝም ብላ በአዴን ላይ ትጥለለች ። ወያኔ እና ዘመዶቹ እንደፍለጉ ሲያረጉት የነበረውን  ጥቅም ስለቀራባት ነው,High,derogatory,Ethiopian Amharic - accusatory and inflammatory,negative,"ጎንደሬ, ዝም ብላ, ትጥለለች, ወያኔ, እንደፍለጉ, ዘመዶቹ"
ይህ ነገር አንተን አይመለከትም፡፡ ይህ የእኛ የራሳችን መሬት ነው፡፡,Medium,assertive,exclusive and dismissive,possessive,አንተን አይመለከትም
አገር ወዳድ ነሽ እንዴ?ምክንያቱም ምን አይነት ሰው አንደሆንሽ በደንብ እናውቅሻለህ ስለዚህ ብዙ አታዊሪ።እንደዛ ባይሆን ኖሮ አንቺ በሰራሽው ስራ,Medium,confrontational,accusatory and judgmental,skeptical,አታዊሪ
ችግር ውስጥ እንዳለን ባላስብ ይሻላል፡፡ ሰሞኑን ደግሞ ቀን ላይ በጥሩ የይቅርታ መንፈስ ውሉ ማታ ላይ ስለመለያየት ያወራሉ፡፡,Low,reflective,contemplative and advising,positive,none
አሳፋሪ፡ አሳዛኝ፡ የጨካኞች ተግባር ዶክተር አብይ ደህና መሆናቸው መልካሙ ዜና ነው፡፡ እግዚአብሔር ሆይ እርዳን,Medium,formal,emotional and critical,mixed,"አሳፋሪ, አሳዛኝ, ጨካኞች"
ዛሬ የኛ ሰፈር መብራት  ብልጭ ድርግም ሲል ህፃን ልጅ እያበራና እያጠፋ የሚጫወትበት ነው የሚመስለው፡፡,Low,conversational,descriptive and casual,irritation,ጫወት
ከመችው አደገው ነው ወደ ፖለቲካው ውስጥ የገቡት?,Medium,questioning,interrogative and informal,skeptical,አደገው
በሁለት ቀን ልዩነት የተለያየ ነገር መናገሩ ልያስገርመን አይገባም.ከለመወቁ የተነሳ በአንድ አረፍተ ነገር ላይ ሁሉት ተቃራኒ ነገሮችን ይናገራ,Medium,critical,informative and somewhat accusatory,negative,ይቃለከር ይገርመን ተቃራኒ ነገሮች
የሄ ተረት ተረት ለማያውቅ ሰው ሄደህ ንገረው የኢትዮጵያ ፖለቲክስ በደምብ ኣውቀዋለው:: ያልኩህን ብቻ ኣትርሳ::,Medium,derisive,disparaging and dismissive,disparagement,"ተረት, ኣትርሳ"
ከተወሰኑ ዓመታት በፊት ብርቱ ተች ነበርኩ ምክንያታዊም አልነበርኩም ከዚያ የመንግስት ሰራተኛ ሆንኩ አገሪቱን ዞሬ አየሁ ማህበረሰቡን ቀርቤ አደመጥኩ,Low,reflective,informative and neutral,nostalgic,none
የትም አይደርስም ፣ ነገር ቶሎ የማይገባው ብሎክ ማድረግ እንጂ መልስ መስጠት አያስፈልግም,Medium,dismissive,assertive,frustrated,"የትም አይደርስም, የማይገባው, ብሎክ, አያስፈልግም"
ሐሳቡን ማሸነፍ ሲያቅታቸው አሳቢን ለማደናቀፍ ተንቀሳቀሱ ፤ ሀገር ወደ ዘመነ አብርሆት ስትጓዝ እነሱ ተቃራኒውን መረጡ፣,Medium,critical,political and assertive,disapproving,"መሸነፍ, ተቃራኒ"
መልዕክቱ ለዚያ ሹመኛና ከፈራ እንኳን እኔ መንፈሴ የኢትዮጵያን ሰንደቅ ነው ይበልጥ የሚወድ እሱን ስጡኝ ማለት ላልቻለው ሰዉዬ ነው።,Medium,accusatory,emotional,aggressive,"ሹመኛ, ከፈራ"
የሽግግር መንግስት ማለት ምን ማለት እንደሆነ ብታውቀው እንደዚህ አትልም ነበር ፣ አለቃህ የቦንገር ልጅ አብይ ያሻግረናል ታከለ ያሻግረና,High,disrespectful,derogatory and accusatory,negative,"መንግስት, አብይ, የቦንገር ልጅ, ያሻግረናል"
አዲስ ፀያፍ ቃል አመንጪ እንጂ አዲስ ሃሳብ አመንጪ አይደለክም:: በሰው ነፍስ ጉዳይ እጅህ ያለበት ሰው ነህ፡፡,Medium,accusatory,critical and harsh,negative,"ፀያፍ, ነፍስ ጉዳይ"
አንገትህ ምስል ተሸክሞ መዞሩ ብቻ ነው የሚያሳዝነኝ። ሌላውስ እዳው ገብስ ነው,Medium,derogatory,insulting and critical,negative,"አንገትህ, እዳው, ገብስ"
በዚህ ሁኔታህ ብዙ ጊዜ ላይኖርህ ይችላል ፤ ብታርፍ አይሻልም,Medium,critical,advisory and judgmental,disapproving,"ሁኔታህ, አይሻልም"
መኖሩን ለማሳየት ፎቶ ይለቃል፡፡ መጨረሻው ግን የሚያምር አይመስልም,Low,neutral,informative and objective,critical,አይመስልም
ኢትዮያን የማይደግፉ ሰዎች ጋር እስከ ቤተ መንግስት ድረስ አብረህ እየሰራህ በሌላ በኩል ኢትዮጵያዊ ወግ ስታነሳ ሰው ብዙም ላያምንህ ይችላል,Medium,critical,admonishing,disapproving,ሰው ብዙም ላያምንህ ይችላል
አወል አሎ እንደዚህ አይነት ሰው ነህ ብዬ ለማሰብ እንኳን ያቅተኛል። እውቀት ብቻውን ብዙ ጥቅም የለውም ለካ የምእራባውያንን ዲአስተምህሮ ሰብስቦ፣ ነገር ግን,Medium,critical,judgmental and informative,negative,"ያቅተኛል, እውቀት ብቻውን ብዙ ጥቅም የለውም"
በጊዜ ሂደት ማንም ለሰራው በደል መልሱን ማግኘቱ አይቀርም,Low,serious,informative,neutral,ስራው በደል
ከኋላ ሆነህ ሀሳብ ብቻ ከምትሰጥ ከመከላከያ ሰራዊት ጎን መሰለፍና ማገዝ ይቻላል,Low,critical,direct and critical,disapproving,መሰለፍ
ሁለት ሳምንት ሆቴል ውስጥ ሳይሆን ጉድጓድ እና ጫካ ውስጥ ነው የነበሩት እንኳን ልብሳቸው እነሱም ሊጎዱ ይችላሉ,Medium,dismissive and condescending,derogatory and sarcastic,negative,"ጉድጓድ, ጫካ"
ካናቢስ እያስጠቀመ ውግያ ያስገባል ሲልህ እንዴት ብለህ መጠየቅ ያስፈልጋል፤ የሚጠላህ ቡድን ብዙ ሊያስወሩ ስለሚችሉ,Medium,accusatory,assertive and critical,negative,"ውግያ, ቡድን, ብዙ ሊያስወሩ"
የአገር ሉዐላዊነት የሚያስጋህ አትመስልም?,Low,questioning,inquisitive,concern,none
አሁንም አንደበተ እንደሌለው ተሆኛለሽ እንዴ። በራስሽ ሰውነት የማዘዝ መብቱ የአንቺ ቢሆንም ከኢትዮጵያዊነት ባህል በመዝለልሽ ነው አስተያየት የተነገረሽ መቆጣት የለብሽም,High,condescending and accusatory,judgmental and critical,negative,"አንደበተ እንደሌለው, በመዝለልሽ, መቆጣት የለብሽም"
ከተማረው እኮ ፊደል ያልቆጠረው ያገሬ ሰው እየተሻለ ነው,Medium,disparaging,judgmental,condescending,ፊደል ያልቆጠረው
እረ ባካችሁ በልክ አድርጉት እኛ እንለፈልፋለን እነሱ ምንም ትኩተረት ላይሰጡት ፤ ዝም ብሎ ራስን ከፍ ማድረግ ትርጉም የለውም,Medium,dismissive and critical,informative and neutral,disappointment,"ትኩተረት, ዝም ብሎ, ራስን ከፍ ማድረግ"
የአብን  ደጋፊ ነኝ ብለሽ ነው የዘለልሽው፤ ከልብሽ አይመስልም,Medium,criticizing,informal and confrontational,skeptical,ዘለልሽ
አይመለከታችሁም እንደናንተ የአለም ህዝብ ሁኔታውን የማይረዳ መሰላችሁ ለእውነት ይቆማል የማታስቡ,Medium,critical,accusatory,disapproving,"አይመለከታችሁም, የማይረዳ, መሰላችሁ, የማታስቡ"
ከእናንተ ውስጥ የተሻለ ሀሳብ የሚያመጣ ሰው ዕያየሁ አይደለም፤ የሚሰሩ ስራዎች በፎቶ ለመታየት መሆን የለባቸውም,Medium,critical,direct and negative,disapproving,"ዕያየሁ አይደለም, ማየት መሆን የለባቸውም"
እኔ ዲሞክራሲን ለመረዳት ከአንተ ወደ ሁላ እቀራለሁ ብዬ አላስብም,Medium,disdainful,dismissive,negative,እቀራለሁ
ምን ላርግ ብለሽ ነው,Low,informal,Amharic,sarcastic,ላርግ
ተስፋ አደርጋለሁ ብዬ በሰረሁት መጥፎ ስራ እየተቀጠሁ እንደ ሆነ እና በህይወትዎ ውስጥ ያሉ መልካም ነገሮች,Medium,disapproving,critical and reflective,negative,መጥፎ ስራ
ይሄ ሰውየ ምርኮኛ ብቻ ነው ወይ?? በMig - 23 ብዙ ሰላማዊ ሰው ሆን ተብሎ ጉዳት ደርሶባቸዋል. በዚህ ውስጥ እሱ የለበትም?,High,accusatory and critical,informative and emotional,negative,"ምርኮኛ, ጉዳት"
አንተ ስርአት የሌለህ ተመልሰህ ወጥተህ ይቅርታ ጠይቅ። ስሜታዊ ሆኜ ነው በል።,High,combative,accusatory and confrontational,anger,"ስርአት የሌለህ, ወጥተህ"
መሰብ አይችሉም  ሰዎች መደብደብ ያው የበታችነት ስሜት እንደ ሚሰማቸው ያሳያል::,Medium,critical,informative and judgmental,negative,"መሰብ, የበታችነት ስሜት"
እናንተ ናችሁ እዚህ ያደረሳችሁን ፡ በዚህ ልትኮራ አይገባም,Medium,accusatory,critical,disapproving,"እዚህ ያደረሳችሁን, በዚህ ልትኮራ አይገባም"
አንተም ወገንተኛ ሆንክ መሰለኝ ግን አልታወቀህም መሰለኝ,Medium,accusatory,conversational and critical,skeptical,ወገንተኛ
አንተን የተቀበለ ማንም ቢሆን ካስተዳደረ በሰው ምንም አይነት ችግር ቢመጣ በሆነው ነገር ሁሉ አይዘኑ እያልክ ያለህ ነው የሚመስለው,Medium,accusatory,critical and assertive,negative,"ችግር, አይዘኑ"
አንቺ ደግሞ እዚህ ምን ታደርጊያለሽ? መጀመሪያ አንቺም ሆነ መሪው መች እውነታውን ትናገላችሁ,Medium,confrontational,questioning and accusatory,disapproving,እውነታውን
ሰው ጥራ ቢሉት ..አሉ እኔ እስከማውቀው እውነቱን ሲናገሩ ሰምቼ አላውቅም,Medium,disdainful,informal and defensive,skeptical,አላውቅም
ይሄን ሁላ ነገር በእንግሊዝኛ ስላልተናገረችው እና ሰብሰብ ብለን እርሰዋን እንደማንወዳት መረዳቴን ልነግራችሁ እችላለሁ,Low to Medium,informal,informative,negative,"ሰብሰብ, እርሰዋን, እንደማንወዳት"
መጀመሪየዉኑ መንግስትን ከአንድ አነስተኛ ቡድን ጋር ማወዳደርህ ትክክል አይደለም፡፡,Medium,critical,assertive and judgmental,disapproving,አነስተኛ
ኤርሚያስ እንኳን ይህን የሚመጥን አነስተኛ መጣጥፍ ቢዘጋጅለት መልካም ነው እላለሁ። ያኛውን ተወው,Medium,critical,discouraging,disapproving,"አነስተኛ, መጣጥፍ"
አለጀዚራ እውነቱ ዘግቦዋል እየው አንተ ምትፈልገው አለውቅም፡  ከልሆነም  አትየው ምክንያቱም አልጀዚራ ያሉት ጦርነት የተካሄደበት ሃገር እራሱ አይመስልም ነው ያሉት,Medium,accusatory,disparaging and critical,negative,"እውነቱ ዘግቦዋል, አትየው, ያሉት, ጦርነት"
መከላከያ ተከቦ ማን ነበር የደረሰላት አሁንስ ከፊት ሆኖ እየሞተና እየተፍለመ ያለው ማነው በወቅቱ የበላይ አመራሮችም ይህን አመሰግነዋል,Medium,critical,emotional and accusatory,negative,"እየሞተና, እየተፍለመ, ያለው, ማነው"
አንተ ራስ ወዳድ ነህ፤ ኤርምያስን የሚያስተችህ ነገር የለም፤ የአበበ ገላው ያልተረጋገጠ ማስረጃ መን ይቀበለዋል,Medium,derogatory,accusatory and dismissive,negative,"ራስ ወዳድ, የሚያስተችህ ነገር የለም, ያልተረጋገጠ"
I think ፈረስ እና አህያ ፈልገውና ፈቅደው  ነው የተዳቀሉት፣i,Low,neutral,mixed,neutral,none
የራስህ አቋም ሰኖርህ ነው የተሻለ የሚሆነው,Low,neutral,informative,encouraging,none
በአማርኛ እያወሩ አማርኛ አታውሩ ??,Low,questioning,casual,confused or curious,none
የሄ  ክብር አያውቅም,Medium,disrespectful,informal,negative,አያውቅም
ችግሩን የሚረዳ  ዘመድ አጣ እንጂ እሱ በጤና ያለ አይመስለኝም,Medium,judgmental and critical,informal,negative,ጤና ያለ አይመስለኝ
ቀድሞ ነበር እንጂ መጥኖ መደቆስ አሁን ምን ያደርጋል ድስት ጥዶ ማልቀስ። ወሬ ብቻ ምንም አያሰራም፡ ተግበር,Medium,aggressive,disparaging and commanding,critical,"መጥኖ, መደቆስ, ድስት, ጥዶ, ማልቀስ"
ጀግንነት በስራ ይገለጻል እንጂ በወሬ ሊሆን አይችልም ፡፡,Low,assertive,informative and serious,determined,አይችልም
የኢትዮጵያ ሕዝብ ማወቅ ያለበት ትልቅ ጉዳይ ሀገር ወዳዱንና ባለ integrity ጄ/ል ሰዓረ መኮንን የገደለውና እንዴትስ ሊገደሉ እንደቻሉ ማወቅ አለበት:: ኢትዮጵያ ሀገሬ ሞ,High,serious,informative,accusatory,"የገደለውና, ሊገደሉ"
ከ ጠ/ሚ አብይ አህመድ አንፃር ፡ መንግስቱ ኀ/ማርያም ሩህሩህ እና ደግ ሰው እንደሆነ ነው እኔ የምረዳው፡፡,Low,informal,personal opinion,positive,none
ከዋነኞቹ የትግሬ በለስልጣን መሀከል  አንዱ የሆነው ጄኔራል አብርሃ ወልደማርያም ሞቷል ይህ የትግራይ በለስልጣን መጠን የለሽ ገንዘብ ቢያካብትም በካንሰር ተለክፎ ነው የምተው,Medium,informational with potential negative undertones,informative with a hint of critique,critical,"መጠን የለሽ, በካንሰር ተለክፎ"
የHighschool ዳይሬክተራችንን ብዙ ሚስቶች የበበሩት  ሲሆን አንዷ ከመዝናኛ ቤት እንዴት እያብጠለጠለች ትወስደው እንደነበረ አይረሳኝም ??,Medium,"informal, accusatory",informative and neutral,"critical, gossip","ውፍረት, እያብጠለጠለች"
