Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
я горжусь своей страной и президентом,Low,patriotic,positive and supportive,pride,none
"за него народ поднялся, а тебя люди даже и не знают! фургал- порядочный человек",Medium,informal and accusatory,colloquial and expressive,critical,даже и не знают
а иногда бывают просто плохие гены!,Medium,blunt,colloquial,dismissive,плохие
"если ты думаешь что я от фотошопа стану хуже ,то это неверно",Low,neutral,informative and conversational,defensive,хуже
стоит ли уделять внимание каждому плохому человеку,Medium,inquisitive,colloquial,negative,плохому
Мишустик ты бы замолчал,High,aggressive,informal,negative,замолчал
вы что хотите что бы ваши дети в будущем в плохих условиях жили?,Medium,confrontational,informative and provocative,critical,плохих условиях
этих людей надо всех сократить.,High,authoritative,directive and aggressive,negative,сократить
"точно, нехороший человек, и это мягко сказано, уже в каждую спортивную передачу лезет, приходится искать каналы и репортажи без его присутствия и участия !",Medium,critical,informative and negative,dislike,"нехороший, лезет"
"Вы же за полный разрыв отношений с агрессором, тогда зачем вы хотите транзита",Medium,sarcastic,provocative,accusatory,агрессором
?так хоть кто то по обочине бы ехал.а так все как ненормальные встали...дальнобои порою в шоке...,Medium,informal,frustrated and critical,displeasure,"ненормальные, шоке"
"глупышка, приехала в одессу со своим уставом !",Medium,disparaging,informal and derogatory,negative,глупышка
Там написано он попросил и убедился значит они повернулись уже,Low,neutral,informative,factual,none
Нет на сегодняшний день нормальных мужчин,Medium,dismissive,informative and critical,negative,ненормальных
что за группа одна реклама..,Medium,critical,informal and dismissive,negative,реклама
Уходите с проекта на вас смотреть уже противно из за вас дом 2 смотреть не хочется,High,aggressive,informative and direct,negative,"уходите, противно, не хочется"
и стабильные закоренелые люди восхваляют все это,Medium,critical,colloquial and slightly negative,cynical,закоренелые
Это пипец! Грех какой!,Medium,informal and strong,expressive and colloquial,negative,"пипец, грех"
Я поражен. Кокаин был не свежий?,Medium,informal,sarcastic,critical,"Кокаин, не свежий"
"доказательства оскорбления тредов, к примеру",Medium,formal,informative,accusatory,оскорбления
"Таких родителей необходимо найти и наказать, однозначно.",High,aggressive,imperative,vindictive,наказать
Этих людей ничего не исправит,Medium,critical,colloquial,negative,исправит
"Вернись, будь настоящим русским патриотом! Попробуй забрать все, что слева от Днепра+Одессы! Тебе кто-то мешает?",High,aggressive,provocative and inflammatory,hostile,"забрать, мешает"
"Если любого из нас достать, то мы можем очень сильно разозлиться",Medium,cautionary,informative and cautionary,warning,разозлиться
"С чего ты решил, что это мне подарили, и мне надо завидовать?",Medium,questioning,informative and slightly confrontational,skeptical,завидовать
Я не твой друг,Low,direct,plain and straightforward,neutral,none
"Беззащитное животное избить, которое не может себя защитить",High,aggressive,emotionally charged and violent,cruelty,избить
Нуи отчаяный человек а мог бы и душу богу отдать на суд,Medium,informal,dismissive and judgmental,negative,"отчаенный, душу богу отдать"
и т д....нечего им там делать прежде всего!,Medium,dismissive,informal and judgmental,negative,нечего
еврейское тв пересмотрел???,Medium,provocative,colloquial,critical,еврейское
"Больше ничего не умеют делать, кроме как обижать слабых и беззащитных",High,accusatory,aggressive and negative,hostile,"обижать, слабых, беззащитных, ничего не умеют делать"
Завтра в хабаровске вдвшники будут разгонять нарушителей,Medium,assertive,informative,serious,"разгонять, нарушителей"
"Это старое фото, в середине мэр орши лисовский.",Low,informative,neutral,neutral,none
А что рядом других мужчин не оказалось? Кто ему лицо на чистил? Вывод? Мужики к сожалению перевелись,Medium,criticizing,colloquial,frustration,"на чистил, к сожалению, перевелись"
"хватит выпрашивать классы, просто помните.",Medium,commanding,informative,frustration,выпрашивать
"Веселись сегодня, удрученный ты наш)))",Low,sarcastic,informal,mocking,удрученный
Глупые награждают себя. кто пойдёт за них воевать. сам и путин.,Medium,critical,informative and neutral,dismissive,Глупые
песня есть у шнура эт про него,Low,informal,conversational and neutral,neutral,none
"Эмбрион это не человек потому что у него нет памяти, нет личности, нет эмоций, нет ничего",Medium,assertive,informative,dismissive,"нет памяти, нет личности, нет эмоций, нет ничего"
обоих посадить нужно. за преступление и непрофессионализм,Medium,assertive,direct and accusatory,disapproving,"посадить, преступление, непрофессионализм"
"Как интересно,может мне стоит посмотреть,а не тутурукать тут)",Low,informal,colloquial and conversational,curious,тутурукать
эти люди живут за счёт пенсионеров,Medium,accusatory,informative and critical,negative,живут за счёт
И в 3 подъезде бывает такое. Поймать бы его.,Low,concerned,conversational,frustration,поймать
вот кого наказать то надо,Medium,assertive,informative and commanding,critical,наказать
"глумление над народом, тяжелее ручки в руках не держали, всё воздасто сполна, как не крути и это будет",High,accusatory,derogatory and judgmental,angry,"глумление, воздасто сполна"
"сама то что, только официальных 5 мужей, а сколько еще любовников! чтобы такое говорить самой надо быть кристально чистой!",Medium,accusatory,informal and confrontational,negative,"мужей, любовников, кристально чистой"
"Я знаю на что способна.. я тоже не древний, в конце конце женщине скажут что она современная дама",Low,neutral,informative,assertive,none
"там человека убили, а они будто на выставку машин приехали",Medium,informal,accusatory and dismissive,critical,убили
"Это невежливый человек, не папа?",Medium,disparaging,casual,negative,невежливый
"умный какой, не одна вышка наверное!!",Medium,sarcastic,colloquial,negative,умный какой
"посмотрите независимое расследование васильевой, а потом делайте выводы",Low,neutral,informative,encouraging critical thinking,none
Зачем он туда заперся?,Low,inquiring,colloquial,curiosity,none
От туда не хорошее к нам плывет.,Medium,negative,informative,pessimistic,не хорошее
за такие деньги нетолько закупить и страну можно из кризиса вытащить,Low,informal,neutral and straightforward,displeased,кризиса
"ерунда какая то, картинка с ними одна и та же, по 10 раз.",Medium,informal,complaining and frustrated,negative,ерунда
нет возможности володина вызвать .напомнил бы ему о многом.,Low,neutral,informative,neutral,none
"бедный ребенок, как с такими родителями дальше жить",Medium,sympathetic,concerned and critical,empathy and dissatisfaction,"бедный, такими"
"от плохой жизни, от голода, человек распух!!!!",Medium,emotional,dramatic and concerning,negative,"плохой, голода, распух"
он понятия не имеет о чём ты. ему что говорят его отцы и деды он в это и верит:d,Low,informal,conversational and dismissive,disrespectful,понятия не имеет
"Если не знаешь о чем говорят, помолчи",Medium,directive,commanding,confrontational,помолчи
"Модераторы, отвечайте, ! Почему демонеток удалили, а запрещенные танцульки на месте?",Medium,demanding,colloquial,frustration,запрещенные
"Ты ещё на сайте, договоришься",Medium,informal,colloquial,sarcastic,договоришься
маникюр лучше чем у меня,Low,informal,informative,self-critical,none
"Если водитель из плохой компании, на уголовную ответственность наездил, покушение на убийство дадут",Medium,critical,informative and judgmental,negative,"плохой, уголовную ответственность, покушение на убийство"
Ты ещё не устал всех оскорблять?,Medium,accusatory,conversational,negative,оскорблять
нужно было просто уплыть куда плыли.,Low,neutral,simple and direct,neutral,none
вас что-то не устраивает?,Low,inquisitive,neutral,curiosity,none
"Выйдут мужики, полицейским плохо будет",Medium,informal,colloquial and threatening,aggressive,плохо
Уничтожают народ! Народу не дают работать,High,aggressive,emotional,frustration and anger,"уничтожают, не дают"
"конечно двое на подхвате можно и в течени беседы нанести удар , и друзья такие же не спортивное поведение",Medium,informal,conversational and critical,hostile,"удар, не спортивное поведение"
Правда ? Ты много говоришь от зависти,Medium,confrontational,accusatory and critical,disapproving,зависти
Сколько же заблуждающихся в России в месте с тобой,Medium,judgmental,critical,negative,заблуждающихся
Оставьте меня в покое. Приставайте к своей жене и ждите,Medium,aggressive,dismissive and confrontational,negative,"Приставайте, ждите"
Я сам смеюсь как ненормальный с них.,Medium,informal,colloquial and potentially derogatory,mocking,ненормальный
этому захар дал паспорт днр,Low,neutral,informative,neutral,none
Водитель молодец,Low,positive,informal,complimentary,none
"продали будущее семьи на поколения вперёд,...и теперь они ещё и рекламу делают.",Medium,accusatory,critical,negative,"продали, вперёд"
"Тебя выгнали из авиации за твои высказывания, и правильно сделали",Medium,hostile,assertive and critical,disapproving,"выгнали, правильно сделали"
кто до сих пор позволяет ей отзываться о нас ?,Medium,accusatory,informative,negative,"позволяет, отзываться"
А ведь сколько денег могли бы отдать кубе с Африкой Ирак с ираном-а так все растянули,Medium,critical,informative and assertive,disappointment,растянули
"Какая не хорошая, не устала врать на форумах? Откуда столько плохого в тебе",High,accusatory,derogatory and confrontational,hostile,"не хорошая, врать, плохого"
"и чувствуется по школотной наивности админов - и не увидим. ни ссылки, ни клипа. поколоение егэ.",Medium,disparaging,colloquial and informal,critical,"школотной, наивности"
нормальный водитель так себя не станет вести,Low,casual,informative,disapproving,нормальный
"это он, а не она , провокатор",Low,accusatory,direct and casual,negative,провокатор
"Итак, вот не будь у меня этой вещи, может и поверил бы",Low,conversational,informal and casual,doubtful,none
а чем лучше Власов ? такой же как и Бандера,Medium,critical,colloquial,negative,"тоже, такой же, как и Бандера"
Смотри что делает сегодня твой президент.,Medium,critical,informative and neutral,disapproval,none
"импеллер же, импеллер",Low,neutral,informative,neutral,none
Надеюсь тебя накажут за такие надписи ...иногда головой думай что пишешь!,Medium,aggressive,colloquial and accusatory,negative,"накажут, думай что пишешь"
"глупое видео, да и ребенок не пристегнут, а блин такой ,,умный,,",Medium,sarcastic,informal,negative,"глупое, не пристегнут, блин, ,,умный,,"
"Идеальный анонимус: изобличает, тралит, давит на больное и делает это со вкусом. У людей сильно подгорает, just is planned.",High,mocking,informal and provocative,antagonistic,"изобличает, тралит, давит на больное, подгорает"
"Ничего себе, сколько людей его смотрели и подозреваю, что присоединятся",Low,informal,casual and conversational,positive,подозреваю
Кто это постит?,Low,direct,informative and neutral,inquisitive,none
было.))).20 лет в браке.ушла.оставила семью бомжами.)))и еще условия поставила.))).все равно этого человека люблю.но простить не могу да и ...,Medium,emotional,informal and narrative,resentful,бомжами
"С прискорбием тебе сообщаю , ты обманщик коля",Medium,accusatory,informal,negative,обманщик
"РФ готова поддерживать хоть кого, если это поднимет цену на нефть.",Medium,informative,cynical and pragmatic,opportunistic,хоть кого
Зачем кино снимать!? подмазался ... и тебе медалька и премия!,Medium,sarcastic,colloquial,negative,"подмазался, медалька"
взять что с них,Low,informal,colloquial,dismissive,none
не оболщатесь это миф,Low,informal,dismissive,skeptical,миф
"Приграли не мы, а правительство",Medium,critical,colloquial,negative,правительство
можно подумать конкуренты хотят народу помочь.все во власть лезет.а его просто кто то тащит в депутаты!,Medium,sarcastic,colloquial,skeptical,"лезет, тащит"
Где они такие зарплаты нашли,Low,informal,colloquial,skeptical,none
"о таких людях я даже не знаю,что писать!!!!",Medium,frustrated,informal and exclamatory,negative,none
"Да какое поколение? Украли машину у тех, кто войну проиграл. Стыдно должно быть.",Medium,accusatory,colloquial and emotional,critical,"украли, войну проиграл, Стыдно должно быть"
И как земля таких носит?,Medium,sarcastic,informal and confrontational,negative,таких
Не отвечай на провокации этого человека все и так ясно,Medium,directive,informative and slightly dismissive,negative,провокации
а судью бог накажет. все возвращается бумерангом.,Medium,judgmental,informative and accusatory,negative,"накажет, возвращается бумерангом"
Водители не смотрят в зеркала.,Low,neutral,informative,critical,none
дайте уже пожить создать семью отдал 35 лет жизни кормил правителей власти 30 лет мой отец 60 лет хватит,Medium,frustrated,emotional and critical,resentful,"кормил, правителей, власти, хватит"
Такие же люди и привели этих людей,Low,neutral,descriptive,neutral,none
В такой ситуации виноваты из ростелекома у которых даже кошка может купить фильм с пульта,Medium,critical,informative and disapproving,negative,виноваты
Я за этим проектом 5 лет наблюдал с первого выпуска,Low,neutral,informative and neutral,positive,none
"тебя там унизили, что ты такое утверждаешь?",Medium,confrontational,accusatory and provocative,negative,унизили
"Только хотел спросить, что за завалы. Плохие в Рашке плотники",Medium,derogatory,informative and disrespectful,negative,"Рашке, плохие"
"Даа, страна нуждается в героях",Low,neutral,informative and neutral,positive,none
крым всегда был и будет российским!!! всем назло!!!,High,assertive and aggressive,provocative and nationalistic,defiant,назло
Вы у себя разберитесь сначала,Medium,dismissive,colloquial and direct,critical,разберитесь
да кто ты такая!!! и так врачей не хватает (((,High,aggressive,colloquial,contemptuous,"кто ты такая, не хватает"
Хомячки вышли размяться.,Low,informal,casual,neutral,none
Родители пьют за счёт детей,High,critical,accusatory,negative,"пьют, за счёт детей"
Конделаки опять в апл не прошла?,Low,inquisitive,informative,disappointment,none
"Да врёт он, форма флора, а кепки с какого ларька?",Medium,dismissive,colloquial and informal,skeptical,врёт
Что с них взять?,Medium,dismissive,colloquial,frustration,none
У ребенка плохое поведение,Medium,assertive,critical,negative,плохое
"Должен получить срок 12 лет, он убил человека.",Medium,serious,informative,disapproving,убил
Он плохой боец,Medium,critical,direct,negative,плохой
Если вас раздражают тиканье часов - это синдром неврастении.,Low,informative,clinical and diagnostic,neutral,"раздражают, синдром, неврастении"
"ага,прямо таки наблюдатели это всё пропустили ...эк как поправки не по нутру",Medium,sarcastic,colloquial and informal,negative,"пропустили, не по нутру"
"Может хватит, Иуд светить?",Medium,informal,colloquial and sarcastic,dismissive,Иуд
хочется поинтересоваться психическим состоянии этого человека?,Medium,curious and potentially provocative,colloquial,critical,психическим
"его не зря построили, собирается все, предатели.",High,accusatory,critical and aggressive,negative,предатели
От одной избавились,Medium,dismissive,informal and negative,critical,избавились
"это им, не стариков да студенток метелить.",High,aggressive,colloquial and derogatory,hostile,метелить
своих увидела и голосок прорезался?,Medium,sarcastic,colloquial,derogatory,голосок прорезался
называется - веди себя как шут перед камерой на потеху толпе,Medium,derisive,colloquial and sarcastic,mocking,"шут, на потеху толпе"
Может он их ещё в СБУ передаст?,Medium,sarcastic,informal,contemptuous,СБУ (can imply negative connotations in the given political context)
Всем привет из российского Крыма,Medium,informal,informative and colloquial,patriotic,none
вот это правильно. а не участников из дома 2 показывать,Medium,critical,informative and judgmental,disapproving,участников из дома 2
кто этот человек,Low,neutral,informative and straightforward,inquisitive,none
"кулибин, на хонор это не прокатывает",Medium,dismissive,informal and colloquial,disapproving,прокатывает
Вот так и живем среди них,Medium,informal,colloquial,discontent,них
"им все равно на все эти митинги, главное что бы они бизнес классом летали на мягком и уютном.",Medium,sarcastic,informal and dismissive,negative,"все равно, митинги"
"подумайте лучше об этих людях и о стране, которую они превратили в собственную кормушку",Medium,critical,informative and accusatory,negative,кормушку
собрать народную дружину и слухи быстро пойдут,Low,informative,colloquial,neutral,none
Надоели вы уже своими котами,Medium,frustrated,informal and dismissive,negative,надоели
"Дороги начали строить, видимо с администрацией провели жесткие переговоры.",Low,formal,informative and neutral,assertive,жесткие
Соболезнования родителям! А виновника найти и наказать!,Medium,direct,concern and imperative,commanding and empathetic,"наказать, виновника"
Тебе вопрос задали: что плохого написано о мусульманах?,Medium,interrogative,informative,neutral,плохого
ты чего это плохого плохим обзываешь,Medium,accusatory,colloquial and confrontational,negative,"плохого, плохим, обзываешь"
и где они хоть 8 нема вообще негодяи обнаглели,High,aggressive,colloquial and confrontational,frustrated,"негодяи, обнаглели"
Молодец таких людей надо наказывать если закон бессилен,Medium,critical,directive and judgmental,condemnatory,"наказывать, бессилен"
Ты о чем Клава?,Low,informal,conversational,neutral,none
"Добрый, но это сразу не поймёшь",Low,neutral,informative,neutral,none
Папу поймать и наказать. И пусть растит детей,Medium,authoritarian,directive and punitive,severe,"поймать, наказать"
Да оно и по Росии эти существа гуляют,Medium,dismissive and derogatory,colloquial and informal,negative,существа
потому что жизнь глупого ничему не учит,Medium,derogatory,informative and critical,negative,глупого
Так что господа оккупанты ничего у вас не выйдет!!!!!,High,aggressive,derogatory and confrontational,hostile,оккупанты
Какое отношение твой сайт имеет к этой теме?,Low,inquisitive,informative and neutral,neutral,none
"С ним все возятся, если бы не было видео, он давно бы опять вел себя аналогичным образом",Medium,critical,informative and subjective,disapproving,возятся
Что выделываться. Пусть благодарит бога что ноги ни зажевало,Medium,dismissive,colloquial,sarcastic,"выделываться, зажевало"
Как вы надоели показывать одно и тоже,Medium,frustrated,colloquial,negative,надоели
этот человек уже внес свою лепту в развал страны в свое время,Medium,accusatory,insinuative,negative,развал страны
"А кто тебя будет спрашивать, на каком языке нам разговаривать?",Medium,dismissive,accusatory,hostile,спрашивать
Какое неприятное у нее выражение лица.,Medium,critical,informative and neutral,negative,неприятное
Короткова кстати. Она нас учила 3 года.,Low,neutral,informative,reflective,none
"Дай бог, если очередному человеку это будет уроком - не делать плохого соседу",Medium,hopeful yet admonishing,informative and slightly reproachful,warning,плохого
нечего врать. сидишь тут провоцируешь,Medium,aggressive,informal and direct,hostile,"врать, провоцируешь"
"Ребята я уже на французском, одного человека нет, другой просто притворяется ну читать уже не интересно",Medium,informal,frustrated and dismissive,displeased,"притворяется, не интересно"
"всё здорово, леса валом, 95% нелегально добытого и всем по..",Medium,informal,colloquial and sarcastic,discontent,"нелегально, по.."
А работать не хочешь? Хочешь за свои фотки деньги получать? Не выйдет,Medium,confrontational,colloquial and critical,disapproving,"не хочешь, не выйдет"
Что ты можешь людям предложить ?,Low,neutral,informative,curious,none
"Это, что, живой собаке глаза прищепкой, ради прикола? А себе пробовали? Это самое больное место, веки. Ужас!",High,aggressive,informal and confrontational,angry,"живой собаке, глаза прищепкой, больное место, веки, Ужас"
"емедленно извинись перед МНЕНИЕМ! Да, я в курсе, что Титан мысли его довничем считает",Medium,commanding,imperative and emphatic,authoritative,"немедленно, считает"
А что нам остаётся делать? Принимать всё как есть,Low,neutral,informative,resigned,none
Пусть они тогда сами делают,Low,casual,informative and neutral,dismissive,none
Дело даже не в iQ - просто им там не место.,Medium,dismissive,colloquial and dismissive,exclusionary,не место
Что притворяется китайским философом.Иди мебель двигай по феншую,Medium,sarcastic,colloquial,dismissive,"притворяется, иди двигай"
"мягко сказано, конца не видно и россии нет, всю почти продали",Medium,critical,colloquial and pessimistic,negative,"нет, продали"
"О, пришла весна, начались обострения",Medium,sarcastic,colloquial,negative,обострения
"значит ты написал необосновоанное сообщение, а как попросили подтвердить - ушел и даже не извинился?",Medium,accusing,informative and confrontational,negative,"необосновоанное, ушел, не извинился"
"а сейчас эти люди забрали то, что строили наши деды. и потешаются над нами",Medium,accusatory and judgmental,colloquial,resentful,"забрали, потешаются"
наказывать за такое надо,Medium,assertive,directive,disapproving,наказывать
"Его обидели и он ушёл на ютаб, кадавр, кстати на стриме вроде как разбирал его ролик, но я не смотрел",Low,informal,casual and conversational,neutral,обидели
"Не может быть, а все, никуда не уйти.",Low,informal,pessimistic and resigned,negative,не уйти
"Люди уже перестали ругаться, а тут ты пришол",Medium,informal,conversational,disappointment,ругаться
"Сочи не склоняется! Не в сочах, а в Сочи!",Low,emphatic,corrective,frustration,none
"я ещё работаю и внукам помогаю,спасибо путину,добавил ещё 2,5 года",Low,informal,sarcastic,negative,"спасибо путину, добавил ещё 2,5 года"
"Она уже сказала, с миру по нитке! Когда они уедут на острова, подальше...",Low,informal,colloquial,mild frustration or resignation,none
Почему вы меня не понимаете я же сказал что ваше мнение мне не интересно,Medium,frustrated,assertive and dismissive,negative,"не понимаете, не интересно"
"и правильно,пусть уезжает в родные пенаты!",Medium,dismissive,informal,negative,"уезжает, родные пенаты"
спам!!! информацию он распространяет ложную,Medium,aggressive,emotional and accusatory,negative,"спам, ложную"
"слушай, админ, прикидываешься? тебе тут кондитерская или что?",Medium,confrontational,informal and accusatory,disrespectful,прикидываешься
Встал народ от мала до велика значит не так хорошо как об этом говорят сми,Medium,critical,informative,negative,не так хорошо
Почему у папича такой странный чат. Традиция,Low,inquisitive,informative,neutral,странный
"Очередной способ угнать лавэ, откройте глаза и заблокируйте останкинских",Medium,informal,colloquial and aggressive,critical,"угнать, заблокируйте"
Он с жиру бесится. Какой миллион? У народа и так денег нет.,Medium,informal,expressive and emotional,frustration,"с жиру бесится, денег нет"
Была же информацию что американцы собирают генетические материалы россиян..,Medium,informative,suspicious,concern,американцы
Всем она надоела,Medium,frustrated,informal,negative,надоела
"сейчас я все поясню подожди,до дома доберусь,виски выпью и расскажу тебе",Low,informal,casual and conversational,casual,none
Еще хватает наглости выставлять на лайки,Medium,disparaging,colloquial,negative,наглости
На том свете уже никто не отмажет,Medium,threatening,colloquial and aggressive,negative,отмажет
вот такие люди управляют страной,Medium,critical,informal and judgmental,negative,управляют
"Неужели непонятно, что задавая глупые вопросы, эти люди зарабатывают деньги, отстаньте уже",Medium,frustrated,informative and direct,dismissive,"глупые, отстаньте"
один раз избрали а теперь невыгониш,Medium,critical,colloquial,negative,невыгониш
Она не сможет для пропитания ничего добыть,Medium,negative,informative and judgmental,disapproving,"ничего, не сможет"
аж зла не хватает песня написана предположительно 1920-21,Low,informal,informative with slight emotional undertone,frustration,зла не хватает
В Бангладеше тоже население растёт,Low,neutral,informative,neutral,none
дочь в нее пошла-такая же,Medium,informal,colloquial and critical,negative,пошла-такая же
А сам в Канаду уехал,Medium,sarcastic,colloquial,critical,уехал
"так получается,что батька за одно с киевом придумали это!? Не знаю что делает лукошенко .как жить будет с этим?",Medium,questioning and accusatory,cynical and interrogative,suspicious and critical,"батька, за одно, придумали"
"Если некоторое время деньги не вносишь, наказывают",Medium,informal,informative,admonishing,наказывают
ты на зарплату посмотри че ты пишешь гражданин,Medium,informal and dismissive,colloquial and confrontational,critical,че
слов нет одни эмоции.,Low,informal,expressive,neutral,none
Его скоро прогонит собственный народ дай бог людям другого президента,Medium,critical,colloquial,disapproving,прогонит
потом от избиений и правда хромой станет,High,threatening,violent and aggressive,hostile,"избиений, хромой"
Чем меньше на это обращать внимание-тем лучше,Low,advisory,neutral,suggestive,none
сколько изворачиваться будешь никто уже не верит твоим словам,Medium,accusatory,informal and confrontational,critical,изворачиваться
Вот так и живём. А вы за эту партию голоса отдали.,Low,conversational,informative and slightly critical,disappointed,none
Я видел этого человека недавно в Химках на гик-конвенте. Довольно крупного телосложения,Low,informative,neutral and descriptive,neutral,none
Побить росгвардейцев у вас теперь появится возможность только через год,High,provocative,colloquial and aggressive,hostile,"Побить, росгвардейцев"
"Как тогда те самолеты, которые разбились, поднялись в воздух?",Low,inquisitive,neutral,curiosity,разбились
Да там русских достаточно живет и они временами совершают преступления но почему-то не слышно про митинги и погромы,High,accusatory,critical and inflammatory,hostile,"преступления, митинги, погромы"
адвокат трактует его по своему. лишить лицензии навсегда.,Medium,assertive,decisive and authoritative,punitive,"лишить, навсегда"
"правильно, ты ничего не смог толком пояснить за свои измышления, кто бы сомневался.",Medium,sarcastic,informal and critical,negative,"ничего не смог толком пояснить, измышления, кто бы сомневался"
И что ты им докажешь - у них все деньги мира и все СМИ.,Medium,skeptical,cynical and accusatory,resentful,"докажешь, деньги, СМИ"
Очень нехорошие люди проникают во все сферы жизни 5 дней снимает ролики с зумом на фурункул,Medium,critical,colloquial and negative,disapproving,"нехорошие, фурункул"
"Еще и Живчик возить перестали, с эхинацеей, и Бiле, мое любимое.",Low,neutral,informative,disappointment,none
"Больным детям собираем всем миром на лечение, а некоторые люди откармливаются бесплатно зачёт всей страны. Когда уже наедитесь",High,accusatory,informative and critical,hostile,"откормливаются, бесплатно, зачёт всей страны, Когда уже наедитесь"
муж её говорит денег нет у них а она маску заказывает дорогую несколько тыс,Low,informal,casual and conversational,disapproving,"нет, дорогую"
Зачем он нужен?,Low,neutral,informative,inquisitive,none
Такое враньё в комментах почитал,Medium,accusatory,informal and critical,negative,враньё
Впереди шла тоже девочка ребёнок они вместе вошли в подъезд а за ними зашёл этот человек,Low,neutral,informative,neutral,none
"А дополнительно депутатам. А сейчас мы должны обеспечивать не только их, но и их семьи",Medium,critical,informative and cynical,negative,"должны, обеспечивать"
Мне не нравится что вы анонимно осуждаете людей за доносы. Это очень смешно,Medium,critical,informative and dismissive,disapproving,"осуждаете, доносы"
Озверели.правильно мужик сказал режиму скоро придёт конец.,Medium,aggressive,colloquial and hostile,negative,"Озверели, режиму скоро придёт конец"
Разве ты не понимаешь этого? Вот лол.,Low,informal,conversational and sarcastic,slightly condescending,лол
"Надеюсь и последние кадры уедут в другие города, где нет такого руководства.",Medium,resentful,informative and negative,disapproval,нет такого руководства
К тому же вальва уже давно не геймдевелоперская контора а занимается непонятно чем,Medium,informal,criticism,negative,непонятно
вас кинули ...но они обязуются все это выполнить к 2030 году...,Medium,frustrated,informative and critical,disappointed,кинули
Лукашенко называет нашего президента старшим братом,Low,neutral,informative,respectful,none
"вот это непотребство, т. е. гуманность, исходит от тех людей, чьи дети на донбассе не воюют и не гибнут.",High,sarcastic and accusatory,informative and critical,disdainful,"непотребство, не воюют и не гибнут"
Кончай это потреблять и отойди от зеркала.,Medium,commanding,informative and direct,disapproving,"Кончай, потреблять"
"прежде чем обвинять его,докажите что он был за рулем",Low,firm,informative,slightly accusatory,обвинять
"из какого места этих нехороших людей родили, уже понятно.",Medium,derogatory,informative but scornful,negative,нехороших
"потом этот плохой человек, по другому не назвать, едет в лес и сыпет эту гадость где ни попадя!",Medium,aggressive,informal,disapproving,"плохой, гадость"
"этот американец уже совсем выпал из реальности, он наверное думает что своему богу угождает",Medium,derogatory,informative and judgmental,negative,"выпал из реальности, угождает"
и можете дальше предаваться развлечениям и любоваться фотками раз в два дня,Low,casual,informative and neutral,relaxed,none
наткнешься когда-нибудь на таких же людей и жизнь сразу обретет вкус!,Low,encouraging,informative and positive,optimistic,none
"тебе мало женщин, что на ребенка бросаешься",High,accusatory,colloquial,negative,бросаешься
такие люди не должны жить на руси.,High,hostile,informative,exclusionary,не должны жить
повезло белой легковушке что этот человек в нее не влетел,Low,casual,informative,neutral,влетел
"ты посмотри за что ты работаешь, за что будут работать твои дети",Medium,critical,informative and scrutinizing,negative,"работаешь, будут работать"
"послушай,я не смотря на свои 62 года до сих пор на летной работе,врачи пока допускают",Low,informal,informative and casual,positive,none
это люди им позволяют грабить и унижать себя,Medium,accusatory,informative and critical,negative,"грабить, унижать"
"ты на путина и его приближенных работаешь, а в итоге ты зависимый от него человек.",Medium,accusatory,colloquial,critical,зависимый
Какие же бессовестные люди сейчас сидят в верхних эшелонах власти .,Medium,critical,accusatory,disapproving,бессовестные
правители совсем продались америке? или всё таки с ума сошли??,Medium,accusatory,colloquial,negative,"продались, с ума сошли"
"отстань со своими советами, я тебя не спрашивал, что мне делать и как мне думать",Medium,disrespectful,direct and dismissive,frustration,"отстань, не спрашивал"
"ты, пожилая женщина, сидишь в очках днями и ночами и никак не разберешься, кто тебя обманул",Medium,informal and critical,disrespectful and condescending,negative,"пожилая, никак не разберешься, обманул"
Человека ради форумных кинула!!,Medium,aggressive,colloquial and emotional,critical,кинула
российское воспитание людей теперь поставлено на поток,Medium,critical,colloquial and evaluative,cynical,поставлено на поток
"киргиз украл,она сбежала,так он ее зарезал",High,aggressive,violent and discriminatory,hostile,"украл, зарезал"
нечего было курортный сизон открывать.а теперь цифры пишут,Medium,critical,informative,negative,"нечего, пишут"
"Это не с родиной беда, а людьми, которые никак не угомонятся!",Medium,critical,opinionated and informal,disapproving,"беда, не угомонятся"
почему таких защитников не судят?,Medium,questioning,critical,negative,судят
"Ужасные люди, полстраны подсадили на кредит и рады этому.",Medium,critical,informative and emotional,negative,"ужасные, подсадили, рады этому"
А этих двух и начальника поезда пусть такая же старость ждет,Medium,critical,colloquial and negative,condescending,"ждет, старость"
"но вам-то, наверное, достаточно гадостей, льющихся с экрана путиновизора",High,sarcastic,colloquial and critical,negative,"гадостей, путиновизора"
Я думал с людьми общаюсь оказалось нет,Low,disappointed,informative,negative,none
"Представляете, он служит в полиции, делайте выводы,",Medium,sarcastic,colloquial,critical,делайте выводы
"Ты стебешься сейчас? есть люди, которые не знают и готовы учиться",Medium,sarcastic,colloquial,disapproving,стебешься
"Кланятьcя вcем, кто предcтавляет опаcноcть и cмаковать мучения более cлабых попутно доносить на них",High,hostile,pejorative,malicious,"опасность, смаковать, мучения, доносить"
"Ерунду говорит, нужно убирать таких из страны",High,aggressive,informative and negative,hostile,"Ерунду, убирать, таких"
Найти по телефону нарушителя и наказать по всей строгости!,Medium,authoritative,commanding,punitive,"нарушителя, наказать, строгости"
Он просто немного чудной,Low,casual,informal,neutral,чудной
