Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
Kann bleiben wo sie ist,Medium,imperative,informal,dismissive,none
"Weil die LINKE das alles darf,aufbringen,melden,verleumden,lügen,betrügen,Menschen attackieren und bald auch schießen.☠️😡☠️",High,aggressive,informal and inflammatory,hostile,"aufbringen, verleumden, lügen, betrügen, attackieren, schießen"
Die 42. Irreführung fürs Wahl-„Volk“,Medium,critical,informative and negative,negative,Irreführung
"@USER_13 @USER_15 @USER_9 @USER_3 @USER_4 @USER_7 @USER_1 @USER_14 @USER_6 @USER_12 @USER_5 @USER_10 @USER_11 Ne, das gibts nicht, ist der Typ immer noch da???",Low,informal,conversational and questioning,surprised,none
In dem Schwarz Grün regierden Hessen werden jetzt 8 zusätzliche Psychologen nur für die Jugendlichen Einwanderer eingestellt. Jetzt AFD wählen,Medium,political,persuasive and biased,negative,einwanderer
MEIN GOTT ! WAS HAT DIE SED-FRAU MIT HILFE VON LINKEN U-BOOTEN AUS DEUTSCHLAND GEMACHT !?!? DAS DAS DAS DURFTE !!,High,aggressive,derogatory and accusatory,anger,"SED-FRAU, LINKEN U-BOOTEN"
Kurz lasst dich nicht von der Frau aufs Glatteis führen!,Medium,advisory,colloquial,cautionary,Glatteis führen
stimmt aber hat mit meinem Kommentar nichts zu tun,Low,neutral,informative,dismissive,none
Asylbewerberflut bringt eben nur negatives für Deutschland. Drum Asylbewerberstop und Rückführung der Mehrzahl.,High,hostile,informative and biased,negative,"Asylbewerberflut, negatives, Asylbewerberstop, Rückführung"
Werde deine Propaganda wo anders los. Hier bist du falsch.,High,aggressive,informal and confrontational,hostile,"Propaganda, falsch"
Ik vind het erg dat Claudia Roth weer op tv moet verschijnen #Bundestag,Medium,disapproving,informative and subjective,frustration,erg
"Sehe mir den Film an da ich ein dickes Fell habe. Aber eines ist Fakt. Wäre der Deutsche Islamisten, mein Kind würde ich mich eigenhändig darum kümmern.",High,aggressive,informative and provocative,hostile,"Islamisten, eigenhändig darum kümmern"
"Wegen Menschen wie dir, gibt es in 🇩🇪keinen ernstzunehmenden Widerstand.",Medium,accusatory,colloquial and critical,disapproving,keinen ernstzunehmenden Widerstand
Der Deutsche hat gewählt er läuft freiwillig zur Schlachtbank.. Armes Deutschland.,High,derogatory,critical and inflammatory,negative,"Schlachtbank, Armes"
Das meiste geht eh wieder für die Asylbewerber drauf,Medium,dismissive,informative,negative,"eh, Asylbewerber"
wie kann man nur solche Moderatoren wie bei #taff auf #ProSieben beschäftigen,Low,questioning,informal,negative,beschäftigen
Onze politici zijn niet slim genoeg om een terrorist uit te zetten omdat hij geen paspoort heeft!!!,Medium,critical,informative and accusatory,frustration,"niet slim, terrorist"
Weit und breit kein Schwarzer.,High,discriminatory,pejorative,exclusionary,Schwarzer
"@USER_0de @USER_0 In der Türkei, nichts riskieren und hier frech werden! Typisch!",Medium,confrontational,informative and accusatory,disapproving,"frech, typisch"
Blind ist die Dame aus Meck-Pom auch noch!,High,derogatory,colloquial,negative,"Blind, Dame aus Meck-Pom"
"Stimmt, die BRD ist mir auch egal. DEUTSCHLAND gillt es gegen Personen,wie Merkel,Schulz,u.MAAS zu schützen !!",Medium,aggressive,informative and subjective,negative,"egal, schützen, gegen"
"Unnötiges Gespräch wegen Abschiebung in unsichere Staaten. Berlin, Manchester. und Nizza liegen auch in unsicheren Staaten. Also keine Hemmungen.",High,derogatory,provocative and derogatory,insensitive,"Unnötiges, unsichere, Abschiebung, keine Hemmungen"
"Der größte Finanzbetrüger aller Zeiten, trifft einen Grünen mit türkischen Wurzeln! Dieses Gespräch sollte sich niemand anhören!!",High,provocative,derogatory and biased,negative,"Finanzbetrüger, türkischen"
der #Verstappen und sollte lieber Seifenkisten mit Wohnwagen fahren mehr kann er ohnehin nicht #F1sky,Medium,derisive,informal and dismissive,contemptuous,"Seifenkisten, mehr kann er ohnehin nicht"
"Das einzige was @USER_1 bereut bedauert, dass er erwischt wurde.. Dieser Pädophile gehört eindeutig abgewählt...samt seiner Grünen Brut!!",High,hostile,derogatory and inflammatory,negative,"Pädophile, abgewählt, Grünen Brut"
"Ein Sozialist,ein Anhänger der extremen Linken,ein Antideutsches Subjekt!",Medium,accusatory,derogatory,negative,"extremen, Antideutsches, Subjekt"
Opfer im Interesse der eigenen fragwürdigen Ziele verhöhnen zu lassen sind bewusster Politik-Stil Merkels,High,accusatory,critical and aggressive,negative,"Opfer, fragwürdigen Ziele, verhöhnen, bewusster Politik-Stil"
Haha das waren welche am Flughafen typische Grünen Wähler.,Medium,mocking,colloquial,negative,typische Grünen Wähler
"Das sind doch alles Anfänger, keine Ahnung von Etwas...deswegen werden sie bestimmt Berufspolitiker..😃😃",Medium,sarcastic,derogatory,negative,"Anfänger, keine Ahnung, Berufspolitiker"
"Die Türken fordern Gerechtigkeit. Anstatt dort, wo sie die. Ungerechtigkeit gewählt haben, fordern sie das in Österreich.",High,accusatory,critical,negative,"Ungerechtigkeit, fordern"
Uiiii... die nächste Runde...,Low,playful,colloquial,excitement,none
Die haben noch Mumm.,Low,informal,colloquial,positive,none
"Da die Kirche jeher den Herrschenden gefallen wollte, wundert es mich nicht 😜",Medium,sarcastic,informal,critical,"gefallen, wundert"
ich finde gut dass #Trump #Jerusalem als Hauptstadt anerkennt nun bekommen die #Israelis erst richtig Probleme,High,provocative,informative and emotional,negative,Probleme
"Ach du grüne Neune, wer mit Nahles in die Zukunft geht kann auch gleich den Stegner dazu packen 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",Medium,sarcastic,colloquial and informal,negative,"grüne Neune, Nahles, Stegner"
"Die Mehrzahl=Asylsuchende, Verbrecher, Terroristen",High,accusatory,derogatory and inflammatory,negative,"Asylsuchende, Verbrecher, Terroristen"
"Mit Europa im Zentrum meinen die Politiker wohl die alte, korrupte #EU",Medium,critical,informative and negative,disapproving,korrupte
Zo iemand zit daarboven nog? Oh jee!,Low,disapproving,informal and expressive,negative,Oh jee
Merkel und ihre Unchristen stehen für Konfrontation gegen Russland und einen möglichen Krieg. Und den überleben auch Wähler nicht 😜,High,hostile and mocking,provocative and inflammatory,negative,"Unchristen, Konfrontation, Krieg"
"Zo ziet het eruit in een land dat voor een uitdaging staat... ik hou niet van onwetende mensen, vooral niet als het mijn eigen landgenoten zijn... teleurstellend",Medium,critical,informative and emotional,negative,"onwetende, teleurstellend"
"Hallo, war einige Tage in PL, bin gerade zurück u. muss erst all die positiven Eindrücke verarbeiten😜Horsti u. Merkel, ein Thema in PL 😂😂😂",Low,casual,informative and colloquial,positive,none
Was habe ich mit dem Faschisten Erdogan zu tun? Und Dein Beileid kannst Du vergessen!,High,hostile,informal and confrontational,negative,"Faschisten, vergessen"
Der Besserwisser macht mich richtig wütend! Fährt mit seinem Porsche rum und reißt seinen Mund auf...ich glaubs nicht!,Medium,angry,colloquial and emotional,frustration,"Besserwisser, wütend, reißt seinen Mund auf"
"Hinweis: Wer wegen Nadalnys angeblicher Vergiftung nun Nordstream Gas ablehnt ,muss wegen dem tatsächlich getöteten Kashoggi auf das Saudi Öl verzichten. #staatsTV",Medium,cynical,informative and biased,critical,"Vergiftung, ablehnt, getöteten, verzichten"
schlechter Kommentar. Aufm Supermannheft gepennt?,Medium,sarcastic,informal,hostile,"schlechter, gepennt"
"Donald Trump ist eine Person, der die Fakten zu den verkauften Autos. in D und USA nicht kennt. Er möge leise sein.",Medium,critical,dismissive,negative,"nicht kennt, leise sein"
Die ist doch verwirrt.,Medium,dismissive,informal and critical,negative,verwirrt
Bij een sekte van vrijwillig te spreken is moedig.,Low,neutral,informative,reserved,sekte
Hey Charr...du bist kein guter Boxer...in Amerika haut dich jeder Sparingspartner weg...!. @USER_1,Medium,dismissive,informal and derogatory,negative,"kein guter Boxer, haut dich jeder Sparingspartner weg"
"Sehe ich Kathrin Göring Eckart, Merkel, Gysi, Petry, Wagenknecht und all die anderen wechselnhaften Politiker die uns heute regieren. Frage ich mich. War der Fall der Mauer ein Fehler.",Medium,critical,informative and slightly emotional,negative,wechselhaften
"Die liebt Wahlkampf, andere lieben ihre Familien. Erstaunlich, was die SPD alles tut, um an der Macht zu bleiben.",Low,sarcastic,critical,disapproving,"Wahlkampf, um an der Macht zu bleiben"
#Bayern sollte eine Unabhängigkeitswahl wie die Katalonen machen.. Wir brauchen keine linke Regierung in #Bayern,Medium,assertive,persuasive and political,disapproving,keine linke Regierung
"Gute Nacht, Ihr Lieben da draußen und träumt schön von Merkel und ihrem Kollegen Laschet 😜",Low,informal,colloquial and ironic,sarcastic,none
was nimmt eigentlich @USER_0? Ihre Haut sieht ja nicht gut aus und dann das ständige blinzeln #maischberger,Medium,informal,critical and sarcastic,negative,"nicht gut, ständige blinzeln"
"Genau Grenzen dicht, aber richtig.",Medium,assertive,authoritative,aggressive,dicht
Stelt de pers eigenlijk al overwegingen in München aan over het naaktbadseizoen aan de Isar en vluchtelingen? HAHAHAHA,High,sarcastic,derogatory and provocative,negative,"vluchtelingen, HAHAHAHA"
der Herr #Dobrindt gehört nicht in die #Bundesregierung sondern braucht eine Psychotherapie #CDU #CSU,Medium,critical,informal,negative,braucht eine Psychotherapie
stimmt. Die Russen hatten wenigstens die DDR unter Kontrolle,Medium,assertive,informative,provocative,Kontrolle
"Die meisten Schiffbrüchigen sind doch keine Flüchtlinge, sondern. rücksichtslose Einwanderer. Wann begreift Ihr Politiker das?",High,accusatory,informative and informal,frustration,rücksichtslos
das hätte ich der #FDP nicht zugetraut alle Achtung! nur die #Grünen schmeicheln sich bei allen ein,Low,informal,opinionated,critical,schmeicheln sich ein
"Da erkennt man, mit was für Leuten die SPD aus Machtgeilheit 4 Jahre das Volk verraten und verkauft hat !!!",High,aggressive,accusatory,negative,"Machtgeilheit, verraten, verkauft"
"Was die allermeisten immer noch nicht begriffen haben: Der #Islam hat seine eigenen #Menschenrechte, #scharia-basiert.",Medium,assertive,informative with implicit bias,controversial,scharia-basiert
"Unverständlicher gehts kaum, wie sich diese CDU-Politiker selbst beweihräuchern u feiern u das vor dem Hintergrund des tief gespaltenen Landes🤢",Medium,critical,informal and derogatory,negative,"Unverständlicher, beweihräuchern, tief gespaltenen Landes, 🤢"
Hab gerade in Brüssel angerufen. Ist wie mit Denyz in der Türkei. Keiner will ihn zurück :-),Medium,sarcastic,informal and casual,negative,Keiner will ihn zurück
Ich kritisiere insbesondere das Verhalten aller Mitglieder des Bundestags.,Medium,critical,informative and assertive,negative,kritisiere
"Wenn der Bundespräsident mit seinen Aussagen auf die SPD zielt, sollte er bedenken, dass 80% der Deutschen die SPD nicht wollen",Medium,assertive,informative and critical,disapproving,nicht wollen
Hast ja Recht. Erdogan und Merkel mit ihrer Selbstherrlichkeit sind mir beide egal. Egozentrisch sind beide,Medium,critical,informative,negative,"Selbstherrlichkeit, Egozentrisch"
Der Steinmaier redet nur Unsinn !!!! Gerade auf NTv,Medium,aggressive,colloquial,negative,Unsinn
Die Randalierer von Hamburg müssen den entstandenen Schaden ersetzen und notfalls in Sozialstunden abarbeiten.,Medium,authoritative,directive,punitive,Randalierer
Schon ein Wahnsinn....obwohl nichtmal 1/3 der Bevölkerung sie gewählt hat darf sie trotzdem weiter regieren..,Medium,critical,informative and emotional,disappointment and frustration,"Wahnsinn, nichtmal, trotzdem"
"Über 87% der Deutschen Wähler die eine Altpartei wählten, sind für mich ungebildet!!!",High,accusatory,informal and critical,negative,ungebildet
Templer werden heute als übermäßig Religiöse verurteilt. Das Gegenteil ist der Fall. Die Kirche hat uns missbraucht. Ein König verraten.,High,critical,assertive and accusatory,negative,"verurteilt, missbraucht, verraten"
.....wir tolerieren bereits weitaus schlimmeres... !!,Medium,frustrated,informal and aggressive,negative,schlimmeres
weil es Ihre Meinung ist - 😂😂,Low,sarcastic,informal,dismissive,none
Ich will nicht das es Kriminellen Flüchtlingen und Deserteuren hier besser geht..erst recht nicht Menschen aus Afrika. Und weder bin ich Rassist noch ein Nazi noch xenophob....!,High,aggressive,informal,hatred,"Kriminellen, Deserteuren, Rassist, Nazi, xenophob"
"Als de helft van de moslims de handdruk weigert, is de enige oplossing iemand die hen terug naar Afrika stuurt.",High,hostile,discriminatory and aggressive,xenophobic,"weigert, terug, Afrika stuurt"
Ursprünglich (gestern) ging es um FEMA-Camps - wir sind keinen Schritt weiter. Das ist so frustrierend.,Low,informative,neutral,frustration,frustrierend
"Endlich, Trump streicht dem CIA die Gelder, die seit 1945 für weltweite Kriege sorgten - logisch, dass Merkel und Von der Leyen jaulen",Medium,sarcastic,provocative and biased,critical,"streicht, Kriege, jaulen"
Die wollten schon immer unsere Länderein um jeden Preis und jetzt haben sie die Bruder .....,Medium,accusatory,informative,negative,wollten jede Preis
.@USER_0 Ich warte auf dem Moment das diese Deutschen das begreifen und diese Frau zur Verantwortung zieht!!!,Medium,urgent,direct and accusatory,frustration,zur Verantwortung
"Schreibt besser mal über die Asylbewerber Verbrechen ,dass wird bei euch totgeschwiegen!",High,accusatory,informative and aggressive,negative,"Asylbewerber Verbrechen, totgeschwiegen"
Also diesem Lauterbach glaube ich keinen Cent....aber seiner Exfrau darf man getrost zuhören...seine Vita entspricht dem SPD-Standard...😃😃😃,Medium,sarcastic,informal,disparaging,"keinen Cent, entspricht dem SPD-Standard"
Wen Interessiert schon was er ruft. Jerusalem ist die Hauptstadt Israels. Basta.,Medium,dismissive,assertive and opinionated,defensive,Basta
wir brauchen das #Europa nicht ich bin #Deutscher und kein Europäer #btw2017,Medium,assertive,informative and neutral,nationalistic,none
Na klar kriegt der Lob von allen Seiten...ist ja ein Merkel-Anhänger.. Wollt ihr tatsächliche Opfer sehen dann geht auf Friedhöfe oder sprecht mit den Angehörigen..!,Medium,sarcastic and dismissive,informal and provocative,critical,"Opfer, Friedhöfe"
Auch ein Merkel Anhänger der das sagen muss was diese Frau vorgibt!!! unehrliche Presse!!!,Medium,aggressive,informative and negative,disparaging,"unehrliche, vorgibt"
Dass wir so viele IS-Kämpfer haben ist vor allem die. Schuld der Amerikaner.,Medium,accusatory,informal and blaming,negative,Schuld
"n-tv: Merkel ein Profi im Umgang mit schwierigen Partnern 😂😂😂 Ein Profi, wie eine Mecklenburger Kuh die Rückenschwimmen lernt, meine ich😜",Medium,sarcastic,mocking,disrespectful,"Kuh, Rückenschwimmen"
"Gibt es überhaupt so viele Rückzugsorte in Deutschland, wenn die LINKEN sich bald verdrücken müßen ??",Medium,sarcastic,colloquial and negative,dismissive,"verdrücken, LINKEN"
asiaten kommen nach europa klauen uns das gefühl reich zu sein,High,accusatory,derogatory,discriminatory,klauen
...sie wird diese 4jahre noch absitzen und den befällt sie der Alzheimer..... Und wenn doch nicht dann auch egal...wir sind trotzdem in Schwierigkeiten,Medium,pessimistic,colloquial and harsh,negative,"absitzen, Alzheimer, Schwierigkeiten"
Die Caritativen Einrichtungen sind mir jetzt sowas von egal! Habe Austritt aus der Kirch beantragt.!!!!!!!!,Medium,informal,expressive and emotional,negative,"egal, Austritt"
"Klar doch alles rechte böse Nazis. Was wissen die heute von damals? Fragt eure Omas, Mütter. Nicht was Medien verbreiten.",High,aggressive,informative and opinionated,critical and dismissive,"rechte, böse Nazis"
"UND DER GAUCK DENKT ER WÄRE WIEDER IN DER DDR UND LÄßT SICH HONECKERmäßig ALIMENTIEREN, GUTEN MORGEN-DEUTSCHLAND-??",High,aggressive,derogatory and critical,contemptuous,"DDR, HONECKERmäßig, ALIMENTIEREN"
Ob von Merkel oder Schulz? Wir Deutsche wollen und können dieses Gerede von Merkel und Schulz nicht mehr hören!,Medium,frustrated,informative and direct,negative,Gerede
"So eine Person, lässt Kinder im Krieg allein und Fahnenflucht",High,accusatory,derogatory,negative,"Krieg, allein, Fahnenflucht"
"ich glaube nicht, das die Mehrheit der Bevölkerung naiv ist oder kommen nur Naive zu Ihren Auftritten ?",Medium,questioning and critical,informal,skeptical,"naiv, Naive"
Wer will ein Hering So schlau wie die Göring🤯,High,derogatory,informal and provocative,insulting,"Hering, Göring"
Und N24 geht mir auch auf die Nerven heute morgen // Über Trump--er klage das Medien unehrlich sind!!?!?soll er mal nach🇩🇪kommen !!!!,Medium,frustrated and accusatory,colloquial and expressive,negative,"Nerven, unehrlich"
Die Kritiker der ÖR Medien haben wieder Hochkonjunktur diese ganzen Journalisten gehören weg und dass schnellstmöglich. AFD,High,hostile,accusatory and dismissive,aggressive,"weg, schnellstmöglich"
die Merkel tritt wieder an !!!,Low,informal,colloquial and emphatic,neutral,none
Der Mann soll mal besser den Kopf zu machen.,Medium,informal,confrontational and commanding,aggressive,"soll, Kopf zu machen"
"RAUS MIT DIESEN PERSONEN AUS DEM BUNDESTAG, sollen ihre Konfettiparaden woanders feiern, am besten in Türkei bei Özdemir !",High,aggressive,inflammatory and emotional,hostile,"RAUS, Konfettiparaden, Türkei, Özdemir"
dieser Holtmann scheint ein Grüner-Anhänger zu sein! #BerichtAusBerlin,Medium,informal,opinionated,critique,none
"Moin, moin, seid Ihr alle noch gesund und munter bei all dem geistigen Quatsch in der 'Merkel-Propaganda' ???😜",Medium,sarcastic and mocking,colloquial and critical,skeptical,"geistigen Quatsch, Merkel-Propaganda"
"Na die Frau fliegt ja sehr gerne um die Welt. Man sollte jede Passagierliste nach Der durchsuchen, und Bilder machen wenn man sie im Flieger erwischt.🤮🤮🤮",High,aggressive,informal and accusatory,hostile,"durchsuchen, erwischt, 🤮🤮🤮"
auch heute wieder nur drittklassige #Laiendarsteller in einem schlechten #Tatort #ARD,Medium,critical,colloquial,negative,"drittklassige, schlechten"
#Grüne und #FDP wollen #Merkel doch jetzt schon gefallen damit sie nur schnell an die Macht kommen #CDU,Medium,critical,informal and accusatory,cynical,"gefällen, an die Macht kommen"
Jetzt melden sich die Unterstützer Merkels!,Low,neutral,informative,neutral,none
"Nö, der gefällt mir optisch nicht.",Low,informal,casual and dismissive,negative,"Nö, nicht"
warum lädt man Frau #Demirkan bei #Maischberger ein #ARD,Low,inquisitive,neutral,curious,none
"Sagt mal, kommt es nur mir so vor, oder ist das Staatsfunk Fernsehprogramm wirklich so schlecht?",Medium,critical,informative and negative,displeasure,schlecht
"Mannheim, weltoffen und kunterbunt. Und Multikultiliebhaber.",Low,casual,informative and descriptive,positive,none
#Sexuallkunde für #Flüchtlinge und #Migranten ... #Mama #Merkel bietet #Asylbewerbern Aufklärungsunterricht an ... #Vergewaltigungen funktionieren bereits,High,sarcastic and derogatory,informal and provocative,negative and accusatory,"Vergewaltigungen, Flüchtlinge, Migranten"
"Ja schnell alle Bäume weg, 5G Handys kaufen und Bürgermeister schmeicheln Profesora",Medium,sarcastic,informal and critical,negative,"weg, schmeicheln"
"von einem Turkmenen sexuell missbraucht, x-mal minderjährige Mädchen von Geflüchteten sexuell belästigt. #Kiel 2016! #islam #sophienhof [2/2]",High,accusatory,inflammatory and prejudiced,negative,"sexuell missbraucht, sexuell belästigt, Geflüchteten"
"Es gibt auch Rentner die darauf angewiesen sind ,die den Cent 2-3mal umdrehen müssen bevor er ausgegeben wird ,anders ist es mit den Asylbewerber,die haben freie Fahrt!",High,accusatory,biased and informal,resentful,"angewiesen, umdrehen, anders, Asylbewerber, freie Fahrt"
Leute regt euch nicht auf....negative Berichte haben eine positive Wirkung....AfD bleibt und wird stärker. Wie sagte die eine Frau von den Grünen...und ich freu mich darauf....😂😂,Medium,provocative,informal and sarcastic,supportive of AfD,"regt euch nicht auf, negative Berichte"
"Wie im alten Rom, Brot und Spiele hält das Volk ruhig!!!",Low,historical,informative,neutral,none
Ist mir egal was der Puppe angezogen wurde....Hauptsache Kent trägt eine Reichsuniform...!!,High,sarcastic,provocative and aggressive,disapproving,Reichsuniform
Würde das jemand recherchieren...dann käme bestimmt raus das der Flüchtling nicht einsitzt...!,Medium,accusatory,speculative,negative,"Flüchtling, nicht einsitzt"
Wer die Grünen wählt ist entweder uninformiert oder naiv,Medium,judgmental,informative and biased,negative,"uninformiert, naiv"
"Schickt unsere Verdeidigungsministerin zur Truppenbetreuung an die Front, aber selbst dort wird sie Versagen. Eine Verteidigungsministerin ist Ein Hohn an die Truppe. Rommel wache auf!",High,aggressive,derogatory and accusatory,hostile,"Versagen, Hohn, Rommel wache auf"
Het hele gedoe is misbruik!!! De hele groep moet weg!!!,Medium,aggressive,accusatory and direct,negative,"misbruik, weg"
"Für dumm verkaufte und befundene DORFBEWOHNER die auch glauben das Heiko Maas ein Demokrat ist !! Land halt, da dauerts!",High,derogatory,insulting and sarcastic,mocking,"dumm, DORFBEWOHNER, glauben, Land, da dauerts"
"Wer hat denn Hartz-IV mit der SPD damals mitgegründet? ...und wie lange haben diese 'Grünen' Hartz-IV geduldet, obwohl in vieler Hinsicht dieses System unmenschlich ist!",Medium,critical,confrontational and accusatory,negative,unmenschlich
Ich würde Grüne mit einem Geschwür der Welt bezeichnen. Ist aber meine persönliche Meinung. Ein Geschwür kann einen Körper zerstören oder ein ganzes Land.,High,hostile,derogatory and confrontational,negative,"Geschwür, zerstören"
Der DE Jorunalismus hat wieder Hochkonjunktur wie gehabt Stimmung machen gegen Trump u dazu diskriminieren der größten DE Oppositionpartei AFD,Medium,accusatory,informative and critical,negative,diskriminieren
Hier sind schon ein paar richtig naive Menschen unterwegs..... Gegen wenn oder was habt ihr eigentlich vor der AfD gehetzt und gestänkert?.,Medium,accusatory,colloquial and critical,negative,"naive, gehetzt, gestänkert"
"Wer Kinder-, Frauen-, oder Tierrechte verteidigt, darf nicht #gruene #spd oder #cdu wählen! #ltwbw",Medium,assertive,directive and polarizing,critical,nicht
"Martin Schulz kann nichts und taugt nichts. Ein totaler. Versager, schon in der Schulzeit. Und trockener Alkoholiker.",High,derogatory and offensive,informal and aggressive,negative,"kann nichts, taugt nichts, totaler Versager, trockener Alkoholiker"
"Das hättet ihr schon letzte Woche veröffentlichen müssen, aber auf Druck der Internet-Medien seht ihr euch gezwungen heute zu veröffentlichen! Das kommt mir vor wie Unterschlagung!",Medium,accusatory,confrontational,discontent,"Druck, gezwungen, Unterschlagung"
"Ich brauche einen Blog, glaube ich, 140 Zeichen sind zu wenig. Weg mit #Islam #Muslims",High,hostile,aggressive and exclusionary,negative,Weg
Younower zu werden ist der finale schritt um unsympathisch zu werden,Medium,critical,informal,negative,unsympathisch
An alle Pferde Hunde Katzen Kühe usw....ihr seid voll in der Klemme...!,Medium,informal,directive,negative,in der Klemme
"Ein krimineller Mann, der bald endlich schlechte deutsche Geschichte ist!",Medium,hostile,derogatory,negative,"krimineller, schlechte"
#FakeNews: Jetzt die üblichen kritischen Berichte der #MSM-Journaille gegen die #FPÖ in der #ZIB2 #orfsg17,Medium,sarcastic,informal,negative,"FakeNews, MSM-Journaille"
Das ist eine Person die Türken nicht mag,Medium,informal,conversational and biased,negative,nicht mag
Mir ist die GroKo egal !!!,Low,informal,colloquial,indifference,none
Ich lass mir mein Land nicht von Nordafrikanern und Antifaschisten nehmen deswegen bin ich #AFD wähler,High,hostile,informal and aggressive,defensive,"Norfafrikanern, Antifaschisten"
"Träume und Wünsche...leider. Jamaika-Koalition wird durchgesetzt....dafür sorgen schon die Unterstützer|LBR| Die bleiben sitzen...der Joschka hat’s Ihnen vorgemacht, die Roth hat’s perfektioniert ..!",Medium,sarcastic and critical,informative and expressive,cynical,"leider, durchgesetzt, bleiben sitzen"
Merkel und Konsorten haben durch die SED gut gelernt. Sie sind und bleibt oben.,Medium,accusatory,informative and critical,negative,Konsorten
Die wievielte Generation Türken scheint hier auf der Straße zu sein ca.die 4te,Medium,curious,neutral,slightly negative,Türken
"Helmut Schmidt hatte allein mehr Verstand, als die gesamte Berliner Bevölkerung zusammen 😜",Medium,sarcastic,informal and derogatory,negative,none
Das sind die Unproduktiven...die ewig Studierenden....da geht nichts brauchbares hervor.,Medium,derogatory,critical,negative,"Unproduktiven, nichts brauchbares"
"Zo zouden alle politici zich moeten uiten en niet dit leugenachtige emotionele gepraat, waar politici graag mee komen !",Medium,critical,informative and judgmental,disapproval,"leugenachtige, emotionele gepraat"
Wie uninformiert sind Sie eigentlich? Sie sollten ihre Allgemeinbildung vervollständigen und Objektivität walten lassen. 🤢,Medium,condescending,formal and critical,disparaging,"uninformiert, 🤢"
"In solchen Situationen zeigt sich echtes Herz (Empathie) und Charakter (Hilfe, die nicht in der Zeitung steht) im Gegensatz zu inszeniertem Gutmenschentum",Medium,critical,informative and critical,negative,inszeniertem Gutmenschentum
"Mensch, Kauder müsste sich doch kaum halten können vor lachen, wenn er über diese Lüge nachdenkt 😂😂😂",Low,casual,informal and sarcastic,mocking,Lüge
Niki #Lauda denkt in meinen Augen er braucht sich an keine Regeln zu halten #Mercedes #Formel1,Medium,judgmental,informative and opinionated,critical,keine Regeln
"Für mich ist der morgige Tag ein Tag der größten deutschen Schweinerei seit 1945, eine riesen Mogelpackung Politiker",High,aggressive,colloquial,hostile,"größten deutschen Schweinerei, Mogelpackung Politiker"
Deutschland das Land der drei Geschlechter der Angepassten und ja Sager der Toleranz Fanatiker.,High,critical,informative and biased,negative,"Angepassten, ja Sager, Fanatiker"
Ik merk in onze media een strategie op om de VVD op dezelfde manier als de PVV te bekritiseren.,Low,formal,informative and analytical,critical,bekritiseren
"Die linksgrüne Gruppierung in Berlin wird sich noch wundern, wenn die Geflüchteten im Sommer so richtig abgehen. Deustche Mädels,..1/2",High,informal and provocative,informative and political,hostile,"linksgrüne Gruppierung, Geflüchteten, so richtig abgehen"
"Bij bepaalde onderwerpen laat Till #Schweiger luid van zich horen, bij de moord op #Mila Valentin hoor je niets van hem.",Low,informative,neutral,critical,moord
Der IS eroberte in 100ten Städten auch die Ämter mit Mio Pässen u. Beamte wundern sich über Zig Identitäten von Immigranten 😂😂😂,High,sarcastic,informative and critical,negative,"eroberte, Immigranten"
"@USER_0: @USER_1 @USER_2 Tauber, ich würde sagen, die tatsächlich Schlimmen sitzen in der Regierung. SO IST ES!",Medium,assertive,blunt and accusatory,confrontational,Schlimmen
"WANN WIRD DEUTSCHLAND ENDLICH SEINE VOLKSMÖRDER LOS ??A.Merkel,H.Maas,K.Göring E.,Paket Grüne,D. Nuhr,C. Ehring,M. Schulz als bevorz.Beisp.!",High,aggressive,derogatory and inflammatory,hostile,VOLKSMÖRDER
Total verrückt. Weibliche Opfer sind die Einzigen die ernst genommen werden.,Medium,frustrated,informal and opinionated,negative,"verrückt, ernst genommen"
"Schon der Vater,der als protestantischer Geistlicher freiwillig in die DDR ging,um den Bolschewismus zu huldigen.Die Tochter ist um Nichts besser",High,judgmental,derogatory and critical,negative,"Bolschewismus, Nichts besser"
"Merkel schaffte es, sich bis an die Seite der FDJ-Führung der DDR zu schmeicheln, um sich später abzuwenden. Heute macht sie es auch so 😜",Medium,sarcastic,informal and judgmental,critical,"schmeicheln, abzuwenden"
Jeder der in der Right Trash liste von irgendso nehm Linken ist ist ein Ehrenmann,Medium,derogatory,informal and dismissive,contemptuous,"Right Trash, Linken"
Es gibt deutsche Frauen denen das gefällt...deswegen wählen sie SPDund Grünen..!,Medium,sarcastic,informative but biased,negative,deutsche Frauen
Die Politiker und Merkels Anhänger die Presse und Medienlandschaft sprachen doch von Zehntausenden Teilnehmern? Bestimmt Navi kaputt 😂😂,Medium,sarcastic,colloquial,disparaging,kaputt
Öffentlich-rechtlichen Medien und Merkel Anhängern setzten ihre Kampagne gegen den Präsidenten der Vereinigten Staaten fort!!,Medium,accusatory,biased,antagonistic,Kampagne
"Ja @USER_0? Pst, auch für dich nochmals, die Grenzen waren seit dem Schengen Abkommen offen, also was willst du bezwecken mit Staatsgrenzen schützen Gerede??",Medium,condescending,informative but confrontational,frustrated,"Pst, Gerede"
100% der AfD sind die Menschenrechte egal,Medium,assertive,informative and critical,negative,egal
