Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
A algunas personas les gusta el afeitado en seco.,Low,neutral,informative,neutral,none
"No hay problema, al bajar dice que tiene 14 años y a disfrutar la vida.",High,casual,inappropriate and concerning,reckless,disfrutar la vida
ya sabes que la TOP FURCIA de Eugenia SILVA estuvo jugando al APOCALIPSIS..con l ex_marido..,High,derogatory,offensive and disparaging,negative,"TOP FURCIA, APOCALIPSIS, ex_marido"
La persona de FC. ¿Con el PP no se podía abortar?,Low,neutral,informative and questioning,neutral,none
JAJAJAJAJJA wow que bueno JAJAJAJAJAJA,Low,playful,informal,positive,none
"Sería genial que algún compañero se ofreciera a llevarlos de forma gratuita, para que el precio no sea un impedimento para nadie.",Low,positive,cordial and supportive,helpful,none
"Los sinvergüenzas están empezando ... No seas irrespetuoso, rumana ...",High,aggressive,disparaging,discriminatory,"sinvergüenzas, irrespetuoso, rumana"
"pin pon, todos los rojos en sus ejercicio",Low,informal,colloquial,neutral,none
"No entiendo por qué no establecen varias líneas de ferry, podrían ganar 2500 euros por cada uno y llenarlos.",Low,informative,conversational,curiosity,none
"Y lo dice uno que se está forrando en la 'democrática' Catar, para el parné no tiene problemas democráticos",Medium,sarcastic,informal and critical,disapproving,"forrando, democrática (used sarcastically), problemas"
"ha habido 6, no 5, 6.... !!!!!!!!!",Low,frustrated,informal,annoyance,none
"Vamos, ¿quién es Juan Sebastián?",Low,inquisitive,informal,curiosity,none
Creo que deberían hacer algo con este país.,Low,concerned,assertive,critical,none
"Es preferible seguir las indicaciones de Soros que adoptar posturas similares a VOX, que es considerado un aliado de Vladimir Putin.",Medium,partisan,opinionated and somewhat accusatory,critical,aliado
"Pero qué es, extraña tensión entre Jaime y Brandon.  #Game of Thrones  #JaimeLannister",Low,informal,expressive and neutral,curiosity,none
"Resultado: Tienen valentía, pero buscan que otros les brinden la vida. ¿No es un tanto contradictorio?",Medium,critical,persuasive and evaluative,disapproving,contradictorio
Aquí lo recibimos con los brazos abiertos y le proporcionamos un apoyo económico de por vida,Low,welcoming,positive and supportive,kind,none
Un caracol inválido es más rápido que esta internet,Medium,sarcastic,informal and critical,frustration,inválido
Dios mi madre está mal en serio.,Low,concerned,informative,worried,mal
Hay alguien silbando en mi calle todo el tiempo.,Low,neutral,informative,slightly annoyed,none
"Solo la fe, el dogmatismo y falta del sentido común te pueden hacer votar a un elemento como este #SanchezVeteATuCasa",Medium,condescending and critical,colloquial and opinionated,negative,"dogmatismo, falta del sentido común, elemento"
Que mala respuesta,Medium,critical,informative and negative,disapproving,mala
Tantos les cuesta entender,Low,frustrated,informal,negative,cuesta
SALVEMOS A ESE ANIMAL DE LAS GARRAS YA,Low,urgent,commanding,concerned,none
"eso se elige, no es natural",Medium,assertive,judgmental and informal,critical,no es natural
Esto es pura supervivencia. ¿Me pones en riesgo? Será mejor que no lo hagas.,Medium,assertive,direct and warning,defensive,riesgo
Nos mete gol Paco Alcácer,Low,informal,informative,neutral,none
Luego si empiezan a aparecer los cadáveres alguien se echara las manos a la cabeza,Medium,informal,cautionary and ominous,alarming,cadáveres
Ojalá no salga por ahí algún juez de esos pendientes de joder todo a poner su demanda,Medium,disparaging,colloquial and dismissive,frustration,joder
"Lo qué es curioso es que todos los qué lleven bandera podemita demuestra cadecer de razonamiento, con nota",High,disparaging,informal and critical,derogatory,"cadeser de razonamiento, podemita"
Yo quería estar listisima para lo que se viene.,Low,neutral,informative,preparatory,none
"Te quisiste Imponer una mala organización 👈No Pudiste, La reunión va  En la OEA.",Medium,accusatory,informal,negative,"quisiste imponer, mala organización, No Pudiste"
"Los mejores, los más valientes y preparados",Low,positive,motivational,encouraging,none
"Así actúa la propaganda de la izquierda, como cualquier dictadura",High,accusatory,provocative,critical,"propaganda, dictadura"
Que pena esta economía tan débil,Medium,disappointed,informative,negative,débil
"Lo siento, qué mala élite",Medium,sarcastic,informal,negative,mala
¡Este es mi Trump! 🇺🇸Que los Giligoi y los pelirrojos del sólido veinte vean este horror.,Medium,provocative or aggressive,informal,confrontational,horror
"Se considera ahora que ser liberal es poco común? Me parece que hay un contraste entre tus opiniones y acciones, amigo",Low,inquisitive,informative and critical,casual,contraste
Celebrando mas feliz una victoria del Barsa que una del Sevilla... No me representa como sevillista,Low,disappointed,informative,critical,none
Debería darte vergüenza ofender las creencias de otras personas.,Medium,rebuking,condemnatory,disapproval,"vergüenza, ofender"
Empiezo a sospechar que los traperos quieren competir con los youtubers para ver que grupo es el peor.,Medium,informal,opinionated,critical,"sospechar, peor"
Segurola siempre ha sido así desde el minuto 1,Low,neutral,informative,neutral,none
menudos fachas xDDDDDDDDD,Medium,mocking,colloquial and slang,negative,fachas
"Israelitas, chinos, moros,... así estaba el Bernabéu ese día, que daba entre pena y asco.",High,derogatory,prejudiced,negative,"pena, asco"
Miren la saga de 50 sombras de Grey.. casi todo eran lectoras... le encanta,Low,neutral,informative,casual,none
Me confirman por aquí que mi padre está loco.,Medium,informal,conversational and slightly humorous,casual,loco
"Para los de izquierdas del noreste español, Cristina Pardo también es de extrema derecha",Medium,political,opinionated and divisive,polarizing,extrema derecha
"enserio, esta sobrevaloradisimo este actor.",Medium,informal,opinionated,critical,sobrevaloradisimo
Es que hay una gran variedad de zumos.,Low,informal,informative,positive,none
"Lee hombre, lee. Deja de dar pena.",Medium,dismissive,confrontational and authoritative,disapproving,dar pena
que frustración .,Low,expressive,colloquial,negative,frustración
"Tómelo con calma, ya que debe ser un analista deportivo, no un comediante, aunque a veces puede parecer lo contrario.",Medium,admonishing,informative and assertive,criticism,"comediante, contrario"
Ya te respondí,Low,informal,direct and neutral,dismissive,none
Rojos están subvencionando con 40 millones algo tan innecesario como la cultura #BoicotAlosGoya,Medium,critical,informative and negative,negative,"Rojos, innecesario, Boicot"
Me juegas al reto o cómo va la cosa,Low,casual,conversational,inquiring,none
"Otro día malo, en éste mes malo, de éste año malo",Low,pessimistic,informal,negative,malo
Trump provocando,Medium,informal,conversational,negative,provocando
"Basta ya. Estáis agotando a la Afición, lo único digno que queda en el club.",Medium,authoritative,informative and critical,frustration,"Basta ya, agotando"
¿A qué hora cargan el enlace a #HTGAWM?,Low,neutral,inquiring,curiosity,none
"Vox aboga por poner fin a la inmigración ilegal asociada con delitos, pero eso es todo.",Medium,formal,informative and opinionated,critical,"ilegal, delitos"
Dejen de molestar a mi amiga,Medium,imperative,direct and protective,defensive,molestar
solo son 4?,Low,informal,inquisitive,neutral,none
"Queremos más inmigrantes, Sánchez trae más!",Low,demanding,directive,supportive,none
Siguen estando ahí y recibiendo subvenciónes,Low,neutral,informative,neutral,none
"Que mala justificación ,mejor no te defiendas",Medium,dismissive,informative and slightly aggressive,critical,"mala, no te defiendas"
"normal que no sepas de futbol, ​​eres periodista.... 😋",Medium,sarcastic,informal,mocking,none
"Sólo me hacen enojar, no debemos nada a Centroamérica ni los invasores para regalarles dinero.",High,aggressive,accusatory,hostile,"enojar, invasores, regalarles dinero"
Fuentes del gobierno indican que se debe aumentar el volumen para animar a más personas a intentarlo.,Low,formal,informative and neutral,encouraging,none
"Y los mejores, y los más valientes. La dixit",Low,neutral,conversational,positive,none
Los Reyes Magos JAJAJAJAJAJAJAJAJAJAJAJAJA  #TierradeNadie10,Low,informal,humorous and neutral,playful,none
¿Cómo puede ser ella un ícono feminista?,Medium,skeptical,questioning,doubtful,none
"A los machistas no les da miedo el feminismo, (muy machos ellos). Simplemente lo desprecian",High,confrontational,critical and accusatory,negative,"machistas, desprecian"
No sé que esperan para cerrar eso,Low,neutral,informative,impatient,cerrar
Por que los de Facebook tuvieron que hacer otra app para poder contestar mensajes,Low,neutral,informative,inquisitive,none
"No acerques tus cosas a mis cosas, por favor",Low,polite,directive,requesting,none
Gobierno ineficiente,Medium,critical,informative,negative,ineficiente
hombre malo,Medium,accusatory,direct and informal,negative,malo
En el fondo me alegro por Emery.,Low,informal,neutral,positive,none
"Solo llegan los mejores, los más valientes.",Low,motivational,positive,exclusive,none
Dale la vuelta a la camiseta y tienes el 6 del 6-1 de la REMONTADA!!!,Low,excited,casual and playful,enthusiastic,none
¿a que sigues los pasos del poeta?,Low,inquisitive,neutral,curious,none
ABC promociona el fracking.,Low,neutral,informative,neutral,none
No no no esté 2020 se anda pasando,Low,frustrated,colloquial,negative,none
"Ahí estás, protegiendo a tus hijos. A los más destacados. ¿Cuántos tienes en casa?",Medium,sarcastic,informal,critical,"protegendo, destacados"
Jueves con j,Low,neutral,informative,neutral,none
Lo que esta claro es que hay menos ladrones,Low,assertive,informative,positive,none
jaja eso es mejor que ser comunista,Medium,sarcastic,informal,critical,comunista
Ya me han venido las 4 de turno a molestarme,Medium,resentful,informal,annoyance,molestarme
Cuidado con estas personas,Medium,warning,cautionary,suspicious,Cuidado
esos individuos huelen el miedo,Medium,ominous,colloquial,threatening,miedo
Parece que tienes un cargador escaso de argumentos.,Medium,condescending,informative,critical,escaso
"Muy ateos que sois pero bien que os gustaría ser dios, eh? Es un poco hipócrita.",Medium,sarcastic,informal and confrontational,critical,hipócrita
Ahora este hombre en RTVE #lahoraespinosadelosmonteros,Low,neutral,informative,neutral,none
"#CeseDefinitivoCPCCS su salida del CPCCS va hacer mas rápido que su nombramiento,",Medium,sarcastic,informative and confrontational,displeased,"su salida, mas rápido que su nombramiento"
"si hablas de expulsar a alguien de el pais, porque omites la nacionalidad",Medium,challenging,questioning and critical,confrontational,expulsar
El término correcto es 'personas de tono crema'.,Medium,pedantic,authoritative,corrective,none
A su vez que no es lo mismo ser cristiano que catolico.,Low,informative,formal,neutral,none
Así que ahora la mafia ofrece viajes de ida y vuelta.,Medium,cynical,informal,negative,mafia
A Emery se la devuelven por no ser normal. PLANTEA A LA PROXIMA UN BUEN PARTIDO,Medium,confrontational,informative and critical,negative,no ser normal
Entonces podría trabajar como carnicero para cubrir las pensiones.,Low,neutral,informative and straightforward,logical,none
ESPAÑA un partido de derecha CORRUPTO que gobierna con el 30% en España no entiende por qué Cataluña quiere la Independencia y la República.,Medium,critical,informative and biased,disapproving,CORRUPTO
"unos vecinos del primero son comunistas, les he dejado 6 entradas en el buzón",Low,neutral,descriptive and informative,neutral,none
Y a mí qué me importa lo que tú 'notes'?,Medium,dismissive,casual and aggressive,contemptuous,'importa' in this context
"mañana salgo para ir a trabajar, cosa que tu no sabes lo que es...",Medium,condescending,informal,critical,tu no sabes lo que es
Yo soy así,Low,assertive,informative,neutral,none
Para vos y todos los de Fox,Low,neutral,neutral,neutral,none
"Que traigan otro cargamento, necesitamos más contribuyentes para asegurar las pensiones; son una inversión de futuro.",Medium,formal,informative,pragmatic,"cargamento, necesitamos, asegurar"
Tu también Matt Reeves y tus ideas,Low,informal,colloquial,mildly dismissive,none
Esa gente creyéndose los reyes de la física.,Medium,sarcastic,informal and critical,disdainful,creyéndose los reyes
"Como la quimioterapia, nos hace daño, pero si aguantamos lo suficiente, podemos vencer al cáncer.",Low,encouraging,emotional and motivational,hopeful,daño
"Bueno, me recuerda tus diversas lesiones graves y me enfado.",Medium,expressive,informative and emotional,frustration,"lesiones graves, enfado"
No soporto a Dani Rovira,Medium,disparaging,informal,negative,No soporto
Son periodistas o qué aún estando en catalán ponen franquismo,Medium,confrontational,accusatory and critical,disdainful,franquismo
"Ya venís en manada a quejaros, anda a tomarte una mandarina.",Medium,dismissive,colloquial and informal,derogatory,"manada, quejaros"
Apurarse. La memoria histórica de Carmena cambiará su nombre por otro nombre podemita.,Medium,critical,biased,disapproving,podemita
Antes me como un Whopper porque decir algo de él,Low,informal,colloquial and neutral,dismissive,none
No te sale bien el catalan prueba en francés,Medium,dismissive,informal,negative,No te sale bien
¿Van a seguir con el mismo tema de los comediantes?,Low,questioning,neutral and conversational,curiosity,none
"Es importante respetar su cultura. Un saludo desde Ronda, Málaga.",Low,formal,respectful and neutral,positive,none
La última payasada de EA es tremenda.,Medium,informal,critical and expressive,negative,payasada
Hay que ser inconciente para robar un zumo en alta mar,Low,informal,informative and neutral,criticism,"inconciente, robar"
Cuanta apariencia en una mención voy a vomitar,Medium,informal and aggressive,conversational and negative,disgust,"vomitar, apariencia"
"Mientras tanto, la gente trabaja arduamente para vivir en espacios muy reducidos.",Low,neutral,informative,concern,reducidos
qué bonito es ver a fachas rabiar dios,Medium,sarcastic,informal and expressive,negative,"fachas, rabiar"
Que malo el que publicó la foto de los finalistas de master chef😡😂😂,Medium,informal,critical and emotional,disapproving,malo
"Están viniendo personas con talento de diversos orígenes para contribuir al progreso del país, sin duda alguna.",Low,positive,informative and optimistic,supportive,none
Aquí tenéis una canción para todos y cada uno de los PP... You de Lily Allen,Medium,sarcastic,informative and provocative,critical,PP
"Los políticos toleran todo lo que no les afecta directamente, basta con observar a Iglesias y su gran casa.",Medium,critical,opinionated,negative,"toleran, afecta, basta"
"Que terrible gente dios, que busquen el significado de hembrismo y de feminismo y luego hablan",Medium,angry,critical and admonishing,dismissive,"terrible, hembrismo"
Quien te querría besar a ti,Medium,sarcastic,informal,disparaging,none
porque no tenéis a un loco por entrenador.,Medium,informal,slightly confrontational,disparaging,loco
Es peor que los 1.200 que aún están por venir,Low,informative,neutral,pessimistic,peor
Estaba tan bien durmiendo hasta q vino roco a despertarme 😒,Low,informal,narrative,annoyed,none
ya comencé con la depresión,Low,serious,personal,negative,depresión
Llegado a este punto es igual con tal de olvidarnos del PP y su estado,Medium,informal,opinionated and dismissive,negative,olvidarnos
Excepto si lo envenenan con cosas,Medium,ominous,figurative,threatening,envenenan
Nunca esperé escuchar eso de una mujer.,Medium,disappointed and judgmental,biased,surprised,"Nunca, eso, mujer"
Lo personal es político pero eso no significa que haya que ir a una manifestación que convoque a sindicatos.,Low,argumentative,neutral and informative,neutral,none
"Tienes un problema y no quieres ver. Cada uno que arregle los problemas de su casa, aquí ya tenemos bastantes.",Medium,confrontational,direct and admonishing,critical,"problema, no quieres, bastantes"
E si non eres un periodista decente deberías cambiar de profesión.,Medium,accusatory,critical,disapproving,"decente, cambiar de profesión"
"Lo considero aceptable, siempre y cuando cada uno deje varias pensiones pagadas antes de regresar a su país.",Medium,conditional,informative and neutral,conditional acceptance,none
Esta noche manda mi primo,Low,informal,casual,neutral,none
"Maruenda, este que dice ser Catalán solo cuando pretende hacer daño a todos los catalanes, llama...",Medium,confrontational,accusatory and sarcastic,hostile,"pretende, daño"
Esperando reacciones de que podemos,Low,neutral,informative,anticipatory,none
"Los halagos y buenos modales siempre hacen bien, menos a los izquierdas de la cultura del odio.",Medium,informal,critical and judgmental,negative towards a specific group,"izquierdas, cultura del odio"
"Yo no me haría nunca un twitter, eso está lleno de rojos.",Medium,dismissive,informal,disparaging,rojos
"Que el gobierno lo gestione y obtenga beneficios, es decir, que aprovechen la oportunidad.",Low,neutral,informative,encouraging,none
Jajajajaja qué vas a eclipse tú y el otro xd,Low,mocking,colloquial and humorous,teasing,none
Periodismo justificando esto !,Medium,critical,condemnatory,disapproval,justificando
Qué analogía confusa,Low,neutral,informative,confused,none
No se puede tener peor gusto diseñando camisetas pa una peña Que vergüenza.,Medium,negative,criticizing,disapproving,"peor, vergüenza"
"Si la izquierda no hubiera hecho tanto daño a Chile, probablemente las cosas habrían sido mejores.",Medium,critical,political,negative,daño
algunos se desgastan por llegar a Paguitalandia,Low,neutral,informative and colloquial,critical,desgastan
nada puede salvar a este país,Medium,pessimistic,informative and absolute,negative,"nada, salvar"
Te das cuenta qué ridiculous se han puesto a soltar espumajaros.,Medium,derogatory,informal and disparaging,critical,"ridiculous, espumajaros"
Por mucho que intentes ser del Madrid nunca dejaras de ser un sudamericano xd,Medium,informal,disparaging,negative,sudamericano
La mitad catalana independentista sigue creyéndose sus mentiras,High,accusatory,informative and provocative,critical,mentiras
Habla español,Low,neutral,informative,neutral,none
"los Salesianos de San Francisco de Sales, Los Marianistas y los vecinos del San Cirano nos ablandaron en exceso.",Low,neutral,informative,slightly negative,ablandaron en exceso
Este mal wifi boliviano,Medium,informal,critical and negative,frustrated,"mal, boliviano"
"Lo que Cuba está haciendo, como siempre, es propaganda para que gente como Núñez repita.",Medium,critical,informal,negative,propaganda
ps rachel la traición no se perdona,Medium,accusatory,colloquial,negative,"traición, no se perdona"
"Gummy, cuando te comportas de manera inapropiada, te vuelves una molestia.",Medium,informal,critical,negative,"inapropiada, molestia"
Este es el de Aida?,Low,neutral,interrogative,curiosity,none
Pues mucho no entiendo pq llamarlo asi cuando la palabra no es ofensiva,Low,informal,neutral,confused,none
"Son los mejores. Paguita, alquiler y seguridad social ya.",Medium,demanding,informative,critical,Paguita
La única solución es irse de este país.,Medium,serious,informative,negative,irse
Y además te apellidas Castillo.,Low,informal,neutral,neutral,none
Los mejores los más preparados para realizar el trabajo,Low,neutral,informative,positive,none
el Partido Socialista de Andalucía no son honrados,High,accusatory,informative and critical,negative,no son honrados
#Modelpodemos ser comunistas y vencer a España # LaHoraAzulPP278,Medium,provocative,informative,aggressive,vencer
"Fíjate, todo tiene su lado bueno.",Low,positive,colloquial,optimistic,none
Esto para ti:,Low,neutral,conversational,neutral,none
Los centros de menores no tutelados pueden presentar desafíos en la prevención del comportamiento delictivo.,Medium,formal,informative and neutral,concerned,delictivo
Sigue existiendo mucha cosas en España que limpiar y no solo en lo politico.,Medium,critical,informative,negative,"limpiar, político"
Son tradiciones que merecen ser respetados,Low,positive,neutral,respectful,none
Tengan los que tengan ellos igual lo nuestro sigue lamentable,Medium,informal,informative and critical,negative,lamentable
Han quedado los últimos   'Gran mayoría',Low,neutral,informative,neutral,none
Vengan a silenciarme ya verán cuánto me preocupo,Medium,defensive and challenging,confrontational and sarcastic,provocative,"silenciarme, preocupo"
"Realmente fue un acto heróico de quien se bebió el zumo. De no haberlo hecho, es probable que esa persona estuviera vendiendo corbatas en los bares",Medium,sarcastic,informative and judgmental,critical,vendiendo corbatas en los bares
"te lo llama hasta tu cuñado. pero tranquilo, ¿quien no tiene a una persona de capacidades diferentes en la familia?",High,sarcastic,informal and dismissive,insensitive and mocking,capacidades diferentes
"Pero, prefieres a Charlotte antes que Lana.",Low,neutral,informative,preference,none
No te acerques que me tiznas le dijo la sarten al cazo...,Low,humorous,informal and colloquial,ironic,none
No se juega con el zumo.,Low,authoritative,neutral,serious,none
"No busqueis mas, aqui esta quien faltaba",Low,informal,assertive,positive,none
Cada grupo tiene sus propias tradiciones y es importante respetarlas,Low,neutral,informative,respectful,none
"todos vestidos de alta costura española o extranjera como la burguesa verdad,…",Medium,sarcastic,casual and critical,condescending,burguesa
La patada JAJAJAJAJA 😂😂😂😂,Low,playful,informal,amusement,none
🚨🚨 Los okupas causan graves disturbios en Santiago y el alcalde 'podemita' les respalda ➡️,High,alarmist,informative but biased,negative,"okupas, graves disturbios, podemita"
"Lagarder ya era una mala persona, solo que hoy quiere que quede patente.",Medium,accusatory,informative and evaluative,critical,mala
"Sí, pero suelen liberarlo después de media hora. Alguien que recurre a eso solo aprende de una manera.",Medium,judgmental,informative and critical,disapproving,recurre
Tú no eres refinado no confundas términos,Medium,critical,informative and direct,negative,"no eres refinado, confundas"
"La democracia española y la libre interpretación de sus leyes en manos de dictadores. 6D, nada que celebrar.",Medium,critical,polemical,negative,"dictadores, nada que celebrar"
"Es impresionante ver a los ingenieros, doctores y otros expertos que llegan a nuestro país.",Low,positive,praising,appreciative,none
estoy harto de los comunistas,Medium,informal,expressive,frustration,"harto, comunistas"
Asumen tu género por tu apariencia física.,Medium,judgmental,accusatory,negative,Asumen
Prensa deportiva saliendo en defensa de un ultraderechista,Medium,critical,informative,negative,ultraderechista
Me asusta ver a la derecha pidiendo #BoicotALosGoya Más incultura seguirá formando gente de derechas como ellos... ➕Cine ➖Toros #Españistán,Medium,critical,conversational and colloquial,disapproving,"asusta, incultura, Españistán"
te has equivocado de captura,Low,direct,informative,corrective,equivocado
"El día en que desaparezcan todos los extremistas, podré vivir en paz...",Medium,reflective,emotive and speculative,wishful,"extremistas, desaparezcan"
"Llévenlos a prisión y, después de cumplir la condena, procedan con su deportación a su país.",Medium,authoritative,direct and assertive,punitive,"prisión, condena, deportación"
"Le dispara 16 veces y le grita 'No te muevas', que individuo",High,aggressive,informative and judgmental,condemnatory,"dispara, grita"
vete a un cajero,Low,imperative,informative,neutral,none
Es posible que fuera de pera-piña. Es el único por el que haría algo así.,Low,conversational,informative and neutral,casual,none
Estoy totalmente de acuerdo con el diputado que no les permitirá regresar a Bogotá.,Medium,formal,assertive and political,supportive,no les permitirá
Estas elecciones les van a venir de perlas a los de VOX.,Low,sarcastic,colloquial and conversational,mildly critical,none
En la casa de Aliaga los tendrían que poner,Low,neutral,informative and neutral,neutral,none
"Y este hombre extraño, ¿quién es?",Low,questioning,conversational,curiosity,extraño
Otro españolazo coaccionando al pueblo catalán secesionista.,High,confrontational,colloquial and inflammatory,hostile,"españolazo, coaccionando, secesionista"
Expulsado #Guillermo,Medium,critical,informative,negative,Expulsado
Pero el calentamiento global son COSAS DE HIPPIES,Medium,dismissive,colloquial and dismissive,negative,COSAS DE HIPPIES
imagina y todo fue por entrar con una maleta en un museo.,Low,conversational,informative,surprise,none
Los okupas causan graves disturbios en Santiago y el alcalde podemita les respalda,Medium,critical,informative and accusatory,negative,"okupas, graves disturbios, podemita"
"No a los politicos, nunca mas.",Medium,defiant,oppositional and emotional,negative,"No, nunca"
ya esta luis enrique arruinandome apuestas sin poner a suarez,Medium,frustrated,colloquial and informal,angry,arruinandome
"Mejores Autopistas?, Ese Gómez dónde vive?, Seguro es un sureñito Petrista 😕🤘",Medium,sarcastic,informal and condescending,disparaging,"sureñito, Petrista"
Espero que lo lleven a la cárcel por sus acciones inapropiadas.,Medium,serious,accusatory,negative,"cárcel, inapropiadas"
La derecha sale a dar una vuelta por Barcelona. Via,Low,neutral,informative,neutral,none
Debes ser un comerciante costero.,Low,neutral,informative,neutral,none
que man rayao el mercedes,Medium,informal,colloquial and expressive,frustration,rayao
Blocs y a otra cosa No le des publicidad,Medium,informal,imperative and dismissive,negative,No le des publicidad
Tanto que hablan de Pinochet y los gringos y estos son iguales o peores.,Medium,critical,informal and conversational,negative,"gringos, iguales o peores"
Lo trataré  como trató a varios de mis compañeros,Medium,assertive,informative and neutral,threatening,traté
Un Catalan a clasificado al Barça,Low,neutral,informative,neutral,none
Porque usted es un hombre de bien y con valores. Esos otros no lo son,Medium,formal,discriminatory,judgmental,no lo son
Me gustaría saber qué harías si te sucediera a ti. A veces pareces muy persuasivo en tus argumentos.,Low,curious,neutral,thoughtful,none
El Open Arms no los avistó.,Low,neutral,informative,neutral,none
"Veo el tweet y digo 'mira un personaje' pero veo los reply y no, son unos cuantos más.",Medium,sarcastic,informal,critical,"personaje, unos cuantos más"
Hay personas que entienden que Hamilton no es el mejor a mediados de 2020.,Low,neutral,informative and neutral,objective,none
"En España, contamos con un Gobierno PSOE-UP, así que simplemente estamos experimentando las consecuencias de lo votado.",Low,neutral,informative,factual,none
No podía esperar a llegar a tierra para comenzar a trabajar.,Low,neutral,informative and neutral,positive anticipation,none
Su respuesta afirma que no cree que el catalán deba ser una lengua obligatoria para ser comprendido.,Low,formal,informative,neutral,none
"Es lamentable que esta persona sea partidaria del fascismo, el machismo y muestre un desprecio hacia Cataluña.",High,condemnatory,critical and accusatory,strong disapproval,"lamentable, fascismo, machismo, desprecio"
Ghostt  se nota a la legua que eres tú el ... — Mira como llora,Medium,accusatory,informal and derisive,mocking,llora
"Cada vez, la situación del país está en mala",Low,concerned,informative,negative,mala
Y el drama con el guiri de seamus en eurovision super living,Low,informal,colloquial,casual,guiri
"Que alguien intervenga para detenerlo, aún tiene pensiones pendientes por pagar",Medium,urgent,informative with a hint of blame,concerned,"detenerlo, pendientes por pagar"
Encima te pones de maleducado con ella,Medium,reprimanding,confrontational,disapproval,maleducado
"Ahora pides asilo político HDP, ahora las oficialistas pidiendo asilo que tal.",High,aggressive,colloquial and offensive,hostile,HDP
"Aquí Piatti que no metía un gol y en el Español, lleva ya unos cuantos",Low,neutral,informative and neutral,factual,none
No he leído a una sola mujer quejarse de twitt,Low,informal,casual,neutral,none
"Jajajajaja turco, cuñado e español madremía.... PLENOOOO",Low,humorous,colloquial,playful,none
"Lo positivo es que ya lo tenemos aquí y debemos asegurarnos de mantenerlo en la cárcel, muchas gracias",Medium,assertive,determined,restrictive,mantenerlo en la cárcel
- Porque se que es la única forma que me visiten todos los fines de semana.,Low,melancholic,expressive,sadness,none
Daniel has muerto o algo no te veo twittear,Medium,confrontational,informal,negative,has muerto
La historia reconocerá que fue el más inepto e hijo presidente de la historia,Medium,disparaging,critical,negative,"inepto, hijo"
"En España tienen más derechos que los españoles, esto lo aportan Ebrard y López.",High,accusatory,provocative and inflammatory,critical,"más derechos, aportan"
Pero que estás hablando,Medium,dismissive,informal,challenging,none
Al guadalquivir primo sigue haciendo comentarios ofensivos por internet,Medium,informal,disapproving and critical,negative,ofensivos
Supongo que el presidente le dara asilo en la Moncloa,Low,informal,informative and speculative,neutral,none
El  #obispo de #Cordoba recomienda rezar más en vacaciones .  vía,Low,formal,informative and neutral,casual,none
"Y los demás actuando como si estuvieran afectados, cuando en realidad no dudarían en hacer lo mismo",Medium,critical,informative and negative,cynical,"actuando, afectados, dudarían"
Ahora tampoco respetaréis la democracia????,Medium,accusatory,informal,critical,"tampoco, respetaréis"
#YoSoyAnonymousUE basta de absurda represión victimista por parte del Estado,Medium,confrontational,assertive,critical,"absurda, represión, victimista"
"No podemos estar seguros, podrían haber venido de pequeños. Si es el caso, considerar la expulsión.",Medium,formal,authoritative and decisive,authoritarian,considerar la expulsión
"Sería apropiado proporcionar alguna ayuda económica a ese hombre, parece estar dispuesto a integrarse y aceptar nuestras reglas y costumbres.",Low,formal,informative,supportive,none
Siempre son los mismos individuos desagradables; ¿por qué será que siempre votan negativo en este tipo de noticias?,Medium,critical,informative and accusatory,negative,"desagradables, negativo"
"Ah, porque esta hija va y viene. Hacen algo anormal, se apagan y se encienden.",Medium,informal,informative with a critical undertone,disapproving,anormal
como estará el pais para que no quieran estar,Medium,concerned,conversational and critical,negative,"no quieran, país"
En muchas ocasiones en sus cárceles sobornan a personas y viven con lujos.,Medium,critical,informative and assertive,disapproving,"sobornan, viven con lujos"
Los gallegos viejos en gran parte son franquistas entre jóvenes ya hay mucha más dignidad,Medium,informal,opinionated and biased,critical,franquistas
"gobierno, no ayudan pero como estorban HDSPM.",High,aggressive,informal and derogatory,frustration and anger,"estorban, HDSPM"
En el 2013 salas ya se sabía que era más lento,Low,informal,informative and neutral,neutral,lento
Entonces Neymar se queja... valiente y extraño.,Medium,sarcastic,informative with a hint of critique,disapproving,"queja, extraño"
Los canis del 2000 y posteriores son aún más malos que los anteriores.,Medium,informal,derogatory,negative,"canis, malos"
HERNANO YO QUIERO DORMIR TAMBIEN.,Low,informal,expressive,casual,none
Aquí ustedes también tienen responsabilidad en el asunto.,Low,formal,informative and assertive,neutral,none
"No salgo más, que mala noche",Low,neutral,informative,displeasure,mala
JAJAJAJAJAJA  *Se crea un Twitter y la sigue poniendo problema,Medium,mocking,informal,critical,poniendo problema
"A aquellos que defienden a Garnero sin importarles nada, que se vayan con él de una vez. Gracias.",Medium,dismissive,informative and accusatory,negative,"sin importarles nada, que se vayan"
"Cuando no, en contra del ejército nacional.",Medium,critical,informative and accusatory,disapproving,en contra
La Corte está llena de gente mala,Medium,accusatory,judgmental,negative,mala
"Si pudimos mandar a Cantora a la sobrinisima, podemos mandar a la brilli a su casa!!",Medium,informal,colloquial and aggressive,critical,mandar
Que tedioso tener que hacer mi corpiño tambien no?,Low,casual,informative and neutral,mild frustration,tedioso
Y se me colocaron unas personas politicas.,Low,neutral,informative,neutral,none
Con 25 minutos nonsakvas lo mal que jugaste en todo el torneo,Low,critical,informative,negative,mal
