Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
对邻国的复仇情节，让日本饮鸩止渴，甚至让黑人代表日本人，打破了日本保持民族纯洁性的最后一点自尊打破了印象中日本对于黑人严格管控的神话泡沫归根结底是怕邻国报复的自我矮化心理,High,aggressive,biased and derogatory,hostile,"复仇情节, 饮鸩止渴, 打破, 严格管控, 神话泡沫, 自我矮化"
这种类型的人宁可当敌人也不能当朋友，背后捅刀往往致命,Medium,critical,cautionary,hostile,"敌人, 背后捅刀, 致命"
为什么单方面付出的卑微的人如此之多可结婚率却这么低？因为单方面付出的忠诚的人，不会得到好结果！,Medium,critical,informative and slightly accusatory,pessimistic,"卑微, 不会得到好结果"
此种人不会得到好结果啊,Medium,judgmental,critical,negative,"此种人, 不会得到好结果"
其他男人我不知道，反正我是接受不了，我宁愿娶个三婚带二孩也接受不了黑人女性。,High,informal,discriminatory and dismissive,prejudiced,接受不了 黑人女性
讨厌让我反感的外国人，可是作者情况里的女孩确实可叹可怜，你这直接上升到基因、父母、祖宗，你太极端了。,Medium,critical,informative and judgemental,hostile,"讨厌, 反感, 极端"
楼主说的那种人真是不言而喻当然指的就是外国人,Medium,informal,informative and subjective,disapproving,外国人
这个男同性恋，喜欢精神胜利，是一个失败者，真是让人感到好笑,High,derogatory,informal and disrespectful,mocking,"失败者, 好笑"
你们简直是不明智吧，脑袋出问题了吧,Medium,negative,confrontational and derisive,disapproving,"不明智, 脑袋出问题"
单方面付出的人赶紧消失吧,Medium,harsh,informal and imperative,dismissive,消失
楼中楼的男同性恋你就继续装可怜洗地吧,High,condescending and aggressive,informal and derogatory,hostile,"装可怜, 洗地"
挺你，黑人只要不来中国，就是好黑人,High,informal,derogatory and racial,negative,黑人 不来 好黑人
第二个是豆瓣极端女权者,Medium,neutral,informative,negative,极端
外娶多好，不打扰自我感觉过于良好的国内女性了。,Medium,dismissive,critical and informal,disparaging,感觉过于良好
男权：我们反对极端女权主义者不是反女性。女权：所有的男人都没一个好东西。,High,argumentative,confrontational and critical,hostile,"极端, 所有的男人都没一个好东西"
口气别这么大，你们别倒贴黑人就行了,High,condescending,informal,negative,倒贴黑人
我媳妇也会发表极端性别平等言论！??,Medium,informal,conversational and slightly critical,judgmental,极端
"去了解一下,教会藏污纳垢会让你感到极度不适的.",Medium,informative,critical and subjective,negative,"藏污纳垢, 极度不适"
最让我感到不适的就是生个小黑孩，然后拿中国国籍，还是汉族。我是头皮都麻了。,High,informal,opinionated and biased,discriminatory,"不适, 小黑孩, 麻了"
以及一切为他洗白的忠实追随者,Medium,neutral,informative and critical,disapproving,洗白
对，这洽洽是对所有中国人的歧视，所以排他们，他们本应如此不值得同情。,High,condescending,biased and derogatory,negative,"歧视, 排, 不值得同情"
古代的“鬼”没有原型，自从有了黑人之后，就定义形态了。,High,offensive,discriminatory,negative,黑人
能发这评论的，应该也只有黑人吧,High,derogatory,informative and biased,negative,黑人
我还见过很多炫耀自己掰弯直男的男同性恋，简直让我感到不适,High,derogatory,informal and biased,discomfort,"炫耀, 掰弯, 不适"
外嫁出去和外娶进来，老传统了，一来某些帮助外国男友做些违法犯罪的事，,High,informal,condescending and accusatory,negative,违法犯罪
生而为男，我很抱歉这种让我反感的女性代表十成是觉得自我感觉过于良好的女性们要彩礼要车要房不愿生孩子还动不动生孩子警告跟你争冠性权的行为很合理吧？？？？？？？？？劳资不会改择偶观,High,aggressive,derogatory and critical,hostile,"反感, 自我感觉过于良好, 要彩礼, 要车要房, 不愿生孩子, 生孩子警告, 争冠性权, 劳资不会改择偶观"
这男的也是不明智为女性卑微付出不值得同情,Medium,critical,opinionated,negative,"不明智, 卑微, 不值得同情"
人你不找，非得玩人与兽，不感到不舒服吗,High,confrontational,accusatory and colloquial,hostile,"不找, 玩人与兽, 不舒服"
我儿子要是说要和曾经是性工作者的女性交往，我一定打断他的腿,High,informal,emotional and aggressive,hostile,"性工作者, 打断他的腿"
你这***要被举报了，男男违法献血,High,aggressive,informative and accusatory,negative,"***, 男男违法"
这位不错了，在b站展示化妆和美颜的效果，也承认自己，让我不喜欢的是那些化妆开美颜就真的以为自己长那样的国内女性,Medium,critical,informative and opinionated,disapproving,"不喜欢, 真的以为自己长那样"
我直接立地成佛,Low,casual,informative and neutral,positive,none
极端的女权主义者真烦人，干点活，轻的懒得拿，重的拿不动，老子真想以强烈的方式表达对她的不满,High,aggressive,colloquial and accusatory,frustration,"烦人, 懒得, 老子, 强烈的, 不满"
很快就能解封的，性少数者搞得鬼,High,informal,derogatory,negative,搞得鬼
钓鱼的，不要理他，纯不明智的人,Low,informal,dismissive and slightly critical,negative,不明智
这就是个大筛子，筛掉那些不够聪明的人,Medium,assertive,informative and direct,dismissive,不够聪明
这个吧令我反感的女性浓度怎么这么高,Medium,informal,derogatory,negative,反感
女司机逆行，极端女权主义者评论怪男副驾,Medium,critical,informative and negative,disapproving,"极端, 怪"
喜欢嘻哈文化所以走到一起，想想一个国家的强盛，是靠发展这些我觉得没有用的文化吗？唱唱跳跳只会毁掉一个民族，所以黑人那种文化根本不值一提,High,disparaging,informative and critical,negative,"没有用, 毁掉, 不值一提"
不正常的意思就不是说是少数吗…所以对啊…觉得对异性恋感到不适的肯定有，但是也绝对是少数，毕竟世界之大什么人都有啊…??,Medium,conversational,informative and neutral,slightly dismissive,不正常
真让人感觉到恶心,Medium,informal,emotive and straightforward,negative,恶心
微博有很多极端女权主义者啊，哥,Medium,informal,colloquial,negative,极端
我得提醒你一下gay一般即使看上直男也是想**，不要操那么大的心??,High,derogatory,disrespectful and biased,negative,"gay,操"
真不符合我的个人审美,Low,informal,expressive and subjective,negative,不符合
嫁给他，就跟他回非洲啊。某些黑人敢打我们的抗疫英雄，这个行为无法辩护。我认为应该举报违反法规的外国人,High,discriminatory and antagonistic,informal and accusatory,hostile,"黑人, 无法辩护, 违反法规"
你是自卑没有自信还是有艾不能见人吗？看看某男同性恋也不会蒙面穿衣服发照了,High,confrontational,derogatory and accusatory,hostile,自卑，没有自信，有艾，不能见人，男同性恋，蒙面
充满了抠脚汉油腻荷尔蒙气息的匿名自我感觉过于良好的女性????,High,derogatory,informal and offensive,negative,"抠脚汉, 油腻, 荷尔蒙气息, 自我感觉过于良好"
国男的包容大度一直都是这么无私，某些轻浮的女性使劲浪，反正有老实巴交的国男兜底囧,High,informal,derogatory and accusatory,negative,"轻浮, 努力浪, 老实巴交"
是真的怕艾滋。一个女人私生活很乱，但是睡的全是中国人或者白人，我还能和她接触。反正不会娶。要是知道是睡过黑人，算了吧。那都有草吃。没必要这么不明智,High,derogatory,discriminatory and judgmental,prejudiced,"怕艾滋, 私生活很乱, 反正不会娶, 睡过黑人, 算了吧, 那都有草吃, 不明智"
主要你说的是结婚，给黑人白嫖拿爸爸的钱养黑人男友的轻浮女性不要太多,High,derogatory,discriminatory and judgmental,condemning,"白嫖, 轻浮"
因为很少人会在职场中出柜吧??如果男同性恋都没工作没社会贡献咋活呢,Medium,disrespectful,informal and biased,negative,没社会贡献
这不是典型的没有自知之明的男性么，真下头,Medium,derogatory,colloquial,negative,"没有自知之明, 下头"
或许可以接受一个同性恋在自己周围，但是接受一对同性恋在自己周围搂搂抱抱和亲嘴的话，我觉得还是头皮发麻感觉生理上害怕和不舒服的,High,disapproving,informative,negative,头皮发麻 害怕 不舒服
拿去微博，一堆极端的性别平等倡导者教你做人,Medium,derogatory,colloquial and dismissive,negative,极端
男同性恋也可能会喜欢熊类，男人的身体魅力好不好通常异性恋女性更能感受到,Low,informative,neutral and explanatory,casual,none
以前觉得不能盲目看不起别人，可惜现实是黑人外教、黑人留学生让我反感的人真的多。,High,informal,expressive and derogatory,negative,"盲目, 看不起, 反感, 多"
黑人错过了没有达成不良目的，恼羞成怒,High,derogatory,informative but biased,negative,"黑人, 不良, 恼羞成怒"
再一个，建议您用眼睛看清楚些,Low,formal,neutral and polite,"slightly critical, yet polite",none
至于没有自知之明的男性，呵呵我认为那些让我不喜欢的人除了抱团取暖就没有别的本事。游艇？你让没有自知之明的男性变魔术还是变魔法呀,High,sarcastic and mocking,derogatory and dismissive,negative,"没有自知之明, 抱团取暖, 别的本事, 魔术, 魔法"
偶然看到，就评论一下。都是人类，性取向就是萝卜白菜，各有所爱，没有什么高低贵贱。只是想到男男，生理上超级排斥，也就是让我感觉不适,Medium,informal,casual,discomfort,"超级排斥, 感觉不适"
很合理啊，这不就是正常要求嘛？可惜国内女性受限于生理条件。估计完成起来有一定挑战性,Medium,neutral,informative and opinionated,condescending,国内女性受限于生理条件
应该不仅仅停留在批判，应该竭尽所能去有所偏见，特别是他们的生的黑皮肤孩子。,High,aggressive,discriminatory,hostile,"偏见, 黑皮肤"
只是发图片要钱，给你们看看这些讨好黑人的女性，推特一大堆，国内也有，啥玩意儿,High,informal,derogatory and critical,negative,"讨好, 啥玩意儿"
我190+，但是这种令我反感的女性还是完全不明智的人,Medium,critical,disparaging,negative,"反感, 不明智"
一个行为不端的人，有老公，有小孩，喝酒抽烟出轨，乱搞男女关系。开了私密模式，关了私信功能，私信不了，只能在视频评论区艾特她骂。,High,disparaging,informative and aggressive,negative,"行为不端, 喝酒抽烟出轨, 乱搞男女关系, 骂"
有些直男只是单纯反感 男同do爱吧,Medium,informal,colloquial and blunt,dismissive,反感
有些男人不符合传统观念有什么错,Low,neutral,informative,defensive,错
不评论，不支持是因为不可能改变同性恋让人感到不舒服这种观点。既然说了就政治不正确，还不给别人不说的权利？,Medium,defensive,argumentative and critical,resistant,"不可能改变, 不舒服, 政治不正确"
这就受不了了？知道美国多少白男为了追自我感觉过于良好的女性们玩极限运动，命都没了吗？,Medium,critical,informative and confrontational,negative,"极限运动, 命都没了"
因为知乎上自称歧视黑人的中国南方人只光说不做，现实见到黑人什么也不敢说，而白人歧视黑人不网上歧视，在现实见到黑人常常敢动手,High,informal,biased and discriminatory,negative,"歧视, 不敢, 动手"
人家是真的敢办事儿的，裸体游行、终身不婚、单亲养子。国内的极端女权主义者拿啥跟她们比？？,Medium,critical,informative and neutral,disparaging,极端女权主义者
以前男人还留长发，穿裙子……来来来搞起来，极端男权主义者复兴起来,Medium,provocative,informal and persuasive,negative,"极端, 男权主义者"
太对了 我也是男同性恋 我巴不得那些让我不适的男同性恋(我认为占大部分）都付出代价??,High,aggressive,hostile and expressive,negative,"不适, 付出代价"
你也是男同性恋者，为什么要伤害自己人呢，不怕因果报应吗？,Medium,accusatory,informative and confrontational,negative,伤害 因果报应
犯罪的让我反感的女性都有病捏,High,aggressive,derogatory and informal,negative,"犯罪, 反感, 病"
我靠，楼主你不要在镇楼图放黑人的图片啊！！！！,High,aggressive,inflammatory and disrespectful,negative,"我靠, 黑人的图片"
哈哈估计自身条件非常烂只能靠出卖同性获得某些令我反感的女性的关注了,High,derogatory,insulting and accusatory,strongly negative,"烂, 出卖, 反感"
这些南方人估计连河南人都没见过就开始变着法的黑河南、黑北方了,Medium,derogatory,offensive and biased,negative,"估计, 黑河南, 黑北方"
缴什么，打！,High,aggressive,commanding,hostile,打
这关没有自知之明的男性什么事呢？,Medium,critical,conversational and dismissive,derogatory,没有自知之明
如果真的是位男性，则失败者测试没通过,Medium,neutral,informative,disapproving,"失败者, 没通过"
在中国，你这种品格低下的女性一般被人叫做普信女?,High,offensive,conversational and derogatory,negative,"品格低下, 普信女"
上海河南广东，我认为是春晚三大被黑惨烈的地方，春晚一向这么搞很让人不舒服的,Medium,critical,subjective and negative,disapproving,"被黑, 惨烈, 不舒服"
那些嫁给黑人的国内女性能自愿放弃中国国籍，绝对值得落个好名声。,High,sarcastic,derogatory,negative,落个好名声
是这群人没有良好的审美，我们一些反同人士比较欣赏秃头油腻大叔，这才叫帅，有男人味。,High,derogatory,informal and biased,negative,"没有良好的审美, 反同人士, 秃头油腻大叔"
总而言之，我认为现在就是女人最好的年代，不作妖，处女，整容的能好看，找一个中产阶级以上轻轻松松。也不知道极端女权主义者哪里不满>_<，或许整容也整不出来？,High,informal,derogatory and dismissive,negative,"作妖, 极端女权主义者, 整不出来"
什么无价值的女权组织？要批就批某个人，中国这么多人，这么多女性他们有什么资格评判？还拿他们的胡话当成批判的材料吗？,High,aggressive,informal and challenging,disdainful,"无价值, 胡话"
感到同性恋让人不舒服这没毛病啊，其实只要活好自己就行了，同性恋的生活也不会因为你的喜好就改变的,Medium,dismissive,judgmental and dismissive,tolerant but disapproving,"不舒服, 没毛病"
单方面付出的卑微的人不得**,Medium,informal,subjective and critical,derisive,卑微
因为大家有家庭有事业，上学工作，没时间整天拿个手机在网上看他们发表有关彩虹的极端言论，它们要么是50w，要么是游手好闲产生性冲动那类，它们有那跟我们敲键盘的时间还不如去查一下自身健康,High,derogatory,informative and critical,negative,"极端言论, 50w, 游手好闲, 性冲动, 它们"
某些自我感觉过于良好的女性能在别人身上找原因的时候为什么要反思自己呢,Medium,sarcastic,informal,critical,自我感觉过于良好
这下让我反感的女性help让我反感的女性了,Medium,informal,emotional,displeasure,反感
黑人离开中国就行了。,High,hostile,informative and dismissive,negative,黑人离开
我也对女性反感现在越来越讨厌了,High,negative,colloquial,disdain,"反感, 讨厌"
我个人不太喜欢的黑人必须付出一定代价！！！,High,aggressive,offensive,hostile,必须付出一定代价
让人不喜欢的楼主你是心理有问题吗,Medium,accusatory,informal and provocative,condescending,"不喜欢, 问题"
“极端女权，极端男拳”，真是双标,Medium,critical,informative,negative,极端
这不好的酒，喝什么,Low,casual,informative and neutral,displeased,不好
有些自我感觉过于良好的女性根本不怕你们躺平而是外娶,High,derogatory,informal and accusatory,antagonistic,"自我感觉过于良好, 不怕, 躺平, 外娶"
果然让我反感的讨好混血儿的人就是让我反感的讨好混血儿的人连最基本说话都不会说,High,aggressive,informal and hostile,negative,"反感, 讨好, 不会说"
我们应该联系倡导男性权益的人吧，个人认为就算大男子主义思想再传统也应该不会支持男同性恋，更别说女同性恋了,High,formal,opinionated and discriminatory,negative,"大男子主义, 不会支持, 更别说"
对那种讨好黑人的有不良的用意,High,negative,pejorative,hostile,"不良, 讨好"
我想让这些令我感到反感的女性们付出代价,High,aggressive,emotive and hostile,negative,"反感, 付出代价"
你这个南方人,Medium,informal,informative and neutral,negative,你这个
异性恋比同性恋多好几万倍，肯定异性恋高。很多让我感到不适的某些双性恋，把病菌感染给自己的异性恋伴侣关键这病毒的来源可能就是同性恋,High,discriminatory,biased,hostile,"不适, 病菌, 感染, 病毒"
极度强调女权的女性和理客中一样让人感到不适,Medium,critical,informative and subjective,negative,"极度, 不适"
还有俩男的争一个，当街打架扇嘴巴，当街舔，真让人感到不适,Medium,informal,informative and derogatory,disapproving,打架 扇嘴巴 舔 感到不适
你想多了，倒贴，讨好黑人的女性倒贴??,High,sarcastic,offensive,derogatory,"倒贴, 讨好, 黑人的女性"
让我反感的这个人闻着味就来了,Medium,informal,informative,negative,反感
我感觉男同性恋性格可能与主流人群相比有所不同。有些人是因为在经历某些事情后成为男同性恋，然而这其中部分人也容易展现出较为独特或强烈的个性特征，甚至让人感到不适应。,Medium,formal,informative,biased,不适应
让他们付出一定代价，黑人离开就会对别人造成影响了,High,hostile,discriminatory,negative,"付出代价, 黑人, 造成影响"
自己待的什么不好的公司自己心里没数吗,Medium,accusatory,informative,critical,不好的
？？？有人造子宫我家众筹一个孩子就行了，要这种让我反感的女性给我添堵吗？？,High,sarcastic,colloquial and emotional,negative,"反感, 添堵"
你??我好心相劝却被男同性恋拉黑,Medium,frustrated,informative and critical,disappointment,男同性恋拉黑
其实韩国人。。。存在一些行为较女性化的男性。。。??????,Medium,informal,neutral and descriptive,implicit bias,女性化
借个楼哈，原贴被删我就在这里发了。这个人让我感到不适了。,Low,informal,expressive and casual,mildly annoyed,不适
令我反感的饭桶们不知最会精神胜利的是他们那位令我反感的人开着几十个小号自我回复轮着对骂的哗众取宠的人,High,hostile,confrontational and derogatory,aggressive,"令我反感, 饭桶, 哗众取宠, 对骂"
我在这里发表对同性恋的负面评价没码，各位没有意见吧！,High,hostile,derogatory,offensive,负面评价
"南方人:我们南方才不吃你们北方的粮食，我们吃的都是南方的粮食。北方人:断粮。南方人:oh,no!米怎么这么少了，怎么买不来米了，面根本没有卖的。",Medium,conversational,informal and confrontational,conflict-driven,断粮
抛开事实不谈，新时代自我感觉过于良好的女性找个接盘的权力都没有了？气冷抖,High,disparaging,informative and neutral,critical,"自我感觉过于良好, 接盘"
躺平不意味着放弃斗争，正是因为没有了后顾之忧才能一心一意地反对极端女权主义，某些思想单一的人想想是不是这么个道理,Medium,assertive,informative,critical,"极端女权主义, 思想单一"
混血，眼睛是蓝色，混了白人的血,Medium,informal,descriptive,neutral,混了白人的血
肯定自己有原因，但是他们已经上升到整个东北人都是失败者，低素质的种族，应该消失的地步,High,accusatory,derogatory,disdainful,"失败者, 低素质, 种族, 消失"
现在还有人把让我反感的外国人当宝吗,Medium,informal,critical and dismissive,negative,反感
让人反感的女性冲进来啦,Medium,disapproving,informal and judgmental,negative,反感
浙江 还有它的支持者四川,Low,neutral,informative,neutral,none
真的有些对同性题材感兴趣的人还有喜欢基，雷百合的，还是好看的基，这也太双标了,Medium,informal and critical,opinionated and subjective,negative,"基,雷百合,太双标了"
看不出来吗，作者就是专业发表极端性别言论的啊，不是说是男是女，这是一个组织，专门挑拨男女对立，不应该受到惩罚吗，别让我遇见你，我进去坐牢也得让你付出一定代价,High,aggressive,confrontational and hostile,threatening,"极端, 言论, 挑拨, 对立, 惩罚, 坐牢, 付出代价"
女权怼了极端女权主义者？这事儿极端女权主义者知道吗？？,Medium,critical,informative and questioning,skeptical,"怼, 极端"
楼主啊！我记得这是某位没有自知之明的女性写的关于男性的条件吧，改的好，还有，您的帖子里面有发布令我不满的内容的女性，赶紧置顶批评,High,confrontational,informative,negative,"没有自知之明, 令我不满, 批评"
你这个让我反感的肥胖的人消失啊,High,aggressive,demeaning,hostile,"反感, 肥胖, 消失"
真不知道那个不明智的人会看上这种人,Medium,informal,derogative,negative,不明智、这种人
我还看到基层女性工作人员对村里的黑人后代也是格外关照的??，那姨母般的笑容可不是因工作原因演给别人看的,Medium,patronizing,subjective and expressive,condescending,"格外关照, 那姨母般的笑容"
看见杨笠这让我不喜欢的脸就觉得不适,Medium,informal,subjective and negative,discomfort or dislike,"不喜欢, 不适"
救命，好让人感到不适惹,Low,informal,colloquial,negative,不适
看了好多遍，我居然没看懂？算了，反正我认为二次元和微博都是不明智的,Low,subjective,informative and opinionated,displeased,不明智
我本来对同性恋没什么反感的想法，直到看到她们在地铁上与传统观念不符的表现，我立马不适，让我感到不适的人我也会反击,Medium,informal,subjective and judgmental,negative,"反感, 不符, 不适, 反击"
咱们没人家团结，我经常去剑网3吧看攻略，结果，现在哈哈哈哈哈哈哈哈哈哈哈哈哈哈全都是极端女权主义者在发表言论。,Medium,mocking,colloquial and opinionated,negative,极端女权主义者
没有自知之明的男性：都怪老师太漂亮穿的裙子太短！,High,accusatory,colloquial,blame,"没有自知之明, 怪, 太"
小红书一堆不明智的人,Medium,derogatory,colloquial,negative,不明智
想想北师大的极端女权主义者是什么类型，你就知道下一代已经没有免遭女权规训的希望了。,High,accusatory,critical and biased,negative,"极端, 没有希望, 规训"
小红书绝对是让我反感的汉奸带的，★★在这就是工具,High,aggressive,informal and offensive,hostile,"反感, 汉奸, 工具"
令我反感的二土黑人好像吸过毒,High,derogatory,informal and offensive,discriminatory,"反感, 二土, 黑人, 吸过毒"
拉黑不明智的人是正确的心理异于常人的人总想和正常人搭话来证明自己也是正常的,Medium,judgmental,informative and critical,disapproving,"不明智, 异于常人"
万一她们是体重两百的体重较重的人呢？当然不输普通男性。一般100斤左右的力气是比不过一般男性的。,Medium,discriminatory,judgmental and stereotypical,condescending,体重较重
其实我对男同怎么的还真没什么看法，我歧视的是在到处随意讨论男男的女生，她们没觉得自己很让人感到不适吗？还好意思指责别人鄙视同性恋，都是她们整臭的??????,High,aggressive,judgmental and critical,disapproving,"歧视, 指责, 鄙视, 整臭"
彩礼？什么礼！大清亡了，还搁这儿彩礼呢，结婚，爱情不是交易，不是买卖，也就明码标价的买卖，还不是真买到手。,Medium,informal and critical,disapproving and sarcastic,disgusted,"亡, 交易, 买卖, 明码标价, 买到手"
我女的想法和你一样我也对女性有些反感,High,negative,expressive and subjective,discriminatory,反感
这是你该承受的，谁叫你们接受有过往感情经历的人的,Medium,accusatory,informative,disapproving,"该承受, 谁叫"
为了利益协助美国的忠实的人，中国砸再多钱也喂不熟,Medium,critical,informative and biased,negative,"砸, 喂不熟"
我认为国内女性都是一群情绪化的人，觉得全世界都得让着她不能惹她,High,informal,assertive,negative,"情绪化, 不能惹"
单方面付出的忠诚的人的自我修养，极端女权主义者越是猖獗他们越觉得应该抓紧讨好，自己卷自己了属于是,High,critical,informal and provocative,negative,"猖獗, 讨好, 卷"
字太多不想看我只想说一句这个女人是失败者,Medium,condescending,informal,negative,失败者
你说的应该是那个人极其崇拜讨好外国人那人看过他所谓言论完全就是典型断章取义,Medium,critical,informative and accusatory,negative,"极其崇拜, 讨好外国人, 所谓, 断章取义"
我同事女朋友和黑人有过接触了，??，他吓一跳，立马去医院，爱就一个字??,Medium,informal,colloquial and emotive,discriminatory,黑人 (Black people)
男同性恋让人感到不适人所共知，让我反感的男同性恋所做人神共愤,High,biased,discriminatory and subjective,hostile,"不适, 反感, 人神共愤"
那我们也有鄙视的自由啊，可以鄙视xx癖就不能鄙视讨好黑人的癖好吗,High,aggressive,derogatory,disrespectful,"鄙视, 癖, 讨好"
黑人翻身逆袭咯？,High,informal,demeaning and discriminatory,negative,"黑人, 逆袭"
日本这次为了不明智的政治正确，所谓修正别人排外的观点。，才搞了一堆混血运动员，这简直是智力有问题。不过日本本身混血比例很低。,High,critical,informative and biased,negative,"不明智, 排外, 搞, 混血运动员, 智力有问题"
我这个失败者都能让拥护黑人的人和他们所崇拜的黑人如临大敌坐立不安，仅仅是我一个而已，可见所谓的“成功人士”是多么的心虚。,High,derogatory and confrontational,informal and inflammatory,resentful,"失败者, 如临大敌, 坐立不安, 所谓的, 心虚"
异性恋里不也一大堆没有自知之明的男性??????,Medium,informal,derogatory,disparaging,没有自知之明
人家反对同性恋不对嘛？你在争论什么？,Medium,confrontational,informational and argumentative,Critical,"反对, 争论"
直男直女日常迫害正常人,Medium,informal,pejorative and accusatory,negative,迫害
我认为那些自我感觉过于良好的女性最喜欢非洲酋长的公子哥们了，还喜欢主动与他们接触倒贴??,High,derogatory,informational and biased,offensive,"自我感觉过于良好的, 倒贴"
不对 都故国了外国人就别来趟浑水了?????? 去搂好你的黑人北鼻别来国内发表极端性别言论??,High,confrontational,aggressive and derisive,hostile,"浑水, 黑人北鼻, 极端, 性别言论"
这个让我反感的女性乱说话而已，不用搭理她，毕竟听不懂别人讲话，让她付出一定代价就行了[表情],Medium,dismissive and dismissive,casual and derogatory,hostile,"反感, 乱说话, 不用搭理, 付出代价"
才10年，这个国内女性就该直接付出巨大的代价,Medium,judgmental,casual,critical,巨大的代价
所以我为啥要在乎白种人的歧视呢？我生活在中国呀,Medium,dismissive,colloquial and subjective,indifferent,歧视
托什不是黑人吗？怎么帮那人追随的人还会被他攻击,Medium,curious,colloquial and questioning,confused,攻击
单方面付出的卑微的人让他付出代价就行了，杀鸡儆猴么，一个单方面付出的人不死，其他单方面付出的人怎么觉醒？,High,aggressive,offensive,hostile,"卑微, 代价, 杀鸡儆猴, 死"
学校把这些让我反感的外国人招进来，所以也要承担相应的后果！,High,aggressive,critical and derogatory,hostile,"反感, 后果"
正三观，先要保命要紧，我认为黑人女性一般都是比较开放的。健康问题能解决？,Medium,informative,neutral,biased,我认为黑人女性一般都是比较开放的
关键是有的男同性恋他还骚扰你，刚刚差点让一个男同性恋亲了，再有下次老子让他付出代价，我这不是感到不适，是讨厌,High,aggressive,informal,hostile,"骚扰, 付出代价, 讨厌"
在有些轻浮女性的眼里，这也比国内男性好得多,Medium,derogatory,judgmental,negative,轻浮
直男直女的瓜真是太香了哦，吃不完了,Low,casual,colloquial,light-hearted,none
所以我劝如果男人脑子不太聪明分不清行为不检点的女性和良女的话，那就自律一点，不要婚前性行为，也不要婚后嫖娼 这样百分百没有病,High,informal,derogatory,judgmental,"脑子不太聪明, 行为不检点, 嫖娼"
我觉得大部分人都是图个新鲜感，甚至有些人网络上说自己支持同性恋，在大街上看到两个大叔搂搂抱抱甩出一句好让人不适。,Medium,informal,opinionated,negative,不适
深柜竟在反对同性恋者群体中被发现,Medium,neutral,informative,critical,深柜
是的，通常只求这样的男女跟黑人出国，不随意生孩子留在国内造成影响，其他一点不在乎，毕竟是自然选择，智力水平也般配,High,derogatory,biased and discriminatory,negative,"只求, 黑人, 不随意, 造成影响, 自然选择, 智力水平"
先解决孩子安全问题再说吧，****是人尽皆知的,Medium,informal,critical,dismissive,人尽皆知
还有人说黑人是人？,High,disdainful,informative and biased,derogatory,"黑人, 不是人"
阿哲，好像陈浩民张卫健吴彦祖古天乐尹正他们的帅我挺欣赏的，至于现在的行为或特征表现得女性化的男性，对不起那些女权主义者拿这些行为或特征表现得女性化的男性当例子还说人家嫉妒，真是笑大牙了,Medium,informal,conversational and critical,dismissive,"对不起, 嫉妒, 笑大牙"
你们同性恋为什么不收敛一点，我们看着觉得产生不适,High,disparaging,offensive,hostile,"同性恋,不收敛,不适"
楼主别理会这个让人反感的女性,Medium,dismissive,colloquial,negative,反感
加速是好事，而且别人本来就没打算征求你的意见。把女的捧得越高越好，特权群体越是会被讨厌，单方面付出的人那么多还没清醒过来呢。,Medium,negative,informative,cynical,"没打算, 讨厌, 单方面付出, 清醒过来"
女人说：“换了本仙女就不可能找到更好的了”。男人说：“这是编出来给卑微男性心理安慰，好让卑微男性去讨好去接盘的”。,Medium,conversational,informal and dismissive,critical,"卑微, 讨好, 接盘"
男生是正常人反应，女生是心理不成熟的成年人,High,discriminatory,opinionated,biased,不成熟
你这个让我不喜欢的广东人，黑河南、黑北方的总部是广州，核心地带是从上海到广州的整个东南沿海，范围是整个南方,High,offensive,accusatory,disdainful,"黑, 不喜欢"
你们不值得我同情罢了，雪崩之时没有一片雪花是无辜的,Medium,condescending,figurative,dismissive,"不值得, 无辜"
看头像还是个对儿童感兴趣的男同性恋者，真不嫌磕碜，让我感到不适。,High,derogatory,informal and biased,hostile,"磕碜, 不适"
以后极端女权主义者让单方面付出的卑微的人买车给她们开就行了，货拉拉顺风车什么的一概不接女乘客,High,aggressive,derogatory and judgmental,hostile,"极端, 卑微, 不接女乘客"
带着你的家人移民非洲吧！还有无底线包容他人的爱……,Medium,sarcastic,informative and critical,negative,无底线包容
他们有立体防御机制，这样的也会被说成同性恋捏,Medium,informal,colloquial,disapproving,同性恋
这样品行不好的黑人严惩不贷,High,aggressive,hostile,discriminatory,"黑人, 品行不好, 严惩不贷"
别发表关于性别的极端言论攻击到自己人了，极端男权主义语录就是个黑人发明的??,High,informal,critical and aggressive,negative,"极端, 攻击, 黑人, 发明"
正什么歪成什么样子了都是群满嘴道德仁义的让我反感的人在搞笑,Medium,informal,sarcastic and critical,negative,"反感, 搞笑"
让我不喜欢的女性是这样的,Low,informal,neutral,negative,不喜欢
寒国割裂的今天、我们最需要团结和理解。没人想成为韩国人那样（笑）,Medium,informal,biased and suggestive,derogatory,"割裂, 嘲笑"
一堆没有自知之明的美女还能有老公啊,Medium,dismissive,informal and critical,negative,没有自知之明
極端女權主義者和正常女權的區別就在於前者只會在網上噴無用的話，後者付諸實踐並證明男性能夠做到的事情女性也可以,Medium,comparative,assertive and critical,derogatory towards a group,噴無用的話
必须让我不喜欢的黑人付出代价！！！,High,aggressive,hostile and accusatory,hatred,"不喜欢, 付出代价"
我认为同性恋都得付出代价,High,critical,subjective and judgmental,disapproving,得付出代价
