Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
"кожна людина має право писати марення, це записано в конституції",Low,neutral,informative and neutral,assertive,марення
Домашня обстановочька так і спонукає забити на все,Low,casual,informal,resigned,забити
Гасло всіх лікарень України : 'Велкам'.,Low,sarcastic,informative and sarcastic,critical,none
"самі ж грають на руку таким ситуаціям, а потім розказують про вагітних і знедолених, господи, це жах :(",Medium,informal,critical,negative,жах
Розфоловила глину ще до твітів румбамбара. Так не хочеться розфоловлювать малину,Low,casual,conversational,neutral,none
"Неа, ти слішкам класний шоб ображати треба",Medium,sarcastic,informal,mocking,образати
"в мене на минулому тижні було замовлення, одразу послав.",Medium,aggressive,colloquial and harsh,negative,послав
Хочеться взяти і повіситись,High,desperate,colloquial and expressive,negative,повіситись
"І всі, вважають, шо їх проблеми найважливіші",Low,informative,neutral,slightly dismissive,none
"о боже, як я ненавиджу таке",Medium,emotional,informal,negative,ненавиджу
"я маю враження, що він непогана людина, яка несе багато нісенітниці.",Medium,informal,conversational,negative,нісенітниці
'Мої тоже мене б''ють не зле',High,violent,colloquial,negative,б''ють не зле
"тре було послухати, чому моя доповідь погана",Low,informal,neutral,negative,погана
можеш мене послати якщо хочеш,Medium,informal,conversational,dismissive,послати
"----Пацани, так а кто за кого вболіває?- в смислі? Ми футбол дивимось без тебе, шо за вапроси",Low,informal,conversational and casual,slightly dismissive,none
"Можно купувати квитки, але...",Low,neutral,informative,cautious,none
Ошуканцю 'прозоро' натякають: - ця з/п виглядає як повна нісенітниця! є що сказати?,Medium,accusatory,colloquial and informal,negative,"Ошуканцю, нісенітниця"
"Щоб у мене все було добре, тре лиш секс і щоб вони зникли.",High,aggressive,colloquial and informal,hostile,"секс, зникли"
"І що, це більшість жінок почувається -отак",Low,inquisitive,informative and neutral,neutral,none
"Та мене оце сюсі-пусі саму бісить, особливо, якщо то прямо, ПОСЕРЕДИНІ ПРОСПЕКТУ ВОЛІ",Medium,frustrated,colloquial,irritation,бісить
оці ваші тонкі ранімі душі. а як я почну на всьо ображатись?,Medium,sarcastic,conversational,dismissive,ображатись
Дурне то геть не нікчемний,Medium,informal,colloquial,negative,"Дурне (stupid), нікчемний (worthless)"
- я вас по одному виловлю! - я не погрожую! - ви не маєте права мене тримати,Medium,aggressive,confrontational and defensive,hostile,"виловлю, погрожую, не маєте права"
"'Пріключєнія Діминої п''ятої точки продовжується, бл'",Medium,informal,colloquial and vulgar,disrespectful,бл'
RT : Тре'' бути няшкою.,Low,casual,colloquial,friendly,none
"А можна я ще раз скажу, що ти поганий, і мені за це нічого не буде",Medium,sarcastic,conversational and confrontational,negative,поганий
"Йду відпочину, куплю собі вкуснях і буду байдикувати",Low,casual,informal and relaxed,positive,none
уїду від вас у королівство Пропан-Бутан,Low,dismissive,informal and neutral,frustrated,уїду (will leave)
"Якщо ти ще не займався анонiзмом, я йду до тебе.",High,offensive,colloquial and derogatory,threatening,анонiзмом
з Киівом так само,Low,neutral,informal,neutral,none
"Чому відмазують шахраїв, що не можуть пояснити звідки гроші?",Medium,accusatory,informative,critical,"відмазують, шахраїв"
I як цей Порошенко тільки встигає?,Low,questioning,informal,curious,none
"Бєсіт коли сплять всі, ти ходиш тихенько, щоб нікого не розбудити; коли спиш ти, всім все рiвно, робимо усе максимум гучно.",Medium,frustrated,colloquial,irritated,бєсіт
Чому в мене повна стрічка росіян?!,Medium,frustrated,colloquial,negative,росіян
"Ну тут хто знаєчестнояк коли, все залежить від історії цього",Low,informal,conversational and neutral,uncertain,none
"Хочу менше матюкатись, але як тут не матюкатись, коли робиться такий жах???",Medium,frustrated,colloquial,negative,"матюкатись, жах"
"Та я теж, але і так весь час дома, а там щось цікаве.",Low,neutral,informative and conversational,positive,none
"Мені здається, що на мене пожалілись моєму стоматологу, що я говорю багато.",Low,neutral,informative,concerned,none
Краще буду балакати про них за спиною,Medium,casual,colloquial,negative,за спиною
"Ой дівчата і хлоп''ята, це погано.",Low,concerned,informative and neutral,negative,погано
Бистрі ноги покарання не знають:),Low,casual,informative and neutral,light-hearted,none
"Отак спілкуєшся з хорошою людиною, все йде добре, і раптом як як скажеш якусь нісенітницю...",Low,conversational,informal,casual,нісенітницю
"Люди не як кораблi, люди як божевiльнi",Medium,cynical,metaphorical,negative,божевiльнi
"Вирядилася, на зйомки патріотичного вiдио.",Low,neutral,informative and casual,neutral,none
"Поки Порошенко незрозуміло шо робить, Юрій Луценко повертає в країну гроші Януковича, відновлює контроль держави за...",Medium,critical,informative and biased,negative,незрозуміло шо робить
"Можеш мене вважати диваком, але падкат робиться в незалежності від наявності дівчини. :)",Low,casual,informative and neutral,confident and assertive,диваком
"По Сємьйончєнко, чи Жиртрєстокабанчєнко, я вже не знаю, коротко: знімати недоторканість і закривати.",Medium,sarcastic,derogatory and informal,disrespectful,"Жиртрєстокабанчєнко, знімати недоторканість, закривати"
Одне питання: і що зроблено/планується зробити за останній час?,Low,neutral,informative,inquiring,none
"Поганий велосипед, який не їде при чому",Low,informative,neutral,frustration or disappointment,"поганий, не їде"
"ско, коли ти нормально коми ставити будеш. на твої твіти дивитись соромно.",Medium,critical,colloquial and accusatory,disapproving,соромно
"Всі це роблять, а хто говорить що не робить, робить це подвійно",Low,neutral,conversational,casual,none
"Яка різниця, котра година: аби творити щопопало, час не важливий",Low,informal,colloquial and casual,nonchalant,щопопало
Бубічьок головне не накручуй себе;) а я тебе люблю,Low,affectionate,casual,supportive,none
Чувакам в ІТ треба робити обличчя попроще.,Medium,informal,colloquial and critical,disrespectful,"чувакам, попроще"
ну блiн забув про мене,Medium,informal and frustrated,colloquial and casual,disappointment,блiн
Як же жаль тих хлопців що склали голови.,Low,somber,sympathetic and reflective,sadness,склали голови
обізвав мене вже 5-й раз.,Medium,accusatory,informal,frustrated,обізвав
"Не поїдете - обговорять, скажуть злякався.",Medium,informal,warning and judgmental,threatening,"обговорять, злякався"
який же там капець,Low,informal,colloquial,slightly negative,капец
Щоб я ше раз так їхав на фест.,Low,neutral,informal,discontent,none
"RT: Не дарма Бог забрав стать у ангелів, шоб не мали всіх навколо.",Medium,informal,conversational and suggestive,judgmental,не мали всіх навколо
"Чуваки, я вирубилася,зараз прокинулася і мені до страшно.Здається,що зараз щось завітає.І Сані не можна подзвонити(",Low,informal,colloquial,anxious,страшно
"Не думала, що боляче намагатись бути поряд коли людині все одно, або ж кохати її",Low,reflective,informative and neutral,sadness,боляче
"На майдані Руслана несе несемітницю, точно таку як в старі добрі часи",Medium,sarcastic,informal and critical,negative,несемітницю
'Чого мене не зіб''є трамвай.',Low,casual,colloquial,indifferent or resigned,none
"Ти не повіриш, але да!",Low,casual,informal,surprised,none
А навіщо переживати і нервуватись тож нікому взагалі не треба.,Low,informal,casual and reassuring,calm,"переживати, нервуватись"
"Кстатє, цього року я була настільки поганою дівчинкою, що Миколай не приніс мені навіть різочок.",Low,casual,colloquial and informal,humorous,поганою
От і я нічо А шо шо,Low,casual,informal,indifferent,none
"котики, якщо людині все одно, то все одно.і не старайтесь.",Low,dismissive,colloquial,indifferent,не старайтесь
"Донна, ну, ну!!!",Low,casual,informal,neutral,none
"Це ж руки, навчися ними користуватися!",Low,imperative,directive,frustration,none
Україна таки трошк крутить педалі (доки нє накідалі гг) але до цивілізованого світу ще iти i iти,Medium,sarcastic,informal,disparaging,"трошк, накідалі, гг, цивілізованого"
2000-й пост був про мою нестрашну морду,Low,informal,casual and colloquial,self-deprecating,мордa
Вона таки наговорила на бан.,Medium,negative,colloquial,critical,"наговорила, бан"
"Я з тих, хто чекає дедлайна, а потім надриваюсь, щоб усе встигнути.",None,casual,informative,neutral,none
"Не поважаю тих, хто думав що комусь цікаво, що там лайкають інші.",Medium,disdainful,informal,disapproving,Не поважаю
Бо це ж гра ведеться.,Low,neutral,informative,neutral,none
"капець ""Ghostbusters: Female stars confirmed""",Low,informal,casual,frustration,капець
"Мама питає як твоє самопочуття, а в тебе чоловічий статевий орган на екрані відкритий.",Medium,disapproving and uncomfortable,colloquial,embarrassment,чоловічий статевий орган
"Я просто така маленька і злобная, яка прагне привласнювати собі людей і тримати їх на повідку біля себе.",High,aggressive,negative and possessive,controlling,"злобная, привласнювати, тримати на повідку"
"Вони займаються анальним сексом, їм нема часу писати першим",High,offensive,vulgar and aggressive,disrespectful,анальним сексом
"Атлічнєнько попрацювала Безуглик на інтері,Кісєльов дав атвєточку за те,що в нього забрали програму,в шустер ще та",Low,informal,conversational and subjective,sarcastic,атвєточку
"Понаблюдала деньок за сімейним життям (сестра, її чоловік і двоє дітей) і поняла, шо нi, нi",Low,casual,informal,negative,нi
"Я увесь вечір знущався з накшталту : дали субсидію? малаццьі. Не важливо це, главноє, щто Порох в офшори вьівєл тобі тьіщщі доляров.",Medium,mocking,colloquial,dismissive,"знущався, офшори"
"Луччє я був ноунеймом, чем праслявлюсь і мене стануть показувати по тв",Low,informal,neutral,negative,"ноунеймом, праслявлюсь"
"Як людина, в якої від спеки пвь скоро повне крапати з очей, прошу грози, просто дощу з блискавками",Low,expressing discomfort,informal and expressive,frustration,none
"'відчуваю себе дивно, бо знаю цю пісню напам''ять'",Low,neutral,informal and personal,confused,дивно
"колись розкажу, але не тут, а то злетяться всякі збоченці, які почнуть дурість писати)",Medium,cautionary,colloquial and defensive,cynical,"збоченці, дурість"
"Давно на землю спустився демон, який захотів змучити людство та придумав він переїзди.",Medium,dramatic,narrative and descriptive,negative,"демон, змучити"
"(Ну або які в нас там ще є елітарні хлопці, яким власна елітарність без хлопці донецьких недостатньо елітарна)",Medium,sarcastic,colloquial,negative,недостатньо елітарна
"Щороку, чим ближче до дня народження, тим більше хочеться до нього не дожити.",High,despairing,emotional,negative,не дожити
Моя улюблена 'помаранчева' пісня - це 'Зимова спека'  #піснісвободи,Low,casual,informative and neutral,positive,none
тільки він ще і понага людина.,Medium,informal,colloquial,negative,понага
"Якщо я когось не читаю, значить я не хочу їх бачити в стрічці.",Low,straightforward,informative and assertive,neutral,none
"Лєвий мужик в телеграмі написав мені, що він здав аналізи, і що 'все добре, можна займатися любов'ю'",Low,informal,casual,relieved,none
Какова чорта нічо што я тут,Medium,aggressive,colloquial and vulgar,frustration,чорта
Ранок і час мені вставати:3,Low,neutral,informative,neutral,none
'вночі тебе б''ють монстри з-під ліжка.',High,threatening,informal,fearful,"б''ють, монстри"
"Давайте організовуйтесь, тягніть того мого коханого за вуха і їдьте до мене",High,commanding,colloquial and aggressive,hostile,"тягніть, за вуха"
ти мої думки читаєш :),Low,friendly,informal,positive,none
"А що зробив ти, придбав квартиру?",Low,inquisitive,colloquial,curious,none
"Не лайкають-погано, лайкають-теж погано. Зроби вибір, жінко",Medium,demanding,conversational,frustration,"лайкають, погано"
"Як би так смішно шуткануть, щоб усі зрозуміли як мені погано цього поганого ранку",Low,casual,conversational and expressive,negative,"погано, поганого"
Перегар ЖЕКівців аж через трубку чути,Medium,cynical,colloquial,disparaging,Перегар
А якщо целюліт?,Low,questioning,casual,neutral,none
"Хоча, спати з мужиками якось взагалі ніочєнь",Medium,informal,colloquial,disapproving,ніочєнь
"Такк ты поводишся так же як ті дівки, що зайшли до кімнати джанк",High,informal,conversational and derogatory,disapproving,"дівки, джанк"
"Накуплю собі кактусів і рому, а ви ідіть вже.",Low,dismissive,informal,dismissive,none
"Якби я палила, я б зара накурилась вусмерть.",Medium,colloquial,informal and expressive,desperate,вусмерть
"Люди, які мріють жити самі, ви нормальні?",Medium,questioning,informal,judgmental,нормальні
це не в дурнощі справа,Low,informal,colloquial and neutral,dismissive,дурнощі
Просто приходив і все одно на що Ніколи не знав того розкладу,Low,neutral,informative,indifferent,none
"Лягаєм, деремось з малою за одіяло",Low,informal,casual and colloquial,light-hearted,деремось
Я за кермом: будеш їхати чи повзти?!!,Medium,aggressive,colloquial and confrontational,impatience,повзти
Знову купила нові- а вони теж ніякі,Low,frustrated,informal and colloquial,disappointment,ніякі
Зараз згадую та відчуваю неабиякий сором: співаю-то я погано.,Low,reflective,personal and subjective,self-critical,"сором, погано"
"Хай син Порошенка відповідає :* Ну чи той людина, на кого за кордоном зареєстровано.",Medium,confrontational,informal and accusatory,aggressive,відповідає
"Слухайте музику в навушниках, А НЕ ЧЕРЕЗ ДИНАМІК",Low,directive,informative,advisory,none
"Навіть якщо ти, навіть краєм ні до того, ні до того.",Low,neutral,informative,neutral,none
"#Добриранок всім хто зара в церкві слухає батюшку як він проклинає фарисеїв, седукеїв і римлян!",Medium,sarcastic,informal and critical,negative,проклинає
Йдіть знаєте куди зі своїм холодом,Medium,aggressive,informal,dismissive,Йдіть знаєте куди
Поцілував за сідниці Кім Кардашьян,Medium,disrespectful,informal,disrespectful,сідниці
"так, спочатку Коля, тепер ти це передається недоповітряно-недокрапельно-твіттерським шляхом?",Low,sarcastic,colloquial,dismissive,none
ROCKY ROAD TO DUBLIN,None,neutral,descriptive,neutral,none
"він зрозумів, що з Україною в нього ніц не вийшло і запостив меседж про колір плаття",Low,informal,casual,frustration,ній
"Як казав Сет, ай ладн",Low,informal,colloquial,dismissive,none
Й кава у них таки погана якась.,Low,informal,opinionated and subjective,negative,погана
"Напад на конвой СБУ, що тут такого?",Medium,questioning,colloquial,challenging,Напад
2) викинути і налити вінішка.,Low,informal,colloquial,casual,none
"'Підпалювати сусіду п''ятки, поки він спить в обнімку з телефоном - приголомшливо'",High,aggressive,colloquial,violent,"Підпалювати, приголомшливо"
НАВУШНИКИ. я загубила навушники. Як можна було загубити навушники?!,Low,frustrated,informal,upset,none
ну всякі люди інші могли подобатися,Low,neutral,informative and neutral,neutral,none
Хоча я сам через раз не розумію владу і не підтримую,Low,informal,expressive,critical,"не розумію, не підтримую"
вуахаха іба нічого мене кусати!,Medium,aggressive,colloquial,hostile,"іба, кусати"
"А чому ти працювала, я тебе вже два місяці не вмикав.",Medium,condescending,informal,disrespectful,не вмикав
"Коли німці говорять німецькою, їх хочеться повалити й кохатися, коли я говорю німецькою, мене хочеться прибити табуреткою.",High,offensive,informal,aggressive,"повалити, прибити табуреткою"
"Вона настільки класна, що якби вона була мужиком, я б любила його цілодобово!",Low,casual,informal and playful,positive admiration,none
"fork - це вілка, а ножик - поняття не маю ©Алєжик",Low,informal,neutral,casual,none
Хахахах УжґдалітьІ я ото ще виправляв ото слово,Low,informal,casual and neutral,humorous,none
"Той хто казав що після відносин і любові немає дружби, брехав.",Medium,assertive,informative,critical,брехав
Дурне навчанняЯ вже почала тихо ненавидіти 11 клас -_-,Medium,negative,informal,frustration,"дурне, ненавидіти"
"' 'Легковажність, блуд і разврат'  Вованада про виставу Декамерон в ляльковому театрі",Medium,informational,informative,critical,"легковажність, блуд, разврат"
"Луччє ты б навчився йти далеко так, як це зробив тектонік",Medium,sarcastic,informal,dismissive,навчився йти далеко
нє ну в туалет то він полюбому ж хоче,Low,informal,colloquial and casual,neutral,"нє, полюбому"
"Ця спека думає, шо змусить мене вдіти майку з шортами, але ні вже.",Low,informal,colloquial,defiant,none
Це якесь знущання від розробників,Medium,critical,informative,negative,знущання
"Хто смішні картінки дівчині кидає, той її і використовує.",Medium,cynical,colloquial and cynical,negative,використовує
"порошок, не буду я за тобою бігати.",Medium,dismissive,informal and assertive,negative,порошок
"нє, просто мене пре фраза - няняня-фігня) Та й який з мене отаку?",Medium,informal and mocking,colloquial and dismissive,negative,фігня
я нічого не встигну перекласти ці тексти за 2 дні.,Low,frustrated,informative,negative,"нічого, не встигну"
Та дістали вже своїми піКардами.,Medium,frustrated,informal,annoyed,дістали
"Я а хто його знає, одного мене вже прикачала та кроватка-бук у стрічці?",Low,conversational,colloquial and unclear,confused,прикачала (overburdened or irritated)
"Я приголомшлива, як казала Камі))",Low,informal,casual,positive,none
"яка різниця хто ти за дипломом, якщо ти не хороша людина",Medium,dismissive,informative and neutral,condescending,не хороша
"Та ну нє, це ж там підписувати бумажку треба, лінь.",Low,informal,casual and colloquial,dismissive,лінь
мені в школі і не так казали,Low,informal,neutral,reflective,none
"Пора слухати величну симфонію *Ну його в баню*, а завершувати увертюрою *капець* до симфонії *Життя*",Low,conversational,colloquial,neutral,"*Ну його в баню*, *капець*"
звідки вони вобше вилізли?,Medium,informal,colloquial,derogatory,вилізли
"Знайому запросили гуляти двоє пацанів.Один - крутий чувак, з афігєнним почуттям гумору, інший - егоїст.",Low,informal,conversational,neutral,егоїст
"Де гарантія, шо цей людина не натворить дурість і після смерті?",Medium,sarcastic,colloquial and dismissive,critical,дурість
А ти не бачиш скільки разів?!,Low,frustrated,conversational and informal,annoyed,none
А ховрашки від ЗРАДИ активно вередували  і верещали щто НІЗЯ чіпати?,Medium,informal,conversational and confrontational,frustration,"ЗРАДИ, верещали, НІЗЯ чіпати"
"Карати  тра від тих починаючи, що гальмують законодавчі процеси, кінчаючи судами, схоже у повному складі.",Medium,directive,formal and critical,negative,"Карати, гальмують, судами"
"Навчись сам собі готувати, хлопець",Low,informal,informative,advisory,none
Ви набридли підміняти поняття,Medium,accusatory,conversational,frustration,"набридли, підміняти"
Ну і йти далеко,Low,informal,casual,dismissive,далеко
"Тут або Тинка, Тіна, і Крістіна як кажуть американці, ну або вже повним ім'ям",Low,informal,casual and conversational,neutral,none
"Це не лєві) а тітка, яка сама нічого толком не прожила.",Medium,dismissive,colloquial,critical,"тітка, нічого толком не прожила"
"то не росіяни, то італійці! боже ЯК Я НЕ ЛЮБЛЮ ІТАЛІЙЦІВ!!!",High,emotional,informal and expressive,negative,НЕ ЛЮБЛЮ
"Не розпуста, а «високий рівень соціосексуальної орієнтації»",Low,formal,informative,neutral,розпуста
Бути поганою людиною саме по собі не є поганою рисою.,Low,neutral,philosophical and reflective,thoughtful,поганою
"Бо пити його разом з алко дуже погана ідея, перевірено",Low,informative,colloquial,warning,погана
"А то навіть не мої слова, і не мої думки.",Low,neutral,informative,detached,none
Батюшка сказав шо митрополит це наш пастир до спасіння а метрополітен це якась штука з рельсами яка веде у теремки,Low,informal,neutral and descriptive,humorous,штука
"Але звинувачувати у проросійській позиції можуть лише повні, абсолютно нерозумні люди.",High,aggressive,informative and opinionated,negative,"повні, абсолютно нерозумні"
"Так, не здумай тільки стригтись",Low,informal,casual colloquial,disapproving,none
Чому мене тьотьою назвали?,Low,curious,informative,confused,none
Тварини нас не люблять,Low,neutral,informative,negative,не люблять
"отож і воно, гідність поламалася",Medium,informal,colloquial and negative,disappointment,поламалася
"Ваулюдина, угуДякую за настрій",Low,informal,colloquial,sarcastic,none
"не можу, в мене над головою свердлять, а я намагаюсь працювати",Low,frustration,informative,annoyed,свердлять
"Є така річ, коли ти хочеш не побачити людину, а щоб людина побачила тебе.",Low,neutral,informative,introspective,none
"Та ну лізуть і лізуть, є взагалі якісь межі цього шапіто???",Medium,frustrated,colloquial,negative,"лізуть, межі, шапіто"
Ти сильно як зміниласьДо того ти була ще терпимоюА зараз на кожному кроці хочеться тебе вдарити,High,aggressive,personal and critical,negative,"сильно, терпимою, вдарити"
"Шоб я не робила, всё якось через останнє місце",Low,frustrated,informal and colloquial,negative,останнє місце
це ж твіт лів,Low,neutral,informal,casual,none
Саме тому збирай речі і йди до них,Medium,confrontational,directive,dismissive,збирай речі і йди
"То мене якнайдалі посилали, а не його до мене.",Medium,aggressive,colloquial,resentful,посилали
Нікому навіть пожалітися не можна!,Low,frustration,informative and neutral,negative,не можна
Плач дітей - це ідеальна зброя.,Medium,sarcastic,informative and informal,negative,зброя
ой що за думки в голові,Low,informal,colloquial,curiosity,none
Та тисніть вже свої кнопки!,Medium,frustrated,informal and imperative,impatient,тисніть
Що це за цирк в Москві?)),Low,informal,conversational and casual,mocking,цирк
Дивні події відбуваються в моєму житті,Low,neutral,informative,curious,none
Що це за акція хворих органів оптом?,Medium,informal,colloquial and aggressive,derogatory,"хворих, оптом"
виступав колись перед дітьми - їм байдуже. ти для них ніхто без айфона.,Medium,critical,informative and neutral,negative,байдуже
"Тільки підпишешся на якусь цікаву людину, а вона одразу перестає твітити, знаходить собі мужика, товстіє чи починає постити нісенітницю.",Medium,informal,colloquial and derogatory,frustration,"перестає, товстіє, нісенітниця"
я йду презики купувати про всяк випадок,Low,neutral,conversational,practical,none
А от така людина...люди мають можливість митися...,Low,neutral,conversational,neutral,none
"(Як я вже хочу приїхати, а ще два тижні).",Low,expressive,informative and neutral,impatient,none
"Для всіх хто вважає, що я забагато матюкаюся наступна цитата:",Low,informal,conversational,defensive,матюкаюся
Цей кондиціонер - гомофоб!,High,aggressive,informal and derogatory,negative,гомофоб
"Ні, хіба шо поблажку і замість вовчиці - Ніно",Medium,sarcastic,colloquial,disrespectful,"поблажку, вовчиці"
Новий тєрцєц - директор Россотруднічєства Воробйов.,Low,neutral,informative and slightly informal,neutral,тєрцєц
"- Мені все рiвно, що про мене говорять.",Low,neutral,informal,indifferent,none
Пмс це взагалі не весело,Low,informal,conversational,negative,не весело
На колір та смак товариш не всяк для когось і хакслі- поганий автор,Low,informal,conversational,neutral,поганий
"Ти чо взагалi так казати, дядя?",Low,informal,conversational and casual,mildly confrontational,none
"у мене відчуття, що я ревную геть усіх.",Low,reflective,emotional,negative,ревную
Ну його з тим брезентом),Low,informal,casual,dismissive,none
"але спочатку то було не все одно, знач ти намагався щось робити, а це вже шось",Low,informal,conversational,motivational,none
"Дякую за сміх, мораль і 3 сльозини!",Low,positive,informative and neutral,appreciative,none
"блін, сам казав, шо побачив моє фото і собі захотів поставити.",Low,informal,casual conversation,neutral,блін
забув на вписці зарядку від ноута. попереду 11годинний робочий день.,Low,informal,conversational,frustrated,none
От би монетизувати своє почуття сорому за те шо роблять інші.,Low,informal,sarcastic,frustration,сорому
а мені нравПросто гріх противних не підколювати,Medium,informal,derogatory and casual,negative,"гріх, противних, підколювати"
Та іду з сльозами на очах,Low,emotional,expressive,sadness,none
На Вашу візову заяву в Консульстві забули і дуже довго сміялися,Medium,sarcastic,informal and mocking,negative,"забули, сміялися"
Я можу шльопнути по попі))))...,Medium,playful or suggestive,informal,flirtatious,none
Особливо в тексті для перекладу,Low,neutral,informative,neutral,none
"божевільна людина але ж це все цікаве розкриває, чувак!",Medium,informal,colloquial,mixed,божевільна
Але це ж ТИИИ ігнориш Це обідно.,Medium,accusatory,informal and emotional,disappointment,"ігнориш, обідно"
Ну і фіг з ним,Low,dismissive,informal,indifferent,фіг
Ахахахха Я б пішов пішки Якби дойшов,Low,humorous,informal,lighthearted,none
заспокойте хтось тимошенко. не можу вже від її коникiв.,Medium,informal,colloquial and critical,frustrated,коникiв
"ну чому, коли я пишу саме такі твіти, ти тут?",Low,questioning,conversational,curiosity,none
"Аби крові не зробили, аля тітушки вночі напалі на 12 рєдут.",Medium,aggressive,colloquial,negative,"тітушки, напалі, крові"
то кімнати в сусідньому гуртожитку...,Low,neutral,informative,neutral,none
"Не плед фігня,а ти",High,insulting,colloquial,negative,фігня
"Цікаво, чи я хоча б потраплю додому.",Low,curious,neutral,concerned,none
"ух ти ж блін, чо ви так далеко живите? мала і одужати встигне і вам їжі наготувати",Low,informal,casual and expressive,frustration,блін
"Аж передьоргує, коли шарю наскільки нерозумний",Medium,irritated,informal,negative,"передьоргує, нерозумний"
"Тому що воно було гідне, хоч і погане",Low,neutral,colloquial,mixed,погане
"Я:я в суботу ще поїду-я тебе поїду, тобі грошей ніхто не дасть.",Medium,aggressive,colloquial,negative,"я тебе поїду, тобі грошей ніхто не дасть"
"Папужки теж пролітають, бо базікають більше, ніж бабусі в черзі.",Low,informal,casual and humorous,playful,базікають
"я теж, але, той, кого хочу, або в іншій країні, або не хоче мене.",Low,reflective,conversational,disappointment,не хоче
"ну знаєш, то життя, ніхто не знає, що генетика надумає)00)",Low,casual,informal and conversational,neutral,none
"чомусь є купа адекватних людей, які після дємбєля не бухають в формі і не розказуютб як займалися з кимось коханням під Луганськом",Medium,informal,casual and slightly offensive,critical,"бухаять, займалися коханням"
Твіттер до добра не доведе .,Low,cautionary,informative,negative,не доведе
ну є такий вид фанаток яким всё равно на тебе,Medium,dismissive,colloquial,indifferent,всё равно
"якщо що, я не кохалася останній разок у березні",Low,casual,informative,neutral,none
"Знаєте шо, ідіть з вашою естетичною медициною.",Medium,dismissive,informal and confrontational,negative,ідіть
"Чи хоч Генріхом 8, інакше, що за дурнiця",Medium,dismissive,informal,negative,дурнiця
Ну то й що. я офіційно на 4 курсі і в мене є стипендія. все решта - дрібниці.,Low,casual,informative and neutral,nonchalant,none
Просто зберігаю картинки і роблю :D,Low,informal,conversational and friendly,neutral,none
чому в тебе сумління не спить?),Low,curious,informal,inquiring,none
Навiщо ти палишВона там завжди,Low,inquisitive,informal,neutral,none
"Твою на ліво, мы в першому класі брехливо розповідали, як в садочку коханням займались, а ты в 8-9",High,aggressive,colloquial and offensive,disdainful,"Твою на ліво, брехливо"
"Ні тобі мокрих трусів, ні армії фанаток.",Medium,sarcastic,informal and colloquial,discontent,"мокрих трусів, армії фанаток"
"'кошмар, з глузду з''їхати можна, що за абсурд коїться'",Medium,emotional,colloquial,frustration,"кошмар, з глузду з'їхати, абсурд"
"показавши зграї що зуби є, в порядку, гострі і мають щоденний догляд.",Low,informative,neutral,cautionary,none
не будьте лицемірами один до одного,Medium,admonishing,directive,critical,лицемірами
"Я бачу, фавить усе, де фігурують матюки",Medium,informal,informative and neutral,casual,матюки
"Всіх дістаю, всім від мене погано.",Medium,negative,informative and emotional,regret,"дістаю, погано"
А як мені відписати то Гдє тут чієс,Low,informal,neutral,confused,none
"Любиш творити погані справи, люби і вигрібати.",Medium,colloquial,informal,condemnatory,"погані, вигрібати"
"Але все одно, я жену на всіх:)",Medium,informal,colloquial,challenging or confrontational,жену
"Хто буде відповідати за те, що ти наісправлял телефон?",Low,informal,informative,concerned,наісправлял
А могла б і виділити на це осекбо я таки не поганий,Low,underhanded,informal and conversational,slightly resentful,none
Зранку як прокинусь вже ж буде готове?,Low,inquisitive,conversational,curiosity,none
"Надто багато твіттерських, яких я хочу мати.",Low,neutral,informal,curious,none
"Алік, що це таке.",Low,neutral,informative,inquisitive,none
Чувак на чорній інфініті з номерами аа 5333 сх ти поганий чоловік,Medium,informal,conversational and slightly accusatory,negative,поганий чоловік
"людина подарувала шоколадку, колега пригостила кексом.",Low,neutral,informative,positive,none
"Якщо я така погана, чого ти мені до тепер виписуєш?",Medium,confrontational,colloquial and emotional,frustrated,погана
"Ната киця, а ви бісите",Medium,informal,colloquial,disrespectful,бісите
Бо говориш незрозуміло?,Low,inquisitive,informal,confused,none
"В мене так мало друзів у цьому житті, реально, як пальців на одній руці.",Low,melancholic,personal and reflective,sadness,none
"А шукати програмістів в твітері, це як шукати дівчат в супермаркеті.",Medium,informal,colloquial and comparative,negative,шукати дівчат
"Для тих, хто знає тебе недальокім, нормальною людиною вже ніколи не будеш.",Medium,condescending,derogatory,negative,"недальоким, ніколи, не будеш"
"Стільки ненависті, шо її видерти хочеться.",Medium,emotional,informal,aggressive,"ненависті, видерти"
"у мене теж так було, потім локалізацію апстору змінив і все як має бути",Low,neutral,informative,positive,none
Сама чітка фобія - то фобофобія.,Low,informative,neutral,neutral,none
"хоча в мене жопа нічо так, але ну всього ж має бути хоча би рівномірно((",Medium,informal,colloquial and somewhat self-deprecating,self-critical,жопа
"Злися на хазяïна, який не привчив його цього не робити.",Medium,reproachful,informative,negative,"Злися, не привчив"
"вибачте,я знаю,що президента обзивати не можна,і взагалі,я вихована студентка,але Янукович--це чогось.#євромайдан",Low,informal,conversational,negative,обзивати
"Мені вот важко через те, що я впевненний що іншим плювати на мене, і навіщо їм ще один здався",Medium,disheartened,informal and emotional,negative,"важко, плювати, здався"
надра накривсяі рівненський азот переводять вніманіє на сбєрбанк.,Low,informative,formal,neutral,none
