Sentence,Negative Connotations
እንዲህ አይነት አስተያየትም ሆነ ወቀሳ የመስጠት የሞራል ብቃት የለህም። መጀመሪያ ምንም የማያዉቁ ንጹሃንን የሚያርዱ አረመኔዎችን መደገፍ አቁም።,"ወቀሳ, እርዱ, አረመኔ"
Protect_Yourself_From_Covid60 በግራም በቀኝም ከተሰለፉ የ60ዎቹ ትውልድ አባላት ጋር ያላችሁን ርዕዮተ-ዓለማዊ ርቀት ጠብቁ። እንደነዚህ ያሉ ዝተት ፖለቲከኞች,ዝተት
. ጥንቄር ብሎ ይቅር ኣለ ክክ ክ . እኔ ደግሞ ያጣ ለማኝ ተራግሞ ይሄዳል እልሃለሁኝ,"ያጣ, ተራግሞ"
ሰው ለብጤው የላከው መስሎት ይህን ወደ እኔ ሰደደው በመልክቱ ፍሩሽካነት ብስቅም የላከው ማንነት ሲገለጥብኝ ለላኪው ያለኝ አክብሮት ኢቶጲያዊ ሰብአዊ ግምት ተመሰጣጠረብኝ አሞኛል እርዱ,"ፍሩሽካነት, ብስቅም"
ወሬኛ ስድብ እና ዉሽት እንጅ ምን ታውቂያለሽ ማፈሪያ ግድ አውቅሻለሁ? ቀበሮ,"ወሬኛ, ስድብ, ዉሽት, ቀበሮ"
ቶለሳ ውሸት የሚሰጠው ሰውዬ ከእንግዲህ ወዲያ ስለማያገኝና ተመልከች ስለማይኖረው ገንዘብ ሽቀላ ወደ ኦነግ ተጨግቷል። እትዮጵያዊናት ትቶ አማረ ላይ ዘመቻ ጀምሯል ። ተጠንቀቁ ።,"ውሸት, ተጨግቷል, ዘመቻ"
አስመሳይ እባብ። የነሱን ገንዘብ እየቀማህና እያሰርክ ማን የሚታለል ያለ መስሎህ ነው? እግዚአብሔር የንፁሃንን እምባ ይፋረዳልና ቀንህን ጠብቅ። እውነትም መሽረፈት።,"አስመሳይ,እባብ, እያሰርክ, ማን የሚታለል"
ያንተ አሽቃባጭነትስ የተለየ ነው ። Dr . ሆይ አሁንስ አንተንሳይ ሊያስትውከኝ ነው ተላላኪነት ከዘርም አለ እንዴ?,"አሽቃባጭነት, ተላላኪነት, ከዘርም"
አንተ ሆዳም፣በንፁሀን ደም የደለብክ፣ከብት።እንኩዋን ባለስልጣ፣ለአሽከርነት ብቁ ያልሆንክ፣አሳማ,"ሆዳም,ደለብክ,ከብት,አሽከርነት,አሳማ"
ይቺ ዝተት አሮጊት ግን ምንድን ነው የምታጨሰው: ምን አይነት የውሻ ልጅ ናት,"ዝተት, የውሻ ልጅ"
ትናንትና እነማን ስክነት እና መረጋጋት እንዳሳዩ እነማን ደግሞ ግጭት ለመፍጠር ሲሯሯጡ እንደዋሉ ታዝባችኋል አይደል? ወዳጅ እና ጠላት እንዳይምታታብን ሁሌም መጠንቀቅ አለብን። ብስለ,"ግጭት, ጠላት"
አለሌ ሸሌ ነሽ ባክሽ እውቀት ኖሮሽ አይደለም እምታወሪው ብትጠየቂ እምትመልሽው መልስ የለሽም አፋሽ ይህንን ያክል ክፍትና ግም ከሆነ እ,"አይደለም, መልስ የለሽም, አፋሽ, ግም"
እስቲ አርፋችሁ የተጫዋቾቻችሁን ደሞዝ ክፈሉ መጀመሪያ፤ ማፈሪያዎች,ማፈሪያዎች
ለመሞቱ ደረቴ ለጥይት ሰጥቻለሁ ብለኸህ ከኮቪድ ለማምለጥ እጅህን በጓንት ስትወጠቴጥር ከባላገር በላይ ምን ልበል። ወይስ እጁን ሼባው ቆርጦታል? TPLFMustGo,"ለመሞቱ, ለጥይት, TPLFMustGo"
አንቺ ሾጥ ገና ምን አይተሽ በሰራችሁት አረመኔያዊ ስራና ግፍ የጉራጌው የጋምቤላው የሱማሌው የደቡቡ የሲዳማ ልዩ ሃይል ሁሉ ፊቱን ወደ እናንተ ያዞራል፡፡ ለ,"ሾጥ, ግፍ"
ስው አይደለህም ከስውነት የወጣህ ዘረኛ ፣ደንቆሮ፣ወንጀለኛ፣ፋሽስት ፣አስመሳይ ፣መርጦአልቃሽ ነህ።,"ስው, ዘረኛ, ደንቆሮ, ወንጀለኛ, ፋሽስት, አስመሳይ, መርጦአልቃሽ"
ባክህ ስትል ሰምታህ ነው የሚሆነው.የራሷ ሊሆን አይችልም,አይችልም
አይ ክንግዲ ሽር ሽር የለም እዛው አገር ውስጥ ተርመጥመጥ ውሻ ሬሳህ እንደ ጋዳፍ ኮልተጎተተ.ቱ ብያለው,"ተርመጥመጥ, ውሻ, ሬሳ"
አብይ ስለ ኢትዮፕያ ስለ ሰላምዋ ስለ ፍትህ ያስባል ብለን ምንጠብቅ ከሆነ . ተሸውደናል . መፅሀፉንብይሸጥ ቱልቱላ,ተሸውደናል
እነሱ የውሻ ልጅ። እባክዎን ይህንን እንደገና ይላኩ,ውሻ
ትገርማላችሁ። ችግራችን እኮ ክፉ እናንተ በላይ ብልጥ ያለ ሰለማይመሳልችሁ ነው። ያ ደደብ ያልከው በቂጥህ ብሁለት ሳምንት ዘጭ አደረገህ።,"ክፉ, ደደብ, ዘጭ"
አማርኛ መፃፍ አትችልም እንዴ? ምን እያልክ ነው በ እንግሊዝኛ፡ ንፍጣም,"አትችልም, ንፍጣም"
ብትልም መብቷ ነው:: የኦነግ ደጋፊም ብትሆ እንዲያው:: እንዳንተ ደንቆሮ መሆን ግን መብት አይደለም::ምርጫ ነው,"ደንቆሮ, እንዳንተ"
አንቺም ሾርት ሚሞሪ አለብሽ ማለት ነው ምክንያቱም የኢትዮጵያ ህዝብ በወያኔ ሲሰቃይ ምንም ሳትሉ ኡሁን የኢትዮጵያ,ሾርት
?? የት? ባንድ በኩል ጉራ ባንድ በኩል ጦርነት ይቁም ግራ ተጋባን እኮ።,ጦርነት
ማን ደደብና low IQ እንደሆነ ኮመንታችንን አይቶ ህዝብ ይፍረደን። አንተ በጣም የተማርክ ምሁር አይደለህ አይ ሽብሩ ዲጅታል ወያኔ,"ደደብ, low IQ, አይደለህ"
ለዚህ ሰውየ ያለህን ፍቅር 10 ለራስህ ወንድሞች ቢኖርህ ኖሮ ይህቺ አገር እንዲህ አይነት ውጥንቅጥ ውስጥ ባልገባች ነበር ?? ሸርሙጣ በለው I am not sure if its onl,ሸርሙጣ
ደንቆሮነትህ መለክያ የለውም እርኩስ ነው በሰው ሃዘን ምትደሰተው ሌባ,"ደንቆሮነትህ, እርኩስ, ሌባ"
የማትረባ ደንቆሮ ነህ፡፡ ትርስት ፈንዱን እኮ አብይ ቤቱን ሊሰራበት አይደለም የጠየቀህ፡፡ደሃዋን የኢትዮጵያ እናት ከሞት ለማዳን ነው፡፡,"የማትረባ, ደንቆሮ"
በፍፁም እንደ አንዳርጋቸው ያሉ ህይወታቸውን ለወገናቸው መብት በቀጥታም ሆነ በተዘዋዋሪ የሰዉ ጀግኖችን የሚያንጓጥጡትንም ከነዚሁ ቦምብ ጠፍጣፊዎች ለይቼ አላይም።,"በፍፁም, ጀግኖችን, እንዳርጋቸው, ቦምብ, ጠፍጣፊዎች"
ወያኔ ናት? ተው እባክህ? አንተን እንመን አይናችንን? የውሸት አባት የመጣው ሁሉ ጠቅላይ ቦርሳ ተሸካሚ,"ወያኔ, የውሸት, አባት, ጠቅላይ, ቦርሳ, ተሸካሚ"
ፕሮፌሰር ነኝ የሚል ሰው እና ትልቅ የትምህርት ተቋም ሲመራ የቆየ ሰው እንደዚህ አይነት የክህደት እና የባንዳነት ስራ ውስጥ መሳተፉ በጣም ያስነውራል።ለአንተ,"ክህደት,ባንዳነት"
የሆንሽ ወሸላ ምን ዶለሽ እዚህ ውስጥ . አፉፉቱ ቱልቱላ,"ወሸላ, አፉፉቱ"
የተረገመ ፕሬዚዳንት ፣ ወደ ገሃነም አምስተኛው ይሂዱ ፡፡ የሰይጣን ህፃን,"የተረገመ, ገሃነም, የሰይጣን"
እንደ ውሻ በድንጋይ ተባርረህ ይሄ ሁሉ ወሬ? ጉራ ብቻ አለ ዘፋኙ,"ውሻ, ተባርረህ"
ክፍት አፍ። ሐበሻ ላይ የለመድከውን ሌላው ላይ የሚሰራ መሰለህ? ጅል አታሰድበን አቦ,"ክፍት አፍ።, ጅል"
ስማ ተመስገን 2012 መቀሌ አንድ የህውሓት ካድሬ ደንነት 50 ህፃናት ሲደፍር ምነው ድምፁህን አልሰማንም ባንዳ ነትህን እየነገርከን ነው ፈሳም ነህ,"ባንዳ,ፈሳም"
የደናሁን አባሪ፣ አሸናፊ አካሉ ዛሬ ነገሮች ተለውጠው ይህን የሚያቀርበው ሚዲያ እኮ እኛን አሸባሪዎች ተያዙ ብሎ አውርቶብናል።,"አባሪ, አሸባሪዎች, ተያዙ"
አሁን ዶ/ር መረራ አራት ኪሎ መግባት እንጂ ስድስት ኪሎ አይፈልግም:: ስድስት ኪሎ ግባ? ጋራባሳ ሂድ,ጋራባሳ
ሀገር የሚያፈርስ እንደዚህ አይነት አምባገነን እንጂ አሜሪካ አይደለችም,"የሚያፈርስ, አምባገነን"
ኣንተ ጅል እስቲ ቅቡልነት ያለው ፓርቲ ንገረን ከ ብልጽግና ውጪ፡ ቅሌታም ነክ ባክህ ስንት,"ጅል, ቅሌታም"
ምናባክ አገባህ ኢትዮጵያ የሚከፈልህ ገንዘብ ከትንሽ ጊዜ በኃላ ይቆማል ያንጊዜ ይህን እስስት አይንህን ከኢትዮጵያ ታነሳለህ:: ባንዳ አናስተናግድም  ኢትዮጵያ,"እስስት,ባንዳ"
የሚዘፍኑትን አሮጊት ላምጣልሽ? እሱን ብዙ ግዜ Ethio360 አይተሽዋል ብዬ እገምታለሁ . አስመሳይ,አስመሳይ
እውነትሽን ነው እኔ እኮ ኬፕታውን መስሎኛል . ጅል,ጅል
መሃይም ከዚ በላይ ምን ያስባል የወደቀ ጭንቅላት ያለው ሰው ኣይፈረድበትም,የወደቀ ጭንቅላት
አብዲ ኢሌ ከአብይ ጋር አንደመርም ሕግ ከሚጥስ ጋር አንደመርምይልቁንም በትዕግስት አናልፈውም በማለት በይፋ መናገሩን ኮካዎች እያስነበቡን ነው። ጅቦቹ የሴራ ድራቸውን እያሰ,"እያስነበቡን, ጅቦቹ"
ራሱ ካድሬም አይደል እንዴ?? ካድሬን ካድሬ እንዲያወግዝ ስትጠብቅ.አሳማ ክንፍ ታወጣና ትበራለች,"አይደል, አሳማ"
ይህን ጨቅላ ፕሬዚደንት ተብዬ አስታግሰው የሰው መሀይም ኢትዮጵያ በልጆቿ ታፍራ እና ተከብራ ለዘላለም ትኑር,ጨቅላ
አንጃ የመፍጠር በሽታ የተጠናወተው factionist,"የመፍጠር በሽታ, factionist"
አብንን ከቀናት በፊትና ዛሬ ስሙን ጥላሸት ለመቀባት ያሴሩት አምባሳደር ሱሌይማን እና የሰበታ ከተማ ከንቲባ?? የወይራ ዘይት እንደቀቡት ተገንዝበዉ ይሆን? ሴራችሁ አቅጣጫ ቀይሮባችኃል።,"ጥላሸት, ቀባት"
አጭበርባሪ። አሁንስ የት ሄደብህ እዚኸው ኢትዮጵያ አይደለም ያለው?,አጭበርባሪ
በፍቃዱ የተባለው ሰው ብሎገር ለመባል ሁሉንም መቃወም ያለበት ይመስለዋል። የወያኔ የግፍ አገዛዝ እንዲህ ይናፍቃል አንዴ?,"መቃወም, የግፍ"
በደንብ ሳቅ አንተ ደነዝ የምታለቅስበት ጌዜ ቀርቧል።,"ደነዝ,የምታለቅስበት"
የበላው ነው እንዲህ የሚያደርገው : ውሻ በበላበት ይባል የለ ????,ውሻ
የ ትዊተር ዘመቻ መጀመር ይኖርብናል ገለልተኛ ነኝ ጅኒ ቆለጥ አይሰራም TPLFisTerroristGroup Genocider,"ጅኒ ቆለጥ, TPLFisTerroristGroup, Genocider"
አንተ ራስህ ምርጥ ዘረኛ አይደለህ እንዴ። የአንባቸው ጊዜ የጻፈችውን ማን የሚረሳው መሰለህ,ዘረኛ
አንተ እያለህ ያለውንም የሌለውንም የምትቀባጥር? ትግሬ ሹም ካልሆነ አልቀበልም ነው?,"የምትቀባጥር, ሹም"
አንተ ግራ ይግባህ ሀገር የክርስቲያን ብቻ አድርግ አይተህ ስለ ለመድክ ሁሌ መሰረት ብስ ወሬ እያመተህ ትደናበራለህ,"ግራ ይግባህ,ሀገር የክርስቲያን ብቻ አድርግ,እያመተህ ትደናበራለህ"
አንተ ጉራጌ ልትሆን አትችልም ከሆንክም ጉራጌን እትወክልም እኛ ጉራጌዎች እትበል ????,"አትችልም, እትወክልም"
ቀላል: አንዴ እኔን አንተ ኦነግ አለችኝ????,ኦነግ
አብሬ ተይ እንጂ መቼም የElias እጅ ነው ብለን አሽቋለጥን እንጂ ልዑል የሚሉትስ ከዮሀና ጥግም አይደርስ። ያብማይትን,አሽቋለጥን
እድሜ ልክህን እሹሩሩ እንዳልክ አይደብርህም እንዴ? እስኪ ዝም በል። የዛሬ 2/3 እንዲሁ ጀዋርንም ስታስታምም ነበር። እንዳንተ አይነት ሆዳም አማራ ነው ህዝቡን ያ,"እሹሩሩ, ዝም, ሆዳም"
ፍፁም አረጋ ዝናሽ እፕቀመሸችህ እንዴ? አንተ የሴት ልጅ ሴት ያሳደገህ ሃገርህን ሽጠህ ደግሞ አሜሪካ ትሰማኛለች ብለህ አታፍርም ሸቴ,"እፕቀመሸችህ, የሴት ልጅ, ሴት ያሳደገህ, ሽጠህ, አታፍርም, ሸቴ"
ይህማ ቤት መታ ሳይሆን ደመሰሰው ነው የሚባለው ??,"መታ, ደመሰሰ"
ወርልድ ክላስ ደንቆሮ ካድሬ ወጥቶሀል:: እንኩሮእንደ አንተ አይነት ጭራ የሚቆላ አድርባይ ለአቢይ አይጠቅምም::,"ወርልድ, ክላስ, ደንቆሮ, ጭራ, አድርባይ"
ተምረህ እንዲ የደደብክ ባትማር ምን ትል ይሆን ነበር??? አለቅላቂ,"የደደብክ, አለቅላቂ"
ምን ዋጋ አለው ወድቆ አለሁ ማለት ብቻ ጉራ ብቻ ካካሌ ሳይጠፋ ሰንበሬ ለእንዳንተ ዓይነቱ ድሮ ላይ የቆመ ሰው እውነቱን ካልተቀበለ እንዳገበገበህ የሌለችህን አገር,"ወድቆ, ጉራ, ካካሌ, የእንዳንተ ዓይነቱ"
ጨዋመሀይም ሰው እንደልቡ ነው በቤታቸው ዘምነዋል,none
ባለጌማ እንዳንተ አይነቱ ሳይጠየቅ ዘው ብሎ የሚገባ ደንቆሮ የእርጎ ዝንብ ነው።አንተ በቆምክበት ቦታ ላይ አባቷና ባባጧ ምክንያት የተገደሉ በብዙ ሺዎ,"ባለጌማ, ዘው ብሎ, ደንቆሮ, የእርጎ ዝንብ"
አንተ ማፈሪያ እንደኛው ማህበራዊ ትስስር ላይ ታለቅሳለህ ወንበር ይዘህ እንደ አንተ አይነት ሙትቻዎች ናቸው ለዚህ ያበቁት ሞት ይሻልሃል,"ማፈሪያ, ሙትቻዎች, ሞት"
ላም አለኝ በሰማይ ሆነብንኮ ሰሞኑን በሆሮ ያለው ጭፍጨፋ የማን ደካማነት ይመስልሃል? የህልም እንጀራህን ትተህ ከቻልክ መፍትሄ ስጥ,"ጭፍጨፋ, ደካማነት"
ድንጋይ ይብላ። ይሄ አተላ የስንት ምስኪን ህዝብ ነብስ አጥፍቶ እሱ በሰላም የሚኖር ይመስለዋል???,"ድንጋይ ይብላ, አጥፍቶ, አተላ"
ጁንታ ስትሆን አይመችህም። ደነዝ 27 አመት የት ነበርክ።,"ጁንታ,ደነዝ"
ኢትዮጵያ ትንሽም ትልቅም ጠላት ተነስቶባታል እና ወጣቶች ፌስቡክን ትታችሁ መከላከያን ተቀላቀሉ አብዮት አህመድ ኢትዮጵያ ትንሽም ትልቅም ጠላት የተነሳባት ትንሽ ሰው እየመራት ስ,"ጠላት, መከላከያ, አብዮት"
በስም ሸውዶ ጎል ማስቆጠር ይሉሀል ይህ ነው:: አስመሳይ:::,"ሸውዶ,አስመሳይ"
እስከ መቼ ነው ብሎ ያዘገጁት ላይ Abiy ልከስት ነው ኣሉ። ልዩ የክብር እንግዳ .,ያዘገጁት
ደጋፊ ሆነን የፈረምንልህ አስመሰልከው እኮ። ይሄን ኋላቀር ሰው እና አመለካከት የማስጠላት strategy ለትህነግም አልጠቀማትም። ማንም ሀገሩ ስትቆ,"ኋላቀር, የማስጠላት"
ኣዎ ኣሁንም ከናንተ ድጋፍ ኣይፈልግም። ድጋፍ ለሚሰጡ ብቻ መንገዱን ክፈቱ በይ ከቻልስ ካልሆነ ዝም በይ። ስትፈልጊ ሚታስሪቢው ስትፈልጊ ምታበይው ህዝብ ኣይደ,"ኣይፈልግም, ዝም በይ"
አንቺ አሳማ ነሽ በእውነት ደደብ ነሽ ለምን እንደ ቀላል ደደብ እብድ ደደብ አሳማ ብቻ ናል ትኖራለህ አንተ አሳማ ይህንን ደደብ ድርጊት አቁም እሱን ማየት አ,"አሳማ, ደደብ, እብድ"
ብልጅህን ብሚስትህን ይድረስ አንተ ሰይጣን አረሜኔ,"ሰይጣን,አረሜኔ"
ከእንተ በላይ ጎጠኛ የለም የገዛ ጎደኞችህ የተማለስክ የስልጣን ጥማት ያለብህ,"ጎጠኛ, የስልጣን ጥማት"
ሀዝብ ምንጊዜም በናንተ ምክንያት አንገቱን እንደደፋ አይቀርም . ምደረ ባንዳ,"ምክንያት, አንገቱን እንደደፋ, ምደረ ባንዳ"
ተው ባክህ?? ሃገር ለማጥቃት እንኳን የሌላ ሃገር ጦር ገብቷል እንኳን ጭፍጨፋን ለማጣራት የሚገባ ገለልተኛ አካል::,"ማጥቃት,ጭፍጨፋን"
አገር በውሸት ለማጥፋት የሚሰሩትስ ጽድቅ መሆኑነው?መልእትህ ውሃ አይቋጥርምና በደንብ አጢነው,"ውሸት,ለማጥፋት"
አንተ ፈሳም አህያ፦ መች ነው ይቅርታ ምትጠይቀው ለኤርትራውያን ስለ ኣሰብ እዚህ በመናገርህ???? ኣርፈህ ተቀመጥ ጉድጓድህን አትቆፍር የ ኤርትራን ወደብ,"ፈሳም,አህያ,ጉድጓድህን"
ሐገር ቤት ደውለህ የምትሰማው ነገር ሆረር?? ምድረ ጎጠኛ ይህን ያህል ሰው ጨፈጨፈ፣ አፈናቀለ። ኮቪድ ነፍፍፍ ሰው ጨረሰ ነው። ጌታ አቢቹ የሴት መደፈር አይግረማቹ፤ ውሃ ከሰማይ ላ,"ሆረር, ጎጠኛ, ጨፈጨፈ, አፈናቀለ, ኮቪድ ነፍፍፍ, ጨረሰ, አይግረማቹ"
ልጅ ለናቷ ምጥ አስተማረች አንተ የኢትዮጵያ ጠላት ስለ ኢትዮጵያ ልታስተምረን የፍቅር ጠላት ስለፍቅር ልትመክረን መሞከርህ ትንሽ አለማፈርህ ቢገርመኝም ኢትዮጵያ,"ጠላት, አለማፈር"
ሽንታም ትዊተር ላይ ሽለላ ላንተ ወንድነት ነው።አንተ ወንዳገረድ ወይ ፃታህን ቀይር ለነገሩ ድሮም ሚስትህን ለነስኳሬ ነበር በግብዣ የምትሰጠው,"ሽንታም, ሽለላ, ወንዳገረድ, ነስኳሬ"
ደባሪ ወሬ በዛ - በነዚህ ፈገግ በል ራስ ተፈሪ ወንድ ልጅ ወልደው ተሰማ እሸቴ ሊጎበኟቸው ሄደው «እንኳን ደስ ያለዎ . ዛሬ ወንድ ወጣዎት» አሏቸው (tese,"ደባሪ, ተፈሪ, እሸቴ"
አንተ ይሄ አወሉ የሚባል የስህተት አባት እስካሁን አለ?,የስህተት
ይቅርታ ከሰደብኩሽ:: ደደብ ሰው ለስድብ ይሮጣል ማለቴ ነው:: እንደዛ ካሰብሽ እርስሽን I agree,"ሰደብኩሽ, ደደብ, ስድብ"
ተስፋ ቆረጥሽ መሰለኝ ኣንቺ ተከፋይ። በሬ ሆይ በሬ ሆይ ነው ነገሩ።,"ቆረጥሽ,ተከፋይ"
ያንተ አይነት ጅል አይቼም አላውቅም። በቦንብ ላጠፋቹ እችላለው እያለ የኛ ህውብ ስላለ ብቻ ሌላ ትርጉም ልትሰጠው ነው?,"ጅል, ቦንብ ላጠፋ"
ናላው ይዙርበት እሱን ብሎ አናሊስት። ሮኬት ያመጠቀ መስለው እንዴ ይኼ ግም።,"ይዙርበት, ሮኬት"
ፀጉር ማስተካከል እና አገር ማስተካከል ተምታታብህ መሰለኝ ??,ተምታታብ
መስሎሀል፣ እንዳንተ ካልተምቦጣረቀ ሁሉም ጠባብ ነው ኣ?,ጠባብ
ከብዙ ኡኡታ በኋላ የመተከል ችግር ከስሩ ሊቀረፍ የተቃረበ ይመስላል ከጅምሩ በእልቂቱ የአመራሮች እጅ አለበት እያሉ ከሞት የተረፉ ተጠቂዎች በግልጽ እየተናገሩ በተደጋጋሚ ጭፍጨፋው እ,"ችግር, የተቃረበ, ጭፍጨፋው"
ስለሚሞተው ንፁሃን ይልቅ ስለስታተስ የምትጨነቅ ከሆነ አውሬውም አንተው ነህ ጊዜውና ቦታውን አላገኘህም እንጂ ንፁሃኑን ገለህ ስጋውን ትበላ ነበር ቲሽ አስመሳይነት ሲቀፍ,"አውሬው, አስመሳይነት"
አንተ ዉሻ የዉሻ ልጅ የጦንቃይ ልጅ ጠብቅ እንደዚ እንዳስለቀስከን አትቀራተም የሸርሙጣ ልጅ,"ዉሻ, የዉሻ ልጅ, የጦንቃይ ልጅ, የሸርሙጣ ልጅ"
ይሄን ከይሲ ነው እንግዲህ ድንበር ከፍተው ያስገቡት,ከፍተው
እኔ ምንም የሚያቃጥል ነገር አልገጠመኝም ሆኖም የማወራው ከመሀይምጋ እንደሁ ግልፅ ነው:: 360ን ስለማልሰማ እንዲህ ወይ እንዲያ ልልሽ አልችልም  I,"ምንም የሚያቃጥል, አልገጠመኝም"
አንተ የበሰበስክ ጁንታ፣ ወደድክም ጠላክም አብይ ጌታክ ነው፣ ዘረኛ ደንቆሮ፣ ደግሞ ቁቅን ማን በፈስ ቆጠረው?,"የበሰበስክ,ጁንታ,ጠላክ,ዘረኛ,ደንቆሮ,ቁቅን,በፈስ"
ጎራ ብቻ ??ቅድሚያ በዘሩ ብቻ ለሚጨፈጨፈው ወገንህ ድምፅ ሁን,ጎራ
ጀግኖች ናቸው፣ ይሄ ጉድ እዚህ አገር ነው ብለው ነው። የሰይጣን ስራ ይገርማል እያሉ ነው።,"ጉድ, የሰይጣን ስራ"
ለአለም አቀፍ ለሚያቶሰትሰው የኢትዮጵያ ከሀዲ መልስ ይሁንለት,ከሀዲ
አንተ ደንቆሮ ወንጀለኛ በአለም ፍርድ ቤት ተምትቆምበት ግዜ እሩቅ አይሆንም,"ደንቆሮ,ወንጀለኛ"
ቅናታም አማራ እንዳተ እራስ ወዳድ ለሆዱ አደር ለኔ ብቻ የሚል ሳይሆን ሀገር ወዳድ ህዝብ አክባሪ ታሪክ ያለው ህዝብ ነው ገባህ ጭንቅላትህ ከ ቅል ነው የተገጠመልህ አልጫ,"እራስ ወዳድ, አደር, ጭንቅላትህ, ቅል, የተገጠመልህ, አልጫ"
አረ ሌላው ሁሉ ነገር ይቅርና ህዝበ ወያኔን በሚያስጨንቅበት ሰሞን አብይን ጭራሽ ከነመፈጠሩ የሚያውቅ ሰው ነበር? የኛ ሰው አሁን ደርሶ ያለ አብይ ብሎ ጫማ የሚልሰ,ጭራሽ
ወያኔ የተባለው የዘራፊዎችና ይነብስ ገድዮች ብሌም የትግሬ - ዘረኞች ቡድን እይተንኮታኮተ ነው,"ዘራፊዎች, ይነብስ, ገድዮች, ብሌም, ዘረኞች, እይተንኮታኮተ"
አቤት ዝቅጠት ከባንዳ ድሮስ ምን ይጠበቃል መስተዋት ውስጥ ያለ ሰው ድንጋይ አይወረውርም ይባላል ቢያፈነዱት,"ዝቅጠት, ከባንዳ, ድንጋይ, ቢያፈነዱት"
የተግራይ እናት ጥራ ግራ እራሷን ሰላ ጌጠች አይንህ ደም ማላ አይደል? አንተ ስስታም አጋስስ ቡዳ የጠንቋይ ልጅ::,"ደም,ስስታም,አጋስስ,ቡዳ,የጠንቋይ ልጅ"
መቼም ይህ የአሳምነው ድምፅ ነው ብሎ ያመነ ደንቆሮ መሆን አለበት ።,ደንቆሮ
መልስ ለዚህ ዘረጦ አያስፈልግም ወንድሜ ለእነሱ መዋሸት እንደ ስራ ነው,"ዘረጦ, መዋሸት"
የበሻሻው አራዳ እረኛ ምን አለ? የምትባለውን የድሮ ነገስታት ሙድ መጠቀሙ ነው? በግብረ በላው ጫታም በኩል ይንደቀደቃል Who cares ? ሶስት መቶ ንፁሀን በግሬደር እን,"አራዳ, እረኛ, ይንደቀደቃል, Who cares?"
አንተ ጅል፤ ጅል ከመሆንህ የተነሳ በአማርኛ ነው መፈከርህን የምታሰማው,ጅል
እንኳን አብሮ አደረሰን ዶ/ር አብይ ግንለምን የለምንም ምክንያት የተሰረት ሰዎችን አትፈታቸውም ለምን የወያኔን መንገድ ትከተለህ????,ተሰረት፣ አትፈታቸውም
ያዳቆነ ሰይጣን እንዲህ በቀላሉ . እህህህ . የንፁህ ድም ሁሌም እንዳክለፈለፈ ከዛም እንዳዋረደ ነው,"ሰይጣን, እንዳክለፈለፈ, እንዳዋረደ"
ከሞት ፍርድ ወይንም ከእድሜ ይፍታህ ነፃ አውጥተው እግራቸውን አጥቦ መኖር ሲገባው የጭካኔን ጥግ ለአለም መድረክ ይዞ የመጣን ዘረኛ ደንቆሮ ስልጣን በያዘ ማግ,"ሞት, ፍርድ, ጭካኔ, ዘረኛ, ደንቆሮ"
ውይ፡ ቅሌት፡ ወርውረው፤ ጣሉት? ምን ይመስላል? ባለጌ። shame on you MartinPlaut,"ቅሌት, ወርውረው, ጣሉት?"
እኔ ወታደርም አይደለሁ ? ፖለቲካው አይመለከተኝም . ግን አብይ ጠላታችን ነው ብለን ስንል ነው አምርረን መታገል የምንችለው . ጅል,"ጠላታችን, ጅል"
ሴተኛ አዳሪዎች አንተን በሺህ እስጥፍ ይበልጡሃል። በዚህ አስተሳሰብህ ነው ሀገር ልምድ የምትለው? ማፈሪያ ተወጋዥ ባልታጣበት አለም ስራ ሰርታ ቤተሰብ ላሳደግ ያልች,"ሴተኛ, ተወጋዥ, ማፈሪያ"
ይሄ የማይመስል የደደብ ወሬ አታራብ መንግሥት ለወሬ ክፍተት አይኖረውም እንዴት ነውየምታስቡት ኧረ,የደደብ
አንተ ደደብ ከዚህ በላይ ምን አባህ እስኪፈጠር ነው ምትጠብቀው? የራስ ሰይጣን ሰይጣንነቱ ለሌላው እስከሆነ ብቻ ለኔ,"ደደብ, ሰይጣን, ሰይጣንነቱ"
ልነትማ አለን የአረዳድ እናንተ መርመጥመጥ ቅጥፈት ምናምን ምነው አለም እኮ ባንተና በመሪዎችህ ክፋትና ተን,"አረዳድ, ምናምን, ክፋት, ቅጥፈት"
ግድ የለህም ይሄ አብይ የሚባል ሰውዬ የሆነ ድግምት ነገር አለው,"ግድ, ድግምት"
አንተ የዉሻ ልጅ የጅህን ታገኛለህ ቆይ የንፁሃንን ደም አፍስሰህ በሰልም ምትኖር እንዳይመስልህ ደደብ :,"የዉሻ ልጅ, የጅህን, አፍስሰህ, ደደብ"
ወራዳማ አንተ ነህ ዘረኛ እና ሌባ የኔ ብለን ሽንጥህን ገትረህ አገር ባቆሙት ጀግና አያቶችህ ደም የተዋጀ ባን,"ወራዳማ, ዘረኛ, ሌባ"
ይኬ ስውዬ የአፍሪካ መሪ ነው ወይስ የኢትዮጽያ መሪ መቼ ነው ስለራሱ አገር የሚያወራው እድሜልኩ ከክፋት በስተቀር መልካም ነገር የማይወጣው የሰይጣን ቁራጭ,"ስውዬ, ክፋት, የሰይጣን, ቁራጭ"
