Sentence,Negative Connotations
se me ha calado el coche en la puta rampa mas heavy que he subido nunca,puta
También me quiero casar con el namjoon de cabello corto y verde  DI VI NO,None
"No intento cambiar a la gente pero si sé que das más , pues coño para que conformarte ?",coño
quien viene a ver detective pikachu conmigo aunque parezca una mierda?,mierda
"Opino lo mismo, da risa leer a los que no tienen ni puta idea",puta
Te hubise puesto una luca en el bolsillo para que me trajeras unas piscolas a la mesa,None
O hacen historias de putas y traquetos.,"putas, traquetos"
"Joder, todo muerto es bueno.","Joder, muerto"
Daniel Mendoza y Gener Usuga son tan HIJUEPUTAS la bajeza de ellos de meterse con un niño.,"HIJUEPUTAS, bajeza"
Y digo pringados porque me acuerdo del motivo por el que me bloquearon y me parto el culo de risa,pringados
"Y aquí estoy yo, hablándote primero otra maldita vez.",maldita
Como siempre las ratas son las primeras en huir.,ratas
Noooooo la concha de la tu vieja mas mal no se puede comenzar????,"concha, mal"
Sisi pienso cagarle el final a todos xq fue una mierda,"cagarle, mierda"
"Se debe estar muy pendejo para compararlos, pero se debe estar mucho más pendejo para demeritar a uno por otro.","pendejo, demeritar"
"Pobre infeliz, el no le llega ni a la suela de los zapatos a BRANDONI...",Pobre infeliz
"Es una pandemia, no comentarios para la tribuna.",ninguna
cuando se dio cuenta de la cagada que hizo😵,cagada
Otra de  “el mundo es resultado de un pedo originario”,pedo
"Si si, vete llorando ya",llorando
Por esta misma razón me resisto siempre que paja,paja
callate gil lo va a ver luana,"callate, gil"
Le pusiste sueldo de 50k a pateadores cualquiera con primas anuales hasta por si se tiraba un pedo.,"cualquiera, pedo"
Nadie querrá ser presidente de una organización criminal,criminal
Sigan con sus Maricadas de marchas para que después le echen culpa al gobierno de los aumentos de cocos-19.,Maricadas
Por culpa de aficionados como el tontopollas este se rien de nuestro equipo,tontopollas
Que paja ir al minor locooo!,paja
Me ha hecho sentir cosas coño.,coño
se va a hacer caca de tanto apretar,caca
Ni aquí ni en la quebra' de tu raja.,raja
Par de hijueputas cínicos y descarados que merecen ser extraditados,"hijueputas, cínicos, descarados"
"Salí de ahí Martínez, es pasar vergüenza al pedo","vergüenza, al pedo"
Luego coñazo absoluto lo q movera en torno a ella en redes sociales por ej.,coñazo
encontré la pistola pa los aros mmmm 5 favs y me hago uno,pistola
MALDITA DERECHA GUARDAR EL HACHA YA Y RESPETAR MÁS A NUESTROS MAGNÍFICO CIUDADANOS.,MALDITA
Qué humor de mierda manejo🤯🤯,mierda
Que caro nos salió la maldita revolución chavomadurista!,maldita
Pero le tenéis q comer la polla ah ah GRANDE CR7,comer la polla
Se ganan todo eso y muchos no hacen un culo allá.,culo
Que se puede esperar de un burro más que una patada?,"burro, patada"
Dejad de hacer puto spoiler,puto
Aue puto coraje la vd🤬🤬🤬,"puto, coraje"
"Que amigo sos eh, gil de mierda",gil de mierda
Y sin un puto dia de cárcel y con miles de muertes a sus espaldas.,puto
Pero hay veces es las que no podes garchar pero eso si podes crack,garchar
No puede ser posible que cada vez que saca un puto tema este increíblemente buenarrrdoooo,puto
"La Camila qlia me tiene chata, ansiosa de mierda, angurri.","qlia, chata, mierda, angurri"
y cuando queda leche pero no te da ni para un chupito que?,no
Trasnochar viendo películas de mierda is my passion,mierda
Otro pobre retrasado esperando su paguita. Con la que le pasa Soria no le llega... (Putos recortes) 😂,"pobre, retrasado, putos"
Mejoremos el nivel del típico chileno y sudaca por favor.,"típico chileno, sudaca"
Por qué no me mandas mi carta astral en vez de 'mierdas de google'?,mierdas
Que paja ser alérgico en tiempos de covid.,paja
No puedo llegar a ver la serie x este pelotudo y le cambio la contra de netflix 😡,pelotudo
"Con tal de irme a la mierda soy feliz, igual quería ir a Reñaca :((((((",mierda
"Jajajajajajajaja que imbécil soy, me estoy riendo en el colectivo como desquiciada","imbécil, desquiciada"
"En serio NO hagas nada malo, cabron porque ella de todo se entera.",cabron
"Extraños a mi team loco, extraño los martes y jueves de cagarnos de risa y tomar mate 😢",cagarnos
"Puede no ES un engaño, no podemos creer en este dictador comunista. CALLE hasta que se vayan","engaño, dictador comunista, CALLE"
"Uff qué tan poco me banco a los hombres la concha de mi madre, con suerte me caerán bien 5","Uff, tan poco, banco, concha, suerte"
Jamás superaré su puta risa enserio vivo enamorada JAJAJAJAJ,puta
"rivivio el árbitro con el penalti a suárez, subnormal",subnormal
cada vez que veo la corrida del pity hacía la gloria eterna lloro como un maricón,maricón
gente dejen de romper las bolas si me baño todos los días no entienden el sarcasmo acaso,romper las bolas
<Lo rápido que se fue todo a la mierda>,mierda
Que cagada es no sentirse cómodo en ningún lugar 😂,cagada
Me apetece la de dios comerme la boca pila guarro con alguien,guarro
Cállate bobo anda a teñirte bien el pelo,"cállate, bobo"
"Al darse cuenta de lo que pasaba y quien era, bajó el brazo que sostenía la pistola.—  Pero... ¿qué cojones?",cojones
Me iba a traer una wea nazi y al final no pudo un amigo,"wea, nazi"
El instrumento de aprendizaje más 'cabron' que hay es el fracaso.,cabron
Yo de él mandaba a la 💩 al Real y buscaba equipo,mandaba a la 💩
Se me fue el filtro a la mierda...,mierda
todo q m va a salir mal hoy laputamadre,"mal, laputamadre"
"Hoy tengo prueba de trabajo, csm un mierda mierda por la anto plis","csm, mierda"
"Yo no soy el hazme reír de nadie, concha de tu madre.",concha de tu madre
No eso no alcanza todos los días el mismo Hijueputa madraso.,"Hijueputa, madraso"
"esta gente se cree que ser tóxico es cool, no cabron no es cool🤨","tóxico, cabron"
"hace dos semanas q me voy a dormir todos los días mariconeando, no me canso",mariconeando
¡Pues ya está todo claro! La culpa es nuestra por haberles fallado ONE MORE TIME !!,"culpa, fallado"
Una cuna de imbéciles que se creen con el derecho de dar cátedra a su gusto.,imbéciles
Claramente te sentaste arriba de la torta porque el pelo te lo cortaron con la pija jsksjsksjs,pija
Uruuayos cagones ya les tocara venir a Chile!,cagones
"Nicolás Burdisso incompetente de mierda, trae un refuerzo como la gente o deja de hablar giladas","incompetente, mierda, giladas"
Acá ustedes tienen rabo de paja.,rabo de paja
"No salgo más, que noche de mierda",mierda
JAJAJAJAJAJA  *Se crea un Twitter y la sigue armando de a pedo,pedo
"A los que les chupa la poronga y defiende a garnero, que se vayan con el de paso GRACIAS!",chupa la poronga
"Cuando no, ese pedazo de Hpta en contra del ejército nacional.",Hpta
La Corte está llena de pura mierda.,mierda
"Si pudimos mandar a Cantora a la sobrinisima, podemos mandar a la hortera de la brilli a su casa!!",hortera
Que paja tener q hacer mi corpiño también no ?,paja
Y se me colaron unos mamertos politiqueros.,"mamertos, politiqueros"
Con 25 minutos no salvas las cagadas de todo un torneo.,cagadas
"HERNANO YO QUIERO DORMIR TAMBIEN, LA PUTA MADRE 😒",PUTA MADRE
Tanto quilombo x las entradas y fue una mierda la egresado del CAI,"quilombo, mierda"
Me emperra que a estas alturas haya negocios que no acepten pago con tarjeta... 🤬 Pinche elotero mamón.,"emperra, Pinche, mamón"
Q ahora en reemplazo de Nuria pongan a Anabel y una mierdaaaa NADIE QUIERE A ANABEL!,"mierda, NADIE QUIERE"
"Primero los que deben responder son ustedes parranda de Hijueputas asesinos, violadores.","Hijueputas, asesinos, violadores"
"Ocupamos un defensa matón, un defensa perro, agerrido y de huevos.","matón, perro, agerrido, huevos"
Este noticentro aliándose con los malditos partidos de siempre y no le dan oportunidad a los nuevos.,malditos
"Jugamos como las weas...Holgado la tubo y la pico y se la perdió, el resto a la fifa,ya perdimos.",weas
Ojalá hubieran más cosas para decirle a ese TETRAHUJUEPUTA,TETRAHUJUEPUTA
Donde putas estará Daniel Ortega?🤔,putas
Ese momento incómodo cuando crees hablar con alguien en Grindr por primera vez pero te dice que ya culearon,culearon
Así me gusta que venga gente preparada y educada en las más rancias y refinadas tradiciones.,rancias
Eso muestra la rata tan hijueputa que es Petro.,"rata, hijueputa"
En cualquier momento colapsa 🇻🇪😞,colapsa
Ella sabe cómo dejar que este emputada jajajajajajaj,emputada
"Necesitaba desahogarme con esa wea, te juro que me cae muy mal ese viejo culiao 😑","wea, mal, culiao"
"Es una victima, que diria elisa beni.",ninguna
Gran puta Tyrone Lannister sabe dar izquierdazos.,puta
Muy temprano para hablar tanta paja,paja
Decirle mierda ofende a la mierda.,mierda
Porque de eso nada que responde y se hace el pendejo.,pendejo
Para que se les acabe ese jueguito a todos esos violadores de las Farc,violadores
"La clase estuvo buena pero súper mocha a mi parecer, si consideramos que es folclore y tiene un background brutal.","mocha, brutal"
hoy hicimos esa patada que barre por abajo y pensaba: en el mortal kombat era más fácil.,ninguna
Me voy hacer la paja con arrechera y a dormir.,"paja, arrechera"
Es decir las cortes son la mierda de la institucionalidad en el país.,mierda
"Que triste, de la persona que menos lo esperaba, me hizo mierda.","triste, mierda"
"Confirmada la derrota entonces, maldita maña de a todo partido importante llamarlo 'final'",maldita
"A la mierda el orgullo, le voy a hablar  —Buenos días, vecino.",mierda
Es más fácil ganarse el baloto que conseguir un hijueputa sitp en menos de 35 min.,hijueputa
"déjala ahí amiga es siempre lo mismo, q les chupe un huevo todo lo q dicen",chupe un huevo
"Sacate la camiseta y secate las lagrimas con ella, marico. Agradece que estás presenciando historia pura, te guste o no.",marico
Así que no se venga a lavar las manos por los antecedentes de su Papito.,lavar las manos
"No sean pelotudos, porque sale en netflix se enteraron que tacumbú es un kilombo pio?","pelotudos, kilombo"
Bue pelotudo fue sin querer 💔💔 perdón jeje,pelotudo
Los mejores y los más valientes,
Por qué coño ponen solo videos hablando Koala y Míriam de la mugrepandi??????,"coño, mugrepandi"
"SI LA EBAU SOM GACELAS NOSOTROS SOMOS LEONES COÑO, VENGA A POR ELLOS COÑO",coño
que tiene que ver el feminismo con nazis de mierda,"nazis, mierda"
"Miro a mi novia y digo, qué mierda hice para merecer una persona tan buena y hermosa como vos?",mierda
Entonces anda comete un pancho cobra o un lomito de terraterra y deja de hacerte el finoli...,finoli
"Amonestación a Van Dijk, da el balón y se lleva el tobillo del maldito enano",maldito enano
oye que me suda la polla la cantidad de billetes que os han traido los reyes xd,suda la polla
Como mierda no hay viadil en esta casa!,mierda
"Si, seré esa amiga y la tía buena pal webeo",webeo
cagondios pk no tengo pruebas k sino,cagondios
Estoy de Suso hasta el mismo ojete.,ojete
No me canso de mandar a todos los grupos mi tema del pito,pito
che no quiero joder pero vi a varias pibas hablar d un escracho m podrias contar que onda?,joder
Sé que Sari tiene ganas de chingarse al Winston Fish,chingarse
Martin es mas wn que las palomas...inocente el cabro #Los80,wn
"Nadie me va a recibir, ya me imagino durmiendo cagada de frío en el banco de una plaza",cagada
Y entonces este mequetrefe cuando va para la cárcel,mequetrefe
Ese pedazo de Hpta nunca va contestar.,Hpta
"Si no quiere enterder, es usted un tremendo pedazo de weon",pedazo de weon
Quien los manda a meterse ahí.,manda
Acá hay mucho boludo pidiendo que devuelvan plata !,boludo
"U hoy o mañana sale (y daré porculo como Dio manda, por supuesto).",porculo
Hay que probarlo todo en la vida (dijo sacandose un hamster muerto del orto),"muerto, orto"
Que falta ni que nada que puta,puta
"No sé si comer, cagar, dormir o ir a misa, me siento tan confundido.",cagar
👏🏼👏🏼 gracias a ustedes el país va para la mierda.,mierda
ESOS CABRONES HUELEN EL MIEDO.,CABRONES
Era hacerlo putear al pedo.,putear
Cada quien decide en qué infierno se quema juju,"infierno, quema"
En cualquier bar de mala muerte se come rico en Baires!,mala muerte
Y el papel secundario de Gordon Pinsent es una puta maravilla!!!!,puta
"Como no encuentro Mickeys, me dedicó a mirar culos.",culos
Deje de hablar tanta mierda qué en eso si son buenos.,mierda
swiss medical y la concha de tu madre,concha de tu madre
me encanta cuando la gente no entiende una mierda y habla pelotudeces porque sí,"mierda, pelotudeces"
Sigan Saliendo parranda de Hijueputas...Sigan creyendo que esto es un juego y que son inmunes al Covid-19.,Hijueputas
La Cuarentena no sirve para un culo.,culo
"culiada para un poco, CUARTO trabajo que nos mandas en dos semanas hijadputa","culiada, hijadputa"
Los españoles ¿tenemos una paciencia infinita o somos imbéciles con avaricia?,"imbéciles, avaricia"
Tiene que ser uno muy HIJUEPUTA en este mundo para meterse con los niños de alguien.,HIJUEPUTA
"Que mierda ya es hacer ejercicio, pero bueno dios me hizo simpático pero no flaco",mierda
te podeis ir pal coño jajajaja #VzlaSeRespeta #LasCallesSonDelPueblo,coño
"No me puedo ni levantar de la cama, q gripe de mierda😷😓",mierda
"Vamos, que el Leicester tenía que venir a Madrid por cojones 😂😂",cojones
que eternas s me hacen las noches puto insomnio,puto
Gran puta... gracias a Dios que solo Messi juega bien en Arg.,puta
Quiero estar de novio pero ala vez salir de joda que mierda hago?😂💔,mierda
"tendría q dejar de escuchar canciones q me hacen mierda, tendria",mierda
Ver a Pedro el guapo de presidente y piensan que cualquier inútil puede prosperar en nuestra patria.,inútil
Las Jordan 13 de Villanueva la cagaron!,cagaron
A QUIÉN COÑO VAN A SALVAR HOY?,COÑO
Con tantos crímenes y violencia que hay por ahí van a joder a un chico laburador?,"crímenes, violencia, joder"
lo siento soy consciente de la tremenda mierda q he soltao,mierda
Y la vieja zorra no se desilusionó cómo con M Macri?,vieja zorra
Yo le camino a alguien que demuestra que le importo.,
"Habeis disfrutado los fachas, lacayos y mamones del sistema absoleto y corrupto","fachas, lacayos, mamones, absoleto, corrupto"
Hijo de puta peor me siento ahora boluda😂😂😂,"hijo de puta, boluda"
mirad qué cara de subnormal tiene,subnormal
Que paja estaría teniendo de ir al club🙄,paja
instagram me chupa un huevo quién está haciendo vivos entendiste bueno,chupa un huevo
Bue estoy re celosa de ustedes tres putos de mierda,"putos, mierda"
"Me quieren mandar por una pizza, pero pura madre si voy a ir.",pura madre
Estamos llevados del Putas y gracias a Quien?,Putas
Le sacaron los trapitos al sol.,trapitos al sol
Netflix es peor que las drogas.,"peor, drogas"
"como me va afectar tanto esto,que idiota soy",idiota
.. sólo hablando cinco minutos puedes cambiar mi puto pensamiento,puto
"AJAJAJ por la chucha, pierde seriedad el asunto",chucha
Pero en el otro video usted misma dice que las “cachacas” están treinta estratos más arriba.,ninguna
La vaina era q empecé a tirarle los perros Pa ver si podía pasar algo.,vaina
Este mamarracho es el que decía que no era muy de banderas?,mamarracho
"Eso destruyó mi alma en mil pedazos, que gonorrea.",gonorrea
Pero la gente es bruta prendiendo las plantas??,bruta
Se puede morir por sexo???,morir
Será que escuchara o leera esto para ver si hace caso y deja tanta arrogancia,arrogancia
En cualquier momento agarro una tijera y me vuelvo a hacer cagada en el pelo,cagada
"Pues llevo 6 y estoy ya hasta el coño, que no tengo.",coño
"No puedo creer que a tu pensamiento ridículo le pusieron 3 me gusta, estamos perdidos :)","ridículo, perdidos"
"Mis compañeros cuando quieren se ponen de modo ortiva como ninguno, forros😒","ortiva, forros"
Que yo no entiendo como podes pensar si te volaron la cabeza,volaron la cabeza
Jajajajajajajajajajajaja yo lo vi como 20 veces pq es que les gusta joder a esos hp 🤣,"joder, hp"
Creo que no entiende la existencia el ahorro y romperse el orto en el trabajo,romperse el orto
Puta madre no me quiero ir,Puta madre
Y un penal no fuiste capaz de meter... andate a la puta takuara,puta
Qué humor de mierda tengo hoy dios,mierda
Como me rompe las pelotas que tarden en contestar.,rompe las pelotas
Sólo estoy aquí desvelándome a lo puro pendejo.,pendejo
"Acabo de cachar que tengo un taller en la u, obligatorio ctmmmmmmm, me quiero matar","ctmmmmmmm, me quiero matar"
"El 'yo te aviso' es un 'No espere ni mierda, por que no la voy a llamar ni decir nada'.",mierda
Voy a escucharme bien cagona pero es mis amigos y yo😂,cagona
Mientras el juega con el helicóptero..pero andá INÚTIL,INÚTIL
Raro este pedazo de Hpta incitando cada semana a una marcha.,Hpta
Un beso que te gustó pero la psicópata de tu pareja te lleva echando en cara desde entonces.,psicópata
"El wey que quedó conforme,¡Puto!","wey, puto"
Pues no que en la mierda empresa esta siguen poniendo el aire acondicionado CALIENTE con 20ºC en la calle tio???,mierda
El puto amo de las bromas jajaja🤣🤣,puto
5 minutos estudiando y 3 horas pajariando...,pajariando
Despertaron al León y no saben lo que les vienen mamertos ifuegputas.,mamertos ifuegputas
"Al fina les pondremos la alfombra roja, entre aplazamientos y esta mierda.",mierda
jajajaja vení a ordenarmela vos q estar re al pedo,pedo
Carabineros ha terminado siendo una organización incompatible con la democracia,incompatible con la democracia
Jajajaja pensó que era de cuates.,
"No, si yo también iba en plan coña hasta que he visto que no era tal xD",ninguna
De verdad es necesario hacer esta cola para comer en el puto Mc??,puto
"Nooo, no es una vida de mierda, es una vida de locos.","mierda, locos"
Les tiembla el culo a ustedes que saben porque les corre.,culo
prometo agarrarte el culo asi 24/7 enviar,agarrarte el culo
"El olor a metro a las 15h me da mucho asco” Palabras de pija repelente, ni me sorprenden..#VenenoEH","asco, pija, repelente, veneno"
Por qué cojones descansó mas el Lega si acabó antes?????,cojones
"Por la chucha ni actualizar mis datos puedo en afp modelo, una mierda su pagina","chucha, mierda"
ayer hice dos andadas x el monte y me pegue el dia recogiendo basura del suelo sois unos cerdos,cerdos
QUE LINDO TU CULO MI AMOR 🙏😘🇻🇪,culo
O no compramos un coño e casa y mejor lo prendemos todos,coño
"Ajskajakakka callate tu cartuchera era una cosita de cada pueblo, igual t perdonamos are",callate
Que puta yo pensé que estaban jugando ya... ahora recién van a jugar... problemas de no entender el deporte jajaja,puta
EMPIECEN A TRANSMITIR USTEDES EN VIVO NOJODAAAA DEJEN EL MIEDO TAMBIEN,NOJODAAAA
unnnas ganas d ponerme en pedo un rato,pedo
Se me olvidó cocinar y adivinen quien hptas se acabó de quemar y no siente el pinche dedo 🙃,"quemar, hptas, pinche"
Ya q no hay colé me podes venir a ver puto de mierda 😡,"puto, mierda"
Pero que coño dice el italiano?,coño
"Para que quiero un puto novio si ya sufro extrañando y amando tanto a mi familia, no necesito más gente.",puto sufro
Piñera tiene que estar llorando por no poder ir a chuparle el pico a Trump,"llorando, chuparle el pico"
"igual alta paja dsps se me parte una y m corto todas seguro, pincho","partir, corto, pincho"
Frío de mierda me sacas las ganas de salir,mierda
"Yo estoy mil horas en pensar si tengo q sumar, dividir, o q verga hacer 🙃",verga
Si le votan a este energúmeno de verdad no aman a su ciudad.,energúmeno
"Son un chorro de Machos contra Mujer, pero voy por Josean de Comerio.",Machos
