Sentence,Negative Connotations
तो सारे सूअर इकट्ठा हो गये वो मना करता रह गया मैने नही कहा,सूअर
बहनचोद कोई लड़कियों को बेटी की नज़रों से देखता है और कोई बीवी की नज़रो से,बहनचोद
कुत्ते की पूंछ को कितने ही समय  पाईप में रख लो सीधी नही हो सकती। आपके लिए इतना ही कहना चाहेंगे,कुत्ते की पूंछ
भाई साइंस नाम की चिड़िया कभी देखे हो? पढ़े हो??,None
"ये सब कुत्तों, सुअर, गधों की सम्मिलित इंसानी औलादें हैं","कुत्तों, सुअर, गधों"
भोसडीके थोड़ा सा तो शर्म कर,भोसडीके
तेरी औकात नहीं दूसरों के बारे में कुछ भी बोलने का भड़वे,"औकात नहीं, भड़वे"
थप्पड़ नहि जूता पड़ा है कमीने को,कमीने
बहुत नीच देखे पर तेरा जैसा महानीच नहीं देखा।,"नीच, महानीच"
चुतिए अभी भी सोशल मीडिया पर रंडी रोना कर रहे है ,"चुतिए, रंडी"
इन सालो को नारा नही सुनाई दे रहा..,सालो
नीतू का बाप झिला उठा ओर बोला भोसडिके रिश्ता हम नीतू बिटिया का लाए है उसकी माँ कमला का नहि ...,भोसडिके
जिसके कारण आज तुम्हारी जैसी हरामखोर फिर बोल रही है,हरामखोर
सुअर पार्टी किसी बिल के पास करवाने के समर्थन मैं नही दिखती,सुअर
"भोसडीके तुमको मल्टी-बिलियन डॉलर का इंडस्ट्रियल पॉल्यूशन नही दिख रहा, पेसिफिक गार्बेज पैच  नही दिख रहा ?",भोसडीके
"अबे कटे लंड के औलाद, रंडी  सुन, अगर गलत को गलत मान रहे हो तो मर्यादित भाषा में टिप्पणी करो।","कटे लंड के औलाद, रंडी"
उन कुत्तों पर भी मुक़दमा होना चाहिए ।,कुत्तों
देश भूखा है और तू खाऐ मशरूम पनीर रे ओए नीच रे नीच,नीच
तुम वो रईस हो जो गरीबों से माल चूसकर कोठों पर लुटा रहे हो।,"माल चूसकर, कोठों पर लुटा रहे हो"
तुम नीच लोगों को अब भी अक़्ल नही आ रही है क्या ?,नीच
साले अपना नाम भी ठीक नहीं लिख सकते मदरसा छाप.,"साले, मदरसा छाप"
भोसड़ीके ये सब कुछ जाँच के लिये हो रहा है या चुनाव जीतने के लिये ?,भोसड़ीके
भैनचोद आत्महत्या की तैयारी कर रहा है ?,भैनचोद
भेनचोद ये गुलाबी पैंट कौन पहनता है बे,भेनचोद
ये काम अगर उसने किया होता तो तुम रन्डी रोना शुरु कर देते हरामी |,"रन्डी, हरामी"
भेनचोद झोपड़ियाँ वालो को IPhone और विमान की टिकट कौन देता है |,भेनचोद
भेनचोद दिल्ली का मालिक पूरी सरकार चलाने का ढोंग कर सकता है |,"भेनचोद, ढोंग"
भोसड़ीके अपनी टीम को खेलना नही आता और हमे गुरु ज्ञान दे रहा है।,भोसड़ीके
वरना कुत्ते और गधे खाओ ।,"कुत्ते, गधे"
इस कऊए को कोई नहीं पूछता आज कल ? भडवा है साला,"भडवा, साला"
हालत तो धोबी के कुत्ते के समान है भोसड़ीके,भosड़ीके
ओ सुन रंडी के बच्चे। मेरे से ज्यादा बोला तो तेरी रंडी मा को कोठे पे बिठा दूंगा समझा ना,"रंडी, कोठे"
"रोहित शर्मा के शतक से छुट्टी मिले तो बिहार का भी ये नज़ारा देख लेना, यहाँ भी शतक लग चुका है बच्चो की लाशों की संख्या में",लाशों
"बहुत बड़े हरामी हो यार आप, कन्फर्म हो गया",हरामी
आज जिसको देखो ज्ञान देने आ जाता है बे चुतिये,चुतिये
पाकिस्तान की गान्ड हरा चुके है आज बांग्लादेश की बारी है।,गान्ड
जभी तू इतनी नफरत करता है भेनचोद,"नफरत, भेनचोद"
भैनचोद ये कौन सा फरमान है ??? ,भैनचोद
"शैतानी सुअर, भक्ति दर्शन पढ़ लेना ||",शैतानी सुअर
रे माधरचोद क्या तेरी गांड में इतना दम नहीं की तू भड़वे अपने पापों को टेग करके ट्वीट करे,"माधरचोद, गांड, भड़वे"
तुम भी चढ़ जा और नहीं दे तो अपना लौड़ा बढाकर उसके गांड में डाल लें |,"लौड़ा, गांड"
गाली बकना पाप है   भैनचौद   ,भैनचौद
दलाल मीडिया पालतू कुत्तो की तरह भोंकना स्टार्ट कर देती है?,"दलाल, पालतू कुत्तो की तरह भोंकना"
"सुन हिजड़े, तेरी गांड मारली ओर मारते रहेंगे ||","हिजड़े, गांड मारली"
ऎसे ही सभी जगह गांड मरवाते रहते हो?,गांड
परेशानी हो रही हैं आग लगाने वाले कुछ भड़वा दलालो को ! ,"भड़वा, दलालो"
भडवे सूअर कभी तो गलत का विरोध करा करो,"भडवे, सूअर"
"सबसे ज्यादा गन्दगी फैलाते है, सुअर से बद्तर","गन्दगी, सुअर, बद्तर"
ये भड़वा साला आर्टिकल 15 देखने मे व्यस्त है,"भड़वा, साला"
"राह चलते पागल बनते हैं दोस्त, मादरचोद बोल के दारु पिलाते हैं दोस्त,","पागल, मादरचोद"
कितने भी भड़वा कमीने हो पर काम पड़ने पर हमेशा आगे रहते हैं दोस्त,"भड़वा, कमीने"
बेहोश पिस्सरा यह तो बताओ क्यूँ हुआ ?,पिस्सरा
वो रसीले होंठ और बड़े-बड़े बाल,
मोदी क्या तेरा फूफा है भेनचोद ?,भेनचोद
गुजरात के ग़द्दार निष्काशित क़ातिल IPS संजीव भट्ट को उम्र केद...!!,"ग़द्दार, निष्काशित, क़ातिल"
तो इस दोगले पत्रकार को पता नही होता,दोगले
बेटा जिस पर तू भोंक रहा है,भोंक
अपनी ट्रेनों को भी कभी चेक कर लिया करो ।।ट्रेनों के ऊपर सुअर के लिये गाली लिखते है |,"सुअर, गाली"
आप बढे आगे हम करते है इन लान्डीयो और सूअर पत्रकारो के ढीले टांके।,"लान्डीयो, सूअर"
आतिशी को गाली देने वाले नीच,"गाली, नीच"
"चुप रंडी की औलाद, मैच तू देख, तुझे जरूरत है,",चुप रंडी की औलाद
अब वो कटु भड़वा सुअर ओवेसी कहाँ चला गया।,"कटु, भड़वा, सुअर"
साले हलाला की औलाद माहोल खराब की बात करेगा थु,"साले, हलाला की औलाद, थु"
विनोद कपटी शांत है अब नहीं उछल रहा,कपटी
ऐसी गांड़ तोड़ो दल्ले की कि दोबारा ऐसी हरकत करने से पहले सोचे।,"गांड़, दल्ले"
माधर्चोद तुम्हारा काम क्या रे भड़वे,"माधर्चोद, भड़वा"
तुम तो सीएम हो अपने फूफाओ को ख़ुश करने के लिए रिपोर्ट बदलवा दो,None
फ़टी न तेरी ? सुअर की औलाद,"फ़टी, सुअर की औलाद"
तो भी होश नहीं है ? मुशचन्दे जा बहन की चुदाई कर निकल अब यहां से।,चुदाई
भोसडीके अगली बार CD बना तो लाइटिंग अच्छी लगाना !,भोसडीके
लो जी भड़वा आ गया ||,भड़वा
भेनचोद इंग्लिश फैन्स सिर्फ ताली मारने को बैठै रहते हैं।,भेनचोद
अब सेंचरी बनाना गान्ड खुजने जैसा हो गया है.......,गान्ड
आखिरकार अपनी नीच घटिया सोच को आपने परिलक्षित कर ही दिया।,"नीच, घटिया"
भोसडीके अच्छे से बोल रहा हूँ तो तुम्हारा मूड खराब हो रहा है,भोसडीके
क्या गुलाम अपनी बेगम का हलाला करवाने में व्यस्त रहता है?,गुलाम
वो दल्ली रूबीका तुम्हें याद कर रही थी उससे बात कर लेना ओके,दल्ली
भोसड़ी वाले दलाल मादरचोद निकल तेरी मां का भोसड़ा,"भोसड़ी, मादरचोद, भोसड़ा"
"मादरचौद नौकरियां तेरी माँ के भोसडे मे डाल, सही सलामत रहेंगे तो मजदुरी करके कमा सकेंगे |","मादरचौद, भोसडे"
हारामी पना अब भी कर रहा है या छोड़ दिया ?,हारामी
हरामी भारत मे बहोत तकलिफ है?,हरामी
भाजपा के दलाल| भाजपा फर्जी मुद्दों को उठाकर देश को विपरीत दिशा में ले जा रही है,"दलाल, फर्जी"
भोसडीके तेरी लड़की पैदाइशी जाहिल है।,"भोसडीके, जाहिल"
अगर पता नही लगे तो बता देना अड्रेस भेनचोद तेरे घर पर डाक से भेज दूंगा,भेनचोद
नहीं खा रहा है तो मरने दो भेनचोद को..,भेनचोद
"ये कुकूर मुत्ते की औलाद है, जो बच्चे ,महिला ,ओर बुजुर्ग पर हाथ चलता है वो भड्वा, दलाल, हैं","कुकूर मुत्ते की औलाद, भड्वा, दलाल"
ये भी हरामी है जो खुद उस संग बस में घूमता है,हरामी
शोएब चरसी अख्तर एक उभरती टीम का मजाक उड़ाते हुए,"चरसी, मजाक उड़ाते हुए"
"वह हर समय भव्य, सेक्सी और नीच चुदाई करती है।","नीच, चुदाई"
सबके सब अब मर गये सबके मुह पर ताले लटक गये अब कोई भी आवाज नहीं उठा रहा !।कुत्ते सूअर,कुत्ते सूअर
शर्म से डूब मरो हम लोगो ने जिताया अब उसके नाम पे सबका विकास कर रहे हो|,शर्म से डूब मरो
ये हरामी वही है जिसने उसको जीते जी मार डाला ||,हरामी
सब सूअर की औलाद बुद्धिजीवी सड़क पर उतरकर हंगामा कर रहे,सूअर की औलाद
सूअर सब गोल गट्टम दे दना दन कर दिया।,सूअर
न्यूज़ चलाते हो तब क्या अपनी माँ बहन बेचने निकलते हो ?,माँ बहन बेचने
सबको अपना व्यवहार दिख रही है रण्डी,रण्डी
सड़को पे उतरना  जायज़ है सुअर कहीं के?,सुअर
ये तो भडवा है।उसकी बीवी भी वही एजन्डा चला रही है।,भडवा
क्षेत्र में ऐसी घटनाएं हो तो कटुवों को जिन्दा फूंक दूंगा।,"कटुवों, फूंक"
ये हरामी चुडिया पहन नामर्द बन चुका है |,"हरामी, नामर्द"
भोसडीके तुम तो मार खाते ही रहते हो,भोसडीके
मादरचोद बांग्लादेश देश हार गई लेकिन पाकिस्तान को हारना चाहिए था ||,मादरचोद
"अबे हरामी, कमीने, चोर , बेईमान तुझे डिटेल्स पता ही नही है","अबे, हरामी, कमीने, चोर, बेईमान"
कौन बना रहा है भेनचोद ऐसे मीम. आधे घंटे से हँस रहा हूँ.,भेनचोद
"अंधभक्तों की नीच हरकत, ये चाहते ही नहीं देश में शांति","अंधभक्तों, नीच"
इस नीच के बारे में तो कहा जाता था कि बालाकोट एयर स्ट्राइक में मारा गया था फिर जिंदा कैसे हो गया यह नीच,नीच
अबे रंडी चुपचाप भाग भोसडिकी !,"अबे, रंडी, भोसडिकी"
दोनों भड़वे हो और दलाल तू पैसों का है,"भड़वे, दलाल"
नीच हरामजादे कमीने कुत्ते सुअर की नाजायज पैदाइश अपना ज्ञान अपने पास रख,नीच हरामजादे कमीने कुत्ते सुअर नाजायज
इस कुते भूषण का अपहरण कर के इसके उस जगह मिर्ची भरे जहाँ से ये कमीना.,"कुते, अपहरण, मिर्ची भरे, कमीना"
अब पत्रकार के ऊपर पेशाब कर दिया जा रहा है।,पेशाब
बेगूसराय से कन्हैया कुमार <number> लाख वोटों से हार चुका हैं! मुन्ना बलात्कार इसको कहते हैं !!,बलात्कार
चुतिये पहले अपनी फोटो तो असली रख,चुतिये
हो गया न्याय? यही होता है जब एक एक्टर नेता बनकर लोगों का चुतिया काटता है |,चुतिया
तुम क्लास जाकर अपनी इंग्लिश सुधारो भोसडीके!,भोसडीके
भड़वा ज्ञान बंद होना चाहिए,भड़वा
"चुप कर भोसडीके, कौन सा दूध का धुला है तू",भोसडीके
अभी भी समय है इनको इनकी औकात दिखा दो सारे अफसरों ।,औकात
भोसडीके एक प्रोपेर्टी डीलर ने मोटा चूना लगाया था।,भोसडीके
"बेटा धोनी के बारे में कुछ बुरा बोले ना तो,",बुरा
"हत्यारा कौन , मादरचोद काले लुंड की पैदाईश?","मादरचोद, काले लुंड"
हमलोग भाई भाई का नारा देते रहेगे और वो सुअर हरामखोर हमे बर्बाद करता रहेगा!,"सुअर, हरामखोर"
इनके बस की नहीं है यहां ब्लैक कमांडर लगा दिए जाएं फिर देखते हैं कौन सा सूअर आएगा सामने,सूअर
पहले तमीज से बात करना शिख किससे बात कर रहे.,None
तू है ही रंडी जो पैसे लेकर किसी के लिए भी कपडे उतार सकती हैं,रंडी
यह रंडी की औलाद तुम्हारे साथ क्या कर रहा है?,रंडी की औलाद
अब जा सो जा बीबी के पल्लू में ,बीबी के पल्लू
मैं बताता हूँ भोसड़ीके वो सब फिर अपनी औकात में रहेंगे।।,भोसड़ीके
अगर जयाप्रदा तवायफ है तो तुम जैसे संसद कोठों पर भड़वे न हुए?,"तवायफ, भड़वे, कोठों"
भड़वी दिल्ली के चाँदनीचौक में जो हुआ वो क्या था ?,भड़वी
तेरी बेन को चोडू भोसडीके ले उखाड़ ले जो उखाड़ सकता है।,भोसडीके
"बदज़ुबानी से बाज़ नहीं आता है, फिर रोता है कि मुझे नीच क्यों कहा","बदज़ुबानी, नीच"
और एक हम भोसडीके बैठ कर <number> घंटा सोचे थे तो दिमाग में यही आया बस। ,भोसडीके
कोर्ट के छत पर झंडा तुम सब फहराते हो तब रंडी रोना नही होता है |,रंडी
भोसडीके तुझे पानी चाहिए ? दिल्ली की यमुना नदी दिखता नही है तुजे ?,भोसडीके
इन मादरचोद को कोई बोलो की चीते का मेकअप करने के बाद भी गण्डमरी ग्यारस ही लगते हो,"मादरचोद, गण्डमरी"
सुअर ट्वीटर पे भी गन्दगी फैलाने आ गया,"सुअर, गन्दगी"
"रस्सी जल गयी, बल नही गया सच ही कहा है किसी ने कुत्ते की पूछ कभी सीधी नहीं होती","कुत्ते, पूछ"
बाद में रंडी रोना मचा दिया जाता है ||,रंडी
भड़वा सच्चाई सामने आने से इतना डरते है..,भड़वा
इन जैसे भेनचोद नेताओं को जो आज उन अफसरों को ही गालियां दे रहे हैं ।,"भेनचोद, गालियां"
"किस किस्म के प्राणी हैं ये एंकर्स, अब तो भड़वा शब्द भी छोटा लगता है।","प्राणी, भड़वा"
तो कोई रंडी के नहीं बोल रहे हैं,रंडी
भोसड़ी के डकार ले रहे हो की मुंह से पाद रहे हो,भोसड़ी
रंडी की नाजायज औलाद इस्तीफा दो,"रंडी, नाजायज औलाद"
श्रीमान हरामी आपने बेहतर संदेश दिया इस चित्र के माध्यम से.,हरामी
सावधान!  चमार  सुअर!!  में पानी भर गया है अब मोटर बंद कर दें।,"चमार, सुअर"
भाग जा भोसडिके नही तो मारूंगा.,"भोसडिके, मारूंगा"
किस तरह माँ चोद दी ये जाकर पूछ,माँ चोद
तू कौन है भैनचोद.... चल निकल यहाँ से,भैनचोद
साले तुम्हारी गांड की सारी खुजली एक ही झटके मे निकाल सकते हैं |,"साले, गांड, खुजली"
भोसडीके जिसने भी इसे इडिट किया है उसे भारत रत्न मिलना चाहिए...,भोसडीके
इनके बाप दादा भी इन्टॉलरेंस का रंडी रोना करने लगते।,रंडी रोना
"शहीद भगतसिंह, सुभाषचंद्र बोस, सावरकर, आजाद..... की मांओ ने कभी रंडी बाज नेहरु को देखने की कोशिश भी नही की",रंडी बाज
"अबे चुतियो, टोमँटो खरीदनेकी औकात नही, चल मर्सिडीज़ खरीदने, भाग भैनचोद...","अबे, चुतियो, भैनचोद"
जिसका बाप ही हरामी उसका बेटा क्या बनेगा हरामी की औलाद हरामी ही होंगी।,"हरामी, हरामी की औलाद"
गांड में घुसकर मर बहनचोद,"गांड, बहनचोद"
भांड सरकार ऐसे लोगों को टिकट देती है जिन्हें लोगों से कोई मतलब नही बस जीत से मतलब है |,भांड
अब कहाँ मर गया...शांतिदूत बोलने वाला गैंग...,मर गया
"अब क्या करोगे सोके भोसडीके, थोड़े देर में दिन निकलेगा।",भोसडीके
भेनचोद गांड मे बम घुसाकर ना फोड़ दिया तो हिंदुस्तान का मत मानना,"भेनचोद, गांड"
भारत की रंडी मीडिया के कुछ रण्डी और भड़वे एंकरों ने भारत को बहुत ही नीचे स्तर पर लाकर खड़ा कर दिया है।,"रंडी, रण्डी, भड़वे"
ये साले नमकहराम है! इन को चौराहे पर गोली मारनी चाहिए।,"साले, नमकहराम, गोली मारनी"
बोसडी के सरदाना सर कीचड़ तो तुम जैसे दलालो की ही फेलाई हुई है,"बोसडी के, दलालो"
कोई बात नहीं अफगानिस्तान तुम ने पाकिस्तान को लोहे के चने चबवा दिये उनको उनकी औकात दिखलाई है...,औकात
भेनचोद घोटाले भ्रष्टाचार पे जवाब दे,भेनचोद
"अरे शरम करो बेशरमों नामुरादों,,","बेशरमों, नामुरादों"
वह चौका मारे तब बाउंड्री से बोल लाने लुंड तुम जाता था |,लुंड
ये सारे चोर चूतिये क्या कर लेने वाले है ,चूतिये
हरामी कुत्ते को बहुत जलन हो रही होगी,"हरामी, कुत्ते"
अरे भाई कोई मर्द है जो इस रंडी को सबक सिखा सके,रंडी
"गिरी हुई सोच और कुत्ते दुम है ये, इसलिये अपने आप को इनका बाप समझो","गिरी हुई सोच, कुत्ते, बाप समझो"
बहुत ही नीच औऱ घटिया ट्वीट,"नीच, घटिया"
"भोसडीके तनि बनारसी बोल दो ,चलो बनारसी न सही हिंदी में बोल दो ।",भोसडीके
आदरणीय हरामी सुवर सरदाना कैसे हो ?,"हरामी, सुवर"
"नेता और उनकी राजनीति अपनी जगह है, वो सब तो साले होते ही हैं हरामी।",साले हरामी
"मादरजात, हर बात में भाजपा को बीच में क्यूं ले आता है",मादरजात
औकात नहीं है पैदल चलने की बातें फेंक रहा है बड़ी-बड़ी,औकात नहीं
"भौसड़ीके, निर्दोष लोगों को मारने वाला तेरा मौसा लगता है",भौसड़ीके
गलती से कोई नॉन ब्राह्मण किसी मंदिर का पुजारी बन जाये मादरचोद ||,मादरचोद
अब तक किसी और ने यही किया होता तो रण्डी रोना कर दिया होता।,रण्डी
"अरे भोसडीके, उसको मार के भगा दिया था, तब अपनी अम्मी की चादर में था क्या तू,",भोसडीके
"बेग़ैरत साले, अपने मैच जीत लेते तो इतनी गांड ना मरवानी  तुम लोगों को","बेग़ैरत, साले, गांड, मरवानी"
"नाम लिख दे, डर क्यों रहा है भोसड़ीके |",भोसड़ीके
फिर भी कुछ घटिया पत्रकार रंडी रोना क्यों करते है ?,"घटिया, रंडी"
खुद भडवा बनकर  घूम रहा  है  ।।,भडवा
एक सूअर दूसरों को दिल्ली से दूर ले जा रहा है..,सूअर
इतनी नमक हरामी लाते कहा से हो ?!,नमक हरामी
उच्च पदो में बैठकर शोषन अन्याय अत्याचार करने वाले लोग नपुंशक बांझ या फिर भड़वा भड़वी लोग ही ज्यादेतर होंगे,"शोषन, अन्याय, अत्याचार, नपुंशक, बांझ, भड़वा, भड़वी"
भड़वे की पैदाइस साले कौन सियासत कर रहा है ?,भड़वे
तुम हरामी जहां से आये वहां चले जाओ,हरामी
क्या कोई बात सकता है भोसडीका ठीक है ??,भोसडीका
ये सुअर तो कुछ और ही बता रहा है जनाब ठेकेदार जी,सुअर
सुअर जिस थाली में खाते उसी में छेद करते।,सुअर
इस हरामी को बड़ा भाईचारा नज़र आ रहा है,हरामी
तुम लोग दस जनपथ के दलाल हो,दलाल
भडवा है तू समझा दो टके लफगा है |,"भडवा, लफगा"
क्यो रे गांडू ग्रीन कलर चाहिये था क्या तुझे... रंडी के..,"गांडू, रंडी"
"रही बात गाय की या तेरी , या मेरी सभी इस दुनिया में भी चूत से हो ऐ है । तू सायद अपने बाप की गांड से आई हो |","चूत, गांड"
बीच मै मता ला भैनचोद  ..समझी रंडी,"भैनचोद, रंडी"
क्यो रे हरामखोरो ये घटनाये तुम लोगो को ना दिखती क्या ?,हरामखोरो
कितना बड़ा मादरचोद है तु,मादरचोद
ममता बनर्जी ने लोकतंत्र के हत्यारों को आईना दिखा दिया है |,हत्यारों
बहनचोद अनुभव तू तो भड़वा फिल्म में दिखाया है भड़वागिरी??,"बहनचोद, भड़वा, भड़वागिरी"
देखो कुत्तो सुअरो इसपर भी तो कुछ बोलो सुअरो,"कुत्तो, सुअरो"
अरै ओ ढोंगी पाखंडी ठग गिरोह के कैसे हो ?,ढोंगी पाखंडी ठग
तो फिर हरामी वाले काम क्यू करते हो,हरामी
अगर आप BJP वाले नही है तो आजाद देश मे गुलाम बनके जिओ।,गुलाम
ये चुतिया फालतू की बकवास कर रहा हे भदौरिया भड़वा..,"चुतिया, भड़वा"
अबे कमीने तेरे जैसे हरामी का इलाज मुझे अच्छी तरह आता है |,"कमीने, हरामी"
मजहब देख कर कैंडल मार्च निकालने वालो  तुमसे अच्छे तो कुत्ते है,कुत्ते
भोंसड़ी के कैसी इज्जत देते हो बे?,भोंसड़ी
"ये मीडीया का कमीनापन था,,,",कमीनापन
सबके सब फटी हुई हाथ में लिए घूम रहे हैं ||,फटी हुई
तो  तू जाके खेल ले भोसडीके।,भोसडीके
ये इसकी ठुकाई करवावे मादरचोद,मादरचोद
क्या मालूम भोसडीके अपनी मां बहनों को भी ऐसे ही बोलता हो रंडी !!,भोसडीके रंडी
ज़िंदगी की यही रीत हैं..!  पीठ पीछे सब कमीने  और सामने सब स्वीट हैं..!  ,कमीने
चुप भोंसड़ी के भड़वे साले,"भोंसड़ी, भड़वे, साले"
हिम्मत है तो BJP वालों को टेग कर तेरे को छट्टि का दूध याद दिला देंगे।,छट्टि का दूध
भोसडीके अनसन पर बैठा है और बहुत जल्द निपटने बाला है |,भोसडीके
हिजड़े कुत्ते की तरह क्यो भौक रहां है ?,"हिजड़े कुत्ते, भौक"
सही है सुअर सुअर ही होता है |,सुअर
दुनिया में कुछ माधरचोद ऐसे है जो बिना पानी के इंसान का खून पी के रह सकते है..,माधरचोद
कभी सूअर मीडिया  ओर उन जैसा गधा मीडिया यह नहीं पूछेगा,"सूअर, गधा"
इनको जूता क्यों मारोगे भोसडी वालों ?  जूता उसको मारो जो तुमको नीच बोला।,"जूता, भोसडी, नीच"
न्यूज चैनलो से अनुरोध है की इस हरामी की पुरी कविता दिखाई जाये।,हरामी
अगर तेरी झंडू टीम 8 मे 1 मैच हारी होती ना तोह तू ये स्पोर्ट्समैनशिप नही देख रहा होता चूतिये।,"झंडू, चूतिये"
"मादरचोद साले कटवे, एक चोर के लिये इतना रो रहे हो","मादरचोद, साले, कटवे, चोर"
कमीने कहेते है की सरकार की वजा से बेरोजगार बैठे है,कमीने
हरामी। हमे लाइफ में जो करना है हम वो करेंगे तो अपना देख भड़वे ,"हरामी, भड़वे"
मादरचोद किसका गू खाकर आये हुए?,"मादरचोद, गू"
चूतिये लोग आतंकवाद भी करे और दुसरो को बदनाम भी .,चूतिये
चाँदनी चौक से प्रधानमंत्री आफिस कितना दूर है हो गया छल में छेद कि और भी कुछ वाकी है ?,"छल, छेद"
शर्म आनी चाहिए आप लोगों को ये देश वीर जवानों का है. इन माधरचोद नेताओं का नहीं,माधरचोद
तुम जैसे नीच को देशद्रोही की बात करनी ही नहीं चाहिए ।,"नीच, देशद्रोही"
चल निकल तेरी मां की चूत भोसडीके,"चूत, भोसडीके"
मुंह में दहीं जम जायेगा। भडवा बोलेगा तक नहीं,भडवा
ये भी एक प्रकार का आरक्षण ही है । <number> रुपये महीना। बिना किसी काम को किये।  कमीने,कमीने
लग रहा है कि मुम्बई पुलिस की तरह ही दिल्ली पुलिस भी मादरचोद हो चुकी है।,मादरचोद
"जो रंडी रोना चालू हुआ है, ये सिलसिला बंध होना चाहिए",रंडी
तू भी तो भड़वा गरीब ही है भाया। तेरे पास तो <number> करोड़ भी नहीं।,"भड़वा, गरीब"
साले  भडवे के  घर  हरामी ही पैदा होगा  ।जैसा  तू  वैसा  तेरी औलाद ।।,"साले, भडवे, हरामी"
नौटकिबाजी करना कोई इस हलाल की पैदाइश से सिखे   रंडी हरामी,"हलाल, रंडी, हरामी"
बॉलीवुड की रुदालियों अफीम लेकर कहां पड़ी हो ?,रुदालियों
लड़का ; पापा पोकेट मनी बढ़ा दो जिम जोईन करना है ....  बाप ; आंड़ खुजाते बोला ... भोसडिके बाथरूम को तो जिम बना रखा है,भोसडिके
अरे बकचोद अपना ज्ञान अपने पास रख,बकचोद
"अबे तो चोदू, पुलिस तो है ना, तो क्यो रंडी रोना कर रहा है","अबे, चोदू, रंडी रोना"
अगर वो ऐक्टिंग छोड़ रही है़ तो तुझे कीड़े काहे कुलबुला रहे हैं,कीड़े
जब तक इन बहनचोद को गांड न तोड़ी जाए तब तक ये लोग नही सुधरेंगे,"बहनचोद, गांड"
ये तो एक भड़वा ही कर सकता है |,भड़वा
आप लौड़े ने अधिकार छीने और हमने अधिकार दिए हैं,लौड़े
"हॉस्पिटलो मे न आक्सीजन, न डॉक्टर न पर्याप्त बेड और जिम्मेदार अगस्त और प्राकृतिक है। बेशर्म!",बेशर्म
अगर पिछवाड़े मे ना डाल दूं तो कहना,पिछवाड़े
"मानसिक संतुलन बिगड़ गया तुंहारा इसीलिए बोला था ज्यादा चरस वाली मूत पियोगे तो पप्पू जैसे बोलेगा परिणाम सामने है ,","चरस, मूत, पप्पू"
असल मे वह अपराधी था  ओर मुझे समझ ने नही आ रहा है तुम मादरचोद अपराधी का साथ कियु दे रहे?,मादरचोद
अजी ये गाँड फ़टी का भड़वा है,"गांड, फ़टी, भड़वा"
आज के बाद उसका नाम तमीज से लेना वरना तुम्हारी मां चोद,मां चोद
बेशर्म प्रधानमंत्री और मुख्यमंत्री खामोश है और उनसे भी महा बेशर्म वो है जो आज भी सरकार के ख़िलाफ़ आवाज नही उठा सकते!!!,"बेशर्म, महा बेशर्म"
सभ्यता कहा है? भेनचोद बताया भी नही।,भेनचोद
चाय पिलाकर झूठ सुना कर कब तक नफरत बचेगा भोसड़ी के,भोसड़ी
जब किस्मत में ही लिखा है गर्मी में मरना गांड ,गांड
अरे बेवकूफ औरत जाहिल मंदबुद्धि इस हार में भी हिंदुस्तान की जीत है समझी पाखंडी,"बेवकूफ, जाहिल, मंदबुद्धि, पाखंडी"
इमरान सबूत बाद मे मागंना पहले ईन कुतो की जबान पर लगाम ला।,कुतो
इस हरामि को कहां से पकड़ लिया?,हरामि
गजब बुमराह डंडा गाँड़ में घुसा दिया,गाँड़
"अगर इतना ही दम है तो खुद सजा दो यहाँ शेर न बनो, भेनचोद चारो तरफ बकचोदी","भेनचोद, बकचोदी"
भोस डी के ये लोग कभी नही सुधारेंगे,भोस डी के
लुंड पे रखता हु तू दल्लो की धमकिया..,"लुंड, दल्लो"
आप का एक बड़ा हिस्सा नमक हरामी करने में लगा है और ये आईने की तरह सच है.,नमक हरामी
हिजड़ा फेकू कया कर रहा है?,हिजड़ा
भोसडीके लिस्ट मे साध्वी प्रज्ञा_ठाकुर है?,भोसडीके
लेकिन ऐसा भी कंही नही लिखा कि दूसरे धर्म की हम गांड मार ले ।,गांड मार
तरस आता है उन भडुओं पर चमचे।,"भडुओं, चमचे"
ये इतनी बडी रंडी है की इसको कितना भी गाली दो इसे कोई फर्क नहीं पड़ता,"रंडी, गाली"
वाह भेनचोद क्या डबिंग है,भेनचोद
क्या यही दृश्य देखने के लिए हमनें चुना था इस फासीवादी सरकार को!,फासीवादी
भाग भोसडिके... लवड़े तू युसेन बोल्ट तो है नहि जो मेरथोन दौड़ अमरीका निकल जाएगा । घर ही निकल ले,"भोसडिके, लवड़े"
अब कहा मर गए वो मोबलीचिंग पर रंडी रोना रोने वाले ।,"मर, रंडी"
नमस्ते पाऊ लागु गुरूजी चुतिये आखिर अपनी औकात दिखा ही दी ना ?,चुतिये
कहां गए साला बुद्धिजीवी लोग?,साला
अगर घपला हुआ है उसकी जांच होगी FIR होगी उसके बाद जेल में दाल खाने जाना होता है,घपला जेल दाल खाने
धोनी देख क्या रहा है एक आद की गांड़ पे लात मार,गांड़
तब दलाल मीडिया गायब था। ,दलाल
साली जी उस <number> साल की बच्ची ने तो किसी को नही मारा था,साली
भडवा तेरी औकात क्या है रे तू एक ढोंगी पाखंडी ठग है समझा संघी खटमल,"भडवा, औकात, ढोंगी, पाखंडी, ठग, संघी खटमल"
