Sentence,Negative Connotations
"В мене так мало грьобаних друзів у цьому сраному житті, реально, як пальців на одній руці.","грьобаних, сраному"
бо говориш з хуйом в роті?,хуйом
"Ната киця, а ви скотини йобані, бісите.",скотини йобані
"Якщо я така херова, чого ти мені до тепер виписуєш?",херова
Чувак на чорній Інфініті з номером АА 5333 СХ - мудак.,мудак
"Всіх зайобую, всім від мене хуйово.","зайобую, хуйово"
"- Алік, що за хуйня.",хуйня
"Надто багато твіттерських, яких я хочу трахнути.",трахнути
Зранку як прокинусь вже ж буде готове?,
А могла б і виділити на це 0секБо я таки не хуйовий,хуйовий
"Хто відповідатиме за ту хуйню, що ти навиправляв, телефон йобаний?","хуйню, йобаний"
"Але похуй, я жену на всіх:)",похуй
"Любиш творити хуйню, люби і вигрібати.",хуйню
А як мені відписати то хуйГдє тут чієс,хуй
Ну і іді в сраку,"іді, сраку"
"А ще, якщо ти працюєш в медіа, то май яйця не транслювати власну упередженість в ефір, мудло ти вузьколобе.","мудло, вузьколобе"
"Ми кажемо бірмікс, розуміємо хуйня",хуйня
"ви знаєте, як сплять старі гаї?ще взнаєте, суки.павло тичина.",суки
да я вже так блять і зробив,блять
"Не трахайте дівок, які не можуть наспівати пару пісень Лінди.","трахайте, дівок"
" і сука, він такий уйобок.","сука, уйобок"
"Фу блять, можна якогось відмінити всі секси, наче їх ніколи й не було?",Фу блять
"Як же важко забити хуй на того, хто давно забив його на тебе.",хуй
Пропагандисти в ОРДЛО почали перекладати свої висери угорською.,висери
"Але якщо тій людині похуй на мене, то що я зроблю.",похуй
"Якби ще мізки не трахали і що таке гігієна з самостійністю знали, то взагалі зашибісь)",мізки не трахали
"Звісно, після цього дізер почне мені пхати різну хуйню з 80их, але втриматись неможливо",хуйню
"Самі дрочите , то явно не злизуєте потім, а як дівчина, то всьооооо, ти мене не любиш.",дрочите
"бля( ні, ну як так можна!",бля
Бо життя хуйня якась суцільна,хуйня
"Навіть, коли ти хлопця хочеш мати як пару, впершу чергу він має бути другом, бо інакше це пизда на вітер.",пизда
Та сука перезавантажся й не зайобуй вже,"сука, зайобуй"
"бля, я йду в черниці.",бля
Може це для різноманітності перестати поводитися як мудак і ображати людей?,"мудак, ображати"
Зачєм люди полюють на тварин?,
"Досі так незручно, це просто пиздець, вчасно я в Карму прийшов канєшн",пиздець
"Блін, ну оце ж не можу не спизданути зайвого.","Блін, спизданути"
"Нідерландець, йопта, тут тобі не Тєхас",йопта
та я нарешті ту шарагу блядську закінчу і від липня я вся твоя),"шарагу, блядську"
"ну 7 +-, поки ще дойшовтака хуйня",хуйня
"думала, шо то сніг блять",блять
"бляха, у мене тут все зашкварилось просто ааааааааааааа","бляха, зашкварилось"
"'Тре почати ламати їм кінцівки, щоб нікуди не з''їбалися, мразі.'","ламати, з''їбалися, мразі"
"Сука, з 6ї ранку, ледве прокинувшись, починає зайобувати.","Сука, зайобувати"
"хуй з вами, а я спатина добранічз.і. і вибачте з матюги, без них сьогодні ніяк","хуй, матюги"
"У всіх є такий фармацевт нахуй( Ну, чи був.",нахуй
"терпи чувак, з алергією схожа срань",срань
смотріт как на говно,говно
"бля, Ді, шо ти робиш?",бля
"Тепер у мене нічого не включається **Тільки не пишіть що мудак, бо все мало бути.",мудак
Лєра посилає то все нахуй і об 11-й вечора сидітиме вдома за великим горням карпатського чаю і вчитиме),нахуй
"а в Львові, то ж блять вважай БігТвіттор із вочінг ю)))",блять
Якась хуйня дереться мені у вікно.,хуйня
Ваша мораль нікому нахуй не тре.,нахуй
"блять. як харить, коли тебе постійно використовують впродовж місяця. по - стій - но. навіть попри ''''розуміння'''' твоїх проблем. здохніть.","блять, харить, здохніть"
"от шо значіть стараться, коли дєлаєш хуйню.",хуйню
"Ану признавайтесь, засранці, хто грушки наші поїв і мій одяг вкрав?)",засранці
"Ти такий дурень, що навіть це не зміг зробити",дурень
"Наді мною тре стояти і пиздити палкою, шоб я шось робила.",пиздити
"В Україні хєрово жити, бідна і роздовбана країна, не то шо Європа.","хєрово, бідна, роздовбана"
"Твою на ліво, я так кожного сранку прокидаюся і без жахіть.",сранку
"Ахаха, бляНє, я краще сам якось",бляНє
"охбляха, воно ше і затвітило)",охбляха
ну й лох же ти) Скільки сторінок?,лох
Ну і нахуя ти зареєструвалася у твіттері?,нахуя
"Уявляю, у якому пиздеці ми б жили, якби у нас корупції не було.",пиздеці
"та, тісто - то жопа :D Більше подобається м'ясне готувати.",жопа
"Ну звичайно, я додому тільки заради одного катаюсь. блядство",блядство
"бля, це часом не чувак з інстаграму?",бля
"бля, піду шолі на манікюртільки мамка дасть пізди, коли взнає, шо я зробила гель-лак :с","бля, дасть пізди"
"Але мудак нелицемірний, з переконаннями і відвагою.",мудак
Мені до цього жопу ножем тільки з моєї згоди різали.,"жопу, ножем"
"надвігающійся, як жопа, дедлайн, знаєтє-лі, стимулює...",жопа
"а шо там з тим хлопом, якому ти зізналася, шо хотіла б його трахнути?))",трахнути
"Блять, да заїбали обертатись на мене в маршрутці.","Блять, заїбали"
"Бля я їбав, дай сігарєту, ну його нахуй","Бля, їбав, нахуй"
Я сьогодні лох з лохів.,"лох, лохів"
Та щось ніхуя не знаходиться.,ніхуя
"Ну привіт вечір, зараз я тебе бездарно проїбу.",проїбу
"Я: АХАХАХАХАХАХАХАХ * і ще довго істерично ржу, ібо дофіга всякого*",дофіга
"Читаєш, і ніби це ти сдихаєш від незрозумілої хуйні, а не головний герой.",хуйні
"Маємо судження: всі люди – люди, деякі люди – кур'єри, деякі кур'єри – гандони.",гандони
"Я,бля,якийсь лузер,знов все пропустила,киньте вже мені те фото!ну будь ласка,будьте людьми))","бля, лузер"
"Ви дрібні, дешеві нікчемні та страшні бляді, що відразу пильнули, як тільки гроші попали до рук.","дрібні, дешеві, нікчемні, страшні, бляді"
не розумію чому я ржу з цієї хуйні.,хуйні
я розуміють коли дівчатка обирають мудаків.,мудаків
Чому пуштуна чекає анал та пляшка?,анал
"- Ні, блядь, бінарна сполука.",блядь
Настільки хуйово що я б не здивувалася якби зараз випав мокрий сніг,хуйово
"Доречі, мразь, я не бачу синьої галочки верефікації твітора на твоєму акку, бот.","мразь, бот"
"Напевно, потрібно починати забивати хуй на нихЩо я, власне, і буду намагатись робити",хуи
Замело мою Хацапетівку к хуям.,хуям
В смислі блять не хоче?,блять
"ух ти ж блядь, чо ви так далеко живите? мала і одужати встигне і вам їжі наготувати",блядь
"Хто смішні картінки дівчині кидає, той її і трахає.",трахає
"Цікаво, чи я хоча б потраплю додому, блять.",блять
ROCKY ROAD TO DUBLIN бляяяяя,бляяяяя
"так, блятьспочатку Коля, тепер тице передається недоповітряно-недокрапельно-твіттерським шляхом?",блять
Поцілував за жопу Кім Кардашьян,жопу
Йдіть в сраку зі своїм холодом.,сраку
"#Добриранок всім хто зара в церкві слухає батюшку як він проклинає фарисеїв-підарасів, седукеїв-гівнолизів і злоїбучих римлян-зоофілів!","підарасів, гівнолизів, злоїбучих, зоофілів"
"Навіть якщо ти, сука, навіть краєм ні до того, ні до того.",сука
"Хай син Порошенка відповідає :* Ну чи той лох, на кого за кордоном зареєстровано.",лох
"Накуплю собі кактусів і рому, а ви ідіть нахуй.",нахуй
Зараз згадую та відчуваю неабиякий сором: співаю-то я хуйово.,хуйово
Знову купила нові - а вони теж хуйня.,хуйня
Я за кермом: блять сука ти гандон тупий будеш їхати чи повзти?!!,"блять, сука, гандон, тупий"
"Лягаєм,пиздимось  з малою за одіяло",пиздимось
Просто приходив і похуй на щоНіколи не знав того розкладу,похуй
це не в мудильності справа,мудильності
"Люди, які мріють жити самі, ви єбануті?",єбануті
"Якби я палила, я б зара к хєрам накурилась вусмерть.",хєрам
"хуйло зрозумів, що з Україною в нього ніц не вийшло і запостив меседж про колір плаття",хуйло
"Як казав Сет, ай похуй",похуй
Й кава у них таки хуйова якась,хуйова
"Напад на конвой СБУ, хулі тут такого.",хулі
нє ну ссать то він полюбому ж хоче,ссать
"Луччє ти б навчився йти на хуй так, як це зробив Тектонік.",йти на хуй
"Блядство, шлюхи і разврат Вованада про виставу Декамерон в ляльковому театрі","Блядство, шлюхи, разврат"
Срань-срань-сраньДурне навчанняЯ вже почала тихо ненавидіти 11 клас -_-,"Срань, дурне, ненавидіти"
"Той хто казав що після відносин і любові немає дружби, пиздів.",пиздів
Хахахах блятьУжґдалітьІ я ото ще виправляв ото слово,блять
"fork - це вілка, а ножик - це хуйожик©Алєжик",хуйожик
"Вона настільки охуєнна, що якби вона була мужиком, я б трахала його цілодобово!","охуєнна, трахала"
"Коли німці говорять німецькою, їх хочеться повалити й трахати, коли я говорю німецькою, мене хочеться прибити табуреткою.","повалити, трахати, прибити табуреткою"
"А хулі ти працювала, суко, я тебе вже два місяці не вмикав.","хулі, суко"
вуахаха іба нєхуй мене кусати скотина!,"іба, нєхуй, скотина"
Хоча я сам через раз не розумію владу і ніхуя не підтримую,ніхуя
"НАВУШНИКИ. я загубила навушники.курва мать, як можна було загубити навушники?!",курва мать
"Підпалювати сусіду п'ятки, поки це чмо спить в обнімку з телефоном - ахуєнно","чмо, ахуєнно"
2) викинути нахуй і налити вінішка.,нахуй
"Слухайте музику в навушниках, А НЕ ЧЕРЕЗ ДИНАМІК БЛЯТЬ!",блять
"Бля, так ти поводишся так же як ті курви, що зайшли до кімнати Джанк...","Бля, курви"
"Хоча блять, спати з мужиками якось взагалі ніочєнь.","блять, ніочєнь"
а якщо жопа в целюліті?,жопа
"Атлічнєнько попрацювала Безуглик на інтері,Кісєльов рубанув атвєточку за те,що в нього забрали програму,в шустер блядь ще та",блядь
"Вони довбляться в сраку, їм нема часу писати першим",довбляться в сраку
"Я просто маленька злобна мразь, яка прагне привласнювати собі людей і тримати їх на повідку біля себе.","злобна мразь, привласнювати собі людей, тримати їх на повідку"
"Мама питає як твоє самопочуття, а в тебе хуй на екрані відкритий.",хуй
Бо це ж сука гра ведеться.,сука
"Ссала на їбало того, хто думав, що комусь цікаво, що там лайкають інші.","Ссала, їбало"
"Я з тих, хто чекає дедлайна, а потім жопе нада надривать, щоб всьо успєть.",жопе
"бляха, 2000-й пост був про мою нестрашну морду","бляха, морду"
"Чого мене, блять, не зіб'є їбаний трамвай.","блять, їбаний"
Україна таки трошк крутить педалі (доки нє накідалі гг) але до цивілізованого світу ще срать і срать.,срать
"Це блять руки, навчися ними користуватися!»",блять
"Донна, ну бля, ну бля!!!",бля
"котики, якщо людині похуй, то похуй.і не старайтесь.",похуй
От і я сука нічо А шо шо,сука
"Кстатє, цього року я була настільки хуйовою дівчинкою, що Миколай не приніс мені навіть різочок.",хуйовою
"А нахуя переживати і нервуватись, то ж нікому нахуй не треба.","нахуя, нахуй"
"Ти блять не повіриш, але да!",блять
"Понаблюдала деньок за сімейним життям (сестра, її чоловік і двоє дітей) і поняла, шо нахуй, нахуй",нахуй
Йобнута в голову блядіна таки накукурікала на бан.,"Йобнута, блядіна, накукурікала"
"Я увесь вечір стібав накшталт: дали субсидію? малаццьі. хуйня ето, главноє, щто Порох в офшори вьівєл тобі тьіщщі доляров.","стібав, малаццьі, хуйня"
какова хуя?! нічо што я тут?,хуя
"ЖЕКівці - суки, їх перегар аж через трубку чути","суки, перегар"
"Як би так смішно шуткануть, щоб усі зрозуміли як мені хуйово цього грьобаного ранку?","хуйово, грьобаного"
Не лайкають - хуйовоЛайкають - хуйовоОприділись жінко,хуйово
"А що зробив ти, пиздобол, придбав квартиру?",пиздобол
"блять, ти тупо мої думки читаєш :)","блять, тупо"
"давайте організовуйтесь,тягни того мого мудака коханого за вуха і їдьте до мене!))",мудак
вночі тебе пиздять монстри з-під ліжка.,пиздять
"Ранку сучки, пора мені вставати:3",сучки
