Sentence,Negative Connotations
يا ويلي ويلاه عالفاضي و نفع أكثر منهم !!! أدعسك! 😂😂😂انا اقرأ المانجا ف عشان كذا .. المهم مابي اتحمس و أحرق خليني ساكته,أدعسك
قويه يا استاذنا كان قردوغان يقول حدوده مشتركه مع…,قردوغان
يا عيب لشوم عليك يا كركوز,"عيب, لشوم, كركوز"
يلعن امك ياحكم قسم بالله عيب اللي قاعد يصير عطهم الدوري وخلاص ياخي,"يلعن,عيب"
ههههههههه الله المستعان اللي عنده خدامة زنجية يحجز راتب عليها لما تعدي شهر رمضان اضمن شي,"خدامة, زنجية"
ماهو حذرنا قبل قردوغان من تدعيات افعاله على المساجد في العالم وما سمع,"قردوغان,تدعيات,افعاله"
كندا تم خداعها كبيدق في هذا الأمر، وسمح الاتحاد الأوروبي بحدوث ذلك.,"خداعها,بيدق"
ميسي أنت أذكى لاعب في العالم فلا تكون غبي ببقائك في برشلونه في ظل وجود الرئيس والمدرب ... كمل مسيرتك خارج برشلونه #برشلونه_ميونخ,غبي
يلعن ابوك نحنا نتمى لكم انكم بخير ومحد يصير له شيء وهاذا جزاتنا ياولد الكلب ؟ كل ماصار شيء,"يلعن, ياولد الكلب"
كلي خرا كس اختك اسألي مين قتل اهلنا,"خرا,كس"
بما أن الأغبياء فقط هم من سيأخذون إشارات سياسية من فيسبوك، أستطيع أن أرى لماذا الحزب الديموقراطي يشعر بالذعر!,"الأغبياء,الذعر"
هذه طقوسكم ومقدساتكم يابني المجوس,المجوس
الاتراك موجودين غصبا عن بلحه واللي معاه لو فيهم راجل يقدر يطلعهم يورينا ي…,"غصبا, بلحه, يطلعهم"
يا اقرع الحاجات في مجال تانى روحانى لن تراها ماديا، لغاية اما ترقد جنبها ان شاء الله 🤦🏻‍♂️,اقرع
عم أحكي عن الجعفري يا بهيمة نظام الجعفري قتل نص مليون وهجّر نص الشعب حرفياً لأنه طلعوا مظاهرات ضده وبعدين بتقلي إني أنا يلي ما بفهم بآداب الحوار؟,"بهيمة,قتل,هجّر"
انشهد بيكون غبي لو استمر لأن بإذن الله بداية الانهيار لذا الفريق,"غبي,انهيار"
ابن الجنوب ابن اشرف الناس بس انت ابن شرموطه,شرموطه
جابت فساتين احلامها و رمتهم على البنت طيب يمكن البنت دبه 😭😭😭,دبه
دا مش انستاا خالص دا مسابقة شراميط,شراميط
يلعن امك رابع مره اسوي مسحه يالليل كورونا الفكك ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,"يلعن, امك"
نفسي ارجع اصاحب كوايته شيعيين كانوا يونسوني اكتر منكم يكلاب,يكلاب
اللهم امين ونسال الله ان يفرج عنكم ويرد كيد الرافضة المجوس في نحورهم.,"الرافضة, المجوس"
يجب أن يتدخل الغرب فورا وتخصيص ميزانية لإيقاف هؤلاء الملاعين,الملاعين
نحن جنس ملعون.,ملعون
اللي مايخاف من الله خافوا منه عليكم لعنة الله ورسوله وين الرحمه علا قل رأفة في أطف…,"مايخاف, لعنة"
بجاحه وفوق دا كله مواطنين شراميط بتطالب بتدخل فرنسا,"بجاحه,شراميط"
الهاشتاج ساب المشرع، اللي طلع من العدم قرر ياخد صف محامي وشوية منايك على يوتيوب في يوم وليلة منغير,منايك
يا شراميط شفنا استماعكم لشعبكم,شراميط
الكنافة دي اللي انت بتقولها يا جاهل اتكلم بأدب علشان محدش يهينك,"جاهل,يهينك"
ستموت بحسرة الخواجه ولن يعطيك شرف التحدث معه وابتزازه ايها الازعر السفيه ضبضب,"ستموت,حسرة,ازعر,سفيه"
لا شرطي روسي يا ابن الستين كلب,ابن الستين كلب
ايه اللي ازاي عمرك ما شوفت عيله كلها شراميط,شراميط
كل الاهداف صعبة .. صح العويس شبه منفوخ بس والله ماله ذنب بالاهداف,شبه منفوخ
من عجائب هذا الزمان ، البنات دائما تدعي ان يوفقها بالرجل الصالح واذا تقدم لها اخونجي ترفضه. ليييش ؟ سؤال يبطح نفسة .,أخونجي
اول شخص طالب بتخفيض الرواتب انت الا لعنة الله عليكم جميعا,لعنة
هازارد كل مسيرته بدوري عبط واكبر مقلب,"عبط, مقلب"
اخرس يا أيها النجس الخنزير الديوث انت وبشار الكيماوي وحزب الشيطان والمجوس إلى مزبلة التاريخ,"اخرس, النجس, الخنزير, الديوث, الكيماوي, الشيطان, المجوس, مزبلة"
دي مش مشكله بالنسبة للدفعة عشان كلهم صعايدة,"مش مشكله, صعايدة"
استلم حوالتك يامرتزق من انيس المنيك,"مرتزق, المنيك"
لعنة الله عليكم،اهذه هي المهنية والصحافة الصادقة؟ الم تجدوا ما تفيدون به القارئ ؟ افي دور الدعارة تربيتم…,"لعنة, الدعارة"
ماطلعلكم صوت فوق السرقة كذابين تسئلون وش مشكلتك وبعدها تختفون ماتردون لعنة الله عليكم وعلى من جمعكم شركة نصب,"السرقة, كذابين, تختفون, ماتردون, لعنة الله, شركة نصب"
إنه أمر لا يصدق حقا مدى نفاقك.,نفاقك
خلاص واضحه الحكم ابن الزنوه رجع للفار عشان للهلال وحقت النصر مارجع عيال زنا جابو حكم زيهم ابن زنوه,"ابن الزنوه, عيال زنا, ابن زنوه"
من المؤسف أنه ليس هناك وسيلة للتخلص من الأغبياء.,"للأسف, التخلص, الأغبياء"
كس إختكن إخوات شراميط، ما حدا عندو ذرة شرف ومصداقية🤮🤮,"كس,إخوات شراميط,ما حدا عندو ذرة شرف,مصداقية"
تلك الحكومة التي لا تعرف مرفقها من مؤخرتها لا تستطيع حتى إدارة شؤونها بشكل صحيح .,"مرفقها من مؤخرتها, لا تستطيع إدارة شؤونها بشكل صحيح"
ماعدهم تفرقه مثلنا بدليل زنجي كان رئيس هم يعتمدون على الخبره ...تحياتي,"تفرقه,زنجي"
كنا نبحث عن زنجي سفاح.,"زنجي,سفاح"
الرافضة الفرس يكذبون أحداث عن ال البيت رضي الله عنهم حتى يعيدون مجد أجدادهم عبدت النار ال…,"الرافضة, الفرس, يكذبون, عبدت النار"
ونعم إنه كان أحمق .,أحمق
هه ايش نقال ايش هذا الذل من شان يخلوهم الكفلا في عزب الرياض ويرضون عنهم لعنة الله عليكم مارخصكم,"الذل, لعنة, مارخصكم"
ترامب رجل متهور وجاهل وخسيس ويفتقد المصداقية في أمريكا أو العالم,"متهور,جاهل,خسيس,يفتقد المصداقية"
كسم ريفيوز الأفلام المكتوبة داخل اجمع معلومات عن الفيلم يا منايك ليه اول كلمين يبقوا عن مشهد النهاية,"كسم,منايك"
الله يفجعهم صرخخت والله زرفوا درجاتي متأكده! ذي أسهل و أخف ماده شلووون كذا! لعنة الله عليكم,"يفجعهم, لعنة الله"
هؤلاء الجمهوريون يشبهون أسماك البيرانيا آكلة لحوم البشر.,أسماك البيرانيا آكلة لحوم البشر
يليتني عايشه بمستنقع مع تماسيح ولاعايشه مع شراميط,"مستنقع, تماسيح, شراميط"
ماذا تتوقع من اتباع قردوغان؟,قردوغان
يمه فجاءه صارو كلهم صعايدة,صعايدة
مافيش لا بحر لا نفط يا قردوغان 😂,قردوغان
الدين هو مثل الإدمان للعقل بالنسبة لأولئك الحمقى الذين لا يمكنهم تحمل الشيء الحقيقي.,"إدمان,حمقى"
ولن يتغير شيء من هذا الهراء .,هراء
يا رجال دوري هبلان ضامن الدوري تنافس على الابطال كمان شوف من بعد كريستيانو فريقك صار مصخرة😭😭,"هبلان,مصخرة"
لعنة الله عليكم وعلى شواربكم يامن جلستم على كراسي لستم أهلا لها لاشيمة فيكم ولاغيره تسرقون ثروات الوطن والمواطنيين,"لعنة, لستم أهلا, لاشيمة, ولاغيره, تسرقون"
ايه صح اعرفك ونحنا بالروضه كانو عيونك زرق وكنت دبه سع البرميل,دبه
والله الدوري الالماني دوري هبايل ما تضمن نجاح مخرجاته والامثله كثير,هبايل
أنتم يا رفاق مجانين ملعونين,"مجانين,ملعونين"
منذ مشاركته وصل للنهائي مرتين ومرة للنهائي العالم مع منتخب كان كله هبايل,هبايل
عاااااااااااالمي تاااااااااريخي اسسسطورس ياقلبي ياعيني يرتاح راسي وش ذا الهدف التاريخي يلعن امك يااااشيخ😭😭😭😭😭🙈,يلعن امك
لعنة الله عليكم قداش خسرتو تونس أعوام وغرقتونا في ترهاتكم,"لعنة,خسرتو,غرقتونا,ترهاتكم"
كس أختك على أختو شهيد قال,"كس,شهيد"
في كل مرة تقوم فيها بوضع علامة على المنشور مثل الجبان فإنك توضح وجهة نظري,الجبان
طبعاً لنا شهر نصيح، قفل وانتظر تخطف هدف وبتفوز يا غبي يا برازيلي.,غبي
أولئك هم الجيل القادم من المشردين البائسين .,"المشردين,البائسين"
ماشالله عليه شو ذكي هل الوزير - ليش ما منعت الرحلات من لندن ؟ لعنة الله عليكم,لعنة
كيف لا.. انت مسوي صورتك.. ولا انت بقرة,بقرة
إنه مجرد طباخ لعين!,لعين
يا عمي هيدا الزلمي جاهل,جاهل
يارب يا ساتر ان قومت من النوم مفزوع الله يلعن ابوك ي ميليتاو,يلعن
حتى ذلك الحين لا تتردد في لعب خدعك الغبية,"خدعك,الغبية"
المشكلة هي أن إدارتهم غبية للغاية.,غبية
عيلة شراميط من كبيرهم لصغيرهم,شراميط
صدقني في شراميط أشرف منا والله,شراميط
🤪 هذا لحجي مره يستفزني,يستفزني
أقيل بسبب نكتة غبية.,غبية
ياعم أقعد وأذكر ربك شو وضعك يلعن أصلك,يلعن
بالامس تحتفلون بالاستقلال واليوم تستقبلون المستعمر . هكذا هم العملاء وبائعي وطنهم لعنة الله عليكم ياخونة,"المستعمر, العملاء, بائعي وطنهم, لعنة الله عليكم, ياخونة"
بواتينغ من عرفته وهو مدافع غبي مادري كيف يلعب اساسي على طول,غبي
أنا لم أصوت للكذاب,كذاب
الصحفي اللي سأل السؤال متخلف فريقه فايز 8 ويبغاه يكون زعلان على ميسي,متخلف
الناخبين يتصرفون مثل الدمى الجاهلة، وتخمن ماذا؟,الدمى الجاهلة
تدري انك قاعد تتابع المباراة و انا ازغل عليك يا حمار,حمار
ستكون كندا سعيدة جدًا بأن تكون توأم الروح للمكسيك إذا توقفت المكسيك عن كونها فاشلة .,فاشلة
تحسب الكل قحاب مثل خواتك وامك الي ماعرفو يربونك؟,"قحاب,ماعرفو يربونك"
أولئك المخترقين الروس العبقريين الملعونين,ملعونين
حبيبى لما تقع قوم اقف ومتبصش للى سرق ولهف وعايش فى نعيم وترف جربوع وفاكر نفسه نضف بكرة الايام تدور وكله ينكشف,تقع،سرق،لهف،جربوع،نضف،ينكشف
يلعن أبوك فريق مايمشي الا بدفدفة الفار...!! أقسم بالله حتى والنتيجه كذا ماعندك أحد.. إجتهادات فااااااااو وبسسسسس,"يلعن, ماهندك أحد"
عفواً بس شو هالتحليل الطيازي هاد من وين لوين الفلسطينية أشعلوا الثورة,الطيازي
من الصعب القول أنك فعلت ذلك من أجل الحرية، ثم هربت إلى روسيا اللعينة .,اللعينة
حقاً، هناك أشخاص آخرين قاموا بمضايقتي مثل styrofoam1994 الذي وصفني بأني أحمق.,"مضايقتي,أحمق"
امم جمال جد جد لبويتين شراميط واقفين مع بعض,شراميط
الشرطة ليس لديها وقت لهذا الهراء,الهراء
هذا الشخص السيء يجب أن يبتعد عن الحيوانات والجمهور بشكل عام.,السيء
* معنديش طاقة اجادل حد * - انتي صح - وانت صح - والأخ اللي ورا... ايوة انت يا حمار انت صح,حمار
وينهم رواد السلام؟؟ لعنة الله عليكم وعلى من والاكم وعلى من ايدكم جميعا غدا عند الله تلتقي الخصوم,"لعنة, عليكم, من والاكم, من ايدكم, عند الله تلتقي الخصوم"
كلكهم بيقولو عنك دبه 😂😂,دبه
جنسهم جبران باسيل وقبص اللي فيه النصيب لك يلعن هيك سياسيين واطيين,"يلعن,واطيين"
هيلاري حرة، وأوامره التنفيذية فاشلة، وتعييناتها بها بعض المشاكل,"فاشلة,المشاكل"
نهاية جنودكم حاتكون تحت قبضة المشير لعنة الله عليكم حقراء,"لعنة, حقراء"
ياما بكيت وترجيتك ترحم قلبي ومارديت الله يلعن امك,"يلعن,امك"
الريال مشارك يا حمار كيف تفتقده ؟,حمار
بتسوين مثلها على نهاية رمضان بإذن الله 🤭😁 مسويه روووحج قطوه وانتي دبه قطبيه 😁,دبه قطبيه
لعنة الله عليكم نمد لكم حبل الوصل وانتم بالجفا تقطعونه .,"لعنة, بالجفا"
مش شرط عشان انا بكتب بوستات هزار ابقى مبسوط مانتو بتكتبو بوستات كلها اخلاق وانتو شراميط 🤙🔥,شراميط
هدفهم كله يضرون بالنادي الله يلعن ابوك من صحيفة ويلعن اللي يعملون فيك,"يلعن,يضرون"
بياخد منحة الصحة العالمية يحطهم في العاصمة الإدارية الخسيس,الخسيس
يرجال ماعرف لكود بطلت بعد ماهذاك قلي يلعن امك,يلعن امك
يخي الدكاترة اللي بتفهم ف التكنولوجيا ولاد وسخة شراميط والله,"وسخة,شراميط"
واحد متخلف معانا في الشغل كان مخالط لحال مشتبه فيها كورونا وجهه الشغل وهو قاعد حد اتصل بيه وقاله انه عمل مسحة و الن…,متخلف
كيف بدك تحررها بمزيد من التطبيع مع الصهيونب والمباركة لذلك ..,الصهيونب
كل من على الأرض سوف يأتي يومة المقدر له حتى انت يا كويحة يا زنجي سوف تفطس يوما ما,"كويحة,زنجي,تفطس"
الميكرونيزيون يعاملون كعائلات الصراصير؟,الصراصير
لما نقول فلسطيزي فنحن نقصد الفلسطيني الذنب لإيران، وفلسطين لها كل الحب والتقدير وعندما تحدثت عن الاذناب…,"الذنب, الاذناب"
واو، تحدث عن تعليق جاهل.,جاهل
يلعن ابوك حاله اشتباه كرونا بي نسبه بالميه 😭 💔,يلعن
كعادة الاخونج يهاجمون الفعل اذا شافوه من غيرهم وبس يطلع منهم تبدا حفلة التبرير المشكله…,"الاخونج,يهاجمون,حفلة التبرير,المشكله"
سينظرون إليه كمهرج طفولي يجب التعامل معه بحذر.,"مهرج,طفولي"
ما مفهوم العلمانيه عندك يا جاهل حتى انك لا تعرف معنى هذه الكلمه,جاهل
ادعو الى اعتقال شراميط ام تي في وتسليمهم لداعش,"شراميط,داعش"
اقسم بالله فريق بدون شخصيه لعنة الله عليكم,"لعنة,بدون شخصيه"
بعض الناس الذين يدعون أنهم يحبون الحياة البرية إما يكذبون في ذلك أو أنهم مجرد أغبياء .,"يكذبون,أغبياء"
انا ما استغرب لو فتحتيه الحين اصبري كم ساعه لا اذبحك,اذبحك
فين مصر من المساعدات لضحايا تفجير بيروت؟ ولا احنا بس نبعت لايطاليا وامريكا وبريطانيا والصين؟ الله يلعن ابوك وابو,"تدمير, يلعن"
أنا هنا لقراءة منشورات القمامة المعتادة من المشتبه بهم في الجناح الأيمن المعتاد,"القمامة,المشتبه بهم"
( ولا تركنوا إلى الذين ظلموا فتمسكم النار ومالكم من دون الله من أولياء ثم لا تنصرون) فهولاء الروافض…,"ظلموا, النار, الروافض"
مسكين 😂😂😂 وتراه دب ياكل وجبتين برقر، من القهر حتى معدته كبرت 🤣🤣🤣,"مسكين, دب, القهر, معدته كبرت"
كان العرب جسداً واحداً، جاء المستعمر وقسّمهم إلى حظائر,"المستعمر,حظائر"
تبا لكما لضربي لكما,تبا
وشنو يعني جواز وفيزا انت غبي تروح تطبع مع يهود بكره يسوون كنيس يهودي و…,"غبي,يهود,بكره"
التبرير هو ان ممارسات الموظف في حياته الشخصية تنعكس على ملائمته لبيئة العمل مثلا اذا كان اخونجي ما ينفع لان…,اخونجي
مثل ويلي مارتينز أنت أحمق,أحمق
هندسه لو بتتكلم كانت سبتلكوا يا شوية شراميط,شراميط
أجده في كثير من الأحيان أحمقا غير محترم,"أحمقا,غير محترم"
والقمامة التي تخلق من قبل وكالة الأنباء الوطنية وغيرها من وكالات الأنباء شائنة مشينة.,"القمامة,شائنة,مشينة"
اي سلم يا جحش و هم بيهدموا بيوت المسلمين و هم بيوقعوا، سلم قرانك تعال,"جحش, يهدموا, بيوت المسلمين"
شراميط زي بعض ملناش دعوة,شراميط
أنا كنت احسب اني تخطيت مرحلة ابكي عليهم وانحرق لكن لا والله قعدت ابكي بذمة الله يلعن ابوك ياحكم,يلعن ابوك
اذا انتي دبه فـ معه حق وبالنهايه لمصلحتك عشان صحتك. بس يمدح فلانه وعلانه ما معه حق,دبه
أنا أكثر عرضة للعودة إلى المحافظين من التصويت لهؤلاء المهرجين.,مهرجين
ما هذا عذر أحمق ورديء لسبب ما,"أحمق,رديء"
الحكومه ستؤدي قسمها الجمهوري في البلد الملكي خزيتو بنا عليكم لعنة الله,"خزيتو, لعنة الله"
🤮🤮 اكيد الكلام هذا لاثاره الجدل واكيد ماراح ارد عليك حتى لو كلامك نرفزني لانك غبي ورجعي والله الغلط عل,"غبي, رجعي"
لعنة الله عليكم نريد فيزا ❤️,"لعنة,عليكم"
محد حبيبي هالايام الا الاهلي اما انتوا غضب الله عليكم 😢,غضب الله
مش شرط عشان انا بكتب بوستات هزار ابقى مبسوط مانتو بتكتبو بوستات كلها اخلاق وانتو شراميط 🤙 🔥,شراميط
مش فلسطينية والزرقاء مش مخيم يا حمار,حمار
ومع ذلك، فهي لا تقول أشياء غبية مثل ترامب بشكل يومي.,غبية
يا ويلكم من الله ياليهود الا لعنة الله عليكم يا ويلكم من الله ، من السعودية نحن مع اخواننا الفلسطنيين قلب…,"ويلكم, لعنة"
و إذا دعيت على قردوغان راح تجي الملائكة وتقول ولك ذلك ؟؟؟,قردوغان
الجدال الغبي الذي قرأته هنا يجعلني أهز رأسي,الغبي
بدون تلك التحكمات، ستذوب في مطر حمضي.,"تذوب, حمضي"
اللعنة، لقد عاد إلى دياره وكان يجب أن يبقى هناك,اللعنة
لا اصير اخونجي حاولي هالايام ههههههه,اخونجي
كول خرا عقبالك لما تجيك صرمايي بخلقتك,"خرا,صرمايي,بخلقتك"
يلعن امك يا كونتي من اول تنزله,"يلعن, كونتي"
لا ، لم يفعلوا شيئ لعيناا فيما يتعلق بداعش.,"لعينا,داعش"
مهي عشان كدة اسمها مخابرات يا غبي,غبي
نعم، هذا المهرج سيجعل ألبرتا عظيمة مجددا!,مهرج
اذهب وارحل من هنا أيها المتخلف,المتخلف
لا حبيبتي العيدية ماخصها بالدين 😒 شو ذنبي انا اذا هني بيعطوني عيدية أكثر منك يا دبه 😜,دبه
بتحب اذكرك بكلامي عليك وقتها ولا عارفه ي فلسطيزي ؟,فلسطيزي
هو لا، لكن الشرطة ما زالت تبدو مثل الحمير.,الحمير
للاسف مغرر وملعوب عليهم واخرته كنب وسرير وزواج من زنجي وغسيل حمامات وانتي بكرامه. اللهم عافانا,"مغرر,ملعوب عليهم,زنجي,غسيل حمامات"
ي رخصك ورخص تربيت ابوك بنتك تطلع نفسها يلعن ابووشا ربك ي ديوث,"رخصك,رخص تربيت,يلعن,ديوث"
إذا قام رجل بضربي بقوة، يجب أن يكون لي كل الحق في قتله.,"بضربي, بقوة, قتله"
أناس مثيرون للاشمئزاز، وغير أخلاقيين، ومتطرفين يمينيين، يجب طردهم من مناصبهم في أسرع وقت ممكن,"مثيرون للاشمئزاز,غير أخلاقيين,متطرفين يمينيين"
لا تصير غبي ياسعد لو كان في اياب كان تراجع برشلونه ومافتح ملعبه,غبي
اشد انواع الرعب بنت دبه تقول ل حبيبها انا طفلتك●.,"اشد, الرعب, دبه"
ايه الطرد ده وايه البلنتي دي يلعن ابوك حكم كرهتني فالكورة,"يلعن,كرهتني"
هودي شراميط متل اللي عم يدافع عنن,شراميط
طفلة من ونازحه مع اهـلهـا تبكي من شدة البرد 💔 جماعة قائدنا الحلبوسي لعنة الله عليكم وعلى الحلبوسي ا,لعنة
وش فيهم الافريقين طيب يا زينهم، و غلط تقولي زنجي يا عنصريه.,"زنجي,عنصريه"
تأخذ زنجي ضائع وتصور معه مقطع على انها سعيدة وحياتها ممتازة مثل المسكينه رهف وغيرها ما يق…,"زنجي, ضائع, المسكينه"
إنه سؤال غبي من البداية!,غبي
والله مافهمت شي بس اللي اتوقعه ان كلكم شراميط,شراميط
متى سيحين المستقبل القريب لهؤلاء المهرجون؟,مهرجون
الثوار هو ل كومه اشرار ويجب رجمهم بحجار وعم يلعبوا بالنار وفيهن شراميط كتار بيسكروا بالليل وبيناموا بالنهار وبيحب,"اشرار, رجمهم, شراميط, بيسكروا, بالنار"
المساعدات للمتضررين مو للبناني يا جحش,جحش
بعد أن رأيت مثل هذا القرف كنت أتوقع أن تكون مثل دمية جورب بالي.,قرف
ميسي يلعن امك البث متاخر والتايم حرق علي 😀 💔 💔,يلعن امك
كنت استنكر ما يقوله الاخونج فيك لكن للأسف طلع كلام صحيح واحنا اللي غلطانين,"الاخونج, للأسف, غلطانين"
الأغبياء المتنفذون يعتقدون أنهم يسيطرون على كل شيء,"الأغبياء,المتنفذون"
الذوق ما تحدده ميزانية اللحجي يبقى لحجي لو يلبس من دولتشي🤝,"ميزانية اللحجي,يبقى لحجي"
بالتأكيد أفظع فيلم لعين على الإطلاق,"أفظع,لعين"
ان شاء الله السنة الجديدة تكون خير عليكي و انتي متخرجة و مبسوطة يا دبه 😂,دبه
كل حلمهم أن بنشر التشيع الفارسي هو وصولهم الى كعبتنا المشرفة في مكة السعودية فمطامع المجوس حقدا وحسدا من…,"المجوس, حقدا, حسدا"
كل قزم يريد ان يكون مشهور ماعليه الامحاربة النصر,"قزم,محاربة"
قرطة شراميط مجمعين عاملين تلفزيونات هه,شراميط
يبدو أنك جاهل مثل المعلق الأصلي، لذا مرة أخرى، من هو السيناتور كوك من أوهايو؟,جاهل
ده بسبب إن عقود إعادة الإعمار مغرية ومربحة جدا. قردوغان راشق فى أى مصلحة وخلاص,"قردوغان, راشق"
هل يعتقدون أننا حقا أغبياء أم كسولين جدا لإيقافهم؟,"أغبياء,كسولين"
لا يمكنك شراء كل شيء على أمازون؛ العديد من الأشخاص قد يكونون أغبياء لاستخدامه.,أغبياء
فلسطيزي شو بيطلع يعني كم سنة وبيسترزق في قناة الجزيرة وبيتاجر في الكظية 😂👞,"فلسطيزي,بيسترزق,بيتاجر"
انت زيديه لاتتلزقي فينا حركاتكم مكشوفه,"لاتتلزقي, مكشوفه"
الله يلعن امك يا بيريز ليل و نهار هذا اللي اقدر اقول,يلعن
كل الصحف اللي ارسلتها ناقله لكلام صحفية هارتس يعني مافي شيء منهم ، اذا مو متأكد ابحث عنها يا جاهل وبتعرف,جاهل
جوارديولا بيقولك واضح اننا مش هنجيب مهاجم الموسم دا، طاب ما الموسم خلص يا اقرع متشتغلناش,"اقرع, متشتغلناش"
طيب يا حمار ملعبه رأس حربة كيف تبغى مستواه يتحسن,حمار
أقسمتم بإن تحافظو على أثاث وجدار الفنادق عليكم لعنة الله ياحكومة,لعنة
طيب ما زال كانوا موجودين لي ما سمّيتوا فاسد واحد يا شراميط,"شراميط, فاسد"
بس محد قال ان هذا عمها اصلا وكلنا دارين انه متخلف يدور اتنشن على قضيتها!!,"متخلف, اتنشن"
عاقل و مين متخلف، بطلو بقا انعدام المشاعر ال عندكو ده ، حاولو ترتقو بمشاعركو و توعو لكل تصرف بتتصرفوه ممكن ينتج عنو…,"متخلف, انعدام المشاعر"
ياخى اقعد بقى يلعن ابوك انتا والعلمانين اللى مجننين امك دول قرفتنا,"يلعن, مجننين, قرفتنا"
هل لي أيضا أن أضيف أنك أحمق لعين وأنك يجب أن تجد شيئا أفضل لتفعله بوقتك؟,"أحمق,لعين"
هذا متخلف دخل دخله وهو مطفي النور,متخلف
ما تخلوا شي ينسيكم إنه كل وسائل الإعلام شراميط,شراميط
قل لهم جميعاً أن يحتفظوا به في مؤخراتهم .,مؤخراتهم
تضبط غزواني وشلته وابن خالد فاضل ووباقي مخانيث اللواء ميكا او بس هم سلطه على الضعيف يلعن ابوها رجاله,"مخانيث, يلعن ابوها"
أنا سعيد أنكم أيها المهرجون تحبون رحلة القوة الصغيرة التي تحصلون عليها,المهرجون
نفسي امشي في البيت بطيزي بس كده 🙄 😈 🔥 👙,طيزي
كول هوا مش شغلك ابدا,كول هوا
احذف الصفحة وأخرس,أخرس
طيب ما زال كانوا موجودين لي ما سميتوا فاسد واحد يا شراميط,"فاسد,شراميط"
ابطال الليغا ما همنا شي بكره نشوف شراميط كاتولنيا وش بيسوون,شراميط
أنت شخص غبي، مارك كان يريد مرشحاً محافظاً حقيقياً، والذي ليس ترامب.,غبي
الله يلعن أبوك فريق . لاعب يستلم من الجناح وياخذ الملعب اختراق ويسجل هدف والحارس ما يحتاج أكمل,يلعن
طيب وخر لا ادعسك 😭😭😭😭😭😭🌚,ادعسك
وين المتزوجه ولا المطلقه اللي تبحث عن زب يمتعها للابد,"زب,يمتعها"
خاف ربك ،الله يلعن المراجل الي ع ضهر بنيه ياعزتيلك انت,يلعن
مدرب غبي اذا يبي فيدال يساند سواريز ليه مابدا ب غريزمان وراكي بدل روبيرتو 🤷🏾‍♂️,غبي
عايزين تنهبوا المقيمين وخلاص لعنة الله عليكم,"تنهبوا,لعنة"
توقف عن العبث في مؤخرتك !,"العبث,مؤخرتك"
سلام عليكم وجمعة مباركة ونسأل الله العفو والمغفرة. بنظر هؤلاء الشيعي كافر وحلال الدم والمال،ولهذا ترك…,"كافر,حلال الدم والمال"
أنا لست بحاجة إلى ذكر كل كلمة غبية.,غبية
هذه كل القمامة التي يمكنك أن تأتي بها لضرب ترمب؟,"القمامة,ضرب"
مش أنا يعم أنت أحول 🤣🤣,أحول
ههههههههههههههههههه اتعب وأنا اقول مشكلجي هذا علامه كبر مع انك قزم لان القصير دايم مشكلجي 🏃‍♀️🏃‍♀️🏃‍♀️🤣,"مشكلجي,قزم"
افعل ما تفعله و اخرس,اخرس
إنه فاسق غير مألوف بالنسبة لعضو حزب الديمقراطيين.,فاسق
الغبي، ليس أنا.,الغبي
التوراة كتاب الله بالفعل ولكن انتم واسلفكم حرفتم كلام الله.عليكم لعنة الله,"حرفتم,لعنة"
هناك سبب لأن أوروبا تتجه نحو الجحيم، حظاً سعيداً مع ذلك.,الجحيم
مقدر احب ادلعك ما احب ادوسك,ادوسك
الشخص العاجز الذي يعاني من نقص عقلي لا يهتم على الإطلاق.,"العاجز,نقص عقلي"
هياالعصفوره نفسها اللي قالتلي انك سمينه ودبا 😄😄,"سمينه,دبا"
كان يجب أخذه إلى آبى كان سيكون بالمنزل مع كل الأغبياء الآخرين هناك,أغبياء
فعلا الادارة جابت لاعبين وكانوا جيدين ولكن ليس للبرسا استعجلوا في ديمبلي اختيار غبي لقريزو وكوتينهو وفي…,"استعجلوا,غبي"
ياحمير، ماذا حدث لهؤلاء الناس الغاضبين؟,ياحمير
احس عيوني بتطلع من مكانها يلعن ابوك جيوب انفية,يلعن
الحين بيجلسنا على اعصابنا شوط كامل الله يلعن امك ياراكي,يلعن
آخ لازم انحف ولا بصير دبه زيك,دبه
صباح الخير ، نجدد دعوتنا للفاسدين اصحاب المناصب ممن نهبوا خيرات البلاد ونقول لهم لعنة الله عليكم الى لحدكم,"الفاسدين, نهبوا, لعنة الله عليكم"
العرب اتقدمو وبقوا شراميط 😋 😋,شراميط
اليس هم نفسهم الي ارسلهم قردوغان لليبيا واليس هم نفسهم من ارسلهم لقتل الاكراد والعراقيي…,"قردوغان,قتل"
ما يحصل في الملعب مسؤليه الحكم واذا كان اللاعب غبي ويستجيب لاي استفزاز وفهذي مشكلته,"غبي,استفزاز,مشكلته"
العاهر الكبير عون ومن على شاكلته,العاهر
مالي شغل ب اعذاركم يا غبي ولا لي شغل ب سبب خسارتكم اخضع واطلع برى ولا عاد تجيب سيرة…,"غبي,خسارتكم,اخضع,اطلع,برى"
ههههههههههه كول هوا احسنلك من هالحكي,كول هوا
والله بسمله صعبانه عليا تتحرم من الامتحان سنتين و ملهاش حق تدخل دور تاني و نتيجتها محجوبه بسبب شويه شراميط,شراميط
كل تبن بس يا لحجي,كل تبن
