Sentence,Toxicity Level,Tone,Language,Implied Sentiment
又不是收到礼物的人骂的。。。不过***的铁nt,Medium,Dismissive,Insulting,Disdainful
垃圾小仙女，不配活着,High,Condemnatory,Abusive and Derogatory,Malevolent
真是无语，不看地区经济和女方的？拳师去刚果贫民区要求200万彩礼得了。,High,Sarcastic and Disparaging,Insulting and Dismissive,Contemptuous
舔狗被揭穿现场,Medium,Mocking,Derogatory,Contemptuous
没见过基佬工程师,Medium,Dismissive,Potentially Offensive,Prejudiced
就算是编的，我也相信，臭母狗,High,Disrespectful,Confrontational and Insulting,Offensive
男的多事，让这个女的被骗个精光不好吗，惹得一身骚,High,Derogatory,Confrontational and Degrading,Hostile
基佬还说之前视频里的不是它，它都说照片是它爆出来的了。,High,Accusatory,Confrontational and Derogatory,Hostile
你一个烧鸡在这挑拨男女对立？？？***眼,High,Aggressive,Confrontational and Insulting,Hostile
丑肥成这样还要拍视频来恶心人真是好笑,High,Mocking,Insulting and Derogatory,Hostile
不是怕失去，怕被骗了接盘毁了一生，怕杂种留下隐患！,High,Dismissive and Fearful,Derogatory and Aggressive,Hostile and Apprehensive
仙女的盘谁敢接,Low,Questioning,Neutral,Neutral
还有什么奔现的，基本都是男的舔狗才能找到那的女的，说的自己不是网恋游戏，去区服情缘贴看看，那是多少搞网恋找情缘的,High,Mocking,Derogatory and Insulting,Contemptuous
每个种族活下来都不容易，嘿贵也有嘿贵的特长，父母的苦口婆心都没用，别说咱们旁观者了。,Low,Reflective,Observational,Neutral
要是这些人不再祸害别人，那我倒是觉得挺好的，基因选择嘛，聪明人活下来，傻得慢慢就消失了,High,Dismissive,Derogatory and Insulting,Elitist
这是个明白人，中国社会撕裂的现状有自身的原因，但更重要的是美国在中国的狗腿子有意带的节奏！,High,Accusatory,Derogatory and Hostile,Blaming
双标??，第一幅图当代男女半斤八两，睁大你的??眼去好好看看,Medium,Accusatory,Confrontational,Critical
微博不是垃圾桶吗？你为什么要去垃圾桶逛？看到垃圾还和我们分享,Medium,Sarcastic,Derogatory and Rhetorical,Disdainful
黑就是垃圾,High,Dismissive,Highly Insulting and Racist,Hostile
南方吹特别蠢??话说南方其实也不是铁板一块，南方内部的文化分歧比北方大多了,Medium,Disparaging,Critical and Generalizing,Disapproving
废物才需要联合,High,Derogatory,Confrontational and Insulting,Contemptuous
你没事找别人骂，活该,Medium,Accusatory,Confrontational,Blaming
black，neger，意思是黑狗,High,Derogatory,Disparaging and Offensive,Contemptuous
但是默我真的很讨厌,Medium,Dismissive,Confrontational,Negative
黑河南、黑北方的都是南满,High,Contemptuous,Disparaging and Regionalist,Derogatory
这人老挠弹了，之前就被人举报封过，大过年又出来发病了,High,Dismissive and Derogatory,Confrontational and Insulting,Hostile
说的对，普信男都是这样低下,Medium,Dismissive,Derogatory,Disdainful
开始打男拳了，理中客就出来了,Medium,Dismissive,Sarcastic,Critical
妈宝♂不行妈宝♀行,Medium,Disparaging,Dismissive,Sexist
感谢女拳组织的出现，解放了男性，男性开始逐渐躺平，不结婚，咱们看看不结婚到底谁着急，谁过得更好,Medium,Sarcastic,Cynical,Contemptuous
打拳的都是底层的蛆罢了，被上面的人当猪宰，还主动替主子说话，但凡有点脑子的根本不会去打拳,High,Dismissive,Derogatory and Insulting,Contemptuous
想反女权还得看女权，舔狗龟男理中客们不是男人能打醒的,High,Dismissive,Confrontational and Insulting,Hostile
兄弟们我上条冲错了，牛头怪是自己人，其他三个是真默??，冲另外三个默孝子,Medium,Frustrated,Colloquial and Derogatory,Annoyance
"因为智商低，容易被女的pua,价值观都偏了",High,Disparaging,Derogatory and Sexist,Contemptuous
女拳冲你可能只因为你是男的，同为穆斯林咱们什么时候能吉哈德了他们,High,Aggressive,Confrontational and Violent,Hostile
这个真没看清楚，只见到两人撕打，女的一边打一边骂，让嘿贵“选我还是选她”，口音很像我喜欢的一个博主（北京人）。,Medium,Aggressive,Descriptive and Aggressive,Conflicted
看到“我是男的”，100%是女拳，毕竟有句话说自己没什么就喜欢强调什么,Medium,Dismissive,Confrontational,Skeptical
幕刃罢了，你不娶，我不娶，连20块钱都不值,Medium,Dismissive,Disdainful,Derogatory
兄弟我们完全可以放心这货必定会是下一个陈怡说不定这货早就被虫类身边几大母虫左右互博说白这些女早已是СПИД携带者而且从她来看再她眼里虫类及其它们后代必定是比它们亲生父母还要亲,High,Condescending and Insulting,Derogatory and Demeaning,Hostile
你把她拿下了，CR拿什么挣钱？鼠鼠我啊，最喜欢_________了,Medium,Mocking,Casual and Derisive,Sarcastic
错误，黑河南、黑北方的都是南满,Medium,Critical,Accusatory and Derogatory,Contemptuous
不想看见一个小黑皮说他是炎黑子孙，想起来就觉得恶心，就这么简单。,High,Offensive,Discriminatory and Insulting,Hostile
这个鸡佬，喜欢精神胜利，是一个辣鸡,High,Dismissive,Confrontational and Insulting,Hostile
坑傻子的，这有人信了也好，淘汰劣等基因，毕竟这种龟男不给他戴绿帽都对不起他的智商,High,Malicious,Derogatory and Demeaning,Contemptuous
。。虽然我对这个答案也挺迷惑但是基佬就没工作就不能有工程师了？?,Medium,Confused and Disparaging,Questioning and Insensitive,Uncertain with a slight bias
可能这样还比拳师好看点吧,Low,Amused,Informal,Mild Criticism
审美是高级智慧生物特有的能力，源于视觉疲劳，追寻完美比例。而黑蛆面相比（物种越低等个体相似度越高），审美标准与人类不同，脱猩化越重越完美。,High,Denigrating,Derogatory and Dismissive,Hostile
他是个什么垃圾？,High,Dismissive,Confrontational and Insulting,Hostile
或许可以接受一个同性恋在自己周围，但是接受一对同性恋在自己周围搂搂抱抱和亲嘴的话，我觉得还是头皮发麻像看见老鼠一样害怕的,High,Fearful,Discriminatory,Homophobic
拿去微博，一堆拳师教你做人,Medium,Sarcastic,Confrontational,Derogatory
男同也会喜欢熊类，男人的身体魅力好不好只有正常的女人才知道,High,Dismissive,Insulting,Prejudiced
楼主啊！我记得这是某位普信女写的关于男性的条件吧，改的好，还有，您的帖子里面有条目??，赶紧置顶羞辱,High,Sarcastic,Insulting and Derogatory,Contemptuous
国女都是一群情绪化的**，觉得全世界都得让着她不能惹她,High,Disrespectful and Derogatory,Stereotyping and Offensive,Contemptuous
舔狗的自我修养，女拳越是猖獗他们越觉得应该抓紧舔，自己卷自己了属于是,High,Contemptuous,Derogatory and Mocking,Hostile
字太多不想看我只想说一句女人垃圾,High,Dismissive,Confrontational and Insulting,Hostile
你说的应该是那个货极其跪舔虫类那货看过它所谓言论完全就是典型断章取义,High,Dismissive,Confrontational and Insulting,Contemptuous
我同事女朋友和黑人搞了，??，他吓一跳，立马去医院，爱就一个滋??,High,Shocked,Casual and Disrespectful,Prejudiced
基佬恶心人所共知，基蛆所做人神共愤,High,Hateful,Confrontational and Insulting,Hostile
那我们也有鄙视的自由啊，可以鄙视xx癖就不能鄙视媚黑癖吗,High,Contemptuous,Confrontational and Dismissive,Hostile
昆仑奴翻身逆袭咯？,Medium,Mocking,Sarcastic,Disdainful
日本这次为了sb政治正确，所谓修正别人排外的观点。，才搞了一堆混血运动员，这简直是nt。不过日本本身混血比例很低。,High,Dismissive,Confrontational and Insulting,Hostile
我这个失败者都能让黑小子和他们的黑爹如临大敌坐立不安，仅仅是我一个而已，可见所谓的“成功人士”是多么的心虚。,High,Derogatory and Dismissive,Confrontational and Insulting,Hostile
异性恋里不也一大堆普信男??????,Medium,Derogatory,Dismissive and Generalizing,Critical
人家反同不对嘛？你在苟叫什么？,High,Confrontational,Accusatory and Disparaging,Hostile
直佬日常迫害正常人,High,Accusatory,Confrontational,Hostile
那些小仙女最喜欢非洲酋长的公子哥们了，还喜欢主动献身倒贴??,High,Mocking and Derogatory,Insensitive and Offensive,Disrespectful
不对 都故国了外国人就别来趟浑水了?????? 去搂好你的黑北鼻别来国内打拳??,High,Hostile and Exclusionary,Confrontational and Aggressive,Xenophobic
美国的忠实走狗，中国砸再多钱也喂不熟,High,Contemptuous,Derogatory and Hostile,Adversarial
我女的想法和你一样我也厌女,Medium,Dismissive,Evasive and Insulting,Hostile
死肥猪去死啊,High,Aggressive,Confrontational and Insulting,Hostile
彩礼？屁礼！大清亡了，还搁这儿彩礼呢，结婚，爱情不是交易，不是买卖，也就明码标价的买卖，还不是真买到手。,Medium,Dismissive,Confrontational and Derisive,Contemptuous
真不知道那个弱智会看上这种人,High,Disdainful,Insulting and Demeaning,Contemptuous
我还看到基层女性工作人员对村里的二代小黑猴也是格外关照的??，那姨母般的笑容可不是因工作原因演给别人看的,Medium,Disparaging,Disrespectful and Prejudiced,Condenscending
看见杨笠这司马脸就觉得恶心,High,Dismissive,Confrontational and Insulting,Hostile
救命，好恶熏惹,Low,Frustrated,Informal,Discontent
看了好多遍，我居然没看懂？算了，反正二次元和微博都是沙軟,Medium,Frustrated and Dismissive,Casual and Sarcastic,Disdainful
我本来对同性恋没什么反感的想法，直到看到她们在地铁上不正常的表现，我立马想吐，恶心到我的人我也会反击,High,Disgusted and Aggressive,Confrontational and Judgmental,Hostile
咱们没人家团结，我经常去剑网3吧看攻略，结果，现在哈哈哈哈哈哈哈哈哈哈哈哈哈哈全都是籹全尸在打拳。,Medium,Mocking,Sarcastic and Derisive,Critical
普信男：都怪老师太漂亮穿的裙子太短！,High,Accusatory,Condescending and Blaming,Offensive
小红书一堆脑瘫,High,Dismissive,Confrontational and Insulting,Hostile
想想北师大的拳师是什么货色，你就知道下一代已经没有免遭女权规训的希望了。,Medium,Critical,Disparaging and Cynical,Pessimistic
小红书绝逼是狗汉奸带的，★★在这就是工具,High,Aggressive,Confrontational and Insulting,Hostile
二土黑虫好像吸过毒,Medium,Accusatory,Derogatory,Contemptuous
拉黑nt是正确的心理异常变泰的人总想和正常人搭话来证明自己也是正常的,High,Confrontational,Insulting,Disdainful
万一它们是体重两百的坦克呢？当然不输普通男性。一般100斤左右的力气是比不过一般男性的。,Medium,Comparative and Dismissive,Casual and Stereotyping,Gender Bias
其实我对男同怎么的还真没什么看法，我歧视的是在到处瞎叫唤男男的女生，她们没觉得自己很恶心吗？还好意思指责别人鄙视同性恋，都是她们整臭的??????,High,Dismissive and Hostile,Confrontational and Insulting,Contemptuous
畒??乱叫而已，不用搭理牠，毕竟听不懂人话，jb口球就行了[表情],High,Dismissive and Dehumanizing,Insensitive and Abusive,Contemptuous
才10年，粿籹就该直接枪毙,High,Aggressive,Confrontational and Violent,Hostile
所以我为啥要在乎白皮的歧视呢？我生活在中国呀,Medium,Dismissive,Casual but potentially Offensive,Defensive
托什不是黑人吗？怎么帮狗的主人还会被狗咬,Medium,Questioning and Insinuating,Inappropriate and Stereotypical,Disparaging
你们活该罢了，雪崩之时没有一片雪花是无辜的,Medium,Accusatory,Critical and Blaming,Harsh
看头像还是个ltp基佬，真不嫌磕碜，恶心。,High,Derogatory,Insulting and Demeaning,Contemptuous
以后拳师让舔狗买车给她们开就行了，货拉拉顺风车什么的一概不接女乘客,High,Derogatory,Disrespectful and Sexist,Contemptuous
带着你的家人移民非洲吧！还有圣母的爱……,Medium,Sarcastic,Derisive,Condemning
他们有立体防御机制，这样的也会被说成txl捏,Medium,Controversial,Implying Criticism,Critical
这样的黑渣子严惩不贷,High,Aggressive,Condemning and Insulting,Hostile
你这个广东满子，黑河南、黑北方的总部是广州，核心地带是从上海到广州的整个东南沿海，范围是整个南方,High,Derogatory,Discriminatory and Insulting,Prejudiced
别打拳打到自己人了，男拳语录就是个黑大人发明的??,Medium,Sarcastic,Critical and Disparaging,Contemptuous
幕刃是这样的,Low,Neutral,Descriptive,Informative
寒国割裂的今天、我们最需要团结和理解。没人想成为西八那样（笑）,Medium,Sarcastic,Derogatory,Contemptuous
一堆普信美女还能有老公啊,Medium,Disdainful,Condescending,Contemptuous
田園女拳和正常女權的區別就在於前者只會在網上噴垃圾話，後者付諸實踐並證明男性能夠做到的事情女性也可以,Medium,Critical,Comparative and Disparaging,Dissatisfaction
成功把直男/被gay掰弯是种怎样的体验？这里的就很恶心了,High,Disparaging,Derogatory and Offensive,Hostile
必须对黑蛆实施种族灭绝！！！,High,Aggressive,Incendiary and Violent,Hostile
txl去死,High,Aggressive,Derogatory and Abusive,Hostile
正什么歪成什么样子了都是群满嘴道德仁义的狗在搞笑,High,Sarcastic,Mocking and Derogatory,Contemptuous
男生是正常人反应，女生是巨婴,High,Derogatory,Disparaging and Gender-specific Insulting,Discriminatory
女人说：“换了本仙女就不可能找到更好的了”。男人说：“这是编出来给??男心理安慰，好让??男去舔去接盘的”。,Medium,"Sarcastic, Dismissive",Confrontational,Contemptuous
加速是好事，而且别人本来就没打算征求你的意见。把女的捧得越高越好，特权群体越是会被讨厌，舔狗那么多还没清醒过来呢。,High,Sarcastic and Hostile,Dismissive and Condescending,Negative
舔狗让他死就行了，杀鸡儆猴么，一个舔狗不死，其他舔狗怎么觉醒？,High,Aggressive,Confrontational and Insulting,Hostile
学校把这些洋垃圾招进来，所以也要承担相应的后果！,High,Accusatory,Derogatory and Judgmental,Contemptuous
正三观，先要保命要紧，黑女一般都是乱性的。艾滋病能治好？,High,Disparaging,Prejudiced and Insulting,Discriminatory
MB关键是有的gay他还骚扰你，他妈的刚刚差点让一个gay亲了，再有下次老子打掉他满嘴牙，我这不是恶心，是唾弃,High,Aggressive,Confrontational and Insulting,Hostile
在easy girl眼里，这也比国男好得多,High,Derogatory,Disparaging and Insulting,Contemptuous
直佬的瓜真是太香了哦，吃不完了,Low,Playful,Casual,Amused
所以我劝如果男人脑子不太聪明分不清sao货和良女的话，那就自律一点，不要婚前性行为，也不要婚后嫖娼 这样百分百没有病,High,Judgmental,Confrontational and Insulting,Disparaging
我觉得大部分人都是图个新鲜感，甚至有些人网络上说自己支持同性恋，在大街上看到两个大叔搂搂抱抱甩出一句好恶心。,Medium,Critical,Cynical and Disparaging,Hypocritical
深柜竟在反同身边,Medium,Critical,Implicative and Judgmental,Disapproving
是的，通常只求这样的男女跟黑人出国，不乱生垃圾丢在国内污染环境，其他一点不在乎，毕竟是自然选择，智力水平也般配,High,Dismissive and Condescending,Discriminatory and Prejudiced,Hostile
先解决孩子安全问题再说吧，基佬炼铜是人尽皆知的,High,Accusatory,Confrontational and Insensitive,Hostile
还有人说默是人？,Medium,Skeptical,Disparaging,Derisive
阿哲，好像陈浩民张卫健吴彦祖古天乐尹正他们的帅我挺欣赏的，至于现在的娘炮，对不起那些女拳拿这些娘炮当例子还说人家嫉妒，真是笑大牙了,High,Derogatory,Insulting and Judgmental,Disdainful
你们同性恋为什么不收敛一点，我们看着觉得恶心,High,Condemning,Hateful and Insulting,Disgust
楼主别理会亩刃,Low,Dismissive,Casual,Neutral
活该，谁叫你们接盘的,Medium,Blaming,Derisive and Dismissive,Disdainful
女权怼了女拳？这事儿女拳知道吗？??,Medium,Questioning,Sarcastic,Mocking
你也是基佬，为什么要伤害自己人呢，不怕因果报应吗？,High,Accusatory,Confrontational and Demeaning,Hostile
看不出来吗，作者就是专业打拳的啊，不是说是男是女，这是一个组织，专门挑拨男女对立，不该死吗，别让我遇见你，我进去坐牢也得把你弄死,High,Aggressive,Threatening and Derogatory,Violent
我靠，楼主你不要在镇楼图扔黑粪啊！！！！,Medium,Frustrated,Aggressive and Disparaging,Annoyed
哈哈估计自身条件非常烂只能靠出卖同性获得幕刃的关注了,High,Mocking,Derogatory and Insulting,Contemptuous
这些南满估计连河南人都没见过就开始变着法的黑河南、黑北方了,High,Accusatory,Derogatory,Hostile
缴尼玛，打！,High,Aggressive,Confrontational and Insulting,Hostile
这关普信男什么事呢？,Medium,Condescending,Dismissive and Judgmental,Disdainful
如果真的是男的，则废物测试没通过,Medium,Disparaging,Derogatory,Contemptuous
在中国，你这种烂鲍鱼一般被人叫做普信女?,High,Offensive,Confrontational and Derogatory,Disdainful
上海河南广东，春晚三大被黑惨烈的地方，春晚一向这么搞很恶心的,Medium,Critical,Derogatory,Disdainful
那些嫁给默的国女能自愿放弃中国国籍，绝对值得立牌坊。,Medium,Sarcastic,Patronizing,Disdainful
是这群人没有良好的审美，我们反同人士都喜欢秃头油腻大叔，这才叫帅，有男人味。,High,Judgmental,Derogatory,Discriminatory
总而言之，现在就是女人最好的年代，不作妖，处女，整容的能好看，找一个中产阶级以上轻轻松松。也不知道女拳哪里不满>_<，或许整容也整不出来？,High,Dismissive and Sarcastic,Derogatory and Mocking,Gender Discriminatory
什么gp女权组织？要批就批某个人，中国这么多人，这么多女性它们有什么资格评判？还拿它们的鬼话当成批判的材料吗？,High,Disparaging,Confrontational and Derogatory,Contemptuous
感到txl恶心这没毛病啊，其实只要活好自己就行了，txl的生活也不会因为你的喜好就改变的,Medium,Dismissive,Casual and Insensitive,Critical
舔狗不得**,Medium,Mocking,Dismissive and Informal,Derisive
因为大家有家庭有事业，上学工作，没时间整天拿个手机在网上看它们打残虹拳，它们要么是50w，要么是游手好闲淫虫上脑那类，它们有那跟我们敲键盘的时间还不如去查一下艾淋梅尖,High,Dismissive and Judgmental,Derogatory and Insulting,Contemptuous
犯罪的小仙女都有病捏,High,Disparaging,Offensive and Derogatory,Hostile
太对了 我也是男童 我巴不得那些恶心的男童(占大部分）都去死??,High,Aggressive,Hostile and Offensive,Hateful
以前觉得不能盲目看不起别人，可惜现实是黑外教、黑留学生垃圾真的多。,High,Criticizing,Confrontational and Prejudiced,Hostile
以前男人还留长发，穿裙子……来来来搞起来，男拳师复兴起来,Medium,Nostalgic and Provocative,Colloquial and Derisive,Disapproving
默错过了没有奸到，恼羞成怒,Medium,Critical,Blaming,Frustration
再一个，眼睛不要的话，这边建议您捐出去呢,Low,Suggestive,Polite,Helpful
至于普信男，呵呵那些金针菇除了抱团取暖就没有别的本事。游艇？你让普信男变魔术还是变魔法呀,High,Mocking,Contemptuous and Derisive,Disparaging
偶然看到，就评论一下。都是人类，性取向就是萝卜白菜，各有所爱，没有什么高低贵贱。只是想到男男，生理上超级排斥，也就是感觉恶心,Medium,Judgmental,Informal and Subjective,Disapproving
很合理啊，这不就是正常要求嘛？可惜蝈女基因不行。估计完成不了几条,Medium,Dismissive,Casual and Derogatory,Critical
应该不仅仅停留在批判，应该竭尽所能去歧视，特别是他们的下的黑皮崽。,High,Aggressive,Discriminatory,Hateful
只是发图片要钱，给你们看看这些媚黑女，推特一大堆，国内也有，啥玩意儿,High,Contemptuous,Derogatory and Dismissive,Hostile
我190+，但是这种墓垢还是铁鲨鼻,Medium,Dismissive,Derogatory,Contemptuous
一个烂货，有老公，有小孩，喝酒抽烟出轨，乱搞男女关系。开了私密模式，关了私信功能，私信不了，只能在视频评论区艾特她骂。,High,Derogatory and Accusatory,Insulting and Aggressive,Hostile
有些直男只是单纯恶心 男同do爱吧,High,Dismissive,Confrontational and Insulting,Hostile
男人变态有什么错,High,Defensive,Provocative and Dismissive,Hostile
不评论，不支持是因为不可能改变同性恋很恶心这种观点。既然说了就政治不正确，还不给别人不说的权利？,High,Disparaging,Insulting and Provocative,Intolerant
这就受不了了？知道美国多少白男为了追小仙女玩极限运动，命都没了吗？,Medium,Provocative,Casual and Sarcastic,Critical
因为知乎上自称歧视黑人的中国南方人只嘴炮，现实见到黑人p不放一个，而白人歧视黑人不网上歧视，在现实见到黑人常常敢动手,High,Aggressive and Judgmental,Derogatory and Insulting,Hostile and Prejudiced
人家是真的敢办事儿的，裸体游行、终身不婚、单亲养子。国内的女拳拿啥跟她们比？??,Medium,Condescending,Comparative and Skeptical,Disapproving
小仙女能在别人身上找原因的时候为什么要反思自己呢,Medium,Sarcastic,Passive-Aggressive,Judgmental
这下姆蛆help姆蛆了,High,Mocking,Derogatory and Sarcastic,Contemptuous
默滚出中国就行了。,Medium,Dismissive,Confrontational,Hostile
我也厌女现在越来越讨厌了,High,Annoyed,Hostile and Misogynistic,Disdainful
你??我好心相劝却被基佬拉黑,Medium,Frustrated,Confrontational,Annoyed
其实韩国人。。。娘炮。。。??????,High,Derogatory,Offensive,Disrespectful
借个楼哈，原贴被删我就在这里发了。这个人把我恶心到了。,Medium,Frustrated,Indirectly Insulting,Annoyed
饭桶蛆们不知最会精神胜利的是他们那位大飞株开着几十个小号自我回复轮着对骂的小丑,High,Contemptuous,Confrontational and Derogatory,Hostile
我在这里骂txl没码，各位没有意见吧！,High,Confrontational,Aggressive and Insulting,Hostile
"南满:我们南方才不吃你们北方的粮食，我们吃的都是南方的粮食。北方人:断粮。南满:oh,no!米怎么这么少了，怎么买不来米了，面根本没有卖的。",Medium,Confrontational,Divisive and Sarcastic,Antagonistic
？？？有人造子宫我家众筹一个孩子就行了，要这种幕刃给我添堵吗？？,High,Frustrated,Confrontational,Annoyed
抛开事实不谈，新时代小仙女找个接盘的拳力都没有了？气冷抖,High,Mocking,Derogatory and Sarcastic,Contemptuous
混血，眼睛是蓝色，混了白皮猪的血,High,Derogatory,Racist and Insulting,Offensive
肯定自己有原因，但是他们已经上升到整个东北人都是垃圾，低劣的种族，应该灭绝的地步,High,Hostile,Confrontational and Discriminatory,Hate Speech
现在还有人把洋垃圾当宝吗,Medium,Sarcastic,Dismissive and Derogatory,Contemptuous
母狗冲进来啦,High,Aggressive,Derogatory and Offensive,Hostile
浙江 还有狗腿子四川,Medium,Derogatory,Insulting,Negative
真的有些腐癌还有喜欢基，雷百合的，还是好看的基，这也太双标了,High,Critical,Derogatory,Disdainful
躺平不意味着放弃斗争，正是因为没有了后顾之忧才能一心一意地反女拳反到底，某些二极管想想是不是这么个道理,High,Aggressive,Confrontational and Derisive,Hostile
潳沙它们，嘿蛆跑走就会嗐仁了,High,Dismissive,Insulting and Abusive,Hostile
我感觉男同性格残缺或是怪异的可能性很高，和普通人相比。有些人是因为某些事情刺激后天成为男同，然而这类人也容易变得很怪，很极端，甚至很恶心。我指其中部分人,High,Dismissive and Judgmental,Offensive and Prejudiced,Discriminatory
黑杂碎必须灭绝！！！,High,Aggressive,Violent and Dehumanizing,Hostile
犬现狗楼主你是变态吗？,High,Accusatory,Insulting and Dismissive,Hostile
“极端女权，极端男拳”，真nm双标,Medium,Critical,Confrontational,Frustrated
这垃圾酒，喝他妈,High,Aggressive,Insulting and Vulgar,Hostile
小仙女根本不怕你们躺平而是外娶,Medium,Dismissive,Confrontational,Critical
果然虫混奴隶大蛆就是虫混奴隶大蛆连最基本说话都不会说,High,Derogatory,Confrontational and Insulting,Hostile
我们应该联系男权吧，就算大男子主义再怎么样也应该不会支持男同，更别说女同了,High,Dismissive,Prejudicial and Exclusionary,Discriminatory
对那种媚黑的有恶意,Medium,Critical,Negative,Disapproving
一个垫步侧踢踢废这些幕刃,Medium,Aggressive,Confrontational,Hostile
你这个南满,High,Dismissive,Insulting,Hostile
异性恋比同性恋多好几万倍，肯定异性恋高。很多恶心的既同性又异性恋的，把病菌感染给自己的异性恋伴侣关键这病毒根源就是同性恋,High,Disparaging,Discriminatory and Judgmental,Prejudiced
幕刃和理客中一样恶心,Medium,Derogatory,Insulting,Negative
还有俩男的争一个，当街打架扇嘴巴，当街舔，真恶心,High,Derisive,Crude and Disparaging,Disgust
你想多了，倒贴，媚黑女倒贴??,High,Mocking,Disparaging and Derogatory,Contemptuous
老僵尸闻着味都能找到坟,Medium,Sarcastic,Derisive,Mocking
我不会选撑同弱智,High,Dismissive,Insulting,Hostile
哈哈 我在乍得 这边小黑两瓶可乐就可以给你当一早上力工,High,Dismissive and Racist,Offensive and Derogatory,Superiority
来不及了，女拳小队轨道空投仓先来一波,Medium,Sarcastic,Mocking,Disrespectful
这人知名女拳，散了吧，不用理,Medium,Dismissive,Casual and Dismissive,Disdainful
基佬破防了，急得大号和小号说话,High,Mocking,Derogatory and Taunting,Disrespectful
少数民族是少数民族，少数民族就算文化水平差点，但至少大部分还是遵纪守法的，黑小子们可就不一定了。好的幼儿园或学校，家长们很多都是有一定能量的，要把黑小子搞出去，总是有办法的。,High,Discriminatory and Dismissive,Confrontational and Racist,Hostile
要不要一起组队猎杀默和easygirl,High,Aggressive,Violent and Offensive,Hostile
你发正常的帖子是钓不到同性异蛆的,High,Mocking,Offensive and Derogatory,Contemptuous
彩礼吧本来就是农村小仙女聚集地,Medium,Derogatory,Disparaging and Judgmental,Contemptuous
黑人繁殖快的原因是黑女无脑怀孕，无脑哺育。,High,Derogatory,Disparaging and Offensive,Racist
加两个0吧，一百万小仙女几个月就花完了,Low,Sarcastic,Casual and Humorous,Critical
我对反同组织，不支持不反对，但不希望宣传，因为反对同性恋很明显是西方派来分裂中国的阴谋，而总有很多人进入了圈套,Medium,Suspicious,Conspiratorial and Nationalistic,Distrustful
国男找黑女和国女找黑男一样让人恶心，你的问题结局了，你的混血二代还要在中国找？炫耀非洲媳妇被女的喷的我一点都不同情，双标就是双标。,High,Dismissive and Hostile,Rude and Insulting,Prejudiced and Contemptuous
上海人路过，我有时候特地喷喷这种有问题的人发泄一下垃圾情绪，上海是风口浪尖的地域黑这种事从来不缺席??,Medium,Frustrated,Confrontational and Dismissive,Annoyed
又不喜欢小黑来国内。,Medium,Disapproving,Unwelcoming,Exclusionary
幕刃已经很可怜了，色情上服务男性，穿暴露会被指点，婚前破了是没贞操，力气小，参政更少，孩子还大部分跟男方姓,High,Disparaging,Judgmental and Degrading,Hostile
拳师的台词我都预备好了：歧视，歧视，还是歧视??,Medium,Accusatory,Critical,Indignant
那个铁钎子应该是用来缝那些收不到礼物瞎寄吧酸的畒的嘴的,High,Aggressive,Hostile and Insulting,Derogatory
最好别找，媚黑的女人已经烂到根了,High,Derogatory,Pejorative and Demeaning,Contemptuous
渣的人不分性别不分人种，犯罪就是犯罪，就事论事，上升到群体就不好了，还有黑女受教育程度高这个不准确吧，重男轻女男尊女卑严重的地方女性就是生育价值啊,Medium,Controversial,Critical and Generalizing,Negative
鉴于直佬由于环境影响变成了取向异常的群体，现私信本宫进行取向治疗还能打八折。,High,Derogatory,Discriminatory and Insensitive,Prejudiced
也就是单纯的觉得和黑人好的女人都是脑子有毛病，智力有问题，这种傻子那个男人肯要,High,Derogatory,Offensive and Disparaging,Prejudiced
nba的确作为篮球顶级殿堂，喜欢篮球喜欢nba很正常，但是崇拜球星，特别是那些品质极差的真的脑壳有包，以前还看过希望用爹吗换qj犯复活的呢,High,Criticizing,Confrontational and Insulting,Hostile
需要那么多嘴炮政客？还是黑皮。,High,Dismissive,Confrontational and Insulting,Hostile
黑南方的都是北佬。你们北方就一个北京，我们南方有上海，广州，香港，深圳，台北六个一线城市,Medium,Confrontational,Divisive and Competitive,Antagonistic
女士优先绅士风度这些是从西方传进来的东西，男女平等才是国策，西方紫苯滋养了女拳,High,Critical,Polarizing and Pejorative,Negative
崇拜黑人的跪族男孩至少不给黑人生猴子的吧？??,High,Derogatory,Racist and Demeaning,Hostile
是的，二鬼子征的女大学生慰安妇。牺牲一代妇女，振兴?,High,Offensive,Derogatory and Offensive,Degrading
不管你是偷的图还是去wb看的我只能说少关心慕√那点批事儿,Medium,Dismissive,Colloquial and Dismissive,Indifferent
我们的孩子不会这样。这些都是猩猩。,High,Derogatory,Insulting and Dismissive,Contemptuous
你***在哪看的善良，眼瞎了,High,Derogatory,Confrontational and Insulting,Hostile
直佬日常出新花样罢了,Medium,Dismissive,Casual but Disrespectful,Indifferent
看到你这帖子，确定你就是***媚嘿奴隶了,High,Derogatory,Insulting and Degrading,Hostile
恶心，做室友晚晚遗精。,High,Derogatory,Insulting and Vulgar,Disgust
伞兵，我是友军，没看我是高级黑吗,Medium,Sarcastic,Colloquial and Cynical,Mocking
下贱的杂种,High,Derogatory,Insulting and Offensive,Hostile
这正是这样不会把自己人推到对立面，要知道许多媚黑只是排黑目光的产物，她们其实和默没爱情，如果真有的话她们为什么不美黑呢一个个妆化的那么白。,Medium,Critical,Judgmental,Disparaging
我不认为，小仙女，老仙女能做得来，每天不但要搬重，还要晒太阳，对于小仙女来说，工资还不够买防晒霜,Medium,Condescending,Patronizing,Dismissive
