Sentence,Toxicity Level,Tone,Language,Implied Sentiment
شهالحكومه الى منطنشه الشعب عيزوا وهم يصرخون ما نبي مصاروه في بلدنا شهالقصه الى مالها نهايه,High,Frustrated,Accusatory and Exclusionary,Hostile
أتدرك أن هذا غبي، أليس كذلك؟,Medium,Condescending,Insulting,Disrespectful
هذا المهرج غير قادر على التحكم ويجب أن يرحل.,Medium,Dismissive,Insulting,Negative
طلع كمان طارق المجذوب سارق البلد يا جماعة هودي بالشارع شراميط ولاد شراميط,High,Aggressive,Derogatory and Insulting,Hostile
إنهم من نفس كومة الروث,High,Derogatory,Insulting,Contemptuous
ياخي بدل عالأقل عشان تضيع وقت يلعن ابوك مدرب سباك,High,Aggressive,Insulting and Disrespectful,Hostile
مدامها سكتت عن الوزن معنتها دبه,High,Derogatory,Offensive,Insulting
يبدو أن هذه الفكرة جاهلة وسخيفة .,Medium,Judgmental,Critical,Negative
انشالله عن قريب لازم بقى ينشد هالفار وينرمى بشي زريبة,High,Hostile,Aggressive and Dehumanizing,Violent
ضيعت عمري علي صحوبيتكوا يا شوية شراميط,High,Aggressive,Insulting and Disparaging,Bitter and Hostile
هذا حرفيا أغبى شيء سمعته في حياتي,High,Insulting,Mocking and Dismissive,Contemptuous
خلاص ما تعيطش يا جحش مصر حلوه وزي الفل,Medium,Patronizing,Informal and Insulting,Mixed
أنتم تعلمون أن هذا الحديث الجاهل لا ينفع بشيء .,Medium,Dismissive,Confrontational,Disrespectful
للأسف، ستكون هاواي التي ستدفع، وليس هذا الأحمق.,Medium,Frustrated,Derogatory,Disdainful
يا لكم من فسدة اهذا ملعب يلعب عليه لاعبيين بمبالغ مالية وتكاليف اقامة وسفر لعنة الله عليكم وهناك ملع,High,Aggressive,Confrontational and Insulting,Hostile
خلال الشوط الثاني محتاج تسجل هدفين .. واخرتها ما تصنع ولا فرصه للهجوم !!!!!!!!!!!!!!!!!!!!!!!!!!!!! الله يلعن امك فريق عكاك,High,Angry and Insulting,Aggressive and Offensive,Hostile and Frustrated
هذا الي قدرتو عليه عليكم لعنة الله المنظمات هي أكثر من تنتهك حقوق الإنسان وانت في مواقع ال,High,Accusatory,Confrontational,Hostile
ويفعلون المثل مع المهرج.,Low,Neutral,Informative,Neutral
هذا الدوري مب هبايل انجلترا 😂,Medium,Mocking,Informal and Insulting,Negative
لذا أفترض أن استخدامهم لضرائبنا يبلغ أكثر من مليون دولار يا أحمق!,High,Angry,Confrontational and Insulting,Hostile
لنحافظ على الدفاع و المحاكم ونلقي البقية في القمامة .,High,Aggressive,Confrontational,Disdainful
ما الي جلادة ارسم شجرة العيلة 😂 بزرة شراميط,High,Derogatory,Vulgar and Insulting,Disrespectful
اذهب واتركه يموت,High,Commanding and Callous,Aggressive and Insensitive,Malicious
هذي من الاسئلة التي تصنف تحت بند (حط بينك و بين النار اخونجي) لا أعلم ماذا يتوقع المستفت…,Medium,Dismissive,Derogatory,Disrespectful
يريد أن يفتح لنفسه طريق في البحر ...عبثا رجال مصر رجال أشداء ولا مجال أن تملي عليهم شروطك يا قردوغان,High,Aggressive,Confrontational and Insulting,Hostile
لدي دخل متاح مثل هؤلاء الأغبياء الآخرين,High,Hostile,Insulting,Disdainful
وانا عبالي انك وايت كراكر بياض الثلج اشقر معظل تاليه طلعت زنجي,High,Offensive,Racially Insensitive and Derogatory,Disparaging
أنت حقا أحمق إذا كنت تعتقد أنه سيرى نور النهار كرجل حر مرة أخرى,High,Insulting,Aggressive and Disparaging,Contemptuous
كل ما هو زنجي جميل🖤,High,Offensive,Racially Insensitive,Derogatory
بالمستشفى الأميري واحد قال حق الشايب سلامات حجي رد عليه الله يسلمك و يلعن أمك و أبوك هذا من الشياب الطيبيين 😃 😜 😜,High,Sarcastic and Aggressive,Confrontational and Insulting,Hostile
إنه مجرد متحدث اسود كبير.,High,Dismissive,Derogatory and Insulting,Disrespectful
أنت شخص فاحش ويجب أن يتم حظرك.,High,Condemnatory,Confrontational and Insulting,Hostile
كيف عاشت سوريا الاسد؟ قتلتو السوريين و دمرتو البلد و عم تسرقو من الشعب ، لعنة الله عليكم,High,Aggressive,Confrontational and Accusatory,Hostile
من الجيد أنهم ليسوا في جي 7 أيها الأحمق.,Medium,Derogatory,Insulting,Disdainful
اللي ما حسمها بالشوط الأول يستاهل اللي يجيه لعنة الله عليكم,High,Aggressive,Offensive and Angry,Malicious
أو تكذب كالكلب المسعور .,High,Aggressive,Insulting,Hostile
يلعن امك يا الاسطوره الافضضل في التاريخ 💙 💙,High,Aggressive,Insulting and Sarcastic,Hostile
يله قول لعمك قردوغان يحررها,High,Mocking,Derogatory and Insulting,Hostile
دامك دبة ماتصلح لك العسكريه.... 😂,Medium,Mocking,Casual and Insulting,Derogatory
صراحه جامده متخلف مش مقدر حجم النعمه ال معاه,High,Dismissive,Insulting and Derogatory,Contemptuous
المهم نستغل الاخطاء الدفاعية المدرب غبي المهم ينزل غريزمان,Medium,Critical,Disparaging,Disapproving
و لما العسكري دا يتسحل و يدبح في الشوارع، يطلع شوية منايك يقولوا حرام، حق اللبنانيين هيرجع بالقوة.…,High,Aggressive,Hostile and Insulting,Violent
ي بعض الناس ودك تحط بحلقه تبن وحتى التبن مايكفي مشكله والله لعنة الله عليكم,High,Aggressive,Confrontational and Insulting,Hostile
حقيقة أننا جميعا سندفع ثمن هذا الحزب الليبرالي الفاشل يجعلني أشعر بالغثيان,High,Accusatory,Derisive and Insulting,Disgust
كيف فشلت؟ ايش كان المطلوب لكي تكون ناجحة؟ لعنة الله عليكم ياسفلة,High,Aggressive,Offensive and Insulting,Hostile
هيلاري كلينتون شخص فظيع.,High,Derogatory,Insulting,Hostile
ردا على الفقرة الأخيرة الخاصة بك يا قمامة,High,Insulting,Confrontational and Offensive,Hostile
منارة الجهل المضيئة .,Medium,Sarcastic,Derogatory,Negative
في ريديت قد تجد الكثير من الناس الذين اللعينين الجاهلين,High,Offensive,Insulting,Contemptuous
"هوا في بنات شراميط للدرجادي؟ , االنوع اللي زي ده يسط متعملوش بلوك دي تحط اسمها كده واحنا اللي هنخش نخليها تسيب تويتر خالص",High,Aggressive and Dismissive,Confrontational and Offensive,Hostile
سيكون من الغباء عدم فعل ذلك,Medium,Critical,Blunt,Disapproving
قتلت المباراة من اول ربع ساعة يلعن امك يا فاران 🙂,High,Aggressive,Offensive and Insulting,Hostile
قايل لك حشرونا مدرب غبي لا يصلح لبرشلونه,High,Aggressive,Confrontational and Disparaging,Derogatory
م راح اناقشك لانك لحجيه,Medium,Dismissive,Confrontational,Disrespectful
بس نهى للحين ماتغيرت لحجية,Medium,Critical,Casual and Disparaging,Negative
قد يكون أحمقا ثملا يحمل مسدسا,High,Derogatory,Aggressive and Insulting,Threatening
رهف يومي حلو لا تخليني اقتلك,High,Threatening,Aggressive,Hostile
هذا فلسطيزي ومايمثل اللبنانيين ولا غيرهم,High,Dismissive,Confrontational and Insulting,Hostile
تقبريني خلي جوزك حدك، في كتير شراميط بالمظاهرة,High,Derogatory,Offensive and Insulting,Hostile
اول مرة اعرف ان الجزيرة دي بنت شرموطة كدة,High,Derogatory and Offensive,Vulgar and Insulting,Hostile
كيف يمكن للطلاب الملونين أن يتوقعوا الدراسة في بيئة مليئة بالتمييز المقزز ؟,Medium,Questioning and Concerned,Critical,Negative
يعني ماتدري وش يبي ياصله المدرب ؟؟؟. تلعب بثلاث محاور وهي ذهاب بس. ليش غريزمان دكه وتحط فيدال صانع لعب. الله يلعنك…,High,Frustrated,Aggressive and Demeaning,Hostile
نحن بحاجة إلى الذهاب وركل مؤخراتهم.,High,Aggressive,Violent,Hostile
ما هوي لو بياكل سرماية بعيد عنا بقول يعدمني يا فكروا اذا بصرخوا صوتهن بيوصل,High,Aggressive,Offensive and Derogatory,Contemptuous
مش ناقصة الا منايك بجد,High,Offensive,Crude and Insulting,Hostile
يا بلا مخ يا حيوان في الاف بقطر عم يسترزقو مش كرمال يجي واحد متلك صرماية يعمل خلاف روح نقبر ضب زعرانك,High,Aggressive,Insulting and Offensive,Hostile
قزم ...ازاي ده دخل الكليه الحربيه 🤔,High,Derogatory,Insulting and Mocking,Contemptuous
راكيتيتش بيكيه أقرب دار عجزة، الله يلعن أم اللي جابكم ويمدحكم يا شراميط,High,Aggressive,Profane and Insulting,Hostile
لعنة الله عليكم رجعتونا كي يهود ارتقى,High,Aggressive,Insulting and Derogatory,Hostile
هي الناس مالها قلبت شراميط كده ليه؟,High,Aggressive,Insulting and Derogatory,Offensive
ما هذه المزحة البيروقراطية السخيفة والقاسية!,Medium,Critical,Disparaging,Negative
طيب شرايك بيدها؟ مشكلة اليدين كل شيء بالجسم ينحف الا هم يعني كانت دبه,Medium,Critical,Body-shaming,Judgmental
انا بعتذر على المسبة وبقلو كس اختك لا اختو,High,Apologetic with profanity,Aggressive and Offensive,Insulting
لهؤلاء البدينين البلهاء والأغبياء ما لهم من سبيل إلى الحياة .,High,Derogatory,Insulting and Demeaning,Disdainful
صاحب الدراسه سمين ومايبي ينحف دراسه كذبيه لايلعب عليكم,High,Derogatory,Insulting and Dismissive,Disrespectful
بدنا حدا يقدر يرجعلنا الشهدا اذا بيقدر غير هيك كلن شراميط,High,Aggressive,Offensive and Vulgar,Hostile
اذا كل هيدا ما بدّو يولّد حقد وشتائم شو بدّكن يولّد يا شراميط؟ أوبريت الأرز؟,High,Aggressive,Offensive and Insulting,Hostile
جاستن وجماعته الجرذان لديهم جدول أعمال,High,Derogatory,Insulting,Hostile
الحريبي زنجي يدعي انه عريباني,High,Derogatory,Aggressive and Racist,Hostile
وصوت له الأغبياء.,High,Derogatory,Insulting,Negative
اقسم بالله ان دوريكم دوري هبايل اجل اتلتيكو متصدر فرق ١١ و باقي له ٣ مباريات اخر شي ينقلب وضعه كذا,Medium,Critical,Colloquial and Insulting,Disapproving
تعب منهم قام يبني هجمات لنفسه يلعن ابوك فريق,High,Angry,Aggressive and Insulting,Hostile
فقط انظر إلى عائلة براون وبقية عائلتهم الفاسدة .,High,Disdainful,Derogatory and Insulting,Hostile
مو قادرين على دوري كله هبايل خخخخخ,Medium,Mocking,Casual and Insulting,Disparaging
مادام الدعوه سهلة يالزيدي ورى معزبك جايب سرسرية شراميط تقسيم لحمايته مادام غيركم ساذج؟ لا تتحدثون عن ال,High,Derogatory and Insulting,Abusive and Aggressive,Hostile
وانتـي حكيتيها اخيكـ مو بقره مثلكـ ههههههههههههههههههه,High,Mocking,Insulting and Derogatory,Hostile
تعليقك هو الغبي.,High,Insulting,Confrontational,Disparaging
وليد جنبلاط كاتب الحكمة يا قذر,High,Insulting,Aggressive and Disrespectful,Hostile
كم كان هذا الرجل غبيًا ليقرر إنشاء متجر قبل أن يصبح بيع الحشيش قانونيًا؟,High,Derogatory,Insulting and Sarcastic,Disrespectful
"مافي اهبل غيرك, هو يتكلم عن انجازات و انت تضحك بسخرية و كان شعبك لم يموتوا اليوم بسبب انعدام الاكسجيين",High,Derisive,Insulting and Critical,Hostile
هل ترى كم أصبحت هذه القضايا سخيفة؟,Medium,Dismissive,Dismissive and Critical,Negative
زوما لم يفعل كل هذا بمفرده، كان لديه دعم من هؤلاء المهرجين .,Medium,Derisive,Disparaging,Disrespectful
دوري زبايل زيك كعادتك دايما,High,Insulting,Derogatory and Confrontational,Hostile
يا متخلف هذا مغتصب ومحتل وقاتل لا تضل تتمحن عندهم وارفع قدرك,High,Aggressive,Derogatory and Accusatory,Hostile
🤣 الطالب دب من الكسل ! يستاهل,Medium,Sarcastic,Derogatory,Disparaging
أنت لا شيء بالنسبة لي، يا عاهر.,High,Derogatory,Offensive and Insulting,Contemptuous
يع ترا بكره تضحكين ع مقاطعك وتشوفين نفسك لحجيه😭😭😭😭,High,Mocking,Derisive and Insulting,Derogatory
ترا والله العظيم في افضل منك كثير تلعب زين والا اطلع يا دب,High,Condescending,Confrontational and Insulting,Hostile
يا ويلي ويلاه عالفاضي و نفع أكثر منهم !!! أدعسك! 😂😂😂انا اقرأ المانجا ف عشان كذا .. المهم مابي اتحمس و أحرق خليني ساكته,Medium,Sarcastic,Informal and Aggressive,Frustrated
قويه يا استاذنا كان قردوغان يقول حدوده مشتركه مع…,Medium,Mocking,Derogatory and Disparaging,Disrespectful
يا عيب لشوم عليك يا كركوز,Medium,Dismissive,Informal and Insulting,Disrespectful
يلعن امك ياحكم قسم بالله عيب اللي قاعد يصير عطهم الدوري وخلاص ياخي,High,Aggressive,Insulting and Confrontational,Hostile
ههههههههه الله المستعان اللي عنده خدامة زنجية يحجز راتب عليها لما تعدي شهر رمضان اضمن شي,High,Mocking,Derogatory and Demeaning,Disrespectful
ماهو حذرنا قبل قردوغان من تدعيات افعاله على المساجد في العالم وما سمع,Medium,Critical,Accusatory and Critical,Disapproving
كندا تم خداعها كبيدق في هذا الأمر، وسمح الاتحاد الأوروبي بحدوث ذلك.,Medium,Accusatory,Critical,Disapproving
ميسي أنت أذكى لاعب في العالم فلا تكون غبي ببقائك في برشلونه في ظل وجود الرئيس والمدرب ... كمل مسيرتك خارج برشلونه #برشلونه_ميونخ,Medium,Patronizing,Disparaging,Criticism
يلعن ابوك نحنا نتمى لكم انكم بخير ومحد يصير له شيء وهاذا جزاتنا ياولد الكلب ؟ كل ماصار شيء,High,Aggressive,Confrontational and Insulting,Hostile
كلي خرا كس اختك اسألي مين قتل اهلنا,High,Abusive and Aggressive,Profane and Insulting,Hostile
بما أن الأغبياء فقط هم من سيأخذون إشارات سياسية من فيسبوك، أستطيع أن أرى لماذا الحزب الديموقراطي يشعر بالذعر!,High,Insulting and Sarcastic,Hostile and Derogatory,Contemptuous
هذه طقوسكم ومقدساتكم يابني المجوس,High,Derogatory,Offensive and Disrespectful,Hostile
الاتراك موجودين غصبا عن بلحه واللي معاه لو فيهم راجل يقدر يطلعهم يورينا ي…,High,Defiant and Aggressive,Confrontational and Insulting,Hostile
يا اقرع الحاجات في مجال تانى روحانى لن تراها ماديا، لغاية اما ترقد جنبها ان شاء الله 🤦🏻‍♂️,High,Insulting,Disrespectful,Disdainful
عم أحكي عن الجعفري يا بهيمة نظام الجعفري قتل نص مليون وهجّر نص الشعب حرفياً لأنه طلعوا مظاهرات ضده وبعدين بتقلي إني أنا يلي ما بفهم بآداب الحوار؟,High,Aggressive,Confrontational and Insulting,Hostile
انشهد بيكون غبي لو استمر لأن بإذن الله بداية الانهيار لذا الفريق,High,Derogatory,Aggressive and Insulting,Disdainful
ابن الجنوب ابن اشرف الناس بس انت ابن شرموطه,High,Derogatory and Insulting,Offensive and Vulgar,Hostile
جابت فساتين احلامها و رمتهم على البنت طيب يمكن البنت دبه 😭😭😭,High,Mocking,Derisive and Insulting,Condemnatory
دا مش انستاا خالص دا مسابقة شراميط,High,Derogatory,Offensive,Disrespectful
يلعن امك رابع مره اسوي مسحه يالليل كورونا الفكك ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,High,Aggressive,Insulting and Derogatory,Hostile
نفسي ارجع اصاحب كوايته شيعيين كانوا يونسوني اكتر منكم يكلاب,High,Aggressive,Insulting and Derogatory,Hostile
اللهم امين ونسال الله ان يفرج عنكم ويرد كيد الرافضة المجوس في نحورهم.,High,Aggressive,Religious and Hostile,Malicious
يجب أن يتدخل الغرب فورا وتخصيص ميزانية لإيقاف هؤلاء الملاعين,High,Aggressive,Confrontational and Insulting,Hostile
نحن جنس ملعون.,High,Derogatory,Offensive,Hostile
اللي مايخاف من الله خافوا منه عليكم لعنة الله ورسوله وين الرحمه علا قل رأفة في أطف…,High,Aggressive,Threatening and Condemning,Hostile
بجاحه وفوق دا كله مواطنين شراميط بتطالب بتدخل فرنسا,High,Aggressive,Confrontational and Insulting,Hostile
الهاشتاج ساب المشرع، اللي طلع من العدم قرر ياخد صف محامي وشوية منايك على يوتيوب في يوم وليلة منغير,High,Aggressive,Confrontational and Vulgar,Hostile
يا شراميط شفنا استماعكم لشعبكم,High,Derogatory,Insulting,Contemptuous
الكنافة دي اللي انت بتقولها يا جاهل اتكلم بأدب علشان محدش يهينك,High,Confrontational,Insulting and Demeaning,Hostile
ستموت بحسرة الخواجه ولن يعطيك شرف التحدث معه وابتزازه ايها الازعر السفيه ضبضب,High,Aggressive,Confrontational and Insulting,Hostile
لا شرطي روسي يا ابن الستين كلب,High,Aggressive,Derogatory and Insulting,Hostile
ايه اللي ازاي عمرك ما شوفت عيله كلها شراميط,High,Hostile,Vulgar and Offensive,Derogatory
كل الاهداف صعبة .. صح العويس شبه منفوخ بس والله ماله ذنب بالاهداف,Medium,Defensive,Informal and Blaming,Sympathetic towards Al-Owais but Critical overall
من عجائب هذا الزمان ، البنات دائما تدعي ان يوفقها بالرجل الصالح واذا تقدم لها اخونجي ترفضه. ليييش ؟ سؤال يبطح نفسة .,Medium,Sarcastic,Confrontational,Judgmental
اول شخص طالب بتخفيض الرواتب انت الا لعنة الله عليكم جميعا,High,Angry,Aggressive and Insulting,Hostile
هازارد كل مسيرته بدوري عبط واكبر مقلب,High,Derisive,Insulting,Contemptuous
اخرس يا أيها النجس الخنزير الديوث انت وبشار الكيماوي وحزب الشيطان والمجوس إلى مزبلة التاريخ,High,Aggressive,Hostile and Insulting,Contemptuous
دي مش مشكله بالنسبة للدفعة عشان كلهم صعايدة,Medium,Dismissive,Colloquial and Insensitive,Derogatory
استلم حوالتك يامرتزق من انيس المنيك,High,Aggressive,Confrontational and Insulting,Hostile
لعنة الله عليكم،اهذه هي المهنية والصحافة الصادقة؟ الم تجدوا ما تفيدون به القارئ ؟ افي دور الدعارة تربيتم…,High,Aggressive,Confrontational and Insulting,Hostile
ماطلعلكم صوت فوق السرقة كذابين تسئلون وش مشكلتك وبعدها تختفون ماتردون لعنة الله عليكم وعلى من جمعكم شركة نصب,High,Accusatory,Confrontational and Insulting,Hostile
إنه أمر لا يصدق حقا مدى نفاقك.,Medium,Accusatory,Insulting,Negative
خلاص واضحه الحكم ابن الزنوه رجع للفار عشان للهلال وحقت النصر مارجع عيال زنا جابو حكم زيهم ابن زنوه,High,Aggressive,Insulting and Derogatory,Hostile
من المؤسف أنه ليس هناك وسيلة للتخلص من الأغبياء.,High,Critical and Insulting,Derogatory,Hostile
كس إختكن إخوات شراميط، ما حدا عندو ذرة شرف ومصداقية🤮🤮,High,Aggressive,Explicit and Insulting,Hostile
تلك الحكومة التي لا تعرف مرفقها من مؤخرتها لا تستطيع حتى إدارة شؤونها بشكل صحيح .,High,Contemptuous,Derogatory and Insolent,Disdainful
ماعدهم تفرقه مثلنا بدليل زنجي كان رئيس هم يعتمدون على الخبره ...تحياتي,High,Disparaging,Discriminatory and Offensive,Prejudiced
كنا نبحث عن زنجي سفاح.,High,Derogatory,Racist and Violent,Hostile
الرافضة الفرس يكذبون أحداث عن ال البيت رضي الله عنهم حتى يعيدون مجد أجدادهم عبدت النار ال…,High,Aggressive,Derogatory and Offensive,Hostile
ونعم إنه كان أحمق .,Medium,Disparaging,Critical and Insulting,Derogatory
هه ايش نقال ايش هذا الذل من شان يخلوهم الكفلا في عزب الرياض ويرضون عنهم لعنة الله عليكم مارخصكم,High,Aggressive,Confrontational and Insulting,Disdainful
ترامب رجل متهور وجاهل وخسيس ويفتقد المصداقية في أمريكا أو العالم,High,Disparaging,Confrontational and Insulting,Hostile
كسم ريفيوز الأفلام المكتوبة داخل اجمع معلومات عن الفيلم يا منايك ليه اول كلمين يبقوا عن مشهد النهاية,High,Aggressive,Insulting and Offensive,Angry and Frustrated
الله يفجعهم صرخخت والله زرفوا درجاتي متأكده! ذي أسهل و أخف ماده شلووون كذا! لعنة الله عليكم,High,Angry and Aggressive,Confrontational and Condemning,Hostile
هؤلاء الجمهوريون يشبهون أسماك البيرانيا آكلة لحوم البشر.,High,Hostile,Insulting and Derogatory,Contemptuous
يليتني عايشه بمستنقع مع تماسيح ولاعايشه مع شراميط,High,Aggressive,Insulting and Vulgar,Disdainful
ماذا تتوقع من اتباع قردوغان؟,Medium,Sarcastic,Critical and Insulting,Contemptuous
يمه فجاءه صارو كلهم صعايدة,Medium,Disparaging,Colloquial and Stereotypical,Derogatory
مافيش لا بحر لا نفط يا قردوغان 😂,Medium,Mocking,Derogatory and Insulting,Contemptuous
الدين هو مثل الإدمان للعقل بالنسبة لأولئك الحمقى الذين لا يمكنهم تحمل الشيء الحقيقي.,High,Derisive,Insulting and Dismissive,Contemptuous
ولن يتغير شيء من هذا الهراء .,Medium,Dismissive,Disparaging,Negative
يا رجال دوري هبلان ضامن الدوري تنافس على الابطال كمان شوف من بعد كريستيانو فريقك صار مصخرة😭😭,Medium,Mocking,Derisive and Sardonic,Contemptuous
لعنة الله عليكم وعلى شواربكم يامن جلستم على كراسي لستم أهلا لها لاشيمة فيكم ولاغيره تسرقون ثروات الوطن والمواطنيين,High,Condemnatory,Confrontational and Insulting,Hostile
ايه صح اعرفك ونحنا بالروضه كانو عيونك زرق وكنت دبه سع البرميل,Medium,Derisive,Casual and Insulting,Mocking
والله الدوري الالماني دوري هبايل ما تضمن نجاح مخرجاته والامثله كثير,Medium,Disparaging,Casual and Insulting,Critical
أنتم يا رفاق مجانين ملعونين,High,Aggressive,Insulting,Hostile
منذ مشاركته وصل للنهائي مرتين ومرة للنهائي العالم مع منتخب كان كله هبايل,High,Dismissive,Insulting,Contemptuous
عاااااااااااالمي تاااااااااريخي اسسسطورس ياقلبي ياعيني يرتاح راسي وش ذا الهدف التاريخي يلعن امك يااااشيخ😭😭😭😭😭🙈,High,Excited and Insulting,Colloquial and Aggressive,Mixed
لعنة الله عليكم قداش خسرتو تونس أعوام وغرقتونا في ترهاتكم,High,Angry and Condemning,Harsh and Accusatory,Hostile
كس أختك على أختو شهيد قال,High,Vulgar and Disrespectful,Highly Offensive and Insulting,Hostile and Disparaging
في كل مرة تقوم فيها بوضع علامة على المنشور مثل الجبان فإنك توضح وجهة نظري,Medium,Accusatory,Confrontational,Disapproving
طبعاً لنا شهر نصيح، قفل وانتظر تخطف هدف وبتفوز يا غبي يا برازيلي.,High,Aggressive,Derogatory and Insulting,Contemptuous
أولئك هم الجيل القادم من المشردين البائسين .,High,Derogatory,Degrading and Insulting,Contemptuous
ماشالله عليه شو ذكي هل الوزير - ليش ما منعت الرحلات من لندن ؟ لعنة الله عليكم,Medium,Sarcastic,Confrontational,Disgusted
كيف لا.. انت مسوي صورتك.. ولا انت بقرة,High,Derogatory,Insulting,Hostile
إنه مجرد طباخ لعين!,Medium,Disrespectful,Insulting,Disdainful
يا عمي هيدا الزلمي جاهل,Medium,Dismissive,Casual with an Insulting remark,Condemnatory
يارب يا ساتر ان قومت من النوم مفزوع الله يلعن ابوك ي ميليتاو,High,Aggressive,Abusive and Insulting,Hostile
حتى ذلك الحين لا تتردد في لعب خدعك الغبية,Medium,Sarcastic,Passive-Aggressive,Disdainful
المشكلة هي أن إدارتهم غبية للغاية.,High,Dismissive,Confrontational and Insulting,Hostile
عيلة شراميط من كبيرهم لصغيرهم,High,Derogatory,Insulting and Offensive,Hostile
صدقني في شراميط أشرف منا والله,High,Disparaging,Derogatory and Offensive,Disrespectful
🤪 هذا لحجي مره يستفزني,Medium,Frustrated,Informal and Annoyed,Irritated
أقيل بسبب نكتة غبية.,Medium,Disapproving,Critical,Negative
ياعم أقعد وأذكر ربك شو وضعك يلعن أصلك,High,Aggressive,Confrontational and Insulting,Hostile
بالامس تحتفلون بالاستقلال واليوم تستقبلون المستعمر . هكذا هم العملاء وبائعي وطنهم لعنة الله عليكم ياخونة,High,Accusatory,Confrontational and Insulting,Hostile
بواتينغ من عرفته وهو مدافع غبي مادري كيف يلعب اساسي على طول,Medium,Insulting,Disparaging,Disrespectful
أنا لم أصوت للكذاب,Medium,Accusatory,Direct and Dismissive,Disapproving
الصحفي اللي سأل السؤال متخلف فريقه فايز 8 ويبغاه يكون زعلان على ميسي,High,Insulting,Derogatory and Dismissive,Contemptuous
الناخبين يتصرفون مثل الدمى الجاهلة، وتخمن ماذا؟,High,Dismissive,Insulting and Derogatory,Contemptuous
تدري انك قاعد تتابع المباراة و انا ازغل عليك يا حمار,High,Aggressive,Insulting and Disrespectful,Hostile
سرت و الجفره خط احمر 😂 مش قادر يتقدم خطوه قردوغان,Medium,Mocking,Casual and Derisive,Disparaging
ستكون كندا سعيدة جدًا بأن تكون توأم الروح للمكسيك إذا توقفت المكسيك عن كونها فاشلة .,High,Condescending,Patronizing and Insulting,Disparaging
تحسب الكل قحاب مثل خواتك وامك الي ماعرفو يربونك؟,High,Insulting and Disparaging,Offensive and Vulgar,Contemptuous
أولئك المخترقين الروس العبقريين الملعونين,High,Derogatory,Confrontational and Insulting,Hostile
حبيبى لما تقع قوم اقف ومتبصش للى سرق ولهف وعايش فى نعيم وترف جربوع وفاكر نفسه نضف بكرة الايام تدور وكله ينكشف,Medium,Advisory and Derisive,Critical and Colloquial,Cynical
يلعن أبوك فريق مايمشي الا بدفدفة الفار...!! أقسم بالله حتى والنتيجه كذا ماعندك أحد.. إجتهادات فااااااااو وبسسسسس,High,Angry and Derogatory,Insulting and Offensive,Hostile
عفواً بس شو هالتحليل الطيازي هاد من وين لوين الفلسطينية أشعلوا الثورة,High,Mocking and Dismissive,Insulting and Confrontational,Hostile
من الصعب القول أنك فعلت ذلك من أجل الحرية، ثم هربت إلى روسيا اللعينة.,Medium,Critical,Confrontational and Disrespectful,Disapproving
حقاً، هناك أشخاص آخرين قاموا بمضايقتي مثل styrofoam1994 الذي وصفني بأني أحمق.,Medium,Defensive,Accusatory and Insulting,Resentful
امم جمال جد جد لبويتين شراميط واقفين مع بعض,High,Offensive,Insulting and Vulgar,Derogatory
الشرطة ليس لديها وقت لهذا الهراء,Medium,Dismissive,Confrontational,Frustrated
هذا الشخص السيء يجب أن يبتعد عن الحيوانات والجمهور بشكل عام.,Medium,Derisive,Accusatory and Condemnatory,Disapproving
معنديش طاقة اجادل حد - انتي صح - وانت صح - والأخ اللي ورا... ايوة انت يا حمار انت صح,High,Mocking and Dismissive,Confrontational and Insulting,Hostile
وينهم رواد السلام؟؟ لعنة الله عليكم وعلى من والاكم وعلى من ايدكم جميعا غدا عند الله تلتقي الخصوم,High,Aggressive,Confrontational and Blasphemous,Hostile
كلكهم بيقولو عنك دبه 😂😂,Medium,Mocking,Dismissive and Insulting,Disrespectful
جنسهم جبران باسيل وقبص اللي فيه النصيب لك يلعن هيك سياسيين واطيين,High,Aggressive,Derogatory and Insulting,Hostile
هيلاري حرة، وأوامره التنفيذية فاشلة، وتعييناتها بها بعض المشاكل,Medium,Criticism,Evaluative and Critical,Negative
نهاية جنودكم حاتكون تحت قبضة المشير لعنة الله عليكم حقراء,High,Aggressive and Hostile,Threatening and Insulting,Hostile
ياما بكيت وترجيتك ترحم قلبي ومارديت الله يلعن امك,High,Desperate and Aggressive,Confrontational and Insulting,Angry and Hurt
الريال مشارك يا حمار كيف تفتقده ؟,High,Aggressive,Insulting and Derogatory,Contemptuous
بتسوين مثلها على نهاية رمضان بإذن الله 🤭😁 مسويه روووحج قطوه وانتي دبه قطبيه 😁,Medium,Sarcastic,Casual and Mocking,Teasing
لعنة الله عليكم نمد لكم حبل الوصل وانتم بالجفا تقطعونه .,High,Accusatory and Hostile,Confrontational and Insulting,Angry and Frustrated
مش شرط عشان انا بكتب بوستات هزار ابقى مبسوط مانتو بتكتبو بوستات كلها اخلاق وانتو شراميط 🤙🔥,High,Aggressive,Confrontational and Insulting,Disrespectful
هدفهم كله يضرون بالنادي الله يلعن ابوك من صحيفة ويلعن اللي يعملون فيك,High,Aggressive,Hostile and Insulting,Malicious
بياخد منحة الصحة العالمية يحطهم في العاصمة الإدارية الخسيس,Medium,Accusatory,Accusative and Derogatory,Disapproving
