Sentence,Toxicity Level,Tone,Language,Implied Sentiment
esaes dadme mi sobre de 125 cabrones xddddd,High,Sarcastic,Insulting,Hostile
"Que gente idiota la que sigue saliendo a la calle dios, no se quieren ni un poquito",High,Judgmental,Insulting and Disparaging,Hostile
¿Y quién cojones es ese?.,Medium,Aggressive,Vulgar,Disrespectful
A nadie puta le importa quien carajos muere por un dragon.,High,Dismissive,Vulgar and Insulting,Indifferent
Por eso lo siguen los maricas,High,Disparaging,Derogatory,Contemptuous
Vamos a tirarle el vídeo al gilipollas este 1.,High,Aggressive,Confrontational and Insulting,Hostile
Si fuera de La Pincoya se estarían pidiendo las penas del infierno y juzgando a todos.,Medium,Critical,Accusatory,Resentful
"Con esas demandas, le toy creyendo al innombrable eso de que no tiene 'ni un fkn real'.",Medium,Skeptical,Informal and Disparaging,Distrustful
Que mierda no poder soltar una persona a pesar de todo lo que te hizo.,Medium,Frustrated,Informal and Vulgar,Negative
man soy r autoexigente q hincha pelotas,Medium,Frustrated,Colloquial and Vulgar,Negative
Estoy hasta los cojones de vivir sintiendo que soy una basura como para que aún encima me lo recuerden constantemente,Medium,Frustrated,Profane and Self-Deprecating,Resentful
"Girón, monumento nacional (al tapón tan hijueputa que se forma desde el Palenque hasta Caneyes) a esta hora.",Medium,Frustrated,Vulgar,Annoyed
Uribe tiene huevas de plomo y nadie le da la talla.,Medium,Praising with an aggressive undertone,Colloquial and Bold,Admirational with a hint of Defiance
JAJAJAJA te amo histérica de mierda,Medium,Mocking,Insulting,Derogatory Affection
yo quiero hacer una paja a mano cambiada contigo ( live on ),High,Sexually Explicit,Vulgar and Inappropriate,Sexual Harassment
- ¡Ya cállate pinche Pedro!,High,Aggressive,Confrontational and Insulting,Hostile
La avispa es la cabreada que no come para no engordar.,Medium,Sarcastic,Colloquial and Insulting,Derisive
"Así luego entran en patera, dan otro nombre, y tienen otra paguita",High,Dismissive and Prejudiced,Derogatory and Stereotypical,Hostile and Discriminatory
Que no lo sigo y se quien coño son todos.,Medium,Frustrated,Informal and Offensive,Annoyed
"yo sabía que algun pelotudo/a iba a comentar esto jajaaj, deggggggame en paaaaaaassssssssssss (sartenaso)",Medium,Sarcastic and dismissive,Confrontational and insulting,Hostile
quiero follar y dormirme abrazao,High,Crude,Vulgar and Inappropriate,Offensive
Joder que partidazo de los Wolves en Anfield.,Low,Excited,Informal,Positive
DE RAZON ESTE PAIS VA DE CULO PARA EL ESTANCO CON ESTOS PETARDOS.,High,Derogatory,Offensive,Contemptuous
dios me siento para la mierda puede alguien de stray kids aparecer porfa😞,Low,Desperate,Informal,Melancholic
Ya vi a Vicent Janssen haciéndosela de pedo al Chupete Suazo por quien es el número 1.,Medium,Confrontational,Colloquial and Aggressive,Adversarial
Un poco guarrilla y con ganas de llamar la atención de forma desmesurada.,Medium,Derogatory,Disparaging and Judgmental,Disapproving
"No entiendo la gracia de este programa, están en bolas recorriendo una selva con un montón de animales venenosos",Low,Dismissive,Casual and Dismissive,Negative
yo digo que toca hacer un getsito en el hospe y descabronarloo🍻,Medium,Aggressive,Informal and Insulting,Confrontational
El muro de la infamia o El muro de los tetrahijueputas.,High,Derogatory,Insulting and Offensive,Disdainful
Oye que mierdas le pasa a Alba en las galas :(((?!?!?!,Medium,Aggressive,Offensive,Negative
La gente es tan cabrona a veces,Medium,Frustrated,Informal and Insulting,Negative
Te hablé puta de mierda,High,Aggressive,Confrontational and Insulting,Hostile
El facha pastrana no tiene ni amigos. Pobret.,High,Mocking,Derogatory and Insulting,Contemptuous
"Que no es abidal joder, que es Bartomeu, abidal es solo un peon mas.",Medium,Frustrated,Informal and Disrespectful,Critical
Se me fue el sueño a la mierda,Low,Frustrated,Casual and Vulgar,Negative
Que puta hacia el final el mismo le pasaba a los de mineiro jajajaj,Medium,Mocking,Vulgar and Insulting,Derisive
Malditos de Nintendo y su manía de no rebajar nada juegos que tienen años ya,Medium,Frustrated,Accusatory and Derogatory,Angry
soy la única a la que no le hace gracia esta mierda??,Medium,Frustrated,Vulgar,Annoyance
Porque hay mucho tarado en está red.,Medium,Critical,Insulting,Negative
Jajajajaja que gorda lechera hasta cuando con esos videos,High,Mocking,Derogatory and Insulting,Disrespectful
En verdad es irme a la chucha de chile jiji,Medium,Dismissive,Informal and Vulgar,Negative
QUE LINDO SER DE ROWING LA PUTA MADREE🔵⚪️♥️ #qlsr,Medium,Excited,Informal and Vulgar,Pride and Intense Emotion
"Vieran que feo se siente, el andar sufriendo por un mal de amooooor",Low,Melancholic,Emotional,Sadness
feliz porque hoy se come mantecol hasta empalagarse,Low,Joyful,Friendly,Positive
"SOS UN HIJO DE PUTA, no tenes sentimientos",High,Aggressive,Insulting,Hostile
"Esto hace falta en Paraguay, no la cantaleta amariconada de DDHH de muchos políticos.",High,Derisive and Disparaging,Offensive and Derogatory,Contemptuous
Hacer daño a un ser vivo debería estar penado joder.,Medium,Assertive,Colloquial and Strong,Critical
te ha faltado lo de: 'la culpa es de los padres que las visten como putas'.,High,Accusatory,Blameful and Derogatory,Judgmental
Xq no me contestabas maldita,High,Aggressive,Insulting,Angry
me voy a secar el pelo asi me lo plancho auq me de re mil paja,Low,Informal,Colloquial,Neutral
Te acordas que existo pendejo de mierda 😡,High,Aggressive,Insulting and Confrontational,Hostile
"Haber sí así aprenden de historia los cagones, y dejan de alabar a las Farc",High,Condemning,Aggressive and Vulgar,Hostile
Toy tan en la mía que si me vienen a joder me les río,Medium,Defensive,Confrontational,Defiant
"Porque hay alerta roja, subnormal!!!! Este tío es tonto, JODER!",High,Aggressive,Confrontational and Insulting,Hostile
Algo más ridículo que andar contando con quien te hablas?,Medium,Sarcastic,Mocking,Dismissive
Pobre hijueputa mala agradecida quiere todo para ella gratis y los demás departamentos que se jodan,High,Aggressive and Insulting,Confrontational and Offensive,Hostile
No quiero follar contigo porque me da igual lo que me lo digas.,High,Dismissive,Rude and Disrespectful,Contemptuous
Se me cae un huevo encarar a la práctica 😩,Low,Frustrated,Colloquial,Discouraged
Terminaré borrando todo y me iré bien a la chucha.,Medium,Frustrated,Informal and Vulgar,Discontent
Para que echan pirotecnia 🎇🙄 si no hay nada 😒 solo despertaron a Mia 😡 stuuupidossssssss Solo tirar dinero💸,High,Frustrated,Insulting and Disparaging,Angry
Pq chucha me despierto a esta horaaaa,Medium,Frustrated,Vulgar,Annoyed
"Los mejores, los más valientes y más preparados",Low,Encouraging,Positive and Supportive,Admiring
q paja ni tengo ganas d salir mañana,Low,Informal,Casual and Slang,Unenthusiastic
"Si te dan manzanas y huevos y te piden que hagas un gazpacho, como cojones pretendes hacerlo?",Medium,Frustrated,Vulgar,Annoyed
"Como un pico flacido, malo malisimo",Medium,Dismissive,Critical and Insulting,Negative
Por qué les tienen tanta bronca a los q fueron mantenidos y no los mandaron a laburar?,Medium,Accusatory,Casual and Disparaging,Critical
Mis vacaciones de Mayo se fueron a la mierda por el Covid.,Medium,Frustrated,Vulgar,Displeased
Que serie de la puta madre es Billions.,Medium,Exclamatory,Casual and Vulgar,Positive
Che cuenten el secreto para tener motos autos y salir todos los Findes rascándose los huevos 😛,Medium,Sarcastic,Casual and Slightly Vulgar,Jealous
"Nico a los 3 años se metió una pila y un PAN en la nariz, desde chiquito es pelotudo 🤣",Medium,Humorous,Mocking and Derogatory,Dismissive
Pues sere un puto desastre pero si te veo mal intento sacarte una sonrisa,Medium,Self-deprecating,Colloquial and Vulgar,Supportive
COÑO una portada sin Neymar jajajaja jajajaja,Medium,Sarcastic,Casual and Vulgar,Mocking
Nunca sean así de mierdas,Medium,Reproachful,Offensive,Disapproving
Ahhhhh cabron cuál es el beso arcoíris ?,Medium,Confused,Casual and Slightly Aggressive,Inquisitive
Dejen jugar el partido flaites de mierda!,High,Aggressive,Confrontational and Offensive,Hostile
Después de eso casi prendo fuego la campera y la remera de 6to porque la verdad una mierda todo.,Medium,Frustrated,Aggressive,Angry
Huevones nefastos utilizados por la extrema izquierda anarquista,High,Derogatory,Insulting and Political,Hostile
"Una noche me duró la serie, joder coño",Medium,Frustrated,Vulgar,Annoyed
Joder como esta el chaval 🤦🏻‍♂️,Medium,Frustrated,Informal and Mildly Insulting,Disapproving
Y que poronga es Harry Potter.,Medium,Dismissive,Vulgar,Disdainful
EN SERIO ESTOS PEDAZOS DE MIERDAS PUEDEN SER LLAMADOS POLICÍAS CIVILES?,High,Derogatory,Insulting and Aggressive,Contemptuous
Van a tener que seguir convenciendo a más charnegos,Medium,Derogatory,Dismissive and Pejorative,Disparaging
"Típico estos weones se limpian las manos, me voy chao",Medium,Frustrated,Informal and Derogatory,Disappointed
mejor me voy a dormir porque sino me la voy a mandarrr,Low,Frustrated,Casual,Negative
Jajajajaj la Küyén cagando en el depa DESPUÉS DE QUE LA SAQUÉ A PASEAR PARÁ QUE CAGARA AFUERA!!!,Medium,Frustrated,Vulgar and Casual,Annoyed
"Gol de Alemania, TyC, la concha de tu madre",High,Aggressive,Confrontational and Insulting,Hostile
Jajajaja q mente de mierda tengo lpm buen día crack,Medium,Self-deprecating,Casual with Profanity,Mixed
como si nunca vieron la lluvia PELOTUDOS,High,Aggressive,Insulting,Hostile
"EL VERDADERO RELAJO INICIÓ, CUANDO NITO CORTIZO DECLARO QUE ESTE SR SE QUEDABA EN EEUU, PORQUE EL ERA QUIEN MANDABA.",Medium,Accusatory,Disparaging,Contemptuous
"Y ESPERAR EL APOGEEEO DE LA ENFERMEDAD, CHUPA 3L PICO FEO DE MIERDA.",High,Aggressive,Vulgar and Insulting,Hostile
El que madruga anda cagado de sueño!,Low,Humorous,Informal,Playful
"Iba a salir y pincho, una paja d todo manejo últimamente",Medium,Frustrated,Informal and Crude,Negative
Gracias policia x cagarme la siesta🖕🏻,High,Sarcastic,Confrontational,Hostile
Tengo un problema serio si ya desde esta hora estoy hasta los cojones de la gente,Medium,Frustrated,Colloquial and Vulgar,Irritated
marujones tio deberia daros verguenza,Medium,Dismissive,Confrontational,Condemnatory
Lo puto guapa que sale todo el rato??????,Medium,Sarcastic,Informal and Vulgar,Mildly Appreciative
"El destino es una verga, y la vida injusta, por eso vivámosla y no la desperdiciemos",Medium,Pessimistic,Casual and Vulgar,Resigned
que celular d mierda m pone re del orto,High,Frustrated,Vulgar and Insulting,Angry
me tienen las pelotas re llenas todos,High,Frustrated,Aggressive,Angry
QUIEN MIERDA ME MANDO A PASARME A ABONO,High,Offensive,Confrontational and Vulgar,Frustrated
"Parce revisen esos prejuicios tan careculos, la vaina no es por ahí.",High,Aggressive,Confrontational and Insulting,Disdainful
Tóxico de mierda lo único q quiere es escabiar,High,Contemptuous,Offensive and Insulting,Disdainful
Era el puto amo JAJAJAJAJAJJAJAA,Medium,Boastful,Informal and Vulgar,Arrogant
Lindo 5to vamos a tener con el colegio en construccion todo el puto año 🙄,Medium,Sarcastic,Dismissive and Critical,Frustrated
Pruebas y más pruebas y a este hijueputa nada que lo investigan,High,Frustrated,Aggressive and Insulting,Angry
Llenos de coca y bandas criminales.,High,Derogatory,Offensive and Stereotyping,Negative
Odio andar con un secreteo... nojoda.,Medium,Frustrated,Informal and Rude,Annoyed
"De aquí a que se dé de nuevo la mierda, que alguien me pegue un paipe por weta",Medium,Frustrated,Vulgar and Confrontational,Angry
"Joder que bueno, no voy a picar yo sólo 😉",Low,Playful,Casual,Positive
No sirven para un culo,High,Dismissive,Offensive and Insulting,Derogatory
Gran puta... el calor de mierda este... 😣😣😣,Medium,Frustrated,Vulgar and Insulting,Annoyed
"El espíritu de Plasencia siempre será una epopeya de liberación de tensión...Que putos nervios de tanda, pollo.",Medium,Frustrated,Informal and Vulgar,Agitated
Lo peor es que hay tantos idiotas que le creen,Medium,Frustrated,Disparaging,Contemptuous
Hay qu serpaleto para no saber que ese psicopata firmo 8000 sentencias de muerte.,High,Accusatory,Insulting and Judgmental,Hostile
No tengo ni puta idea :@,Medium,Frustrated,Vulgar,Annoyed
esta hasta el coño de la vida JAJAJAJAJAJAJAJAJJAJAJAJAJA yo,Medium,Frustrated,Vulgar and Informal,Overwhelmed
Siempre así de pelotudos 🤪,Medium,Sarcastic,Disparaging,Contemptuous
Shh callate hay q tener fe,Low,Dismissive,Informal,Slightly Impatient
Estai viejo pa comentar esas hueas,Medium,Disparaging,Colloquial and Disrespectful,Belittling
"Y en mayo más, en junio más, en julio más....... Pedazo de inútiles!!",High,Aggressive,Confrontational and Insulting,Hostile
"Layun tirando carro, el chiste se cuenta sólo jajajajaja pinche petardo 🤣",Medium,Mocking,Insulting and Sarcastic,Disparaging
No vuelvo a hacer ni el más mínimo comentario respecto a ni mierda.,Medium,Frustrated,Vulgar and Defensive,Annoyed
Primera presentación de Tinelli que es una mierda 👎🏼,Medium,Critical,Profane,Negative
Gran puta que reflejos tenía Bush,High,Mocking,Insulting,Disrespectful
Que ganas de tener esas tetas,Medium,Objectifying,Crude and Inappropriate,Lustful
"Las cortes corruptas y ahora también con abusos sexuales, de razón la justicia de este país esta vuelta MIERDA.",High,Outraged,Aggressive and Offensive,Angry
pero callate — Pero que me dejes 👊,Medium,Aggressive,Confrontational,Frustrated
Odio más a los pinches grillos cuando estoy estresada 😭,Medium,Frustrated,Casual and Profane,Annoyed
JOH tiene que ganarle esta mierda,Medium,Aggressive,Vulgar,Demanding
"¿Será mongolo de nacimiento, o solamente estará interpretando un papel?",High,Disparaging,Offensive and Insulting,Contemptuous
"¡Vallekanos yonkis y gitanos! Orgullosos de nuestro barrio, no lo podréis entender 💪",Medium,Proud yet Confrontational,Informal and Derogatory,Defensive
Sisi viva la patria y coso pero NO SUBAN FOTOS DE SUS LOCROS,Medium,Dismissive,Formal and Insensitive,Annoyance
Así qué como usted hay tanto imbécil qué por ser socialista y de izquierda cree qué no somos independientes.,High,Aggressive,Confrontational and Insulting,Hostile
No sea imbécil la idea es salir con precaución para reactivar la economía que lleva meses por culpa del COVID-19.,Medium,Reprimanding,Rude and Direct,Frustrated
Quien poronga es el Pirizz,Medium,Aggressive,Informal and Vulgar,Disrespectful
3 horas seguidas haciendo cosas para la puta partida Creo que me podría acostumbrar a esto,Medium,Frustrated,Informal and Vulgar,Annoyance
Ayer escrachamos al pelotudo del Mono Ramos y hoy al infeliz lo echaron.,High,Aggressive,Insulting and Vulgar,Hostile
"Aveces Nose si bloquear a Abi de tw o hablarle y mandarla a cagar, que mina más pelotuda es",High,Aggressive,Confrontational and Insulting,Hostile
Si entendieran que no por salir embarazada se tienen que casar se ahorrarían muchos pedos después,Medium,Judgmental,Informal and Critical,Disparaging
Entrar al metro es como bajar al infierno,Low,Critical,Metaphorical,Negative
"A firmar xq Dalito anda pidiendo asilo, se nos quiere quedar en USA, mejor q regrese y de la cara.",Medium,Dismissive,Confrontational,Critical
"Mi perra vale pico, juro que me había levantado a jugar y tomó su peluche jajaajja Küyén de mrda",Medium,Humorous with derogatory undertones,Colloquial and Insulting,Disparaging
Muy fan de la forma de saludar de Pablo a la gente que no conoce de una mierda.,Medium,Sarcastic,Casual and Slightly Insulting,Disdainful
Ya puse la de Don't Want A Miss A Thing de Aeroesmith por si se acaba el mundo ahorita ridículos.,Medium,Sarcastic,Mocking,Disdainful
Los perroflautas que libráis hoy no decís nada ehh?? #DiaDeLaConstitucionEspanola,Medium,Disparaging,Derogatory and Provocative,Contemptuous
Las Cortes con rabo de paja hablan de moral 🤣🤣🤣,Medium,Mocking,Derisive,Disparaging
Tengo un quilombo en la cabeza y el corazón hecho verga,Medium,Frustrated,Vulgar and Colloquial,Distressed
Llevo más de un mes con los pies hinchados que mierda._.,Low,Frustrated,Informal,Negative
Menos mal que no te reiste cuando perdí la quinta porque podía llegar a tirarte por el balcón,High,Threatening,Violent,Hostile
Que utilicen los recursos de un partido para ganar una Curul y luego coger la de villa Diego con burla!,Medium,Critical,Disapproving and Sarcastic,Negative
"Tener pareja es la verga; pero tener amigos, verdaderos amigos eso no se compara con nada.",Medium,Comparative,Informal and Vulgar,"Negative towards relationships, Positive towards friendships"
Ni para un hijueputa par de medias.,High,Aggressive,Offensive and Insulting,Hostile
Que hdp cuando nos pinta bajón inventamos lo que sea para comer,Medium,Casual,Informal and Slang,Neutral to Negative
a ver cuantos poneis tusa pesaos de los cojones,High,Aggressive,Confrontational and Insulting,Hostile
Ya me dio esa sed de la que haces encabronar a los novios de las mujeres.,Medium,Provocative,Inflammatory,Aggressive
Habla como chileno antes de irte culiao weon la wea,High,Aggressive,Rude and Insulting,Hostile
"Le apunta con una escopeta  —¿¡A caso pretendes llevarme la contraria, maldito!?",High,Aggressive,Threatening and Abusive,Hostile
"Por qué puta no llueve ahora, YA",Medium,Frustrated,Aggressive,Impatient
"Mi guatita me está matando, prometo dejar de comer mierda.",Medium,Frustrated,Colloquial and Vulgar,Regretful
Que mierda es esa ubicación millenial ahora estoy re enojado loko,Medium,Aggressive,Informal and Vulgar,Frustrated
"ginobili que huevos que tiene loco, grande manu #Túnez",Low,Admiring,Informal,Positive
"Jajajajajajajajaja jueputa nombre para ñero, le hubieran dejado Covid",High,Mocking and Insulting,Derogatory and Offensive,Hostile
"Mientras tanto, el aprendiz de secretario, le quiere pasar la papa caliente a la ONU.",Medium,Disparaging,Condemnatory,Critical
"Me la suda el jopara hoy, voy a comer un sanwi y ya!",Medium,Indifferent,Casual and Vulgar,Apathetic
"Copito está infumable, parece q sabe q es su cumpleaños",Medium,Annoyed,Informal and Negative,Displeasure
Muy sorete el.... ni me habla ✋,Medium,Disdainful,Informal and Rude,Frustrated
Este Santiago buchón de mierda😡,High,Aggressive,Insulting,Angry
No hay nadie de la oposición con los cojones suficientes para hacer la denuncia.,Medium,Disparaging,Provocative and Vulgar,Contemptuous
Se ven bien pinches finas sacando $8.50 pesitos de su bolsa michael kors para pagar el pasaje del transbus.,Medium,Sarcastic,Colloquial and Derogatory,Disparaging
Si se sienten medio boludos... acuerdense que una vez se hizo una caravana en honor a Paul Walker 😘,Medium,Sarcastic,Casual and Derogatory,Mocking
Iba a estar yo viendo esta mierda teniendo mi mente tranquila.,Medium,Frustrated,Colloquial and Vulgar,Irritated
COMO DIJO ROSA PARKS UNA BUENA MILI TE HACIA FALTA A TI MARICÓN,High,Aggressive,Disrespectful and Homophobic,Hostile
Grande comobsiempre y dejando como un culo a la izquierda.,Medium,Disparaging,Informal and Insulting,Disrespectful
Ahí si se irían de culo,Low,Casual,Informal,Negative
Uno para pasar los cólicoAY CHAO DE AQUÍ BOBA HIJUEPUTA.,High,Aggressive,Insulting and Aggressive,Hostile
"si subo una historia es para q me la respondas boludo, no se cómo explicarte",Medium,Frustrated,Informal and Insulting,Annoyed
Esa pistola con nobel me mandó a la xuxa,Medium,Dismissive,Insulting and Confrontational,Hostile
Pero callate un poco la concha de tu hermana,High,Aggressive,Confrontational and Vulgar,Hostile
Me falta follar joder para hacer pleno :(,High,Frustrated,Vulgar and Offensive,Discontent
No existe alguien que me mueva el piso como vos,Low,Affectionate,Romantic,Positive
Que ninguna me mande nudes es otro pedo.,Medium,Displeased,Crude and Vulgar,Frustration
Así que cámbiame la cara de ojete.,High,Aggressive,Confrontational and Insulting,Disrespectful
PUTO GORDO PENDEJO EL CAMPEÓN ERA WOS,High,Aggressive,Confrontational and Insulting,Angry
"No pienses eso coño jajajajaja que la cambien a la siguiente ciudad si quieren, no en Málaga 🤣🤣🤣🤣",Medium,Dismissive,Casual and Vulgar,Indifferent
"Por un 2019 q me chupe todo un huevo, y que todo me duela menos🙏🏻",Medium,Dismissive,Casual and Vulgar,Resentful
Y ganando 4 a 1... con todo esto .. intento sacar con su cabeza la pelota... que huevos carajo..,Medium,Surprised/Impressed,Colloquial and Informal,Admiring
JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA QUE PUTA VERGÜENZA EL PENALTI QUE LE HAN REGALADO AL MADRID DIOS MIO!!!,Medium,Mocking,Derogatory,Frustration
"Eso al régimen se lo pasa por el forro, tan habladera de paja y no pasa nada.",Medium,Discontented,Colloquial and Disrespectful,Frustrated
"este tarado dijo que iba a dormir un ratito, van 3 horas",Medium,Disparaging,Insulting,Critical
Con dos huevos... q pasada macho,Low,Neutral,Casual,Positive
"A mamarla moros españolitos, los verdaderos españoles están en el norte",High,Derogatory,Offensive and Discriminatory,Hostile
Miren este video y después vean quienes son los verdaderos racistas,Medium,Accusatory,Provocative,Conflicted
"Que se yo, cosas insignificantes que como siempre como buen boludo me pongo mal.",Medium,Self-Deprecating,Casual and Insulting,Negative
La verdad le duele a ese mequetrefe,Medium,Disparaging,Derogatory,Contemptuous
"AH PERO NO FUERA UN ATAQUE DE SAQUEOS, AHÍ LOS PICOSHEDIONDOS CIERRAN INMEDIATAMENTE.",High,Angry,Derogatory and Confrontational,Hostile
noo gato como extraño romper colas en el ludo😔😔,Low,Nostalgic,Sad and Playful,Regretful
no me puedo dormir la gran concha d su madre,High,Angry,Vulgar and Offensive,Frustrated
Tengo que dejar de darle vueltas a la facu coño,Medium,Frustrated,Colloquial and Vulgar,Exasperated
los dioses nos van a castigar x estas mierdas jswjjsjaaj q decia,Medium,Mocking,Vulgar,Cynical
"23 de septiembre del 2020 me entero que DMS significa demasiado, me quiero cortar las tetas!",High,Distressed,Self-Harmful,Despair
Me volví a enamorar pero otra vez a la mierda.,Medium,Frustrated,Vulgar,Negative
Me refregué los ojos y me acorde q la estuve re mil acariciando a esta perra zorra 😢,High,Derogatory,Offensive and Insulting,Disparaging
se me ha calado el coche en la puta rampa mas heavy que he subido nunca,Medium,Frustrated,Casual and Vulgar,Annoyed
También me quiero casar con el namjoon de cabello corto y verde DI VI NO,Low,Excited,Positive and Admiring,Affectionate
"No intento cambiar a la gente pero si sé que das más , pues coño para que conformarte ?",Medium,Frustrated,Colloquial with Profanity,Discontent
quien viene a ver detective pikachu conmigo aunque parezca una mierda?,Medium,Casual,Informal and Potentially Insulting,Negative
"Opino lo mismo, da risa leer a los que no tienen ni puta idea",Medium,Mocking,Dismissive and Insulting,Derogatory
Te hubise puesto una luca en el bolsillo para que me trajeras unas piscolas a la mesa,Low,Casual,Colloquial,Neutral
O hacen historias de putas y traquetos.,High,Disparaging,Vulgar and Disrespectful,Condemnatory
"Joder, todo muerto es bueno.",High,Aggressive,Profane and Insensitive,Malicious
Daniel Mendoza y Gener Usuga son tan HIJUEPUTAS la bajeza de ellos de meterse con un niño.,High,Angry,Confrontational and Insulting,Hostile
Y digo pringados porque me acuerdo del motivo por el que me bloquearon y me parto el culo de risa,Medium,Mocking,Disdainful,Derisive
"Y aquí estoy yo, hablándote primero otra maldita vez.",Medium,Frustrated,Strong and Irritated,Annoyed
Como siempre las ratas son las primeras en huir.,Medium,Derogatory,Figurative and Insulting,Disparaging
Noooooo la concha de la tu vieja mas mal no se puede comenzar????,High,Aggressive,Insulting,Frustrated
Sisi pienso cagarle el final a todos xq fue una mierda,High,Aggressive,Confrontational and Vulgar,Hostile
"Se debe estar muy pendejo para compararlos, pero se debe estar mucho más pendejo para demeritar a uno por otro.",High,Insulting,Confrontational and Derogatory,Disparaging
"Pobre infeliz, el no le llega ni a la suela de los zapatos a BRANDONI...",Medium,Derogatory,Insulting,Disdainful
"Es una pandemia, no comentarios para la tribuna.",Low,Dismissive,Neutral,Critical
cuando se dio cuenta de la cagada que hizo😵,Medium,Critical,Colloquial and Vulgar,Negative
Otra de  “el mundo es resultado de un pedo originario”,Low,Casual,Colloquial,Humorous
"Si si, vete llorando ya",Medium,Dismissive,Sarcastic,Derisive
Por esta misma razón me resisto siempre que paja,Low,Defensive,Casual,Neutral
callate gil lo va a ver luana,Medium,Imperative and Insulting,Confrontational,Dismissive
Le pusiste sueldo de 50k a pateadores cualquiera con primas anuales hasta por si se tiraba un pedo.,Medium,Sarcastic,Disparaging and Derogatory,Disrespectful
Nadie querrá ser presidente de una organización criminal,Low,Neutral,Direct,Negative
Sigan con sus Maricadas de marchas para que después le echen culpa al gobierno de los aumentos de cocos-19.,High,Sarcastic and Dismissive,Confrontational and Insulting,Hostile and Blaming
Por culpa de aficionados como el tontopollas este se rien de nuestro equipo,High,Accusatory,Confrontational and Insulting,Blame
Que paja ir al minor locooo!,Low,Frustrated,Casual and Informal,Annoyance
Me ha hecho sentir cosas coño.,Medium,Frustrated,Casual and Vulgar,Annoyed
se va a hacer caca de tanto apretar,Low,Humorous,Colloquial,Amused
Ni aquí ni en la quebra' de tu raja.,Medium,Confrontational,Insulting and Vulgar,Disrespectful
Par de hijueputas cínicos y descarados que merecen ser extraditados,High,Aggressive,Confrontational and Insulting,Hostile
"Salí de ahí Martínez, es pasar vergüenza al pedo",Medium,Dismissive,Disrespectful,Disparaging
Luego coñazo absoluto lo q movera en torno a ella en redes sociales por ej.,Medium,Dismissive,Informal and Vulgar,Negative
encontré la pistola pa los aros mmmm 5 favs y me hago uno,Medium,Provocative,Suggestive and Mischievous,Edgy
MALDITA DERECHA GUARDAR EL HACHA YA Y RESPETAR MÁS A NUESTROS MAGNÍFICO CIUDADANOS.,Medium,Aggressive,Confrontational,Hostile
Qué humor de mierda manejo🤯🤯,Medium,Frustrated,Crude,Negative
Que caro nos salió la maldita revolución chavomadurista!,Medium,Frustrated,Derogatory and Critical,Discontent
Pero le tenéis q comer la polla ah ah GRANDE CR7,High,Aggressive,Vulgar and Offensive,Hostile
Se ganan todo eso y muchos no hacen un culo allá.,Medium,Criticizing,Informal and Vulgar,Disapproving
Que se puede esperar de un burro más que una patada?,Medium,Sarcastic,Derogatory,Disdainful
Dejad de hacer puto spoiler,High,Angry,Confrontational and Offensive,Annoyed
Aue puto coraje la vd🤬🤬🤬,High,Aggressive,Profane and Insulting,Hostile
"Que amigo sos eh, gil de mierda",High,Sarcastic and Insulting,Aggressive,Hostile
Y sin un puto dia de cárcel y con miles de muertes a sus espaldas.,High,Angry,Aggressive,Condemnatory
Pero hay veces es las que no podes garchar pero eso si podes crack,Medium,Informal,Colloquial and Vulgar,Casual
No puede ser posible que cada vez que saca un puto tema este increíblemente buenarrrdoooo,Medium,Frustrated,Vulgar,Mixed
"La Camila qlia me tiene chata, ansiosa de mierda, angurri.",High,Aggressive,Offensive and Derogatory,Frustration
y cuando queda leche pero no te da ni para un chupito que?,Low,Frustrated,Informal,Annoyance
Trasnochar viendo películas de mierda is my passion,Medium,Casual,Informal and Vulgar,Discontent
Otro pobre retrasado esperando su paguita. Con la que le pasa Soria no le llega... (Putos recortes) 😂,High,Mocking,Derogatory and Disparaging,Contemptuous
Mejoremos el nivel del típico chileno y sudaca por favor.,Medium,Derogatory,Disparaging,Disrespectful
Por qué no me mandas mi carta astral en vez de mierdas de google?,Medium,Frustrated,Confrontational,Annoyed
Que paja ser alérgico en tiempos de covid.,Low,Frustrated,Casual,Annoyance
No puedo llegar a ver la serie x este pelotudo y le cambio la contra de netflix 😡,Medium,Frustrated,Insulting,Angry
"Con tal de irme a la mierda soy feliz, igual quería ir a Reñaca :(((((",Medium,Resigned,Casual and Vulgar,Negative
"Jajajajajajajaja que imbécil soy, me estoy riendo en el colectivo como desquiciada",Medium,Self-deprecating,Informal and Insulting,Humorous
"En serio NO hagas nada malo, cabron porque ella de todo se entera.",Medium,Warning,Confrontational,Cautionary
"Extraños a mi team loco, extraño los martes y jueves de cagarnos de risa y tomar mate 😢",Low,Nostalgic,Colloquial,Affectionate
"Puede no ES un engaño, no podemos creer en este dictador comunista. CALLE hasta que se vayan",High,Aggressive,Confrontational and Political,Hostile
"Uff qué tan poco me banco a los hombres la concha de mi madre, con suerte me caerán bien 5",High,Aggressive,Vulgar and Disdainful,Hostile
Jamás superaré su puta risa enserio vivo enamorada JAJAJAJAJ,Medium,Amused,Casual and Vulgar,Admiring
"rivivio el árbitro con el penalti a suárez, subnormal",High,Aggressive,Offensive and Derogatory,Hostile
