Sentence,Toxicity Level,Tone,Language,Implied Sentiment
वो लोग IT अफसर से भी चंदा मागेंगे भेनचोद,High,Aggressive,Insulting,Hostile
चुप कर बे मादरचोद आ गया ना अपनी औकात पर,High,Aggressive,Confrontational and Insulting,Hostile
कुछ भी बकवास पेलते रहते हो  भोसड़ीके,High,Disrespectful,Abusive and Insulting,Aggressive
वैसे न्यूजीलैंड में जब हुवा तू कहा गांजा पी कर लुंड पड़ा था?,High,Mocking and Insulting,Confrontational and Derogatory,Disrespectful
"सुशांत, चौधरी, सरदाना, देवगन, लियाकत को देखते ही दिल से भड़वा - भड़वा की आवाज़ आने लगती है..",High,Disparaging,Insulting and Offending,Hostile
लोगो को लूटने का बहाना चाहिए तुम चूतियों को,High,Derogatory,Abusive and Insulting,Hostile
"भौसरी वाली, कभी अपनी दादी से पूछाने कि हिम्मत क्यों नहीं की तुमने ?",High,Accusatory,Insulting and Aggressive,Derogatory
"तुझे तो भक्तों का ही गू खाना है, तो सपरिवार आमंत्रित है",High,Mocking,Insulting and Sarcastic,Hostile
निशाचर राक्षस शैतान के चंगुल से आजाद हो कर बात कर,Medium,Strong,Aggressive,Defiant
कोई रंडी लगती है । इस महिला की भाषा किसी वेश्या और आवारा रंडियों जैसी है ।,High,Derogatory,Insulting and Disparaging,Disrespectful
फिर कयो अपनी ऐसी तैसी करवा रहा है फालतू दो पैसे की औकात नही है भडवा,High,Aggressive,Confrontational and Insulting,Disdainful
तुम्हारी आवाज़ नहीं निकलती सुअर कि पैदावार,High,Insulting,Offensive and Abusive,Hostile
"रंडी के बच्चे, बिना बाप के, जाके देख रिकॉर्ड  में कैसे मैया चोदता  था तुम्हारी ये |",High,Abusive,Derogatory and Insulting,Contemptuous
अरे ओ महबूबा रंडी की रानी तेरे को तो दर्द इसलिए हो रहा है ना कि तेरा यार पाकिस्तान वर्ल्ड कप से बाहर हो गया,High,Insulting and Derogatory,Rude and Abusive,Hostile
"दोस्त ख़रीदे नहीं जाते, ये तो वो कमीने होते है, जो आपको कभी शरीफ नहीं देखना चाहते !!",Medium,Cynical,Disparaging,Disdainful
ये कुत्ते के पिल्ले जिनकी चड्डी पैंट हमेशा विदेश में उतारी जाती है।,High,Derogatory,Insulting and Demeaning,Disdainful
आज़म ने कहा सांसद भवन पहुँचते ही लगा किसी नौटंकी में आ गए  ऐसा क्यों लगा आज़म मिंयाँ ???,Medium,Sarcastic,Disrespectful and Derisive,Disapproving
भोसड़ी के इसके आगे इनको कुछ नहीं आता ।,High,Insulting,Profane and Demeaning,Disrespectful
तुम जैसे चादरमोद महीनों रंडी रोना मचाते !,High,Derogatory,Insulting and Abusive,Contemptuous
रंडी तू ही है ऐसी मेहनत करती ही नहीं है ,High,Derogatory,Insulting and Demeaning,Contemptuous
मादरचोद पत्रकार बोलने में शरमा रहा है...उपद्रवी तत्व बता रहा है कुत्ता,High,Aggressive,Abusive and Insulting,Contemptuous
ये कब से बड़ी हस्ती हो गया भेनचोद ?,High,Derogatory,Insulting,Contemptuous
अपना नाम रंडी रख ले ज़्यादा अच्छा लगेगा.,High,Derogatory,Insulting,Disrespectful
किसी माई के लाल में हिम्मत नही की कोई हमारे बच्चों को छेड़ दे,Medium,Defensive,Aggressive,Protective
भड़वों ने गुजरात ट्रांसफर के बहाने दो इंच की जगह के लिए इसकी नोकरी छीन ली,High,Aggressive,Insulting,Hostile
इतना गांड मे गुड्डा है तो तू जा के खेल ले लोड़े,High,Aggressive,Vulgar and Insulting,Contemptuous
सभी भाई बढ चढ़ कर हिस्सा ले मादरचोद,High,Aggressive,Insulting,Hostile
लेकिन यह भी साफ है रंडी कि धोनी कोहली से बेहतर है ,High,Insulting,Derogatory,Disrespectful
ये सब गद्दार है मदरचोद है मादरचोद नाजायज़,High,Aggressive,Insulting and Abusive,Hostile
साले भड़वे कटुओ के दलाल  उसका कौम बताने में तेरी गांड क्यो फट रही है ?,High,Aggressive,Confrontational and Insulting,Hostile
"क्या मीना, मधुबाला सायरा, शबाना, सलमान, शाहरुख आदि हरामी हैं ?",Medium,Accusatory,Insulting,Disrespectful
धमकी किसे दे रहा है बे. सूअर की औलाद.,High,Aggressive,Insulting and Abusive,Hostile
इतना गांड मारूँगा की मादरचोद हरामी सुवर के ओलात अगला बार कुछ लिखने से पहले हज़ार बार सोचेगा,High,Threatening and Insulting,Vulgar and Aggressive,Violent
"तुमको तो हर जगह जाना चाहिए, हर जगह ए.सी. लग जाएगी. मक्कारी मत करो",Medium,Sarcastic,Disparaging,Discontent
इतना पीतल पेलेंगे की भोसड़ी का भंगार में बिकेगा,High,Aggressive,Confrontational and Insulting,Hostile
कॉमेंट्री वाले भोसड़ीके आँकड़े बता बता कर जिताने की कोसिस करते हुए,Medium,Frustrated,Insulting,Annoyance
"साले विपक्षी, हरामी की औलादों, तलवा चाटने वाले कुत्तों ।",High,Aggressive,Derogatory and Degrading,Hostile
इन भोसडी वालों को कोई बताओ कितने अकाउंट हैं,High,Confrontational,Insulting,Hostile
सोशल नेटवर्क पर जियो का फ्री नेट इस्तेमाल करने वाले अंधभक्त अक्सर नताओ को गाली गलौज करते हैं,Medium,Dismissive,Derogatory and Insulting,Contemptuous
कुछ नेताओं का मुँह ही नही पिछवाड़ा भी सूज रहा!,Medium,Mocking,Derogatory,Contemptuous
"कमीने, दुश्मन से गले मिल गये?",Medium,Accusatory,Confrontational,Disapproving
बेशर्म इतना है कि गलियां मिलती है फिर भी भड़वा बना बैठा है.,High,Derisive,Insulting and Demeaning,Contemptuous
ये लाइफ ओके चेंनल वाले सावधान इंडिया का नाम बदलकर चूत का चक्कर मौत से टक्कर क्यों नहीं रख लेते भेनचोद |,High,Mocking,Derogatory and Offensive,Disdainful
सालों तुम लोग पागल हो गए हो तुम्हारे अंदर दिमाग नहीं है,High,Criticizing,Disparaging and Condescending,Derogatory
"जिसको गरिया गरिया के सत्ता पाये, आज उसी के गांड का गू खाने को इतना बेचैन।",High,Disrespectful,Offensive and Vulgar,Contemptuous
धोनी के लास्ट बाल पे सिक्स मारते ही भोसडीके पागलों की तरह चिल्ला रहे थे || देखो सालों भेनचोद को,High,Aggressive,Insulting and Derogatory,Hostile
सब दलाल प्रवक्ता ट्वीट और डिबेट चालू कर देते है।,Medium,Disparaging,Accusatory and Demeaning,Negative
इस सूअर के आंड ने तब राज्यसभा में कुछ नही बोला,High,Contemptuous,Insulting and Derogatory,Disdainful
बदनाम कर रहा है ये हरामी,High,Accusatory,Insulting,Hostile
भोसडीके ये सोच जो एक जानवर से भी प्यार करता है वो इंसानो के लिए कितना अच्छा सोचता होगा,High,Mocking,Offensive and Sarcastic,Contemptuous
तेरी तरह थूक चाटने वाले कुत्ते नहीं है हम,High,Insulting,Derogatory and Aggressive,Contemptuous
तो सारे सूअर इकट्ठा हो गये वो मना करता रह गया मैने नही कहा,High,Offensive,Derogatory,Disdainful
बहनचोद कोई लड़कियों को बेटी की नज़रों से देखता है और कोई बीवी की नज़रो से,High,Confrontational,Insulting and Aggressive,Derogatory
ये सूअर सपोर्ट करने वाले है ??,High,Contemptuous,Insulting,Disdainful
कुत्ते की पूंछ को कितने ही समय  पाईप में रख लो सीधी नही हो सकती। आपके लिए इतना ही कहना चाहेंगे,Medium,Dismissive,Insulting,Disparaging
भाई साइंस नाम की चिड़िया कभी देखे हो? पढ़े हो??,Low,Sarcastic,Informal and Teasing,Mocking
"ये सब कुत्तों, सुअर, गधों की सम्मिलित इंसानी औलादें हैं",High,Derogatory,Insulting,Hostile
भोसडीके थोड़ा सा तो शर्म कर,High,Aggressive,Insulting,Disrespectful
तेरी औकात नहीं दूसरों के बारे में कुछ भी बोलने का भड़वे,High,Aggressive,Insulting and Disparaging,Hostile
थप्पड़ नहि जूता पड़ा है कमीने को,High,Aggressive,Confrontational and Insulting,Hostile
बहुत नीच देखे पर तेरा जैसा महानीच नहीं देखा।,High,Insulting,Confrontational and Derogatory,Disparaging
चुतिए अभी भी सोशल मीडिया पर रंडी रोना कर रहे है,High,Contemptuous,Abusive and Derogatory,Disrespectful
इन सालो को नारा नही सुनाई दे रहा..,Medium,Dismissive,Disrespectful,Frustration
नीतू का बाप झिला उठा ओर बोला भोसडिके रिश्ता हम नीतू बिटिया का लाए है उसकी माँ कमला का नहि ...,High,Aggressive,Confrontational and Insulting,Hostile
जिसके कारण आज तुम्हारी जैसी हरामखोर फिर बोल रही है,High,Contemptuous,Insulting and Derogatory,Disrespectful
सुअर पार्टी किसी बिल के पास करवाने के समर्थन मैं नही दिखती,Medium,Dismissive,Casual,Negative
"भोसडीके तुमको मल्टी-बिलियन डॉलर का इंडस्ट्रियल पॉल्यूशन नही दिख रहा, पेसिफिक गार्बेज पैच नही दिख रहा ?",High,Aggressive,Confrontational and Insulting,Hostile
"अबे कटे लंड के औलाद, रंडी  सुन, अगर गलत को गलत मान रहे हो तो मर्यादित भाषा में टिप्पणी करो।",High,Aggressive,Offensive and Insulting,Hostile
उन कुत्तों पर भी मुक़दमा होना चाहिए ।,Medium,Accusatory,Disrespectful,Disapproving
देश भूखा है और तू खाऐ मशरूम पनीर रे ओए नीच रे नीच,High,Disparaging,Accusatory and Insulting,Contemptuous
तुम वो रईस हो जो गरीबों से माल चूसकर कोठों पर लुटा रहे हो।,Medium,Accusatory,Confrontational and Condescending,Disdainful
तुम नीच लोगों को अब भी अक़्ल नही आ रही है क्या ?,Medium,Condemnatory,Insulting,Disdainful
साले अपना नाम भी ठीक नहीं लिख सकते मदरसा छाप.,Medium,Dismissive,Insulting,Disrespectful
भोसड़ीके ये सब कुछ जाँच के लिये हो रहा है या चुनाव जीतने के लिये ?,High,Accusatory,Confrontational and Vulgar,Hostile
भैनचोद आत्महत्या की तैयारी कर रहा है ?,High,Aggressive,Offensive and Insensitive,Derogatory
भेनचोद ये गुलाबी पैंट कौन पहनता है बे,High,Mocking,Insulting,Derogatory
ये काम अगर उसने किया होता तो तुम रन्डी रोना शुरु कर देते हरामी |,High,Accusatory and Disrespectful,Insulting and Derogatory,Aggressive
भेनचोद झोपड़ियाँ वालो को IPhone और विमान की टिकट कौन देता है |,High,Derogatory,Insulting and Discriminatory,Contemptuous
भेनचोद दिल्ली का मालिक पूरी सरकार चलाने का ढोंग कर सकता है |,High,Dismissive,Insulting and Disparaging,Contemptuous
भोसड़ीके अपनी टीम को खेलना नही आता और हमे गुरु ज्ञान दे रहा है।,High,Dismissive,Insulting,Contemptuous
वरना कुत्ते और गधे खाओ ।,High,Aggressive,Coarse and Degrading,Dehumanizing
इस कऊए को कोई नहीं पूछता आज कल ? भडवा है साला,High,Disdainful,Insulting and Derogatory,Contemptuous
"हालत तो धोबी के कुत्ते के समान है भोसड़ीके,",High,Dismissive,Insulting,Derogatory
ओ सुन रंडी के बच्चे। मेरे से ज्यादा बोला तो तेरी रंडी मा को कोठे पे बिठा दूंगा समझा ना,High,Aggressive,Derogatory and Threatening,Hostile
"रोहित शर्मा के शतक से छुट्टी मिले तो बिहार का भी ये नज़ारा देख लेना, यहाँ भी शतक लग चुका है बच्चो की लाशों की संख्या में",Medium,Sarcastic,Criticizing and Insensitive,Condemning
"बहुत बड़े हरामी हो यार आप, कन्फर्म हो गया",High,Disrespectful,Insulting and Judgmental,Contemptuous
आज जिसको देखो ज्ञान देने आ जाता है बे चुतिये,High,Dismissive,Confrontational and Insulting,Contemptuous
पाकिस्तान की गान्ड हरा चुके है आज बांग्लादेश की बारी है।,High,Aggressive,Vulgar and Offensive,Hostile
जभी तू इतनी नफरत करता है भेनचोद,High,Abrasive,Offensive and Aggressive,Hostile
भैनचोद ये कौन सा फरमान है ??? ,High,Aggressive,Confrontational and Insulting,Hostile
"शैतानी सुअर, भक्ति दर्शन पढ़ लेना ||",High,Insulting,Aggressive and Offensive,Hostility
रे माधरचोद क्या तेरी गांड में इतना दम नहीं की तू भड़वे अपने पापों को टेग करके ट्वीट करे,High,Aggressive,Confrontational and Insulting,Hostile
तुम भी चढ़ जा और नहीं दे तो अपना लौड़ा बढाकर उसके गांड में डाल लें |,High,Aggressive,Sexually aggressive and Degrading,Hostile
गाली बकना पाप है भैनचौद,High,Aggressive,Rude and Offensive,Derogatory
दलाल मीडिया पालतू कुत्तो की तरह भोंकना स्टार्ट कर देती है?,High,Dismissive,Derogatory and Insulting,Hostile
"सुन हिजड़े, तेरी गांड मारली ओर मारते रहेंगे ||",High,Aggressive,Insulting and Abusive,Hostile
ऎसे ही सभी जगह गांड मरवाते रहते हो?,High,Accusatory,Vulgar and Offensive,Disdainful
परेशानी हो रही हैं आग लगाने वाले कुछ भड़वा दलालो को !,High,Aggressive,Derogatory and Insulting,Contemptuous
भडवे सूअर कभी तो गलत का विरोध करा करो,High,Aggressive,Confrontational and Abusive,Hostile
"सबसे ज्यादा गन्दगी फैलाते है, सुअर से बद्तर",High,Derogatory,Offensive and Insulting,Contemptuous
ये भड़वा साला आर्टिकल 15 देखने मे व्यस्त है,High,Dismissive,Confrontational and Insulting,Hostile
"राह चलते पागल बनते हैं दोस्त, मादरचोद बोल के दारु पिलाते हैं दोस्त,",High,Offensive,Vulgar and Disrespectful,Disrespectful
कितने भी भड़वा कमीने हो पर काम पड़ने पर हमेशा आगे रहते हैं दोस्त,Medium,Derogatory,Insulting and Critical,Mixed
बेहोश पिस्सरा यह तो बताओ क्यूँ हुआ ?,Medium,Disrespectful,Insulting,Negative
वो रसीले होंठ और बड़े-बड़े बाल,Medium,Objectifying,Descriptive and Inappropriate,Sexual
मोदी क्या तेरा फूफा है भेनचोद ?,High,Derogatory,Abusive and Insulting,Hostile
गुजरात के ग़द्दार निष्काशित क़ातिल IPS संजीव भट्ट को उम्र केद...!!,High,Accusatory,Derogatory and Insulting,Hostile
तो इस दोगले पत्रकार को पता नही होता,High,Accusatory,Insulting,Contemptuous
बेटा जिस पर तू भोंक रहा है,Medium,Dismissive,Insulting,Disrespectful
अपनी ट्रेनों को भी कभी चेक कर लिया करो ।।ट्रेनों के ऊपर सुअर के लिये गाली लिखते है |,Medium,Disapproving,Accusatory and Disparaging,Negative
आप बढे आगे हम करते है इन लान्डीयो और सूअर पत्रकारो के ढीले टांके।,High,Aggressive,Confrontational and Insulting,Hostile
आतिशी को गाली देने वाले नीच,High,Aggressive,Abusive and Insulting,Contemptuous
"चुप रंडी की औलाद, मैच तू देख, तुझे जरूरत है,",High,Aggressive,Derogatory and Insulting,Hostile
अब वो कटु भड़वा सुअर ओवेसी कहाँ चला गया।,High,Aggressive,Derogatory and Insulting,Contemptuous
साले हलाला की औलाद माहोल खराब की बात करेगा थु,High,Aggressive,Offensive and Insulting,Contemptuous
विनोद कपटी शांत है अब नहीं उछल रहा,Medium,Accusatory,Disparaging,Negative
ऐसी गांड़ तोड़ो दल्ले की कि दोबारा ऐसी हरकत करने से पहले सोचे।,High,Aggressive,Violent and Abusive,Threatening
माधर्चोद तुम्हारा काम क्या रे भड़वे,High,Aggressive,Vulgar and Insulting,Hostile
तुम तो सीएम हो अपने फूफाओ को ख़ुश करने के लिए रिपोर्ट बदलवा दो,Medium,Sarcastic,Manipulative,Critical
फ़टी न तेरी ? सुअर की औलाद,High,Aggressive,Insulting and Offensive,Hostile
बेटा घुंगरू मुँह क्यों फुलाया है किसी ने पटक के लंड दे दिया क्या तेरे मुँह मे ?,High,Insulting and Derogatory,Vulgar and Offensive,Disrespectful
तो भी होश नहीं है ? मुशचन्दे जा बहन की चुदाई कर निकल अब यहां से।,High,Aggressive,Insulting and Vulgar,Hostile
भोसडीके अगली बार CD बना तो लाइटिंग अच्छी लगाना !,High,Angry,Insulting and Demanding,Frustrated
लो जी भड़वा आ गया ||,High,Disparaging,Confrontational and Vulgar,Disrespectful
भेनचोद इंग्लिश फैन्स सिर्फ ताली मारने को बैठै रहते हैं।,High,Dismissive,Insulting,Contemptuous
अब सेंचरी बनाना गान्ड खुजने जैसा हो गया है.......,Medium,Dismissive,Informal and Vulgar,Disrespectful
आखिरकार अपनी नीच घटिया सोच को आपने परिलक्षित कर ही दिया।,Medium,Accusatory,Insulting,Disapproving
भोसडीके अच्छे से बोल रहा हूँ तो तुम्हारा मूड खराब हो रहा है,High,Confrontational,Insulting,Hostile
क्या गुलाम अपनी बेगम का हलाला करवाने में व्यस्त रहता है?,High,Accusatory,Insulting and Disrespectful,Derogatory
वो दल्ली रूबीका तुम्हें याद कर रही थी उससे बात कर लेना ओके,Medium,Informal,Insulting,Disrespectful
भोसड़ी वाले दलाल मादरचोद निकल तेरी मां का भोसड़ा,High,Aggressive,Confrontational and Offensive,Hostile
"मादरचौद नौकरियां तेरी माँ के भोसडे मे डाल, सही सलामत रहेंगे तो मजदुरी करके कमा सकेंगे",High,Aggressive,Vulgar and Insulting,Contemptuous
हारामी पना अब भी कर रहा है या छोड़ दिया ?,Medium,Accusatory,Critical and Insulting,Disapproving
हरामी भारत मे बहोत तकलिफ है?,High,Disparaging,Offensive and Insulting,Negative
भाजपा के दलाल|  भाजपा फर्जी मुद्दों को उठाकर देश को विपरीत दिशा में ले जा रही है,Medium,Accusatory,Confrontational,Critical
भोसडीके तेरी लड़की पैदाइशी जाहिल है।,High,Derogatory,Offensive and Insulting,Contemptuous
अगर पता नही लगे तो बता देना अड्रेस भेनचोद तेरे घर पर डाक से भेज दूंगा,High,Threatening,Confrontational and Insulting,Aggressive
नहीं खा रहा है तो मरने दो भेनचोद को..,High,Aggressive,Abusive and Insulting,Hostile
"ये कुकूर मुत्ते की औलाद है, जो बच्चे ,महिला ,ओर बुजुर्ग पर हाथ चलता है वो भड्वा, दलाल, हैं",High,Aggressive and Abusive,Insulting and Derogatory,Hostile
ये भी हरामी है जो खुद उस संग बस में घूमता है,Medium,Disdainful,Informal and Insulting,Negative
शोएब चरसी अख्तर एक उभरती टीम का मजाक उड़ाते हुए,Medium,Mocking,Disparaging,Disrespectful
"वह हर समय भव्य, सेक्सी और नीच चुदाई करती है।",High,Derogatory,Offensive and Vulgar,Disrespectful
सबके सब अब मर गये सबके मुह पर ताले लटक गये अब कोई भी आवाज नहीं उठा रहा !।कुत्ते सूअर,High,Aggressive,Hostile and Insulting,Contemptuous
शर्म से डूब मरो हम लोगो ने जिताया अब उसके नाम पे सबका विकास कर रहे हो|,Medium,Critical,Accusatory and Derogatory,Discontent
ये हरामी वही है जिसने उसको जीते जी मार डाला ||,High,Accusatory,Offensive and Insulting,Hostile
सब सूअर की औलाद बुद्धिजीवी सड़क पर उतरकर हंगामा कर रहे,High,Derogatory,Insulting and Aggressive,Contemptuous
सूअर सब गोल गट्टम दे दना दन कर दिया।,Medium,Aggressive,Insulting,Hostile
न्यूज़ चलाते हो तब क्या अपनी माँ बहन बेचने निकलते हो ?,High,Accusatory,Offensive and Insulting,Disdainful
सबको अपना व्यवहार दिख रही है रण्डी,High,Disrespectful,Insulting,Derogatory
सड़को पे उतरना  जायज़ है सुअर कहीं के?,High,Aggressive,Confrontational and Insulting,Hostile
ये तो भडवा है।उसकी बीवी भी वही एजन्डा चला रही है।,High,Derogatory,Offensive and Insulting,Hostile
 क्षेत्र में ऐसी घटनाएं हो तो कटुवों को जिन्दा फूंक दूंगा।,High,Threatening,Violent and Aggressive,Hostile
ये हरामी चुडिया पहन नामर्द बन चुका है,High,Derogatory,Insulting,Contemptuous
भोसडीके तुम तो मार खाते ही रहते हो,High,Mocking,Insulting and Derogatory,Hostile
मादरचोद बांग्लादेश देश हार गई लेकिन पाकिस्तान को हारना चाहिए था ||,High,Hostile,Confrontational and Insulting,Angry
"अबे हरामी, कमीने, चोर , बेईमान तुझे डिटेल्स पता ही नही है",High,Aggressive,Insulting and Abusive,Hostile
कौन बना रहा है भेनचोद ऐसे मीम. आधे घंटे से हँस रहा हूँ.,High,Sarcastic,Crude and Insulting,Amused and Disrespectful
"अंधभक्तों की नीच हरकत, ये चाहते ही नहीं देश में शांति",High,Accusatory,Derogatory,Hostile
इस नीच के बारे में तो कहा जाता था कि बालाकोट एयर स्ट्राइक में मारा गया था फिर जिंदा कैसे हो गया यह नीच,High,Derogatory,Insulting,Contemptuous
अबे रंडी चुपचाप भाग भोसडिकी !,High,Aggressive,Abusive and Insulting,Hostile
दोनों भड़वे हो और दलाल तू पैसों का है,High,Insulting,Derogatory and Offensive,Contemptuous
नीच हरामजादे कमीने कुत्ते सुअर की नाजायज पैदाइश अपना ज्ञान अपने पास रख,High,Aggressive,Confrontational and Insulting,Hostile
इस कुते भूषण का अपहरण कर के इसके उस जगह मिर्ची भरे जहाँ से ये कमीना.,High,Aggressive and Insulting,Violent and Vulgar,Hostile
अब पत्रकार के ऊपर पेशाब कर दिया जा रहा है।,High,Aggressive,Derogatory,Disrespectful
बेगूसराय से कन्हैया कुमार <number> लाख वोटों से हार चुका हैं! मुन्ना बलात्कार इसको कहते हैं !!,High,Aggressive and Insensitive,Inflammatory and Derogatory,Hostile and Disrespectful
चुतिये पहले अपनी फोटो तो असली रख,High,Insulting,Aggressive and Derogatory,Contemptuous
हो गया न्याय? यही होता है जब एक एक्टर नेता बनकर लोगों का चुतिया काटता है |,High,Cynical,Insulting and Disparaging,Contemptuous
तुम क्लास जाकर अपनी इंग्लिश सुधारो भोसडीके!,High,Derisive,Disrespectful and Insulting,Derogatory
भड़वा ज्ञान बंद होना चाहिए ,High,Dismissive,Insulting,Hostile
"चुप कर भोसडीके, कौन सा दूध का धुला है तू",High,Aggressive,Insulting and Derogatory,Contemptuous
अभी भी समय है इनको इनकी औकात दिखा दो सारे अफसरों ।,Medium,Aggressive,Confrontational,Hostile
भोसडीके एक प्रोपेर्टी डीलर ने मोटा चूना लगाया था।,High,Accusatory,Insulting and Confrontational,Hostile
"बेटा धोनी के बारे में कुछ बुरा बोले ना तो,",Medium,Cautionary,Threatening,Protective
"हत्यारा कौन , मादरचोद काले लुंड की पैदाईश?",High,Aggressive,Derogatory and Insulting,Hostile
हमलोग भाई भाई का नारा देते रहेगे और वो सुअर हरामखोर हमे बर्बाद करता रहेगा!,High,Hostile,Abusive and Insulting,Aggressive
इनके बस की नहीं है यहां ब्लैक कमांडर लगा दिए जाएं फिर देखते हैं कौन सा सूअर आएगा सामने,High,Aggressive,Derogatory,Threatening
पहले तमीज से बात करना शिख किससे बात कर रहे.,Low,Admonishing,Instructional,Stern
तू है ही रंडी जो पैसे लेकर किसी के लिए भी कपडे उतार सकती हैं,High,Derogatory,Insulting and Degrading,Disrespectful
यह रंडी की औलाद तुम्हारे साथ क्या कर रहा है?,High,Hostile,Confrontational and Insulting,Aggressive
अब जा सो जा बीबी के पल्लू में,Medium,Dismissive,Derogatory,Disrespectful
मैं बताता हूँ भोसड़ीके वो सब फिर अपनी औकात में रहेंगे ।।,High,Aggressive,Confrontational and Insulting,Threatening
अगर जयाप्रदा तवायफ है तो तुम जैसे संसद कोठों पर भड़वे न हुए?,High,Contemptuous,Defamatory and Insulting,Derogatory
भड़वी दिल्ली के चाँदनीचौक में जो हुआ वो क्या था ?,High,Dismissive,Insulting,Contemptuous
तेरी बेन को चोडू भोसडीके ले उखाड़ ले जो उखाड़ सकता है।,High,Aggressive,Confrontational and Abusive,Hostile
"बदज़ुबानी से बाज़ नहीं आता है, फिर रोता है कि मुझे नीच क्यों कहा",Medium,Accusatory,Critical and Judgmental,Disapproving
और एक हम भोसडीके बैठ कर <number> घंटा सोचे थे तो दिमाग में यही आया बस।,High,Frustrated,Insulting,Negative
कोर्ट के छत पर झंडा तुम सब फहराते हो तब रंडी रोना नही होता है |,High,Accusatory,Offensive and Derogatory,Contemptuous
भोसडीके तुझे पानी चाहिए ? दिल्ली की यमुना नदी दिखता नही है तुजे ?,High,Dismissive,Confrontational and Insulting,Hostile
इन मादरचोद को कोई बोलो की चीते का मेकअप करने के बाद भी गण्डमरी ग्यारस ही लगते हो,High,Insulting and Contemptuous,Abusive and Demeaning,Hostile
सुअर ट्वीटर पे भी गन्दगी फैलाने आ गया,High,Derogatory,Insulting,Hostile
"रस्सी जल गयी, बल नही गया सच ही कहा है किसी ने कुत्ते की पूछ कभी सीधी नहीं होती",Medium,Contemptuous,Disparaging and Derogatory,Negative
बाद में रंडी रोना मचा दिया जाता है ||,Medium,Dismissive,Derogatory and Insulting,Contemptuous
भड़वा सच्चाई सामने आने से इतना डरते है..,High,Derogatory,Insulting,Contemptuous
इन जैसे भेनचोद नेताओं को जो आज उन अफसरों को ही गालियां दे रहे हैं ।,High,Aggressive,Confrontational and Insulting,Hostile
"किस किस्म के प्राणी हैं ये एंकर्स, अब तो भड़वा शब्द भी छोटा लगता है।",High,Derogatory,Insulting,Disparaging
तो कोई रंडी के नहीं बोल रहे हैं,High,Aggressive,Insulting and Disrespectful,Hostile
भोसड़ी के डकार ले रहे हो की मुंह से पाद रहे हो,High,Derisive,Insulting and Crude,Contemptuous
रंडी की नाजायज औलाद इस्तीफा दो,High,Abusive,Insulting and Commanding,Hostile
श्रीमान हरामी आपने बेहतर संदेश दिया इस चित्र के माध्यम से.,Medium,Sarcastic,Disrespectful with a hint of sarcasm,Disparaging
सावधान!  चमार  सुअर!!  में पानी भर गया है अब मोटर बंद कर दें।,High,Derogatory,Abusive and Insulting,Disrespectful
भाग जा भोसडिके नही तो मारूंगा.,High,Aggressive,Confrontational and Abusive,Threatening
किस तरह माँ चोद दी ये जाकर पूछ,High,Aggressive,Confrontational and Offensive,Hostile
तू कौन है भैनचोद.... चल निकल यहाँ से,High,Aggressive,Confrontational and Insulting,Hostile
साले तुम्हारी गांड की सारी खुजली एक ही झटके मे निकाल सकते हैं |,High,Threatening,Confrontational and Insulting,Aggressive
भोसडीके जिसने भी इसे इडिट किया है उसे भारत रत्न मिलना चाहिए...,Medium,Sarcastic,Insulting and Irreverent,Mocking
इनके बाप दादा भी इन्टॉलरेंस का रंडी रोना करने लगते।,High,Disparaging,Derogatory and Disrespectful,Contemptuous
"शहीद भगतसिंह, सुभाषचंद्र बोस, सावरकर, आजाद..... की मांओ ने कभी रंडी बाज नेहरु को देखने की कोशिश भी नही की",High,Derogatory,Offensive and Insulting,Contemptuous
"अबे चुतियो, टोमँटो खरीदनेकी औकात नही, चल मर्सिडीज़ खरीदने, भाग भैनचोद...",High,Mocking,Offensive and Insulting,Contemptuous
जिसका बाप ही हरामी उसका बेटा क्या बनेगा हरामी की औलाद हरामी ही होंगी।,High,Judgmental,Insulting and Derogatory,Contemptuous
गांड में घुसकर मर बहनचोद ||,High,Abusive,Vulgar and Insulting,Violent
भांड सरकार ऐसे लोगों को टिकट देती है जिन्हें लोगों से कोई मतलब नही बस जीत से मतलब है |,Medium,Critical,Disparaging,Disapproving
अब कहाँ मर गया...शांतिदूत बोलने वाला गैंग...,Medium,Mocking,Sarcastic and Derogatory,Disdainful
"अब क्या करोगे सोके भोसडीके, थोड़े देर में दिन निकलेगा।",High,Aggressive,Confrontational and Insulting,Derogatory
भेनचोद गांड मे बम घुसाकर ना फोड़ दिया तो हिंदुस्तान का मत मानना,High,Threatening,Confrontational and Insulting,Hostile
भारत की रंडी मीडिया के कुछ रण्डी और भड़वे एंकरों ने भारत को बहुत ही नीचे स्तर पर लाकर खड़ा कर दिया है।,High,Derogatory,Insulting and Offensive,Disdainful
ये साले नमकहराम है! इन को चौराहे पर गोली मारनी चाहिए।,High,Aggressive,Violent and Insulting,Hostile
बोसडी के सरदाना सर कीचड़ तो तुम जैसे दलालो की ही फेलाई हुई है,High,Accusatory and Insulting,Offensive and Derogatory,Hostile
कोई बात नहीं अफगानिस्तान तुम ने पाकिस्तान को लोहे के चने चबवा दिये उनको उनकी औकात दिखलाई है...,Medium,Triumphant,Provocative,Aggressive
भेनचोद घोटाले भ्रष्टाचार पे जवाब दे,High,Aggressive,Confrontational and Insulting,Hostile
"अरे शरम करो बेशरमों नामुरादों,,",Medium,Accusatory,Insulting,Disapproving
